timestamp;yaw_sp_move_rate;q_d[0];q_d[1];q_d[2];q_d[3];thrust_body[0];thrust_body[1];thrust_body[2];reset_integral;fw_control_yaw_wheel
806686486;1.3e-44;0.8871995;-0.20490752;-0.09302722;0.40278515;0.0;0.0;-0.42421055;0;0
806735907;1.3e-44;0.8860944;-0.20963491;-0.09517344;0.40228343;0.0;0.0;-0.42421055;0;0
806785406;1.3e-44;0.8859345;-0.21030976;-0.095479816;0.4022108;0.0;0.0;-0.4252632;0;0
806834890;1.3e-44;0.8838086;-0.21907167;-0.09945769;0.40124568;0.0;0.0;-0.4252632;0;0
806884388;1.3e-44;0.8817694;-0.22714052;-0.103120916;0.4003199;0.0;0.0;-0.4252632;0;0
806933908;1.3e-44;0.87839;-0.23987715;-0.1089033;0.39878568;0.0;0.0;-0.4252632;0;0
806983348;1.3e-44;0.8755921;-0.249897;-0.11345227;0.39751545;0.0;0.0;-0.42421055;0;0
807037347;1.3e-44;0.87267995;-0.25988427;-0.11798645;0.39619333;0.0;0.0;-0.42421055;0;0
807086816;1.3e-44;0.8724817;-0.2605489;-0.11828819;0.39610332;0.0;0.0;-0.42421055;0;0
807136329;1.3e-44;0.87006384;-0.2685125;-0.121903636;0.3950056;0.0;0.0;-0.42421055;0;0
807185773;1.3e-44;0.8696538;-0.2698376;-0.12250522;0.39481947;0.0;0.0;-0.42421055;0;0
807235318;1.3e-44;0.86841154;-0.2738091;-0.12430828;0.3942555;0.0;0.0;-0.42421055;0;0
807284800;1.3e-44;0.86841154;-0.2738091;-0.12430828;0.3942555;0.0;0.0;-0.4252632;0;0
807334267;1.3e-44;0.86841154;-0.2738091;-0.12430828;0.3942555;0.0;0.0;-0.4252632;0;0
807388247;1.3e-44;0.86841154;-0.2738091;-0.12430828;0.3942555;0.0;0.0;-0.42421055;0;0
807437759;1.3e-44;0.8704719;-0.26718676;-0.121301755;0.39519086;0.0;0.0;-0.42421055;0;0
807482726;1.3e-44;0.8763494;-0.24722816;-0.11224063;0.39785925;0.0;0.0;-0.42421055;0;0
807532228;1.3e-44;0.892208;-0.18186554;-0.082566254;0.40505895;0.0;0.0;-0.42421055;0;0
807586208;1.3e-44;0.9055293;-0.095533624;-0.043371897;0.41110682;0.0;0.0;-0.42421055;0;0
807635663;1.3e-44;0.91045946;-0.013176985;-0.0059823003;0.41334507;0.0;0.0;-0.42421055;0;0
807685196;1.3e-44;0.9105545;-0.00069356075;-0.0003148739;0.41338825;0.0;0.0;-0.4252632;0;0
807734649;1.3e-44;0.9105548;0.0;0.0;0.41338837;0.0;0.0;-0.4252632;0;0
807784152;1.3e-44;0.9105548;0.0;0.0;0.41338837;0.0;0.0;-0.4252632;0;0
807833620;1.3e-44;0.9105548;0.0;0.0;0.41338837;0.0;0.0;-0.42421055;0;0
807883081;1.3e-44;0.9105548;0.0;0.0;0.41338837;0.0;0.0;-0.4252632;0;0
807937080;1.3e-44;0.9105548;0.0;0.0;0.41338837;0.0;0.0;-0.42421055;0;0
807986557;1.3e-44;0.9105548;0.0;0.0;0.41338837;0.0;0.0;-0.42421055;0;0
808036077;1.3e-44;0.9105548;0.0;0.0;0.41338837;0.0;0.0;-0.4252632;0;0
808085536;1.3e-44;0.9105548;0.0;0.0;0.41338837;0.0;0.0;-0.4252632;0;0
808135020;1.3e-44;0.9105548;0.0;0.0;0.41338837;0.0;0.0;-0.4252632;0;0
808184509;1.3e-44;0.9105548;0.0;0.0;0.41338837;0.0;0.0;-0.4252632;0;0
808233988;1.3e-44;0.9105548;0.0;0.0;0.41338837;0.0;0.0;-0.42421055;0;0
808287920;1.3e-44;0.9105548;0.0;0.0;0.41338837;0.0;0.0;-0.42421055;0;0
808337431;1.3e-44;0.9105548;0.0;0.0;0.41338837;0.0;0.0;-0.42421055;0;0
808382469;1.3e-44;0.9105548;0.0;0.0;0.41338837;0.0;0.0;-0.4252632;0;0
808436425;1.3e-44;0.9105548;0.0;0.0;0.41338837;0.0;0.0;-0.4252632;0;0
808485939;1.3e-44;0.9105548;0.0;0.0;0.41338837;0.0;0.0;-0.42421055;0;0
808535385;1.3e-44;0.9105548;0.0;0.0;0.41338837;0.0;0.0;-0.4252632;0;0
808584891;1.3e-44;0.9092786;0.048193093;0.021879477;0.41280895;0.0;0.0;-0.4252632;0;0
808634365;1.3e-44;0.90588695;0.09208089;0.04180437;0.41126916;0.0;0.0;-0.42421055;0;0
808683842;1.3e-44;0.9065669;0.0851263;0.03864701;0.41157788;0.0;0.0;-0.42421055;0;0
808733424;1.3e-44;0.91055244;0.0020963603;0.0009517395;0.4133873;0.0;0.0;-0.42421055;0;0
808787285;1.3e-44;0.9105548;0.0;0.0;0.41338837;0.0;0.0;-0.42421055;0;0
808836763;1.3e-44;0.9102972;0.021660067;0.009833587;0.4132714;0.0;0.0;-0.4252632;0;0
808886248;1.3e-44;0.90838385;0.06283994;0.02852909;0.41240275;0.0;0.0;-0.4252632;0;0
808935772;1.3e-44;0.9079493;0.064971745;0.038643993;0.4122055;0.0;0.0;-0.4252632;0;0
808985210;1.3e-44;0.9105548;0.0;0.0;0.41338837;0.0;0.0;-0.4252632;0;0
809034702;1.3e-44;0.9105548;0.0;0.0;0.41338837;0.0;0.0;-0.42421055;0;0
809084188;1.3e-44;0.9105548;0.0;0.0;0.41338837;0.0;0.0;-0.42421055;0;0
809138237;1.3e-44;0.9105548;0.0;0.0;0.41338837;0.0;0.0;-0.42421055;0;0
809187700;1.3e-44;0.9101735;-0.026351193;-0.0119633395;0.41321522;0.0;0.0;-0.42421055;0;0
809232626;1.3e-44;0.90902966;-0.052680306;-0.023916654;0.41269594;0.0;0.0;-0.42421055;0;0
809282129;1.3e-44;0.9088224;-0.056141853;-0.025488183;0.41260186;0.0;0.0;-0.42421055;0;0
809336142;1.3e-44;0.9102313;-0.02427135;-0.0110190995;0.4132415;0.0;0.0;-0.42421055;0;0
809385699;1.3e-44;0.9105548;0.0;0.0;0.41338837;0.0;0.0;-0.42421055;0;0
809435098;1.3e-44;0.9105548;0.0;0.0;0.41338837;0.0;0.0;-0.42421055;0;0
