timestamp;timestamp_sample;information_event_changes;gps_checks_passed;reset_vel_to_gps;reset_vel_to_flow;reset_vel_to_vision;reset_vel_to_zero;reset_pos_to_last_known;reset_pos_to_gps;reset_pos_to_vision;starting_gps_fusion;starting_vision_pos_fusion;starting_vision_vel_fusion;starting_vision_yaw_fusion;yaw_aligned_to_imu_gps;reset_hgt_to_baro;reset_hgt_to_gps;reset_hgt_to_rng;reset_hgt_to_ev
430945132;392401648;7;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
431954927;392401648;7;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
432963772;392401648;7;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
433973043;392401648;7;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
434982408;392401648;7;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
435991743;392401648;7;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
437001142;392401648;7;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
438010416;392401648;7;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
439019804;392401648;7;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
440028997;392401648;7;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
441038481;392401648;7;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
442047900;392401648;7;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
443058025;392401648;7;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
444070262;392401648;7;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
445075860;392401648;7;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
446085254;392401648;7;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
447094570;392401648;7;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
448103904;392401648;7;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
449113357;392401648;7;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
450122607;392401648;7;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
451131983;392401648;7;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
452141186;392401648;7;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
453150790;392401648;7;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
454160648;392401648;7;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
455173053;392401648;7;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
456178672;392401648;7;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
457187904;392401648;7;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
458197416;392401648;7;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
459206693;392401648;7;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
460216102;392401648;7;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
461225777;392401648;7;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
462234826;392401648;7;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
463244369;392401648;7;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
464253554;392401648;7;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
465263752;392401648;7;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
466275874;392401648;7;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
468290767;392401648;7;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
469300494;392401648;7;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
470309646;392401648;7;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
471319201;392401648;7;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
472328344;392401648;7;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
473338102;392401648;7;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
474347109;392401648;7;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
475356719;392401648;7;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
476366324;392401648;7;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
477378549;392401648;7;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
478384409;392401648;7;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
479393761;392401648;7;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
480403107;392401648;7;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
481412437;392401648;7;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
482421598;392401648;7;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
483430934;392401648;7;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
484440320;392401648;7;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
485449937;392401648;7;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
486458972;392401648;7;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
487469096;392401648;7;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
488477944;392401648;7;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
489487168;392401648;7;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
490496501;392401648;7;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
491505874;392401648;7;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
492515185;392401648;7;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
493524571;392401648;7;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
494533877;392401648;7;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
495543210;392401648;7;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
496552550;392401648;7;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
