timestamp;io_errors;frames_tx;frames_rx;interface
431273439;12782;12471;0;0
431375439;12787;12474;0;0
431478084;12790;12474;0;0
431579438;12790;12474;0;0
431681440;12791;12486;0;0
431783678;12802;12486;0;0
431885502;12802;12488;0;0
431987439;12804;12488;0;0
432089514;12804;12488;0;0
432191440;12804;12488;0;0
432293438;12804;12488;0;0
432395482;12804;12490;0;0
432497437;12806;12490;0;0
432599437;12806;12490;0;0
432701497;12807;12502;0;0
432803437;12818;12502;0;0
432905437;12818;12504;0;0
433007437;12820;12504;0;0
433109437;12820;12504;0;0
433211497;12820;12504;0;0
433313451;12820;12506;0;0
433415437;12822;12506;0;0
433517437;12822;12506;0;0
433619437;12823;12506;0;0
433721439;12823;12518;0;0
433823437;12834;12520;0;0
433925437;12836;12520;0;0
434027437;12836;12520;0;0
434129437;12836;12520;0;0
434231439;12836;12520;0;0
434333437;12836;12522;0;0
434435438;12838;12522;0;0
434537589;12838;12522;0;0
434639438;12839;12522;0;0
434741440;12839;12534;0;0
434843437;12850;12534;0;0
434945437;12850;12536;0;0
435047437;12852;12536;0;0
435149437;12852;12536;0;0
435251439;12852;12536;0;0
435353437;12852;12536;0;0
435455437;12852;12538;0;0
435557451;12854;12538;0;0
435659542;12855;12538;0;0
435761501;12855;12550;0;0
435863656;12866;12552;0;0
435965443;12868;12552;0;0
436067456;12868;12552;0;0
436169961;12868;12552;0;0
436271439;12868;12552;0;0
436373437;12868;12554;0;0
436475438;12870;12554;0;0
436577452;12870;12554;0;0
436679438;12871;12566;0;0
436781439;12882;12566;0;0
436883438;12882;12568;0;0
436985437;12884;12568;0;0
437087437;12884;12568;0;0
437189437;12884;12568;0;0
437291439;12884;12568;0;0
437393437;12884;12570;0;0
437495441;12886;12570;0;0
437597438;12886;12570;0;0
437699437;12887;12582;0;0
437801460;12898;12582;0;0
437903437;12898;12584;0;0
438005437;12900;12584;0;0
438107437;12900;12584;0;0
438209438;12900;12584;0;0
438311443;12900;12584;0;0
438413438;12900;12586;0;0
438515441;12902;12586;0;0
438617438;12903;12586;0;0
438719437;12903;12598;0;0
438821447;12914;12598;0;0
438923438;12914;12600;0;0
439025437;12916;12600;0;0
439127437;12916;12600;0;0
439229436;12916;12600;0;0
439331439;12916;12600;0;0
439433437;12916;12602;0;0
439535437;12918;12602;0;0
439637437;12919;12602;0;0
439739438;12919;12614;0;0
439841439;12930;12614;0;0
439943443;12930;12616;0;0
440045437;12932;12616;0;0
440147449;12932;12616;0;0
440249437;12932;12616;0;0
440351439;12932;12616;0;0
440453438;12932;12618;0;0
440555437;12934;12618;0;0
440657437;12935;12618;0;0
440759437;12935;12630;0;0
440861856;12946;12630;0;0
440963515;12946;12632;0;0
441065493;12948;12632;0;0
441167929;12948;12632;0;0
441269469;12948;12632;0;0
441371444;12948;12632;0;0
441474164;12948;12634;0;0
441575438;12950;12634;0;0
441677438;12951;12646;0;0
441779795;12962;12646;0;0
441881440;12962;12646;0;0
441983437;12962;12648;0;0
442086083;12964;12648;0;0
442187542;12964;12648;0;0
442289437;12964;12648;0;0
442391671;12964;12648;0;0
442493437;12964;12650;0;0
442595456;12966;12650;0;0
442697437;12967;12662;0;0
442799450;12978;12662;0;0
442901439;12978;12662;0;0
443003456;12978;12664;0;0
443105437;12980;12664;0;0
443207437;12980;12664;0;0
443309519;12980;12664;0;0
443411443;12980;12664;0;0
443513437;12980;12666;0;0
443615438;12982;12666;0;0
443717437;12983;12678;0;0
443819441;12994;12678;0;0
443921465;12994;12678;0;0
444023437;12994;12680;0;0
444125459;12996;12680;0;0
444227437;12996;12680;0;0
444329437;12996;12680;0;0
444431439;12996;12680;0;0
444533437;12996;12682;0;0
444635437;12999;12682;0;0
444737437;12999;12694;0;0
444839438;13010;12694;0;0
444941451;13010;12694;0;0
445043437;13010;12696;0;0
445145496;13012;12696;0;0
445247464;13012;12696;0;0
445349437;13012;12696;0;0
445451463;13012;12696;0;0
445553437;13012;12698;0;0
445655437;13015;12698;0;0
445757438;13015;12710;0;0
445859437;13026;12710;0;0
445961494;13026;12712;0;0
446063457;13028;12712;0;0
446165437;13028;12712;0;0
446267524;13028;12712;0;0
446369501;13028;12712;0;0
446471598;13028;12714;0;0
446573465;13030;12714;0;0
446675439;13031;12726;0;0
446777498;13042;12726;0;0
446879438;13042;12726;0;0
446981439;13042;12726;0;0
447083437;13042;12728;0;0
447185450;13044;12728;0;0
447287437;13044;12728;0;0
447389438;13044;12728;0;0
447491439;13044;12728;0;0
447593437;13044;12730;0;0
447695438;13047;12742;0;0
447797438;13058;12742;0;0
447899437;13058;12742;0;0
448001439;13058;12742;0;0
448103438;13058;12744;0;0
448205437;13060;12744;0;0
448307437;13060;12744;0;0
448409437;13060;12744;0;0
448511510;13060;12746;0;0
448613437;13062;12746;0;0
448715437;13063;12758;0;0
448817437;13074;12758;0;0
448919437;13074;12758;0;0
449021448;13074;12760;0;0
449123474;13076;12760;0;0
449225437;13076;12760;0;0
449327437;13076;12760;0;0
449429482;13076;12760;0;0
449531439;13076;12762;0;0
449633437;13079;12762;0;0
449735438;13079;12774;0;0
449837437;13090;12774;0;0
449939437;13090;12774;0;0
450041456;13090;12776;0;0
450143437;13092;12776;0;0
450245437;13092;12776;0;0
450347482;13092;12776;0;0
450449442;13092;12776;0;0
450551439;13092;12778;0;0
450653437;13095;12778;0;0
450755437;13095;12790;0;0
450857438;13106;12790;0;0
450959437;13106;12790;0;0
451061448;13106;12792;0;0
451163439;13108;12792;0;0
451265443;13108;12792;0;0
451367460;13108;12792;0;0
451470107;13108;12792;0;0
451571461;13108;12794;0;0
451673506;13111;12806;0;0
451776005;13122;12806;0;0
451877438;13122;12806;0;0
451979449;13122;12806;0;0
452082195;13122;12808;0;0
452183437;13124;12808;0;0
452285437;13124;12808;0;0
452387788;13124;12808;0;0
452489437;13124;12808;0;0
452591439;13124;12810;0;0
452694028;13127;12822;0;0
452795437;13138;12822;0;0
452897437;13138;12822;0;0
452999639;13138;12822;0;0
453101439;13138;12824;0;0
453203437;13140;12824;0;0
453305549;13140;12824;0;0
453407437;13140;12824;0;0
453509437;13140;12824;0;0
453611443;13140;12826;0;0
453713437;13147;12838;0;0
453815438;13158;12838;0;0
453917461;13158;12838;0;0
454019446;13158;12838;0;0
454121439;13158;12840;0;0
454223437;13160;12840;0;0
454325437;13160;12840;0;0
454427535;13160;12840;0;0
454529438;13160;12840;0;0
454631440;13161;12842;0;0
454733437;13163;12854;0;0
454835438;13174;12854;0;0
454937438;13174;12854;0;0
455039437;13174;12854;0;0
455141439;13174;12856;0;0
455243437;13176;12856;0;0
455345437;13176;12856;0;0
455447458;13176;12856;0;0
455549441;13176;12856;0;0
455651476;13177;12858;0;0
455753438;13179;12870;0;0
455855445;13190;12870;0;0
