timestamp;unallocated_torque[0];unallocated_torque[1];unallocated_torque[2];unallocated_thrust[0];unallocated_thrust[1];unallocated_thrust[2];handled_motor_failure_mask;torque_setpoint_achieved;thrust_setpoint_achieved;actuator_saturation[0];actuator_saturation[1];actuator_saturation[2];actuator_saturation[3];actuator_saturation[4];actuator_saturation[5];actuator_saturation[6];actuator_saturation[7];actuator_saturation[8];actuator_saturation[9];actuator_saturation[10];actuator_saturation[11];actuator_saturation[12];actuator_saturation[13];actuator_saturation[14];actuator_saturation[15]
437132056;3.7252903e-09;1.4901161e-08;-9.080395e-09;0.0;0.0;1.4901161e-08;0;1;1;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2
437336032;-1.4901161e-08;1.4901161e-08;2.910383e-09;0.0;0.0;-1.4901161e-08;0;1;1;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2
437532441;4.656613e-09;-1.1175871e-08;-2.0954758e-09;0.0;0.0;0.0;0;1;1;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2
437730434;0.0;1.4901161e-08;6.9849193e-09;0.0;0.0;1.4901161e-08;0;1;1;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2
437934327;0.0045743696;2.9802322e-08;-1.0477379e-09;0.0;0.0;-1.4901161e-08;0;0;1;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2
438138622;-3.7252903e-09;0.0;-1.9790605e-09;0.0;0.0;-1.4901161e-08;0;1;1;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2
438336212;-7.450581e-09;-7.450581e-09;-6.9849193e-10;0.0;0.0;-1.4901161e-08;0;1;1;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2
438532707;0.0040509887;0.0;-9.202449e-05;0.0;0.0;-1.4901161e-08;0;0;1;-2;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2
438736596;7.450581e-09;1.4901161e-08;7.916242e-09;0.0;0.0;0.0;0;1;1;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2
438934544;3.7252903e-09;0.0;-3.259629e-09;0.0;0.0;0.0;0;1;1;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2
439132534;-1.1175871e-08;7.450581e-09;-3.7252903e-09;0.0;0.0;0.0;0;1;1;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2
439330759;0.015193413;-0.013020068;-0.0002782924;0.0;0.0;0.0;0;0;1;-2;0;-2;0;2;2;2;2;2;2;2;2;2;2;2;2
439533209;-7.450581e-09;-1.8626451e-09;4.656613e-10;0.0;0.0;0.0;0;1;1;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2
439736816;-0.025038991;0.00780423;0.001908002;0.0;0.0;-1.4901161e-08;0;0;1;0;-2;0;-2;2;2;2;2;2;2;2;2;2;2;2;2
439934856;-0.017318055;1.4901161e-08;0.010279952;0.0;0.0;0.0;0;0;1;0;0;-2;0;2;2;2;2;2;2;2;2;2;2;2;2
440132768;0.018984862;-0.37529397;0.014347888;0.0;0.0;0.0;0;0;1;-2;0;-2;0;2;2;2;2;2;2;2;2;2;2;2;2
440336648;0.28507864;-0.87684536;-0.007902209;0.0;0.0;-7.450581e-09;0;0;1;-2;0;-2;0;2;2;2;2;2;2;2;2;2;2;2;2
440533090;0.6066955;-0.23460469;-0.006227072;0.0;0.0;1.4901161e-08;0;0;1;-2;0;-2;0;2;2;2;2;2;2;2;2;2;2;2;2
440731034;0.47993535;-0.38230738;-0.2322682;0.0;0.0;1.4901161e-08;0;0;1;-2;0;-2;0;2;2;2;2;2;2;2;2;2;2;2;2
440934978;0.38653538;-0.57861954;-0.35977983;0.0;0.0;-7.450581e-09;0;0;1;-2;0;-2;0;2;2;2;2;2;2;2;2;2;2;2;2
441132919;0.4797172;-0.3818707;-0.28110784;0.0;0.0;0.0;0;0;1;-2;0;-2;0;2;2;2;2;2;2;2;2;2;2;2;2
441336908;0.41486177;-0.17450625;-0.2749187;0.0;0.0;0.0;0;0;1;-2;0;-2;0;2;2;2;2;2;2;2;2;2;2;2;2
441533308;0.3973734;0.0;-0.28278035;0.0;0.0;0.0;0;0;1;-2;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2
441731254;-4.1909516e-09;-1.4901161e-08;1.4901161e-08;0.0;0.0;0.0;0;1;1;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2
441935194;2.9802322e-08;-1.1175871e-08;-1.0593794e-08;0.0;0.0;0.0;0;1;1;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2
442133142;0.043364212;-1.4901161e-08;1.4901161e-08;0.0;0.0;-2.9802322e-08;0;0;1;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2
442337078;1.2572855e-08;3.7252903e-09;1.8626451e-09;0.0;0.0;-2.9802322e-08;0;1;1;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2
442533527;0.0;7.450581e-09;-3.7252903e-09;0.0;0.0;-1.4901161e-08;0;1;1;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2
442735963;0.0;0.0;1.8626451e-09;0.0;0.0;-1.4901161e-08;0;1;1;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2
442933957;-5.5879354e-09;0.0;0.0;0.0;0.0;-1.4901161e-08;0;1;1;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2
443132217;1.4901161e-08;7.450581e-09;0.0;0.0;0.0;0.0;0;1;1;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2
443335793;-1.4901161e-08;1.4901161e-08;-6.519258e-09;0.0;0.0;0.0;0;1;1;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2
443533785;-1.4493708e-08;1.4901161e-08;-1.0244548e-08;0.0;0.0;-1.4901161e-08;0;1;1;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2
443737683;7.450581e-09;0.0;-1.1175871e-08;0.0;0.0;-1.4901161e-08;0;1;1;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2
443935627;0.0;1.4901161e-08;-7.450581e-09;0.0;0.0;0.0;0;1;1;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2
444133617;1.4901161e-08;1.4901161e-08;-3.7252903e-09;0.0;0.0;0.0;0;1;1;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2
444331516;0.0;7.450581e-09;1.8626451e-09;0.0;0.0;-2.9802322e-08;0;1;1;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2
444533957;-1.4901161e-08;1.4901161e-08;-6.519258e-09;0.0;0.0;-2.9802322e-08;0;1;1;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2
444731902;-7.450581e-09;7.450581e-09;-3.7252903e-09;0.0;0.0;0.0;0;1;1;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2
444929846;1.4901161e-08;-1.4901161e-08;1.8626451e-09;0.0;0.0;0.0;0;1;1;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2
445134119;0.0;1.4901161e-08;4.656613e-09;0.0;0.0;0.0;0;1;1;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2
445337732;1.1175871e-08;0.0;1.8626451e-09;0.0;0.0;0.0;0;1;1;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2
445534172;7.450581e-09;7.450581e-09;1.8626451e-09;0.0;0.0;0.0;0;1;1;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2
445732119;-7.450581e-09;0.0;3.7252903e-09;0.0;0.0;0.0;0;1;1;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2
445936064;0.0;1.8626451e-08;-1.8626451e-09;0.0;0.0;-2.9802322e-08;0;1;1;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2
446134002;1.8626451e-09;-7.450581e-09;-7.450581e-09;0.0;0.0;-2.9802322e-08;0;1;1;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2
446331945;0.0;1.4901161e-08;1.8626451e-09;0.0;0.0;0.0;0;1;1;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2
446534390;3.7252903e-09;7.450581e-09;-1.4901161e-08;0.0;0.0;2.9802322e-08;0;1;1;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2
