timestamp;timestamp_sample;device_id;x;y;z;temperature;error_count
432008135;432007166;396321;0.03712121;-0.25681818;-0.2742424;nan;0
433002138;433001194;396321;0.038636364;-0.2742424;-0.10530303;nan;0
433996540;433995596;396321;0.034090906;-0.25833333;-0.11515151;nan;0
434990528;434989584;396321;0.07121212;-0.2742424;-0.19242424;nan;0
436006228;436005265;396321;0.076515146;-0.24393938;-0.24469696;nan;0
437000487;436999544;396321;0.06818181;-0.27272725;-0.20454545;nan;0
437994516;437993560;396321;0.092424236;-0.25681818;-0.1590909;nan;0
438988625;438987681;396321;0.06439394;-0.2310606;-0.13257575;nan;0
440004366;440003422;396321;0.070454545;-0.2651515;-0.19166666;nan;0
440998553;440997606;396321;0.0530303;-0.28257576;-0.19772726;nan;0
441992940;441991996;396321;-0.31136364;-0.18333332;-0.05833333;nan;0
443008518;443007574;396321;-0.3090909;-0.19545454;-0.08030303;nan;0
444002706;444001746;396321;-0.32878786;-0.2151515;-0.21969697;nan;0
444997115;444996171;396321;-0.31363636;-0.2340909;-0.17272727;nan;0
445991318;445990374;396321;-0.32272726;-0.2121212;-0.25984848;nan;0
447007565;447006621;396321;-0.29393938;-0.21742423;-0.09772727;nan;0
448001750;448000806;396321;-0.30303028;-0.23560606;-0.14848484;nan;0
448995907;448994963;396321;-0.31742424;-0.22045454;-0.16893938;nan;0
449990421;449989473;396321;-0.31666666;-0.23181817;-0.23863636;nan;0
451006060;451005116;396321;-0.31742424;-0.24696968;-0.25833333;nan;0
452000477;451999532;396321;-0.30378786;-0.22045454;-0.15227272;nan;0
452994730;452993786;396321;-0.29393938;-0.21439393;-0.06287879;nan;0
453989062;453988118;396321;-0.31060606;-0.22727272;-0.19166666;nan;0
455004731;455003787;396321;-0.31439394;-0.23257574;-0.16060606;nan;0
455999012;455998068;396321;-0.30681816;-0.18863636;-0.14848484;nan;0
456993531;456992576;396321;-0.2962121;-0.21136363;-0.10530303;nan;0
458009261;458008317;396321;-0.29393938;-0.24242423;-0.16439393;nan;0
459003475;459002529;396321;-0.29090908;-0.27727273;-0.17651515;nan;0
459997674;459996730;396321;-0.28030303;-0.22878787;-0.04242424;nan;0
460991870;460990926;396321;-0.27954546;-0.24999999;-0.09621212;nan;0
462007497;462006553;396321;-0.275;-0.30681816;-0.2090909;nan;0
463001679;463000735;396321;-0.11515151;-0.35227272;-0.073484845;nan;0
463995790;463994846;396321;-0.017424243;-0.29696968;-0.15681818;nan;0
464990081;464989137;396321;-0.01969697;-0.33181816;-0.2090909;nan;0
466005913;466004962;396321;-0.025757575;-0.3212121;-0.15757576;nan;0
466999971;466999027;396321;-0.024242423;-0.305303;-0.087878786;nan;0
469010159;469009215;396321;-0.043939393;-0.31439394;-0.25681818;nan;0
470004075;470003119;396321;-0.021969697;-0.3121212;-0.071969695;nan;0
470998356;470997402;396321;-0.031060604;-0.325;-0.21439393;nan;0
471992302;471991358;396321;-0.04090909;-0.3181818;-0.2151515;nan;0
473008355;473007411;396321;-0.038636364;-0.3409091;-0.16439393;nan;0
474002393;474001449;396321;-0.03939394;-0.3621212;-0.21136363;nan;0
474996600;474995656;396321;-0.034848485;-0.3333333;-0.11363636;nan;0
475990715;475989771;396321;-0.05833333;-0.36363634;-0.19015151;nan;0
477006540;477005596;396321;-0.018939393;-0.3590909;-0.098484844;nan;0
478000762;477999818;396321;-0.0075757573;-0.375;-0.17121212;nan;0
478994777;478993809;396321;0.048484847;-0.3340909;-0.225;nan;0
480010677;480009733;396321;0.10075757;-0.27575758;-0.2340909;nan;0
481004924;481003980;396321;0.10454545;-0.26590908;-0.20378788;nan;0
481998865;481997921;396321;0.10075757;-0.25378788;-0.11212121;nan;0
482993058;482992114;396321;0.112878785;-0.20151514;-0.25984848;nan;0
483987248;483986304;396321;0.12196969;-0.08181818;-0.20454545;nan;0
485003117;485002173;396321;0.073484845;0.017424243;-0.12272727;nan;0
485997371;485996426;396321;-0.086363636;0.14090909;-0.18636364;nan;0
486991531;486990587;396321;-0.19090909;0.11893939;-0.15681818;nan;0
488007440;488006474;396321;-0.23863636;0.06742424;-0.11363636;nan;0
489001642;489000698;396321;-0.23939393;0.08257575;-0.11212121;nan;0
489996141;489995197;396321;-0.22424242;0.10454545;-0.06515151;nan;0
490990598;490989654;396321;-0.23939393;0.0840909;-0.14166667;nan;0
492006327;492005383;396321;-0.27272725;0.03181818;-0.1310606;nan;0
493000702;492999759;396321;-0.2712121;0.074999996;-0.12045454;nan;0
493995082;493994138;396321;-0.25151515;0.092424236;-0.099999994;nan;0
494989081;494988137;396321;-0.27045453;0.073484845;-0.15227272;nan;0
496004879;496003935;396321;-0.27954546;0.06818181;-0.109848484;nan;0
496999323;496998378;396321;-0.30454543;-0.012878788;0.09015151;nan;0
497993321;497992377;396321;-0.36666664;-0.06212121;-0.17121212;nan;0
498987439;498986495;396321;-0.35530302;-0.1030303;-0.13636363;nan;0
500003293;500002348;396321;-0.36287877;-0.11212121;-0.1310606;nan;0
500997591;500996647;396321;-0.36136362;-0.090909086;-0.17272727;nan;0
501991705;501990762;396321;-0.34621212;-0.20378788;-0.14848484;nan;0
503007378;503006434;396321;-0.35454544;-0.21666665;-0.09318182;nan;0
504001873;504000930;396321;-0.3621212;-0.19848484;-0.20378788;nan;0
504995956;504994991;396321;-0.36439392;-0.06515151;-0.20984848;nan;0
505989791;505988846;396321;-0.10454545;0.15075757;-0.18636364;nan;0
507005828;507004884;396321;0.15984848;-0.08863636;-0.087878786;nan;0
507999910;507998966;396321;-0.01060606;-0.3022727;-0.21969697;nan;0
508994064;508993120;396321;-0.115909085;-0.32045454;-0.11893939;nan;0
509988267;509987322;396321;-0.1340909;-0.35075757;-0.19545454;nan;0
511004279;511003316;396321;-0.11363636;-0.34242424;-0.16287878;nan;0
511998789;511997845;396321;-0.12954545;-0.34318182;-0.16742423;nan;0
512993089;512992145;396321;-0.13257575;-0.34242424;-0.15378788;nan;0
514008855;514007911;396321;-0.13484848;-0.34621212;-0.20378788;nan;0
515003096;515002152;396321;-0.14469697;-0.3310606;-0.07575757;nan;0
515997080;515996136;396321;-0.10833333;-0.32348484;-0.09772727;nan;0
516991423;516990479;396321;-0.095454544;-0.3681818;-0.2151515;nan;0
518007204;518006252;396321;-0.09015151;-0.35681817;-0.06363636;nan;0
519001581;519000637;396321;-0.11666666;-0.3340909;-0.24393938;nan;0
519995799;519994855;396321;-0.1060606;-0.31363636;-0.10530303;nan;0
520990265;520989321;396321;-0.11515151;-0.3393939;-0.12196969;nan;0
522006077;522005134;396321;-0.10681818;-0.33863634;-0.20984848;nan;0
523000272;522999328;396321;-0.115909085;-0.34242424;-0.19393939;nan;0
523994434;523993490;396321;-0.26590908;-0.29090908;-0.18030302;nan;0
525010145;525009200;396321;-0.32348484;-0.21666665;-0.12575758;nan;0
526004492;526003533;396321;-0.3469697;-0.115909085;-0.073484845;nan;0
526998645;526997699;396321;-0.32954544;-0.06666666;-0.11363636;nan;0
527992888;527991944;396321;-0.3181818;0.06363636;-0.109848484;nan;0
529008648;529007705;396321;-0.2030303;0.12196969;-0.1310606;nan;0
530002817;530001873;396321;-0.18484847;0.12575758;-0.1310606;nan;0
530997060;530996116;396321;-0.26439393;0.087878786;-0.1280303;nan;0
531991350;531990406;396321;-0.30303028;-0.008333333;-0.19924241;nan;0
533007609;533006663;396321;-0.34318182;-0.10378788;-0.07575757;nan;0
534001674;534000730;396321;-0.36439392;-0.1651515;-0.087878786;nan;0
534995879;534994935;396321;-0.30075756;-0.10454545;-0.20757575;nan;0
535990209;535989265;396321;-0.32348484;-0.18636364;-0.10833333;nan;0
537006013;537005069;396321;-0.31060606;-0.24545453;-0.12196969;nan;0
538000095;537999150;396321;-0.3121212;-0.27045453;-0.2219697;nan;0
