timestamp;timestamp_sample;control_mode_flags;output_tracking_error[0];output_tracking_error[1];output_tracking_error[2];filter_fault_flags;pos_horiz_accuracy;pos_vert_accuracy;hdg_test_ratio;vel_test_ratio;pos_test_ratio;hgt_test_ratio;tas_test_ratio;hagl_test_ratio;beta_test_ratio;time_slip;accel_device_id;gyro_device_id;baro_device_id;mag_device_id;mag_inclination_deg;mag_inclination_ref_deg;mag_strength_gs;mag_strength_ref_gs;gps_check_fail_flags;solution_status_flags;reset_count_vel_ne;reset_count_vel_d;reset_count_pos_ne;reset_count_pod_d;reset_count_quat;pre_flt_fail_innov_heading;pre_flt_fail_innov_height;pre_flt_fail_innov_pos_horiz;pre_flt_fail_innov_vel_horiz;pre_flt_fail_innov_vel_vert;pre_flt_fail_mag_field_disturbed;health_flags;timeout_flags
431330925;431142462;189515432531;0.0005134454;0.011870773;0.10893556;0;12.882924;0.4655797;0.15051362;nan;nan;0.006218789;nan;nan;nan;0.0;2490378;2490378;4028193;396809;-41.0613;nan;0.54433244;nan;0;37;6;1;6;1;1;0;0;0;0;0;0;0;0
431341199;431152356;189515432531;0.0008263736;0.036101304;0.26024264;0;12.894611;0.4662924;0.15313037;nan;nan;0.006218789;nan;nan;nan;0.0;2490378;2490378;4028193;396809;-41.005096;nan;0.54501414;nan;0;37;6;1;6;1;1;0;0;0;0;0;0;0;0
431528878;431340371;189515432531;0.0010583363;0.02321382;0.18465672;0;13.1838875;0.46338567;0.14573102;nan;nan;0.010367232;nan;nan;nan;0.0;2490378;2490378;4028193;396809;-41.48964;nan;0.5254713;nan;0;37;6;1;6;1;1;0;0;0;0;0;0;0;0
431736750;431548178;189515432531;2.4150573e-05;0.035806738;0.26889473;0;13.504161;0.46600577;0.16391382;nan;nan;0.010837161;nan;nan;nan;0.0;2490378;2490378;4028193;396809;-41.422596;nan;0.5285124;nan;0;37;6;1;6;1;1;0;0;0;0;0;0;0;0
431934695;431746088;189515432531;0.0014888546;0.022887219;0.19123109;0;13.816802;0.46377686;0.17816775;nan;nan;0.011080964;nan;nan;nan;0.0;2490378;2490378;4028193;396809;-41.157192;nan;0.5304212;nan;0;37;6;1;6;1;1;0;0;0;0;0;0;0;0
432132555;431943999;189515432531;0.002732509;0.03365432;0.26680142;0;14.12902;0.4656459;0.19385998;nan;nan;0.011062695;nan;nan;nan;0.0;2490378;2490378;4028193;396809;-41.302464;nan;0.52303123;nan;0;37;6;1;6;1;1;0;0;0;0;0;0;0;0
432330562;432141910;189515432531;0.0008211182;0.030363012;0.24644166;0;14.445536;0.4633993;0.18555541;nan;nan;0.011673276;nan;nan;nan;0.0;2490378;2490378;4028193;396809;-42.41364;nan;0.5284133;nan;0;37;6;1;6;1;1;0;0;0;0;0;0;0;0
432538513;432349717;189515432531;0.0012308619;0.01892349;0.17197584;0;14.782013;0.46594235;0.17641285;nan;nan;0.011837182;nan;nan;nan;0.0;2490378;2490378;4028193;396809;-43.611565;nan;0.52778053;nan;0;37;6;1;6;1;1;0;0;0;0;0;0;0;0
432736146;432547628;189515432531;0.0014907067;0.017953897;0.07589114;0;15.109699;0.46366227;0.15950172;nan;nan;0.011105053;nan;nan;nan;0.0;2490378;2490378;4028193;396809;-45.001183;nan;0.52686864;nan;0;37;6;1;6;1;1;0;0;0;0;0;0;0;0
432934039;432745539;189515432531;0.002140498;0.025269696;0.13605557;0;15.436255;0.46546206;0.14114861;nan;nan;0.010388426;nan;nan;nan;0.0;2490378;2490378;4028193;396809;-44.487457;nan;0.5248661;nan;0;37;6;1;6;1;1;0;0;0;0;0;0;0;0
433132202;432943450;189515432531;0.0018628463;0.02311582;0.1265925;0;15.766023;0.46725738;0.12854753;nan;nan;0.00959628;nan;nan;nan;0.0;2490378;2490378;4028193;396809;-44.777283;nan;0.5243707;nan;0;37;6;1;6;1;1;0;0;0;0;0;0;0;0
433329837;433141361;189515432531;0.00095685816;0.030441321;0.1771099;0;16.105515;0.46490324;0.12167041;nan;nan;0.0095095085;nan;nan;nan;0.0;2490378;2490378;4028193;396809;-44.70422;nan;0.5293487;nan;0;37;6;1;6;1;1;0;0;0;0;0;0;0;0
433527819;433339271;189515432531;0.0005807452;0.012743341;0.062963024;0;16.443056;0.46665165;0.11931553;nan;nan;0.009694068;nan;nan;nan;0.0;2490378;2490378;4028193;396809;-43.67093;nan;0.52662504;nan;0;37;6;1;6;1;1;0;0;0;0;0;0;0;0
433736527;433547078;189515432531;0.0004328102;0.008067164;0.08182231;0;16.802122;0.464974;0.124812394;nan;nan;0.008754417;nan;nan;nan;0.0;2490378;2490378;4028193;396809;-44.11634;nan;0.5275351;nan;0;37;6;1;6;1;1;0;0;0;0;0;0;0;0
433934033;433744989;189515432531;0.0011474047;0.011558193;0.042726442;0;17.15284;0.4667087;0.121167324;nan;nan;0.009163547;nan;nan;nan;0.0;2490378;2490378;4028193;396809;-44.798813;nan;0.52987987;nan;0;37;6;1;6;1;1;0;0;0;0;0;0;0;0
434131390;433942900;189515432531;0.0019135375;0.0070582246;0.042668633;0;17.49942;0.46429566;0.11623207;nan;nan;0.009012083;nan;nan;nan;0.0;2490378;2490378;4028193;396809;-44.64464;nan;0.5291256;nan;0;37;6;1;6;1;1;0;0;0;0;0;0;0;0
434330202;434140811;189515432531;0.0017867284;0.0144657465;0.052936897;0;17.844955;0.4659932;0.103752166;nan;nan;0.008416438;nan;nan;nan;0.0;2490378;2490378;4028193;396809;-46.789177;nan;0.5427124;nan;0;37;6;1;6;1;1;0;0;0;0;0;0;0;0
434537504;434348618;189515432531;0.0002071383;0.0559567;0.35479954;0;18.217752;0.4642342;0.08762818;nan;nan;0.008321441;nan;nan;nan;0.0;2490378;2490378;4028193;396809;-48.793224;nan;0.5439699;nan;0;37;6;1;6;1;1;0;0;0;0;0;0;0;0
434735123;434546529;189515432659;0.0020283333;0.09051008;0.63789;0;18.55916;0.46583796;0.05149567;nan;nan;0.009207558;nan;nan;nan;0.0;2490378;2490378;4028193;396809;-49.473186;nan;0.5427113;nan;0;37;6;1;6;1;1;0;0;0;0;0;0;0;0
434933351;434744440;189515432659;0.0014796541;0.021609418;0.16213922;0;18.919216;0.46330106;0.06799522;nan;nan;0.008185372;nan;nan;nan;0.0;2490378;2490378;4028193;396809;-42.68772;nan;0.5408175;nan;0;37;6;1;6;1;1;0;0;0;0;0;0;0;0
435131026;434942351;189515432659;0.0008582779;0.0052564074;0.045646008;0;19.296953;0.46486607;0.08129972;nan;nan;0.008409377;nan;nan;nan;0.0;2490378;2490378;4028193;396809;-43.0089;nan;0.53873134;nan;0;37;6;1;6;1;1;0;0;0;0;0;0;0;0
435338757;435150158;189515432659;0.00053396856;0.01217173;0.1079818;0;19.687557;0.46304333;0.07969476;nan;nan;0.010356394;nan;nan;nan;0.0;2490378;2490378;4028193;396809;-42.59776;nan;0.5417039;nan;0;37;6;1;6;1;1;0;0;0;0;0;0;0;0
435536663;435348069;189515432659;0.0017442916;0.021788185;0.19165088;0;20.064217;0.46461284;0.08452004;nan;nan;0.009488599;nan;nan;nan;0.0;2490378;2490378;4028193;396809;-43.79179;nan;0.542435;nan;0;37;6;1;6;1;1;0;0;0;0;0;0;0;0
435734644;435545980;189515432659;0.0007278368;0.0097731445;0.10384085;0;20.453636;0.46211275;0.08785659;nan;nan;0.009895433;nan;nan;nan;0.0;2490378;2490378;4028193;396809;-42.285896;nan;0.5406334;nan;0;37;6;1;6;1;1;0;0;0;0;0;0;0;0
435932490;435743891;189515432659;0.00046979846;0.02506253;0.2163712;0;20.84118;0.46369758;0.09304799;nan;nan;0.009162614;nan;nan;nan;0.0;2490378;2490378;4028193;396809;-42.734013;nan;0.5429132;nan;0;37;6;1;6;1;1;0;0;0;0;0;0;0;0
436130404;435941802;189515432659;0.00026377774;0.03651762;0.29629958;0;21.23208;0.4652844;0.09578762;nan;nan;0.009824621;nan;nan;nan;0.0;2490378;2490378;4028193;396809;-41.924843;nan;0.54394895;nan;0;37;6;1;6;1;1;0;0;0;0;0;0;0;0
436328227;436139714;189515432659;5.326358e-05;0.014683254;0.13282661;0;21.635956;0.4628135;0.093420975;nan;nan;0.008072877;nan;nan;nan;0.0;2490378;2490378;4028193;396809;-41.396328;nan;0.5445764;nan;0;37;6;1;6;1;1;0;0;0;0;0;0;0;0
436536037;436347520;189515432659;0.00082110777;0.0133398315;0.11889608;0;22.06382;0.4610584;0.090331;nan;nan;0.0071293586;nan;nan;nan;0.0;2490378;2490378;4028193;396809;-41.27477;nan;0.54176205;nan;0;37;6;1;6;1;1;0;0;0;0;0;0;0;0
436733890;436545431;189515432659;0.0010729544;0.014272191;0.12826222;0;22.469656;0.46268943;0.08305104;nan;nan;0.0065297135;nan;nan;nan;0.0;2490378;2490378;4028193;396809;-43.299923;nan;0.54444605;nan;0;37;6;1;6;1;1;0;0;0;0;0;0;0;0
436931807;436743343;189515432659;0.00051472173;0.0026680396;0.025894305;0;22.88362;0.46431932;0.07976558;nan;nan;0.0051824697;nan;nan;nan;0.0;2490378;2490378;4028193;396809;-42.916817;nan;0.5422116;nan;0;37;6;1;6;1;1;0;0;0;0;0;0;0;0
437129722;436941254;189515432659;0.00023041273;0.012858486;0.10332249;0;23.302015;0.4619149;0.08268642;nan;nan;0.0050766896;nan;nan;nan;0.0;2490378;2490378;4028193;396809;-40.191616;nan;0.5424971;nan;0;37;6;1;6;1;1;0;0;0;0;0;0;0;0
437337620;437149061;189515432659;0.0008656691;0.015656563;0.13299526;0;23.748476;0.46428555;0.07715572;nan;nan;0.005753779;nan;nan;nan;0.0;2490378;2490378;4028193;396809;-42.90747;nan;0.5435805;nan;0;37;6;1;6;1;1;0;0;0;0;0;0;0;0
437535511;437346972;189515432659;0.0006842977;0.010907819;0.045935158;0;24.173456;0.46191752;0.07339062;nan;nan;0.0062718834;nan;nan;nan;0.0;2490378;2490378;4028193;396809;-44.52451;nan;0.5430253;nan;0;37;6;1;6;1;1;0;0;0;0;0;0;0;0
437733423;437544883;189515432659;0.00013300407;0.008093049;0.074075826;0;24.598186;0.46358165;0.07600502;nan;nan;0.006245338;nan;nan;nan;0.0;2490378;2490378;4028193;396809;-40.951843;nan;0.54464203;nan;0;37;6;1;6;1;1;0;0;0;0;0;0;0;0
437931394;437742794;189515432659;0.000891321;0.016773783;0.14322306;0;25.037132;0.4612361;0.07853689;nan;nan;0.004771454;nan;nan;nan;0.0;2490378;2490378;4028193;396809;-40.49189;nan;0.54191905;nan;0;37;6;1;6;1;1;0;0;0;0;0;0;0;0
438139382;437950601;189515432659;0.0009353814;0.012595831;0.08181004;0;25.490822;0.46363226;0.07157116;nan;nan;0.006532753;nan;nan;nan;0.0;2490378;2490378;4028193;396809;-45.147976;nan;0.54146135;nan;0;37;6;1;6;1;1;0;0;0;0;0;0;0;0
438336990;438148513;189515432659;0.0003214455;0.015592871;0.12380035;0;25.929983;0.461295;0.06807497;nan;nan;0.005240764;nan;nan;nan;0.0;2490378;2490378;4028193;396809;-43.912746;nan;0.54472184;nan;0;37;6;1;6;1;1;0;0;0;0;0;0;0;0
438534934;438346424;189515432659;0.0012892615;0.007915391;0.07208987;0;26.384659;0.462998;0.07729824;nan;nan;0.005065426;nan;nan;nan;0.0;2490378;2490378;4028193;396809;-38.762703;nan;0.5408229;nan;0;37;6;1;6;1;1;0;0;0;0;0;0;0;0
