timestamp;timestamp_sample;gyro_device_id;gyro_bias[0];gyro_bias[1];gyro_bias[2];gyro_bias_limit;gyro_bias_variance[0];gyro_bias_variance[1];gyro_bias_variance[2];accel_device_id;accel_bias[0];accel_bias[1];accel_bias[2];accel_bias_limit;accel_bias_variance[0];accel_bias_variance[1];accel_bias_variance[2];mag_device_id;mag_bias[0];mag_bias[1];mag_bias[2];mag_bias_limit;mag_bias_variance[0];mag_bias_variance[1];mag_bias_variance[2];gyro_bias_valid;gyro_bias_stable;accel_bias_valid;accel_bias_stable;mag_bias_valid;mag_bias_stable
431999709;431827977;4325386;0.0008657094;0.0001545407;0.0006158546;0.15;3.0530515e-07;2.951482e-07;3.5368183e-07;4259850;-0.0008172566;-0.020500345;-0.06705362;0.4;0.0011779454;0.0014138247;1.9595489e-05;396809;0.1408631;-0.02526221;-0.1929917;0.5;0.00034299173;0.0005821225;0.00039058426;1;1;1;0;1;0
433007211;432835689;4325386;0.000818494;8.78771e-05;0.0006420006;0.15;3.099941e-07;2.9931448e-07;3.5707595e-07;4259850;-0.0014383371;-0.02085222;-0.06721338;0.4;0.0011627713;0.0014110816;1.9290026e-05;396809;0.14139323;-0.024511915;-0.19262652;0.5;0.00034249108;0.0005777699;0.00038941682;1;1;1;0;1;0
434015178;433843401;4325386;0.0007739761;3.2287797e-05;0.0006538099;0.15;3.1410124e-07;3.0269237e-07;3.5942813e-07;4259850;-0.002054301;-0.021181105;-0.0673531;0.4;0.0011483775;0.0014083588;1.9007262e-05;396809;0.14111279;-0.024550786;-0.1920178;0.5;0.0003420734;0.0005748373;0.0003883429;1;1;1;0;1;0
434689902;434518208;4325386;0.0007848259;3.236332e-05;0.0006730266;0.15;3.163456e-07;3.0419656e-07;3.6070082e-07;4259850;-0.002858015;-0.021108683;-0.06749871;0.4;0.0011384905;0.0014065201;1.8810035e-05;396809;0.14209954;-0.024696955;-0.19146615;0.5;0.00033601324;0.00057225564;0.00038037158;1;0;1;0;1;0
435697430;435525968;4325386;0.00074721104;-3.4019627e-05;0.00070235756;0.15;3.203695e-07;3.0757755e-07;3.6295705e-07;4259850;-0.0030281886;-0.021876087;-0.06759516;0.4;0.0011261196;0.0014040335;1.855864e-05;396809;0.14242098;-0.024708673;-0.1917433;0.5;0.00033503518;0.0005677512;0.0003774692;1;0;1;0;1;0
437083219;436911526;4325386;0.0006822819;-0.00013336606;0.00070515304;0.15;3.2592564e-07;3.1242323e-07;3.659858e-07;4259850;-0.003082287;-0.023140935;-0.06767775;0.4;0.0011116049;0.0014007658;1.8242627e-05;396809;0.14414015;-0.025202006;-0.19415523;0.5;0.00033170485;0.00056015037;0.00037142972;1;0;1;0;1;0
437749046;437577338;4325386;0.00065536756;-0.00017456728;0.0007014417;0.15;3.2872077e-07;3.1490418e-07;3.6754145e-07;4259850;-0.003323716;-0.023619927;-0.067749806;0.4;0.0011053743;0.0013993275;1.809655e-05;396809;0.14488229;-0.025478283;-0.19521439;0.5;0.0003296094;0.00055689266;0.000367967;1;0;1;0;1;0
438648954;438477081;4325386;0.00061870227;-0.00021668548;0.0006880867;0.15;3.322565e-07;3.1823336e-07;3.6979324e-07;4259850;-0.0034219048;-0.024265176;-0.06781725;0.4;0.0010980682;0.0013972494;1.7926825e-05;396809;0.14628226;-0.025670882;-0.19694488;0.5;0.00032422077;0.0005536882;0.00036037416;1;0;1;0;1;0
439989494;439817700;4325386;0.0005844773;-0.0002909047;0.00067724515;0.15;3.37271e-07;3.226705e-07;3.7238476e-07;4259850;-0.004200007;-0.025035212;-0.06800485;0.4;0.0010874611;0.0013941351;1.7661243e-05;396809;0.1480379;-0.02621492;-0.19851202;0.5;0.00031374546;0.00054819376;0.00034543508;1;0;1;0;1;0
441114191;440942381;4325386;0.00064992893;-0.00016447768;0.00054768403;0.15;3.4195241e-07;3.2494722e-07;3.636597e-07;4259850;-0.006744797;-0.023795722;-0.06841339;0.4;0.0010787179;0.0013917946;1.7453473e-05;396809;0.15940693;-0.014632902;-0.20530947;0.5;0.00022644435;0.00040383765;0.0002199733;1;0;1;0;1;0
