timestamp;flag_armed;flag_multicopter_position_control_enabled;flag_control_manual_enabled;flag_control_auto_enabled;flag_control_offboard_enabled;flag_control_position_enabled;flag_control_velocity_enabled;flag_control_altitude_enabled;flag_control_climb_rate_enabled;flag_control_acceleration_enabled;flag_control_attitude_enabled;flag_control_rates_enabled;flag_control_allocation_enabled;flag_control_termination_enabled;source_id
721261617;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
721767498;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
722273496;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
722779563;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
723285495;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
723791496;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
724297512;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
724803497;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
725309505;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
725815576;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
726321527;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
726827639;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
727333513;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
727839917;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
728345496;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
728851496;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
729357496;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
729863496;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
730369512;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
730876650;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
731382500;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
731888867;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
732394537;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
732900723;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
733407090;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
733912497;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
734418496;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
734924495;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
735430512;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
735936632;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
736442498;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
736948497;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
737454575;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
737960496;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
738466808;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
738972495;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
739478520;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
739984529;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
740490516;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
740996758;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
741502536;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
742008612;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
742514657;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
743020514;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
743526683;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
744033497;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
744539497;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
745045495;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
745552494;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
746058631;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
746564497;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
747070529;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
747576936;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
748082496;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
748588777;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
749094515;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
749600516;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
750106496;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
750613497;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
751119496;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
751625495;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
752131531;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
752637512;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
753144495;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
753651496;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
754157570;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
754663555;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
755170516;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
755676524;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
756182496;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
756688496;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
757194526;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
757700526;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
758206564;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
758712513;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
759218495;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
759724517;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
760230495;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
760736594;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
761242494;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
761748496;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
762254515;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
762760604;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
763266534;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
763772516;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
764278643;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
764784615;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
765290598;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
765796506;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
766303021;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
766808497;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
767314495;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
767820494;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
768326496;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
768833496;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
769339645;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
769846510;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
770352529;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
