timestamp;timestamp_sample;time_last_fuse;device_id;observation;observation_variance;innovation;innovation_filtered;innovation_variance;test_ratio;test_ratio_filtered;estimator_instance;innovation_rejected;fused
431738634;431561387;431567099;0;-0.9560528;12.25;-0.45826554;-0.3228903;12.46305;0.00067401584;-0.00039288204;0;0;1
432260505;432080190;432088902;0;-1.1225195;12.25;-0.29030716;-0.338648;12.463558;0.00027047892;-0.00040074904;0;0;1
432773365;432598808;432601803;0;-1.2044315;12.25;-0.20772183;-0.33282024;12.463392;0.0001384803;-0.0003822115;0;0;1
433241233;433060821;433069622;0;-1.1832924;12.25;-0.2319938;-0.3299297;12.463959;0.0001727256;-0.00037829726;0;0;1
433754051;433579457;433582475;0;-1.0379648;12.25;-0.3879727;-0.31123382;12.463637;0.00048307833;-0.0003414662;0;0;1
434221976;434041587;434050342;0;-1.1436577;12.25;-0.2879337;-0.30676937;12.464001;0.0002660649;-0.0003221367;0;0;1
434734771;434560393;434563195;0;-1.2044315;12.25;-0.23028982;-0.31827974;12.463379;0.00017020553;-0.00034599865;0;0;1
435256695;435078930;435085047;0;-1.059104;12.25;-0.37386823;-0.34891644;12.463191;0.0004486089;-0.00043069353;0;0;1
435769525;435597467;435597901;0;-1.2255707;12.25;-0.21021056;-0.31341505;12.462427;0.00014182946;-0.00036160124;0;0;1
436228310;436056725;436056770;0;-1.2678471;12.25;-0.17318046;-0.2976509;12.461962;9.6265656e-05;-0.0003246453;0;0;1
436750254;436575587;436578623;0;-1.1436577;12.25;-0.31599355;-0.2881504;12.461916;0.00032050262;-0.00028755958;0;0;1
437272082;437094125;437100520;0;-1.1436577;12.25;-0.32983732;-0.29153997;12.461877;0.00034920152;-0.00029775754;0;0;1
437731023;437556065;437559342;0;-1.2255707;12.25;-0.25825882;-0.29165864;12.46158;0.0002140904;-0.00030003654;0;0;1
438252839;438074736;438081194;0;-1.2678471;12.25;-0.24191248;-0.28908083;12.461702;0.0001878448;-0.00030024047;0;0;1
438765691;438593439;438594048;0;-1.2467079;12.25;-0.28214562;-0.30606368;12.461248;0.00025553186;-0.00031979242;0;0;1
439233301;439055361;439061915;0;-1.1013803;12.25;-0.43806827;-0.31234178;12.461603;0.0006159844;-0.00035677355;0;0;1
439746370;439574148;439574817;0;-1.059104;12.25;-0.501295;-0.346617;12.46127;0.0008066485;-0.00042876898;0;0;1
440268030;440092745;440096621;0;-1.3497591;12.25;-0.22247005;-0.35937777;12.46148;0.00015886691;-0.0004483809;0;0;1
440726899;440551952;440555491;0;-1.1832924;12.25;-0.4197718;-0.34671542;12.46119;0.0005656229;-0.00042594247;0;0;1
441248811;441070719;441077343;0;-1.2678471;12.25;-0.34169114;-0.4134608;12.460779;0.000374785;-0.00058178266;0;0;1
441761835;441589478;441590198;0;-1.1832924;12.25;-0.44142878;-0.4232656;12.4597025;0.0006255667;-0.00059668993;0;0;1
442229750;442051443;442058065;0;-1.2255707;12.25;-0.38242257;-0.46189234;12.4598875;0.00046949706;-0.00071232807;0;0;1
442742502;442570058;442570920;0;-1.0379648;12.25;-0.5527309;-0.46527845;12.45962;0.0009808051;-0.0007180519;0;0;1
443264364;443088689;443092772;0;-1.2044315;12.25;-0.37196696;-0.40718624;12.460198;0.00044416438;-0.00057350815;0;0;1
443723212;443550613;443551642;0;-1.2678471;12.25;-0.29915786;-0.34957126;12.460596;0.00028729098;-0.00043675496;0;0;1
444244954;444069352;444073541;0;-1.3708982;12.25;-0.17897284;-0.3161255;12.461507;0.00010281672;-0.00035442674;0;0;1
444766925;444588227;444595346;0;-1.3101244;12.25;-0.22269809;-0.28778508;12.462404;0.00015918096;-0.0002995584;0;0;1
445226053;445047560;445054216;0;-1.3708982;12.25;-0.15244651;-0.21495432;12.462902;7.4589174e-05;-0.00019806044;0;0;1
445738741;445566233;445567071;0;-1.1832924;12.25;-0.32751834;-0.23262031;12.463146;0.0003442735;-0.00021319637;0;0;1
446260549;446085007;446088923;0;-1.2889853;12.25;-0.20524943;-0.19470447;12.463885;0.00013519806;-0.00014832595;0;0;1
446719709;446547232;446547840;0;-1.4765911;12.25;-0.0003939867;-0.15158634;12.464207;4.981481e-10;-0.00010082402;0;0;1
447241502;447066254;447069646;0;-1.3497591;12.25;-0.10862589;-0.1508165;12.464847;3.7865157e-05;-9.621037e-05;0;0;1
447763467;447584871;447591499;0;-1.2467079;12.25;-0.18861163;-0.16638826;12.465491;0.00011415306;-0.00011559567;0;0;1
