timestamp;timestamp_sample;q[0];q[1];q[2];q[3];delta_q_reset[0];delta_q_reset[1];delta_q_reset[2];delta_q_reset[3];quat_reset_counter
431715768;431715509;0.945835;-0.011146233;0.012315628;0.32422274;0.94111484;2.2947821e-09;3.859525e-09;0.33808726;1
432215095;432214866;0.94657665;0.014442529;0.018066349;0.32164863;0.94111484;2.2947821e-09;3.859525e-09;0.33808726;1
432714506;432714270;0.94626355;0.030189402;0.033406734;0.3202465;0.94111484;2.2947821e-09;3.859525e-09;0.33808726;1
433213766;433213581;0.94607586;0.013573732;0.032278534;0.32204717;0.94111484;2.2947821e-09;3.859525e-09;0.33808726;1
433717643;433717437;0.94548804;-0.007945791;0.036267366;0.32353356;0.94111484;2.2947821e-09;3.859525e-09;0.33808726;1
434216980;434216794;0.94346803;-0.01618022;0.0804694;0.32114026;0.94111484;2.2947821e-09;3.859525e-09;0.33808726;1
434716386;434716199;0.94600725;-0.0072861034;0.029034277;0.32276028;0.94111484;2.2947821e-09;3.859525e-09;0.33808726;1
435215761;435215510;0.9430891;-0.031200629;0.016716585;0.33065096;0.94111484;2.2947821e-09;3.859525e-09;0.33808726;1
435715072;435714867;0.9463455;-0.0023002657;0.015812999;0.32276142;0.94111484;2.2947821e-09;3.859525e-09;0.33808726;1
436214481;436214226;0.9464957;0.00650408;-0.019659342;0.32205135;0.94111484;2.2947821e-09;3.859525e-09;0.33808726;1
436713815;436713583;0.9461804;-0.010131629;0.0088622775;0.32335973;0.94111484;2.2947821e-09;3.859525e-09;0.33808726;1
437217670;437217439;0.9460866;-0.0021149602;0.025926443;0.3228678;0.94111484;2.2947821e-09;3.859525e-09;0.33808726;1
437717062;437716798;0.9456048;0.017082283;-0.032964174;0.32319227;0.94111484;2.2947821e-09;3.859525e-09;0.33808726;1
438216394;438216156;0.9451808;0.009759812;-0.020628832;0.32574937;0.94111484;2.2947821e-09;3.859525e-09;0.33808726;1
438715712;438715514;0.9422861;-0.034899324;0.06476487;0.3266259;0.94111484;2.2947821e-09;3.859525e-09;0.33808726;1
439215143;439214920;0.94476545;-0.0032340472;-0.0037672012;0.32770967;0.94111484;2.2947821e-09;3.859525e-09;0.33808726;1
439714413;439714230;0.94097656;0.013063766;-0.049750324;0.3345408;0.94111484;2.2947821e-09;3.859525e-09;0.33808726;1
440213791;440213588;0.9216502;-0.08414042;0.19682522;0.3236376;0.94111484;2.2947821e-09;3.859525e-09;0.33808726;1
440717684;440717445;0.8309306;-0.2641319;0.18746486;0.45237768;0.94111484;2.2947821e-09;3.859525e-09;0.33808726;1
441217042;441216851;0.5354217;-0.3834647;0.11520099;0.7436446;0.94111484;2.2947821e-09;3.859525e-09;0.33808726;1
441716386;441716162;0.2289782;-0.13757165;-0.13060711;0.95476955;0.94111484;2.2947821e-09;3.859525e-09;0.33808726;1
442215756;442215520;0.2438925;-0.05270757;-0.03991577;0.967546;0.94111484;2.2947821e-09;3.859525e-09;0.33808726;1
442715105;442714879;0.2667064;-0.015712721;0.0082674;0.96361434;0.94111484;2.2947821e-09;3.859525e-09;0.33808726;1
443214437;443214237;0.273989;0.01533193;0.04385294;0.96061015;0.94111484;2.2947821e-09;3.859525e-09;0.33808726;1
443713880;443713643;0.27808034;0.016601136;0.035932075;0.95974195;0.94111484;2.2947821e-09;3.859525e-09;0.33808726;1
444217665;444217453;0.282016;-0.0010055313;-0.0065954137;0.9593865;0.94111484;2.2947821e-09;3.859525e-09;0.33808726;1
444717012;444716812;0.28514305;-0.0110973595;-0.032466035;0.9578707;0.94111484;2.2947821e-09;3.859525e-09;0.33808726;1
445216357;445216170;0.29073477;-0.010107518;-0.029078085;0.95630836;0.94111484;2.2947821e-09;3.859525e-09;0.33808726;1
445715762;445715576;0.29606867;-0.0042872964;-0.007493471;0.95512766;0.94111484;2.2947821e-09;3.859525e-09;0.33808726;1
