timestamp;armed;prearmed;ready_to_arm;lockdown;manual_lockdown;force_failsafe;in_esc_calibration_mode
704056494;1;0;1;0;0;0;0
704562789;1;0;1;0;0;0;0
705068516;1;0;1;0;0;0;0
705574551;1;0;1;0;0;0;0
706080494;1;0;1;0;0;0;0
706586497;1;0;1;0;0;0;0
707092632;1;0;1;0;0;0;0
707598556;1;0;1;0;0;0;0
708104775;1;0;1;0;0;0;0
708610514;1;0;1;0;0;0;0
709117203;1;0;1;0;0;0;0
709622546;1;0;1;0;0;0;0
710128513;1;0;1;0;0;0;0
710634538;1;0;1;0;0;0;0
711140494;1;0;1;0;0;0;0
711646494;1;0;1;0;0;0;0
712152522;1;0;1;0;0;0;0
712658528;1;0;1;0;0;0;0
713164495;1;0;1;0;0;0;0
713670560;1;0;1;0;0;0;0
714176519;1;0;1;0;0;0;0
714682493;1;0;1;0;0;0;0
715188495;1;0;1;0;0;0;0
715694494;1;0;1;0;0;0;0
716200594;1;0;1;0;0;0;0
716706495;1;0;1;0;0;0;0
717212494;1;0;1;0;0;0;0
717719513;1;0;1;0;0;0;0
718225514;1;0;1;0;0;0;0
718731493;1;0;1;0;0;0;0
719237494;1;0;1;0;0;0;0
719743508;1;0;1;0;0;0;0
720249494;1;0;1;0;0;0;0
720755506;1;0;1;0;0;0;0
721261615;1;0;1;0;0;0;0
721767496;1;0;1;0;0;0;0
722273494;1;0;1;0;0;0;0
722779561;1;0;1;0;0;0;0
723285494;1;0;1;0;0;0;0
723791495;1;0;1;0;0;0;0
724297510;1;0;1;0;0;0;0
724803495;1;0;1;0;0;0;0
725309503;1;0;1;0;0;0;0
725815574;1;0;1;0;0;0;0
726321525;1;0;1;0;0;0;0
726827637;1;0;1;0;0;0;0
727333511;1;0;1;0;0;0;0
727839916;1;0;1;0;0;0;0
728345494;1;0;1;0;0;0;0
728851494;1;0;1;0;0;0;0
729357494;1;0;1;0;0;0;0
729863494;1;0;1;0;0;0;0
730369510;1;0;1;0;0;0;0
730876648;1;0;1;0;0;0;0
731382498;1;0;1;0;0;0;0
731888865;1;0;1;0;0;0;0
732394535;1;0;1;0;0;0;0
732900721;1;0;1;0;0;0;0
733407088;1;0;1;0;0;0;0
733912495;1;0;1;0;0;0;0
734418494;1;0;1;0;0;0;0
734924494;1;0;1;0;0;0;0
735430510;1;0;1;0;0;0;0
735936630;1;0;1;0;0;0;0
736442497;1;0;1;0;0;0;0
736948495;1;0;1;0;0;0;0
737454573;1;0;1;0;0;0;0
737960494;1;0;1;0;0;0;0
738466806;1;0;1;0;0;0;0
738972493;1;0;1;0;0;0;0
739478518;1;0;1;0;0;0;0
739984527;1;0;1;0;0;0;0
740490514;1;0;1;0;0;0;0
740996756;1;0;1;0;0;0;0
741502534;1;0;1;0;0;0;0
742008610;1;0;1;0;0;0;0
742514656;1;0;1;0;0;0;0
743020512;1;0;1;0;0;0;0
743526682;1;0;1;0;0;0;0
744033495;1;0;1;0;0;0;0
744539495;1;0;1;0;0;0;0
745045493;1;0;1;0;0;0;0
745552493;1;0;1;0;0;0;0
746058629;1;0;1;0;0;0;0
746564495;1;0;1;0;0;0;0
747070527;1;0;1;0;0;0;0
747576934;1;0;1;0;0;0;0
748082494;1;0;1;0;0;0;0
748588775;1;0;1;0;0;0;0
749094514;1;0;1;0;0;0;0
749600514;1;0;1;0;0;0;0
750106494;1;0;1;0;0;0;0
750613495;1;0;1;0;0;0;0
751119494;1;0;1;0;0;0;0
751625493;1;0;1;0;0;0;0
