timestamp;timestamp_sample;position[0];position[1];position[2];q[0];q[1];q[2];q[3];velocity[0];velocity[1];velocity[2];angular_velocity[0];angular_velocity[1];angular_velocity[2];position_variance[0];position_variance[1];position_variance[2];orientation_variance[0];orientation_variance[1];orientation_variance[2];velocity_variance[0];velocity_variance[1];velocity_variance[2];pose_frame;velocity_frame;reset_counter;quality
431647606;431647133;-25.05049;-3.1180663;-1.267328;0.9462888;-0.009118254;0.0017094166;0.32318944;-2.2233255;-0.25773272;-0.05138106;-0.03482134;0.036947075;0.00761693;79.07324;99.553894;0.21503043;0.00014898033;0.0001422507;0.0070331837;1.2981644;1.6509734;0.009738656;1;1;15;0
432142352;432141910;-27.654818;-3.3992126;-1.2625737;0.94692194;0.013529682;0.006118138;0.32112077;-2.4665425;-0.2774302;-0.047305964;0.10467078;0.0018609965;-0.0057378714;88.17019;111.92332;0.21748933;0.00015403306;0.00014655947;0.0070318654;1.384932;1.7793198;0.00975501;1;1;15;0
432647619;432646583;-30.336002;-3.6593442;-1.2537447;0.9468357;0.032091983;0.022263698;0.31933787;-2.6889105;-0.3065385;-0.042593136;-0.0030152632;-0.028845605;-0.006594059;98.09721;125.773926;0.21670642;0.00017608421;0.00016267992;0.007006708;1.4738071;1.9166627;0.0096868165;1;1;15;0
433142477;433141361;-32.48796;-3.83337;-1.250439;0.94657683;0.012812776;0.022945955;0.3214059;-2.8290138;-0.31951788;-0.041566867;0.076519065;-0.032456152;-0.0033810248;108.4696;140.64973;0.21514755;0.00017997735;0.00016282569;0.00700838;1.5612783;2.0581238;0.009585382;1;1;15;0
433646747;433646034;-34.669952;-3.9908018;-1.2511086;0.94617665;-0.0037848612;0.024311516;0.3227144;-2.9643931;-0.34866825;-0.043848045;-0.079215676;0.16351147;0.007972982;120.06241;157.24141;0.21796907;0.0001855572;0.0001582242;0.0070271986;1.6555858;2.209894;0.009590571;1;1;15;0
434151266;434150707;-37.19753;-4.149294;-1.2536831;0.9448257;-0.016209053;0.05845596;0.32190764;-3.1624799;-0.35865843;-0.051286902;0.115091205;0.27165154;0.010316419;132.2167;175.31429;0.21687526;0.00022861759;0.00016360017;0.006989534;1.7464886;2.3682706;0.009501644;1;1;15;0
434646045;434645484;-39.268715;-4.3566566;-1.251289;0.94613075;-0.006593963;0.041521993;0.32104364;-3.1841245;-0.3479143;-0.011502574;-0.1891497;-0.68399704;-0.0055616065;143.97461;194.57045;0.21500903;0.000498233;0.00017154228;0.00670563;1.8182847;2.5285044;0.009324081;1;1;15;0
435150866;435150158;-41.055832;-4.693222;-1.2479575;0.94414854;-0.03625102;0.005979044;0.32746542;-3.2905762;-0.3970308;-0.028913552;-0.109484896;-0.1774129;0.0679761;157.66399;215.9404;0.21739312;0.00019588812;0.00017829066;0.007015523;1.9121913;2.7021754;0.009334512;1;1;15;0
435645392;435644936;-43.71217;-4.942486;-1.2413676;0.94705;0.0025195288;0.0028261072;0.32106408;-3.490571;-0.435245;-0.045694847;-0.046089094;0.15749858;0.015937874;172.54904;238.65793;0.21534549;0.00018507223;0.00017527874;0.0070257783;2.0090833;2.8777552;0.009262669;1;1;15;0
436150171;436149609;-46.762737;-5.1805506;-1.2377868;0.9469307;0.0022402995;-0.027049992;0.32028988;-3.6903744;-0.42519554;-0.021791238;0.080842525;-0.22606042;-0.0036261124;188.85332;263.70358;0.21398859;0.00018844815;0.0001884978;0.007022715;2.1128993;3.065431;0.009232972;1;1;15;0
436645183;436644387;-49.831905;-5.3765974;-1.2475601;0.9468864;-0.008116437;0.006240499;0.32140535;-3.8987744;-0.4618186;-0.034586087;-0.113976665;-0.11681832;-0.0184439;206.36879;290.26166;0.21584716;0.00019122097;0.00018336692;0.007042349;2.2256682;3.258258;0.009311429;1;1;15;0
437149540;437149061;-52.969215;-5.551007;-1.2554101;0.9470926;0.0077407653;-0.00019320555;0.32086727;-4.149986;-0.5030639;-0.06405948;-0.0618462;0.67526114;0.0011150999;225.51227;319.50122;0.21464178;0.00021850527;0.00018965277;0.0070250393;2.3411698;3.4611757;0.0092972135;1;1;15;0
437644335;437643839;-56.099308;-5.681935;-1.255821;0.94549793;0.014767758;-0.052389152;0.32104665;-4.31331;-0.4554314;-0.033243563;0.1708297;-0.062056553;-0.019165441;245.09882;350.37396;0.21290846;0.00020031695;0.00020163832;0.0070442534;2.4494565;3.6661272;0.009249026;1;1;15;0
438149255;438148513;-59.347946;-5.780361;-1.2708362;0.94603443;-0.007110208;-0.002737586;0.32397667;-4.459048;-0.40893883;0.005373071;0.11293155;-0.9482072;-0.033219934;266.8143;384.1323;0.21186972;0.00026100344;0.00019932778;0.007002121;2.5751402;3.8877113;0.009275744;1;1;15;0
438643978;438643291;-62.587337;-6.0377083;-1.2852963;0.9444445;-0.030952785;0.045421943;0.32404238;-4.748865;-0.52843565;-0.062952034;0.011814997;0.4819647;-0.010550915;289.8446;420.07227;0.21394257;0.00024617123;0.0002004258;0.0070255995;2.7069643;4.118129;0.009373219;1;1;15;0
439148452;439147965;-65.92058;-6.3059564;-1.2838559;0.94401914;0.017136214;-0.054772057;0.32486054;-4.9557014;-0.5748476;-0.0865817;-0.10423187;1.1337892;-0.035848852;313.19507;458.92944;0.21297488;0.00027480515;0.00020491568;0.00698717;2.8084466;4.3451614;0.009301559;1;1;15;0
439643184;439642743;-69.25899;-6.507124;-1.2907076;0.94284075;-0.0074649956;-0.023576986;0.33232474;-5.0083766;-0.4466516;0.026413962;0.18610196;-1.3213189;-0.01541626;337.8637;500.54474;0.21516755;0.00043897607;0.00021873854;0.0068012197;2.9279504;4.595466;0.009373685;1;1;15;0
440147803;440147417;-72.83003;-6.962178;-1.3058488;0.93537474;-0.046732113;0.12800318;0.32635173;-5.414409;-0.71411294;-0.08419831;-0.26895225;1.8898281;-0.025133943;366.00867;545.89307;0.21422169;0.00023225714;0.00022638837;0.00700066;3.0795767;4.866747;0.00945172;1;1;15;0
440642597;440642196;-73.16414;-6.841144;-1.3121506;0.8535872;-0.26219127;0.18943593;0.40836114;-5.1146426;-0.50515026;-0.04639623;-0.150852;-0.587585;0.9897691;380.4185;593.3876;0.2126444;0.003021051;0.00054815743;0.0034241334;3.048808;5.11504;0.009136208;1;1;15;0
441147372;441146870;-70.64008;-6.491837;-1.3093542;0.586058;-0.3759083;0.11003478;0.70931053;-4.7616696;-0.53811955;-0.024630116;-0.77877736;-0.4110738;1.3054554;399.89355;646.3933;0.21119113;0.0020016052;0.00047186998;0.0022532963;3.08727;5.415979;0.009181858;1;1;15;0
441652362;441651544;-74.460754;-5.6085763;-1.2957957;0.255893;-0.2167899;-0.12946562;0.9331451;-5.195696;-0.39498037;0.033702035;-0.53994393;-2.7927415;0.86187875;425.97083;703.6271;0.2131715;0.00079906033;0.00035485558;0.0013275481;3.1876507;5.72758;0.009559926;1;1;15;0
442146707;442146323;-81.309715;-5.7222595;-1.2698151;0.2488969;-0.044979442;0.0048870323;0.96747273;-5.4146547;-0.43350676;-0.016539866;-1.7653714;0.1736155;0.021760773;448.70563;763.3214;0.21108952;0.00022732119;0.00026355896;0.0012773485;3.253968;6.025345;0.009799046;1;1;15;0
442641653;442641101;-93.58484;-5.1820025;-1.238717;0.270363;-0.002210199;0.039701827;0.96193695;-6.5040565;-0.48084083;-0.023162317;-0.8133866;0.116396666;-0.055316478;475.02264;825.20557;0.21301769;0.00023292944;0.00022225798;0.00095333834;3.3356256;6.3179126;0.009877857;1;1;15;0
