timestamp;bias_x[0];bias_x[1];bias_x[2];bias_x[3];bias_y[0];bias_y[1];bias_y[2];bias_y[3];bias_z[0];bias_z[1];bias_z[2];bias_z[3];valid[0];valid[1];valid[2];valid[3];stable[0];stable[1];stable[2];stable[3]
431262781;0.045253653;0.007060369;0.0;0.0;-0.011493697;-0.00657808;0.0;0.0;-0.079813264;-0.0066460306;0.0;0.0;0;0;0;0;0;0;0;0
1013295650;-0.013510652;0.0068096695;0.0;0.0;0.0010855594;0.0057630623;0.0;0.0;-0.032715812;-0.015526436;0.0;0.0;0;0;0;0;0;0;0;0
1013315351;-0.014110355;0.007703681;0.0;0.0;0.0013707145;0.0059062047;0.0;0.0;-0.03496462;-0.014879555;0.0;0.0;0;0;0;0;0;0;0;0
