timestamp;timestamp_last_signal;rssi;rssi_dbm;rc_lost_frame_count;rc_total_frame_count;rc_ppm_frame_length;values[0];values[1];values[2];values[3];values[4];values[5];values[6];values[7];values[8];values[9];values[10];values[11];values[12];values[13];values[14];values[15];values[16];values[17];channel_count;rc_failsafe;rc_lost;input_source;link_quality
857320872;857320312;41;nan;0;7710;0;1371;1495;1364;1491;1084;1084;1494;1084;1494;1494;1494;1494;1494;1494;1494;1494;998;998;18;0;0;4;-1
857815717;857815158;41;nan;0;7765;0;1344;1496;1364;1491;1084;1084;1494;1084;1494;1494;1494;1494;1494;1494;1494;1494;998;998;18;0;0;4;-1
858310558;858309999;41;nan;0;7820;0;1308;1496;1364;1491;1084;1084;1494;1084;1494;1494;1494;1494;1494;1494;1494;1494;998;998;18;0;0;4;-1
858827904;858827344;41;nan;0;7877;0;1165;1496;1364;1491;1084;1084;1494;1084;1494;1494;1494;1494;1494;1494;1494;1494;998;998;18;0;0;4;-1
859322744;859322185;41;nan;0;7932;0;1084;1495;1358;1491;1084;1084;1494;1084;1494;1494;1494;1494;1494;1494;1494;1494;998;998;18;0;0;4;-1
859817606;859817047;41;nan;0;7987;0;1084;1497;1352;1491;1084;1084;1494;1084;1494;1494;1494;1494;1494;1494;1494;1494;998;998;18;0;0;4;-1
860312553;860311994;41;nan;0;8042;0;1130;1495;1350;1491;1084;1084;1494;1084;1494;1494;1494;1494;1494;1494;1494;1494;998;998;18;0;0;4;-1
860829768;860829209;41;nan;0;8100;0;1618;1497;1351;1491;1084;1084;1494;1084;1494;1494;1494;1494;1494;1494;1494;1494;998;998;18;0;0;4;-1
861324617;861324058;41;nan;0;8155;0;1288;1498;1350;1491;1084;1084;1494;1084;1494;1494;1494;1494;1494;1494;1494;1494;998;998;18;0;0;4;-1
861819462;861818903;41;nan;0;8210;0;1494;1496;1351;1491;1084;1084;1494;1084;1494;1494;1494;1494;1494;1494;1494;1494;998;998;18;0;0;4;-1
862314323;862313758;41;nan;0;8265;0;1655;1496;1351;1491;1084;1084;1494;1084;1494;1494;1494;1494;1494;1494;1494;1494;998;998;18;0;0;4;-1
862809152;862808592;41;nan;0;8320;0;1408;1498;1351;1491;1084;1084;1494;1084;1494;1494;1494;1494;1494;1494;1494;1494;998;998;18;0;0;4;-1
863326511;863325952;41;nan;0;8377;0;1494;1497;1467;1491;1084;1084;1494;1084;1494;1494;1494;1494;1494;1494;1494;1494;998;998;18;0;0;4;-1
863821344;863820784;41;nan;0;8432;0;1494;1497;1482;1491;1084;1084;1494;1084;1494;1494;1494;1494;1494;1494;1494;1494;998;998;18;0;0;4;-1
864316240;864315681;41;nan;0;8487;0;1538;1435;1470;1491;1084;1084;1494;1084;1494;1494;1494;1494;1494;1494;1494;1494;998;998;18;0;0;4;-1
864811191;864810632;41;nan;0;8542;0;1497;1356;1470;1491;1084;1084;1494;1084;1494;1494;1494;1494;1494;1494;1494;1494;998;998;18;0;0;4;-1
865328361;865327801;41;nan;0;8600;0;1508;1321;1470;1491;1084;1084;1494;1084;1494;1494;1494;1494;1494;1494;1494;1494;998;998;18;0;0;4;-1
865823211;865822652;41;nan;0;8655;0;1445;1496;1470;1491;1084;1084;1494;1084;1494;1494;1494;1494;1494;1494;1494;1494;998;998;18;0;0;4;-1
866318076;866317516;41;nan;0;8710;0;1398;1495;1470;1491;1084;1084;1494;1084;1494;1494;1494;1494;1494;1494;1494;1494;998;998;18;0;0;4;-1
866812909;866812348;41;nan;0;8765;0;1306;1495;1470;1491;1084;1084;1494;1084;1494;1494;1494;1494;1494;1494;1494;1494;998;998;18;0;0;4;-1
867307744;867307184;41;nan;0;8820;0;1238;1496;1470;1491;1084;1084;1494;1084;1494;1494;1494;1494;1494;1494;1494;1494;998;998;18;0;0;4;-1
