timestamp;timestamp_sample;device_id;x;y;z;temperature;error_count;clip_counter[0];clip_counter[1];clip_counter[2];samples
432071507;432071404;2490378;0.13644211;0.020357734;-0.023382083;33.647343;0;0;0;0;10
433072184;433072093;2490378;-0.032341883;0.026732849;-0.009066386;33.79227;0;0;0;0;10
434072871;434072779;2490378;0.014868607;0.30569908;-0.018665697;33.79227;0;0;0;0;10
435073560;435073467;2490378;-0.80481;-0.028464856;-0.06441064;33.786232;0;0;0;0;10
436071775;436071681;2490378;0.1454219;-0.17441303;-0.023595253;33.683575;0;0;0;0;10
437072464;437072370;2490378;0.070232846;0.53269845;0.0054424964;33.719807;0;0;0;0;10
438073152;438073059;2490378;0.058102146;-0.5136464;-0.0026446402;33.719807;0;0;0;0;10
439071367;439071274;2490378;-0.021157121;0.35254985;-0.053319145;33.876812;0;0;0;0;10
440072056;440071964;2490378;-0.43119624;1.846192;-0.024367994;33.75604;0;0;0;0;10
441072748;441072653;2490378;-1.4659433;-1.0696137;0.7827935;33.858696;0;0;0;0;10
442073434;442073343;2490378;-1.6954275;0.21922535;-0.07987879;33.731884;0;0;0;0;10
443071651;443071559;2490378;1.0112052;-0.25312603;-0.18479173;33.864735;0;0;0;0;10
444072355;444072249;2490378;-0.081331015;-0.09246914;-0.05744931;33.83454;0;0;0;0;10
445073037;445072939;2490378;-0.79840153;0.15926462;-0.011711027;33.816425;0;0;0;0;10
446071249;446071156;2490378;0.2465977;0.1389402;-0.033187903;33.816425;0;0;0;0;10
447071940;447071846;2490378;0.29350844;-0.16094334;-0.05561738;33.864735;0;0;0;0;10
448072631;448072537;2490378;-0.10860345;-0.048722666;-0.019431777;33.84662;0;0;0;0;10
449074559;449074465;2490378;-0.039842803;-0.12559043;-0.062478792;33.84058;0;0;0;0;10
450071538;450071445;2490378;-0.089338206;-0.18176739;-0.03322121;33.88889;0;0;0;0;10
451072230;451072135;2490378;0.08236355;-0.17794365;-0.03846386;33.75604;0;0;0;0;10
452072923;452072830;2490378;0.08740636;-0.29171646;-0.062025804;33.828503;0;0;0;0;10
453071191;453071043;2490378;0.07923262;0.15274961;0.03112948;33.870773;0;0;0;0;10
454071826;454071734;2490378;-0.059514396;0.020704135;-0.024054902;33.864735;0;0;0;0;10
455072517;455072425;2490378;0.06819441;-0.083449386;-0.030669833;33.943237;0;0;0;0;10
456070734;456070642;2490378;0.24391976;0.32664305;0.015747933;33.75604;0;0;0;0;10
457071424;457071332;2490378;0.19852121;0.013769449;-0.029590659;33.828503;0;0;0;0;10
458072116;458072023;2490378;0.37847;-0.0866536;-0.0322353;33.93116;0;0;0;0;10
459074041;459073951;2490378;-1.3198153;-0.17242788;0.033660874;33.955315;0;0;0;0;10
460071023;460070930;2490378;-0.20846692;-0.0010325421;0.0010858346;33.894928;0;0;0;0;10
461071714;461071621;2490378;-0.16860414;-0.49816495;-0.06967994;33.719807;0;0;0;0;10
462073644;462073549;2490378;-0.1684376;0.27180505;-0.38373262;33.804348;0;0;0;0;10
463074329;463074238;2490378;0.27644816;-0.4357461;-0.71651095;33.695652;0;0;0;0;10
464071311;464071218;2490378;1.8715192;-0.27913943;-0.21977825;33.774155;0;0;0;0;10
465072001;465071908;2490378;0.6371518;-0.044072896;-0.043826416;33.804348;0;0;0;0;10
466073976;466073834;2490378;-0.47365704;-0.23505323;-0.058788285;33.762077;0;0;0;0;10
467070907;467070813;2490378;-0.65441185;0.43831748;0.096059725;33.876812;0;0;0;0;10
469073524;469073430;2490378;-0.017946249;0.76121;-0.10521937;33.75604;0;0;0;0;10
470070500;470070407;2490378;0.14193124;-0.25945452;-0.08883193;33.74396;0;0;0;0;10
471071230;471071097;2490378;-0.33367765;-0.65535116;-0.040422358;33.822464;0;0;0;0;10
472071878;472071788;2490378;-1.137102;-0.1180562;0.0428072;33.864735;0;0;0;0;10
473073804;473073711;2490378;-0.55274975;-0.31144136;-0.031808957;33.88889;0;0;0;0;10
474072018;474071925;2490378;0.17021623;0.2864738;-0.02004464;33.737923;0;0;0;0;10
475071470;475071377;2490378;0.8223765;-0.37048277;-0.04204112;33.780193;0;0;0;0;10
476073394;476073302;2490378;0.32881472;0.058695022;-0.09167642;33.623188;0;0;0;0;10
477074095;477073990;2490378;0.035919145;0.00095260335;-0.16481371;33.810387;0;0;0;0;10
478071060;478070967;2490378;-0.07632818;0.03760452;-0.24416624;33.75604;0;0;0;0;10
479072982;479072891;2490378;-0.07066585;0.1295474;-0.2935284;33.671497;0;0;0;0;10
480073670;480073578;2490378;0.39816824;-0.050867688;-0.050801072;33.671497;0;0;0;0;10
481071905;481071792;2490378;0.24498561;-0.33493003;-0.044239435;33.731884;0;0;0;0;10
482072572;482072479;2490378;0.013263171;0.11842925;-0.1698232;33.768116;0;0;0;0;10
483073281;483073165;2490378;0.061639436;0.14623462;-0.44568515;33.683575;0;0;0;0;10
484073943;484073852;2490378;-1.2939218;0.04204778;-0.35769925;33.65338;0;0;0;0;10
485070922;485070828;2490378;0.24098201;-0.17036945;-0.4599742;33.57488;0;0;0;0;10
486072853;486072753;2490378;0.003150919;0.27739412;-0.57895637;33.502415;0;0;0;0;10
487073530;487073437;2490378;0.29754534;-0.4035841;-0.36555323;33.466183;0;0;0;0;10
488071745;488071648;2490378;-0.05655;0.31787643;-0.0021983155;33.70169;0;0;0;0;10
489072427;489072334;2490378;0.052613016;0.028351609;0.04451922;33.496376;0;0;0;0;10
490073159;490073021;2490378;-0.3693503;0.12022787;0.021416923;33.57488;0;0;0;0;10
491073795;491073704;2490378;0.31329992;-0.08398897;-0.31507856;33.641304;0;0;0;0;10
492072042;492071915;2490378;0.088279024;-0.21943852;-0.07985214;33.556763;0;0;0;0;10
493072693;493072599;2490378;0.30906317;-0.24717726;0.20221172;33.544685;0;0;0;0;10
494073374;494073284;2490378;-0.018625727;-0.009386141;-0.036558654;33.61111;0;0;0;0;10
495071590;495071494;2490378;-0.24087542;0.081324354;-0.098058194;33.460144;0;0;0;0;10
496072269;496072178;2490378;0.06439066;-0.25994748;0.26834103;33.586956;0;0;0;0;10
497072961;497072861;2490378;-0.10779074;-0.1630284;-0.6235955;33.641304;0;0;0;0;10
498073637;498073544;2490378;-0.46472389;0.1665324;-0.36236233;33.629227;0;0;0;0;10
499071846;499071754;2490378;-0.27894625;-0.07618829;-0.24381317;33.52053;0;0;0;0;10
500072530;500072436;2490378;-0.08220368;-0.43412733;0.066335835;33.502415;0;0;0;0;10
501073212;501073119;2490378;0.37943593;-0.26570973;-0.027272435;33.508453;0;0;0;0;10
502071422;502071327;2490378;0.5506381;-0.40053308;-0.109862484;33.454105;0;0;0;0;10
503072102;503072009;2490378;0.0049029095;0.023262175;-0.11132137;33.4843;0;0;0;0;10
504072785;504072691;2490378;0.013736141;0.087699465;0.06076677;33.532608;0;0;0;0;10
505073466;505073372;2490378;-0.3077975;-0.9814613;1.0824172;33.56884;0;0;0;0;10
506071672;506071580;2490378;-0.35849196;1.9873438;1.5561275;33.671497;0;0;0;0;10
507072366;507072261;2490378;-0.4855879;-0.68271685;1.4126176;33.4843;0;0;0;0;10
508073034;508072941;2490378;0.61715376;0.70751786;0.6859544;33.399757;0;0;0;0;10
509071243;509071148;2490378;-0.4487961;-1.5577663;0.10286118;33.399757;0;0;0;0;10
510071920;510071828;2490378;-0.006554977;-0.13650873;-0.052559726;33.508453;0;0;0;0;10
511072603;511072508;2490378;0.26100665;-0.06178599;-0.018559111;33.39372;0;0;0;0;10
512074516;512074425;2490378;0.19829471;-0.36982328;-0.050641194;33.34541;0;0;0;0;10
513071486;513071393;2490378;0.003996937;-0.4482965;0.056303523;33.405796;0;0;0;0;10
514072185;514072073;2490378;0.093341805;-1.2060825;-0.040735453;33.29106;0;0;0;0;10
515074079;515073988;2490378;-0.07109885;-0.6797791;-0.04741034;33.266907;0;0;0;0;10
516071075;516070957;2490378;-0.017892957;-0.3131667;-0.02763216;33.29106;0;0;0;0;10
517071728;517071634;2490378;0.117290124;-0.33935997;3.330781e-05;33.266907;0;0;0;0;10
518072404;518072312;2490378;-0.12399165;-0.07974556;-0.03769112;33.321255;0;0;0;0;10
519074317;519074227;2490378;0.18925498;0.15328254;-0.0011591119;33.30918;0;0;0;0;10
520071287;520071194;2490378;0.57587874;0.23579265;-0.10058293;33.38768;0;0;0;0;10
521071971;521071873;2490378;0.13818744;-0.1586984;-0.07252443;33.224636;0;0;0;0;10
522073876;522073785;2490378;0.29731885;-0.09106355;-0.070839055;33.278988;0;0;0;0;10
523072087;523071988;2490378;-0.1406722;0.28304312;0.2685609;33.38164;0;0;0;0;10
524071520;524071428;2490378;0.17559877;-0.09530697;0.54225785;33.18237;0;0;0;0;10
525073434;525073341;2490378;0.34488904;-1.0050299;0.5000435;33.278988;0;0;0;0;10
526074111;526074017;2490378;0.018272664;0.32676294;0.24674426;33.369564;0;0;0;0;10
527071076;527070983;2490378;-0.55519456;-0.029657274;-0.034127183;33.158215;0;0;0;0;10
528072989;528072895;2490378;0.445432;0.09008431;0.5181896;33.2186;0;0;0;0;10
529073770;529073571;2490378;-0.71338004;-0.071778335;0.42947757;33.278988;0;0;0;0;10
530070627;530070536;2490378;0.011451226;-0.006741501;-0.2615929;33.194443;0;0;0;0;10
531072541;531072448;2490378;0.17539227;0.53674203;-0.31757665;33.248795;0;0;0;0;10
532073215;532073123;2490378;-0.17977558;-0.28620735;-0.55138415;33.18237;0;0;0;0;10
533073888;533073797;2490378;0.025407199;-0.38964143;-0.4186059;33.285023;0;0;0;0;10
534070855;534070761;2490378;-0.07468943;-0.31862253;-0.21291019;33.248795;0;0;0;0;10
535072766;535072673;2490378;1.8825774;-0.58169425;0.27395675;33.188408;0;0;0;0;10
536073439;536073347;2490378;-0.11513178;0.20665498;-0.27440974;33.152176;0;0;0;0;10
537070404;537070310;2490378;-0.051620446;-0.036998317;-0.10084939;33.20652;0;0;0;0;10
538072313;538072221;2490378;0.29768524;0.16388775;-0.16077681;33.2186;0;0;0;0;10
539072986;539072894;2490378;-0.05278622;-0.06830766;-0.059827488;33.152176;0;0;0;0;10
540070018;540069857;2490378;0.056156967;0.026912712;-0.09234257;33.321255;0;0;0;0;10
541071871;541071767;2490378;-0.057555895;0.036778484;0.06849418;33.097828;0;0;0;0;10
542072536;542072440;2490378;-0.048969142;0.046964012;-0.036605284;33.109905;0;0;0;0;10
543073208;543073113;2490378;0.0664291;-0.14087206;-0.12678285;33.2186;0;0;0;0;10
544071404;544071312;2490378;-0.20999242;0.3202013;-0.59591;33.17029;0;0;0;0;10
545072075;545071984;2490378;-0.005615697;0.11052864;-0.18990782;33.20652;0;0;0;0;10
546072748;546072656;2490378;-0.049202297;-0.39381155;-0.4410287;33.067635;0;0;0;0;10
547073425;547073328;2490378;-0.38362604;-0.16280192;-0.5368486;33.09179;0;0;0;0;10
548071641;548071526;2490378;-0.47470957;0.9639147;-0.3233389;33.152176;0;0;0;0;10
549072293;549072198;2490378;0.7085837;-0.6184661;-0.02520069;33.12802;0;0;0;0;10
550072962;550072869;2490378;0.060160566;0.18416555;0.028225038;33.073673;0;0;0;0;10
551071160;551071067;2490378;-0.13514312;0.13835399;-0.00062618684;33.019325;0;0;0;0;10
552071831;552071738;2490378;0.7305402;0.00925291;-0.19310537;33.061596;0;0;0;0;10
553072504;553072408;2490378;1.077168;0.6781936;0.15108423;33.16425;0;0;0;0;10
554074407;554074316;2490378;-0.20483637;0.044086218;-0.12954074;33.200485;0;0;0;0;10
555071371;555071276;2490378;-0.1761517;0.44986194;-0.17395337;33.103867;0;0;0;0;10
556072090;556071946;2490378;0.36088347;-0.59387827;-0.22964403;33.079712;0;0;0;0;10
557073944;557073853;2490378;-0.6977187;-0.61049885;0.09156983;33.04348;0;0;0;0;10
558070905;558070812;2490378;0.12848821;-0.011284687;-0.016780475;32.916668;0;0;0;0;10
559071576;559071483;2490378;0.038756967;-0.1285082;-0.10625858;32.940823;0;0;0;0;10
560073483;560073389;2490378;0.121087216;0.46708208;-0.04882259;33.176327;0;0;0;0;10
561074238;561074058;2490378;-0.059974045;-0.18615735;-0.15217006;32.880436;0;0;0;0;10
562071110;562071017;2490378;0.4576893;0.8094331;-0.5058457;33.109905;0;0;0;0;10
563073038;563072923;2490378;0.5873033;-0.15490131;-0.3591115;33.031403;0;0;0;0;10
564073684;564073592;2490378;-0.6086603;0.11002902;-0.04157481;32.964977;0;0;0;0;10
565070644;565070550;2490378;0.53072;0.08111784;-0.045811564;33.097828;0;0;0;0;10
566072552;566072456;2490378;0.2759752;-1.2258474;-0.10262136;33.031403;0;0;0;0;10
567073215;567073125;2490378;0.43805766;-0.22940421;-0.00023315467;32.977055;0;0;0;0;10
568070173;568070082;2490378;-0.59742224;0.91375315;-0.039183307;33.103867;0;0;0;0;10
569072082;569071988;2490378;-0.49216953;-0.58146775;-0.055697322;32.934784;0;0;0;0;10
570072749;570072656;2490378;-0.023148928;0.72199345;0.026106661;33.04952;0;0;0;0;10
571073428;571073325;2490378;2.5199363;-0.19835223;-0.19212045;32.971016;0;0;0;0;10
572070463;572070282;2490378;-0.48885208;0.43092978;-0.027065927;33.073673;0;0;0;0;10
573072278;573072187;2490378;0.25386548;-0.16110988;-0.035965774;32.844204;0;0;0;0;10
574072947;574072855;2490378;0.04406623;-0.1571729;-0.01969824;33.103867;0;0;0;0;10
575073619;575073523;2490378;0.33449036;1.1982086;-0.20192528;33.055557;0;0;0;0;10
576071809;576071716;2490378;0.12858148;-0.27514917;-0.14420283;33.04348;0;0;0;0;10
577072479;577072384;2490378;0.5000568;-0.10929625;-0.11599112;33.03744;0;0;0;0;10
578073160;578073052;2490378;-0.8470376;-0.24086876;0.06461049;32.826088;0;0;0;0;10
