timestamp;rollspeed_integ;pitchspeed_integ;yawspeed_integ;wheel_rate_integ
450535239;-0.006314492;-0.08176229;0.024265397;0.0
450737678;-0.006696644;-0.08211461;0.02455245;0.0
450937449;-0.0028303298;-0.082875066;0.025032548;0.0
451136632;-0.009280899;-0.08241246;0.02561054;0.0
451336010;-0.006328491;-0.08363069;0.025576608;0.0
451535453;-0.0052865236;-0.08451813;0.025694298;0.0
451734897;-0.007837593;-0.08441759;0.02583523;0.0
451934340;-0.0029177985;-0.08481286;0.025857294;0.0
452138281;-0.0057964884;-0.084261544;0.026187444;0.0
452337724;-0.0051971744;-0.083853245;0.026226234;0.0
452532676;-0.0006234204;-0.08501085;0.026252601;0.0
452736952;-0.004572343;-0.08481751;0.026469111;0.0
452936104;-0.0012924832;-0.08470272;0.026470535;0.0
453135543;-0.0015253823;-0.08447166;0.026633032;0.0
453334945;-0.004386518;-0.08383741;0.02670608;0.0
453537407;0.0049326704;-0.08329322;0.026735725;0.0
453736830;0.0032936828;-0.082974166;0.027100923;0.0
453937775;-0.0016329163;-0.08082664;0.027199272;0.0
454137222;0.0024162887;-0.08126092;0.02713267;0.0
454336661;0.00258993;-0.08148643;0.027241655;0.0
454534606;0.0016679169;-0.08019936;0.027457403;0.0
454735596;-0.0015686633;-0.078333504;0.027838817;0.0
454938039;0.00055143674;-0.07901698;0.027920041;0.0
455137436;-0.0046106656;-0.079499096;0.028044349;0.0
455336877;-0.0013683672;-0.08095329;0.027963148;0.0
455536326;-0.003056559;-0.079877056;0.028142707;0.0
455735768;-0.05527347;-0.08010049;0.028208045;0.0
455935256;-0.038552355;-0.08088896;0.026007613;0.0
456134655;-0.034554094;-0.073743775;0.024676112;0.0
456338600;-0.057191625;-0.080957405;0.024979848;0.0
456536596;-0.017586041;-0.08023965;0.025649918;0.0
456737532;-0.028137531;-0.076659314;0.028230436;0.0
456936926;-0.019824365;-0.07862808;0.029276686;0.0
457136368;-0.010369224;-0.077754445;0.029363656;0.0
457335813;-0.015159046;-0.07883188;0.029304704;0.0
457535261;0.0010108678;-0.079650395;0.029201105;0.0
457737702;-0.005217922;-0.07860213;0.029507156;0.0
457937187;0.00086716027;-0.076893464;0.029897802;0.0
458138087;0.0039633755;-0.07422519;0.030171245;0.0
458336034;-0.008268903;-0.072461784;0.030687923;0.0
458535477;-0.009178428;-0.071907826;0.031139895;0.0
458734918;-0.012137178;-0.07051295;0.03183274;0.0
458934457;-0.046320215;-0.07376311;0.032407112;0.0
459138303;-0.0029475384;-0.07651019;0.032193433;0.0
459337744;-0.0051650964;-0.07596702;0.03240775;0.0
459537195;-0.007209153;-0.08354184;0.03241012;0.0
459736712;-0.0008739839;-0.07791825;0.03304138;0.0
459936085;-0.007466835;-0.08119993;0.03351898;0.0
460135522;-0.001870965;-0.07321342;0.033779778;0.0
460334965;-0.0033642151;-0.07461668;0.03355432;0.0
460537429;-0.006010993;-0.077661805;0.033124994;0.0
460736853;0.0032527114;-0.077025145;0.030125653;0.0
460937793;0.0010909046;-0.084784396;0.025360933;0.0
461137238;0.00489412;-0.07255838;0.01794033;0.0
461336689;0.001495773;-0.06261535;0.00963735;0.0
461536169;0.010186416;-0.06535615;0.0011120436;0.0
461735570;0.009087881;-0.062220078;-0.007294318;0.0
461938009;0.0033528944;-0.05396333;-0.015191892;0.0
462137454;0.009170316;-0.049740694;-0.023630736;0.0
462336896;0.011586038;-0.043353975;-0.03226954;0.0
462536344;0.012977206;-0.0545353;-0.03997102;0.0
462735832;0.02286062;-0.07502116;-0.04696224;0.0
462935228;0.024061618;-0.08714226;-0.053137448;0.0
463134712;0.008232269;-0.07137827;-0.05906757;0.0
463338617;0.012807236;-0.07291136;-0.058209937;0.0
463538105;0.019286413;-0.072542995;-0.04723161;0.0
463737500;-0.0064892573;-0.069131225;-0.039512794;0.0
463936944;0.038745277;-0.06749119;-0.035086334;0.0
464136386;0.026591234;-0.054910336;-0.031686567;0.0
464335830;0.00047248695;-0.058044408;-0.029713146;0.0
464535326;0.03900083;-0.059469033;-0.029319426;0.0
464737766;0.0021903212;-0.056449965;-0.02786679;0.0
464937248;0.016142843;-0.05207593;-0.026619054;0.0
465136604;0.028722905;-0.05766537;-0.025358595;0.0
465336049;-0.003926696;-0.04930324;-0.023191065;0.0
465535824;0.027046837;-0.04755574;-0.02182045;0.0
465734983;0.020182898;-0.04850671;-0.019322066;0.0
465935880;-0.0032849598;-0.04505107;-0.016379733;0.0
466138332;0.028806567;-0.04144747;-0.014529325;0.0
466337764;0.0070195016;-0.040232316;-0.010997275;0.0
466537256;-0.004433301;-0.036533687;-0.007778353;0.0
466736650;0.02821154;-0.029263522;-0.0044615637;0.0
466936156;0.0057576317;-0.02524873;-0.0004255702;0.0
468336749;-0.009546058;-0.022999305;0.015852246;0.0
468536139;-0.0119027905;-0.060871527;0.015992519;0.0
468728085;0.003501327;-0.06279869;0.016665034;0.0
468938024;0.0074186535;-0.02495659;0.018124025;0.0
469137476;-0.0040331506;-0.06913834;0.019207219;0.0
469337259;0.0065266537;-0.068298966;0.019267157;0.0
469536403;0.01146975;-0.03177154;0.02003795;0.0
469735803;0.0016462425;-0.06300169;0.020846602;0.0
469935245;0.0065079415;-0.06948004;0.020796927;0.0
470134684;0.014949721;-0.037780907;0.021435527;0.0
470338677;0.0047819936;-0.064180344;0.021669896;0.0
470538142;0.011595569;-0.06336076;0.020804888;0.0
470737514;0.017353386;-0.047327094;0.020495545;0.0
470936962;0.0007203583;-0.070250355;0.020943165;0.0
471136753;0.015358141;-0.06322204;0.020889083;0.0
471335967;0.0120831905;-0.052891493;0.021575414;0.0
471535290;0.007973991;-0.067656994;0.021631993;0.0
471737729;0.015777487;-0.05764995;0.021400675;0.0
471937176;-0.0035101166;-0.058605358;0.021942014;0.0
472136618;0.014993053;-0.062123276;0.02086426;0.0
472336064;0.028956952;-0.05366311;0.020620588;0.0
472535549;0.0145117985;-0.06346183;0.019429082;0.0
472734960;0.04632586;-0.061431963;0.018037608;0.0
472934390;0.011354795;-0.06506893;0.018907364;0.0
473138664;0.019960433;-0.06435657;0.018992906;0.0
473337825;0.017780636;-0.05349343;0.019393409;0.0
473537222;-0.005758856;-0.061026637;0.020711292;0.0
473736662;-0.0042596604;-0.058958657;0.021268131;0.0
473936105;0.0005404228;-0.05450557;0.021200351;0.0
474135549;-0.0064603263;-0.059562694;0.022048296;0.0
474335039;-0.013902239;-0.060229287;0.0230309;0.0
474537485;-0.007088265;-0.06814475;0.023561036;0.0
474736877;-0.021986939;-0.05419781;0.023075007;0.0
474936322;-0.0047450545;-0.05458309;0.02244809;0.0
475135768;-0.020025507;-0.062643625;0.023147697;0.0
475336713;-0.027292246;-0.04885984;0.021903425;0.0
475536152;-0.015038873;-0.040015616;0.020434344;0.0
475735594;-0.024775032;-0.022590071;0.017456168;0.0
475938037;-0.01788451;-0.017701264;0.015125044;0.0
476137485;-0.022023888;-0.020755518;0.013712008;0.0
476336969;-0.032658197;-0.011035206;0.011106399;0.0
476536364;-0.030439045;-0.016225455;0.010437784;0.0
476735810;-0.030326113;-0.016424865;0.010757758;0.0
476935253;-0.033529155;-0.014537376;0.010457433;0.0
477134772;-0.032330308;-0.016478822;0.009939222;0.0
477334186;-0.024441836;-0.011187446;0.00893534;0.0
477538082;-0.03957612;-0.01768343;0.0092257;0.0
477737523;-0.037349235;-0.023744492;0.008903431;0.0
477936965;-0.03733115;-0.01550531;0.0064632576;0.0
478136460;-0.03761815;-0.018726077;0.0033719693;0.0
478335864;-0.035982233;-0.019847093;0.0009945084;0.0
478535295;-0.04270454;-0.015637178;-0.0020503597;0.0
478737744;-0.03934211;-0.013693617;-0.004444575;0.0
478938730;-0.041852005;-0.014920503;-0.005761363;0.0
479136625;-0.041191984;-0.012724493;-0.0072464757;0.0
479336117;-0.043087862;-0.014718192;-0.008803328;0.0
479535513;-0.04345382;-0.011988078;-0.011136815;0.0
479734953;-0.046911936;-0.012035946;-0.013325466;0.0
479934396;-0.0353567;-0.016153516;-0.01577426;0.0
480138384;-0.04786584;-0.014677825;-0.01946056;0.0
480337779;-0.03909236;-0.011429707;-0.02266679;0.0
480537227;-0.031657234;-0.020760583;-0.023501825;0.0
480736794;-0.040751446;-0.021076905;-0.025361042;0.0
480936108;-0.028126411;-0.025691843;-0.027308214;0.0
481135602;-0.037695423;-0.028503977;-0.02939554;0.0
481334998;-0.035840668;-0.025225341;-0.033317517;0.0
481537438;-0.033744097;-0.03245404;-0.036562487;0.0
481736898;-0.034841254;-0.031174153;-0.042616233;0.0
481936323;-0.0341163;-0.028380597;-0.05149418;0.0
482137266;-0.028518988;-0.03125196;-0.05930869;0.0
482336713;-0.025355646;-0.032858454;-0.06696848;0.0
482536156;-0.030716585;-0.02763652;-0.07497375;0.0
482735697;-0.026635498;-0.029148126;-0.08254148;0.0
482938041;-0.021379352;-0.030482598;-0.088531226;0.0
483137532;-0.036219727;-0.018718781;-0.09398164;0.0
483336925;-0.024981309;-0.033742566;-0.09753875;0.0
483536363;-0.022439973;-0.04078079;-0.10122681;0.0
483735813;-0.03062551;-0.0411025;-0.105444975;0.0
483935637;-0.048425134;-0.04523951;-0.11112774;0.0
484134742;-0.024260318;-0.045022737;-0.11780684;0.0
484338729;0.0023429003;-0.060408466;-0.122004494;0.0
484538079;-0.016198216;-0.044344805;-0.12577611;0.0
484737525;-0.008097995;-0.047943003;-0.12950778;0.0
484937014;0.00594708;-0.061460655;-0.13457187;0.0
485136411;-0.0012953429;-0.05520648;-0.1389725;0.0
485335853;-0.0041086106;-0.052750114;-0.14181966;0.0
485535310;0.0041377274;-0.06108825;-0.14392689;0.0
485737738;0.0018697865;-0.06148488;-0.14629897;0.0
485935681;-0.0026118613;-0.06200133;-0.14707194;0.0
486136670;0.0028413807;-0.06450969;-0.14688645;0.0
486336068;0.003202389;-0.06981465;-0.14855313;0.0
486535586;-0.0028776785;-0.066672884;-0.15212841;0.0
486734948;0.0003491051;-0.0699912;-0.1571118;0.0
486934397;0.009338263;-0.07864381;-0.16224737;0.0
487138336;0.0042908653;-0.0807348;-0.16715802;0.0
487337797;-0.0025093765;-0.075887606;-0.17051838;0.0
487537219;0.0058508157;-0.084135026;-0.17389506;0.0
487736990;0.007229359;-0.09120295;-0.17720039;0.0
487936154;0.0033785277;-0.09191884;-0.18284534;0.0
488135552;0.0070581576;-0.09723334;-0.19032124;0.0
488334990;0.009452917;-0.10238112;-0.19780828;0.0
488537437;0.010234037;-0.10659094;-0.2043898;0.0
488736875;0.010910161;-0.10970295;-0.2065903;0.0
488936323;0.008794927;-0.11057451;-0.20755629;0.0
489137260;0.0057919906;-0.11082555;-0.20790204;0.0
489336707;-0.006484961;-0.11197141;-0.20788643;0.0
489534646;0.0031999669;-0.11717148;-0.21065913;0.0
489735636;0.033963572;-0.12940209;-0.21133229;0.0
489938076;0.0119861;-0.112163894;-0.21087219;0.0
490137512;0.0024136703;-0.10375296;-0.21117379;0.0
490336915;0.028366469;-0.112748355;-0.21146603;0.0
490536360;0.029531162;-0.10969285;-0.21002416;0.0
490735801;0.0068424605;-0.09305807;-0.20634174;0.0
490935334;0.00452881;-0.090115316;-0.20207621;0.0
491134688;0.002338389;-0.09053195;-0.19670062;0.0
491338629;-0.009542245;-0.08961462;-0.19032817;0.0
491536572;-0.011233182;-0.09463966;-0.18584503;0.0
491737563;-0.009275175;-0.10134618;-0.18351127;0.0
491936960;-0.010118968;-0.10652843;-0.18206617;0.0
492136407;-0.010869996;-0.11213737;-0.18059109;0.0
492335841;-0.01726422;-0.11770213;-0.17839926;0.0
492535286;-0.021240177;-0.12491214;-0.1776931;0.0
492737727;-0.022491116;-0.13465297;-0.17970167;0.0
492937215;-0.00074632635;-0.14187424;-0.18446074;0.0
493136613;-0.0022740138;-0.13593961;-0.18892378;0.0
493336055;0.00039882364;-0.13101885;-0.19162859;0.0
493535501;0.0021405008;-0.12787841;-0.1921437;0.0
493734939;0.0034151748;-0.12420697;-0.19221371;0.0
493934436;0.006659389;-0.12173265;-0.1923564;0.0
494138324;0.0063358936;-0.11871646;-0.192159;0.0
494337765;0.0052564265;-0.11624162;-0.19189914;0.0
494537304;0.0076174843;-0.11506123;-0.19461976;0.0
494736706;0.012659935;-0.11532249;-0.20043564;0.0
494936091;0.010056031;-0.11484093;-0.2053307;0.0
495135543;0.012317385;-0.11883339;-0.21059997;0.0
495334981;0.014919495;-0.12256003;-0.21687827;0.0
495537423;0.018510524;-0.12664004;-0.22082278;0.0
495736869;0.019165883;-0.13094649;-0.23082079;0.0
495936352;0.023982784;-0.14357826;-0.23654479;0.0
496137252;0.03087892;-0.15561505;-0.23833324;0.0
496336694;0.017547805;-0.14437994;-0.24720533;0.0
496536252;0.020019967;-0.14687744;-0.2529066;0.0
496735572;0.029088024;-0.15152916;-0.25723487;0.0
496938014;0.0013051707;-0.11795278;-0.26315174;0.0
497137459;-0.02440379;-0.06308358;-0.26504678;0.0
497336900;-0.014875314;-0.06077008;-0.26187512;0.0
497536346;0.022909904;-0.08930202;-0.2585439;0.0
497735832;-0.005662106;-0.0697533;-0.25545713;0.0
497935227;-0.009299415;-0.069436505;-0.25036496;0.0
498134670;0.012206327;-0.083906576;-0.24946286;0.0
498338615;0.018139496;-0.09509136;-0.25174385;0.0
498538099;0.015254427;-0.09640069;-0.25401685;0.0
498737497;0.019878486;-0.10189613;-0.2542324;0.0
498936943;0.019817496;-0.10604185;-0.2538345;0.0
499136380;0.014346158;-0.10430014;-0.25202155;0.0
499335821;0.013858788;-0.10724346;-0.25067443;0.0
499535316;0.0128831975;-0.10705053;-0.2504366;0.0
499737752;0.016050927;-0.10986019;-0.25047833;0.0
499937149;0.019666828;-0.11204141;-0.25049648;0.0
500136591;0.0054935315;-0.10768858;-0.25053996;0.0
500336070;0.0034211478;-0.091902465;-0.25022927;0.0
500535818;0.0061498936;-0.08879888;-0.2507078;0.0
500734964;0.012175406;-0.086902104;-0.25074282;0.0
500934360;0.017680507;-0.0852834;-0.2504239;0.0
501138299;0.013585194;-0.08348122;-0.24965975;0.0
501337745;0.014541524;-0.081957884;-0.24496943;0.0
501537234;-0.010997889;-0.0816085;-0.23522499;0.0
501736627;-0.022017857;-0.083108254;-0.22593021;0.0
501936071;-0.0012356646;-0.099437684;-0.219338;0.0
502131018;-0.0076399464;-0.10272167;-0.21718532;0.0
502335289;-0.025090052;-0.086368605;-0.2160604;0.0
502537730;-0.016110867;-0.090437576;-0.21602233;0.0
502736976;0.0014489084;-0.10094322;-0.21926275;0.0
502937784;0.004216773;-0.10031554;-0.22454914;0.0
503137224;0.006020684;-0.0993508;-0.22952959;0.0
503336720;0.008850079;-0.09965257;-0.23587197;0.0
503536105;0.011331265;-0.10023995;-0.24057668;0.0
503735550;0.013645213;-0.10005644;-0.24140088;0.0
503938035;0.013317958;-0.09893582;-0.24127774;0.0
504137436;0.014231009;-0.097728066;-0.24125235;0.0
504337217;0.014764282;-0.09802556;-0.23213826;0.0
504536362;0.005426703;-0.09602721;-0.19826551;0.0
504735760;-0.023480965;-0.10418163;-0.18426542;0.0
504935199;-0.035793327;-0.1153116;-0.17291635;0.0
505134643;-0.020377629;-0.0923871;-0.14538893;0.0
505338632;-0.020784283;-0.062169317;-0.1200341;0.0
505538026;-0.052599154;-0.08323631;-0.11518753;0.0
505737467;0.0052658753;-0.0911677;-0.10282597;0.0
505936923;-0.0077569284;-0.047457263;-0.08615831;0.0
506136719;-0.04727844;-0.06981274;-0.08032539;0.0
506335839;-0.008005891;-0.083645456;-0.06849646;0.0
506535235;-0.011543371;-0.036527216;-0.057059493;0.0
506737676;-0.023273604;-0.055669177;-0.04292866;0.0
506937119;-0.030050179;-0.07780864;-0.030961573;0.0
507136558;8.631463e-05;-0.0399206;-0.018668486;0.0
507336003;0.0019943514;-0.03407878;-0.0049048634;0.0
507535491;-0.025224144;-0.060355112;-0.0018060458;0.0
507734888;-0.0044887355;-0.046400357;0.013092972;0.0
507934331;0.017913552;-0.02082844;0.022028588;0.0
508138604;-0.014726525;-0.045713037;0.02543872;0.0
508337825;-0.013531476;-0.056602303;0.02863074;0.0
508537153;0.01823746;-0.016169436;0.02863074;0.0
508736599;-0.0029469028;-0.024392447;0.03378544;0.0
508936034;-0.022458626;-0.057394046;0.03378544;0.0
509135487;0.013081889;-0.017078979;0.03378544;0.0
509334968;0.010199399;-0.0020813737;0.03378544;0.0
509534365;0.0013350886;-0.07618588;0.03378544;0.0
509736807;0.026391657;-0.043760773;0.036191404;0.0
509936246;0.026325209;-0.041150462;0.037332132;0.0
510137237;-0.0015033041;-0.08075429;0.03932611;0.0
510336708;0.014134435;-0.05778828;0.04118823;0.0
510536070;0.01313663;-0.0636832;0.04282031;0.0
510735510;-0.00039137082;-0.07345071;0.043128118;0.0
510937953;0.0100806225;-0.069671705;0.043013405;0.0
511137395;0.0047380766;-0.07160478;0.043242678;0.0
511336886;0.0023123731;-0.07862681;0.04314571;0.0
511536278;0.010804821;-0.06924429;0.043046802;0.0
511735726;0.0014373916;-0.07304522;0.042792648;0.0
511935163;0.0058111427;-0.07462895;0.04296488;0.0
512134601;0.0066620456;-0.068770714;0.04337237;0.0
512338545;0.003688219;-0.06700646;0.043394405;0.0
512537988;0.00097366684;-0.0840292;0.042594973;0.0
512737434;0.0062622055;-0.044681188;0.042370226;0.0
512936870;0.0069823987;-0.053706933;0.042632427;0.0
513136356;-0.0003044212;-0.053327654;0.042162128;0.0
513335755;0.012475569;-0.030565964;0.0420609;0.0
513535196;-0.0016012129;-0.08301936;0.042648766;0.0
513737640;0.0044378466;-0.045868557;0.042304445;0.0
513937075;0.009823281;-0.07157637;0.0415236;0.0
514136611;-0.00553099;-0.061137527;0.040767644;0.0
514336009;0.007904417;-0.06125935;0.040811162;0.0
514535402;-0.0025345008;-0.0766789;0.040892616;0.0
514734844;0.009929999;-0.045344282;0.040905643;0.0
514934387;9.406934e-05;-0.05340609;0.040915914;0.0
515135227;0.00081430963;-0.051298175;0.040899392;0.0
515337667;0.008342592;-0.03512102;0.040865265;0.0
515537111;-0.003117949;-0.04698998;0.041134905;0.0
515736552;-0.0021763633;-0.03874092;0.041160554;0.0
515935990;0.0027497455;-0.05317672;0.04078068;0.0
516135486;-0.006072795;-0.05634343;0.0407687;0.0
516334876;0.0030005688;-0.07191811;0.040702693;0.0
516537316;-0.010547438;-0.08801928;0.040738333;0.0
516738263;-0.0011147755;-0.102928184;0.04046692;0.0
516937752;-0.009835567;-0.10180302;0.041475724;0.0
517137141;-0.002786772;-0.106955804;0.042910617;0.0
517336584;-0.015590969;-0.0968097;0.044213008;0.0
517536024;-0.021739552;-0.096050516;0.04503037;0.0
517735470;-0.026797911;-0.08563063;0.045977265;0.0
517937906;-0.029441545;-0.08758517;0.047069967;0.0
518137396;-0.025927888;-0.083635546;0.04737588;0.0
518336791;-0.026893334;-0.083983295;0.047557894;0.0
518536233;-0.011290165;-0.07925911;0.046996415;0.0
518735674;-0.017945718;-0.081847735;0.046865445;0.0
518935510;-0.0045085824;-0.07985916;0.04582431;0.0
519134605;0.0022042522;-0.07243879;0.044715703;0.0
519338543;0.0077101123;-0.077674076;0.042841163;0.0
519537936;-0.0011832943;-0.07603352;0.042308263;0.0
519737393;0.0009855931;-0.07953941;0.04199604;0.0
519936868;0.008384842;-0.07531714;0.042252153;0.0
520136262;-0.005493398;-0.08212143;0.042560477;0.0
520335702;-0.002279783;-0.0815977;0.042492986;0.0
520535213;0.0026768916;-0.07835831;0.042408977;0.0
520737585;-0.011998;-0.08384006;0.043028183;0.0
520937363;-0.008295745;-0.07915782;0.043111097;0.0
521136515;-0.01067371;-0.07879224;0.043150727;0.0
521335910;-0.014130828;-0.08613915;0.041938916;0.0
521535350;0.001452101;-0.07880368;0.038405273;0.0
521736342;-0.0132936295;-0.07980142;0.033727635;0.0
521935736;0.0020420933;-0.08375807;0.028835336;0.0
522135177;0.007593249;-0.08427188;0.028972387;0.0
522337618;-0.00995578;-0.09078371;0.034809306;0.0
522537057;-0.00502822;-0.08660972;0.03872468;0.0
522736827;-0.0034161843;-0.07830144;0.044240348;0.0
522935987;-0.013798497;-0.0850816;0.05360068;0.0
523135382;-0.017665107;-0.09217281;0.05644614;0.0
523334823;-0.013815544;-0.08972711;0.05644614;0.0
523538765;-0.024175936;-0.09264251;0.05644614;0.0
523738255;-0.03130382;-0.10080626;0.06186075;0.0
523937647;-0.02559341;-0.09098681;0.07311768;0.0
524137150;-0.02383808;-0.08191892;0.08527111;0.0
524336534;-0.035448294;-0.09012928;0.09720309;0.0
524534477;-0.041146252;-0.09469613;0.10986449;0.0
524735460;-0.033529464;-0.0897725;0.122267306;0.0
524937902;-0.040146377;-0.08927686;0.1309169;0.0
525137292;-0.041354105;-0.10002042;0.13787419;0.0
525336736;-0.030097535;-0.07974579;0.14454287;0.0
525536176;-0.012435682;-0.05015157;0.15308669;0.0
525735626;-0.033965293;-0.0603121;0.16129342;0.0
525935103;-0.041381273;-0.07548455;0.1667924;0.0
526134501;-0.02542029;-0.06990501;0.172334;0.0
526338441;-0.03469323;-0.07069213;0.17836142;0.0
526536390;-0.05797069;-0.09408812;0.18551679;0.0
526737369;-0.0683807;-0.107918896;0.19404879;0.0
526936764;-0.07302298;-0.11751821;0.20295238;0.0
527136204;-0.08246805;-0.12115613;0.20968811;0.0
527335644;-0.077760786;-0.122680016;0.21334493;0.0
527535091;-0.06636265;-0.12518299;0.21377209;0.0
527737533;-0.04223042;-0.11007644;0.21219097;0.0
527937015;-0.037026484;-0.10177807;0.20935531;0.0
528136410;-0.036884513;-0.09459978;0.20608526;0.0
528335852;-0.03556523;-0.086184196;0.20334779;0.0
528535294;-0.044447307;-0.08395006;0.20305644;0.0
528736234;-0.052048318;-0.083380036;0.20540312;0.0
528935675;-0.06828326;-0.08864736;0.20956968;0.0
529135115;-0.057782847;-0.0986009;0.21294716;0.0
529337559;-0.04783118;-0.09955496;0.20976974;0.0
529536999;-0.043713763;-0.10041395;0.20462121;0.0
529736494;-0.04217186;-0.10122094;0.19868802;0.0
529935885;-0.038596;-0.1022451;0.19022845;0.0
530135320;-0.041003965;-0.09769394;0.1785598;0.0
530334762;-0.036024053;-0.090187326;0.16522643;0.0
530538754;-0.032949593;-0.081901036;0.15146075;0.0
530738143;-0.033903893;-0.076063626;0.14102918;0.0
530937587;-0.032314528;-0.06856228;0.13178396;0.0
