timestamp;roll;pitch;yaw;thrust_body[0];thrust_body[1];thrust_body[2];reset_integral
785817474;0.062146183;-0.06906579;-0.027664175;0.0;0.0;-0.34000003;0
785835513;0.04858753;-0.049593676;-0.028665327;0.0;0.0;-0.34000003;0
785853521;0.03007741;-0.030120382;-0.029068138;0.0;0.0;-0.34000003;0
785876011;0.0045504733;0.0014388455;-0.029240824;0.0;0.0;-0.34000003;0
785898456;-0.018594215;0.021938246;-0.027916372;0.0;0.0;-0.34000003;0
785911954;-0.03527697;0.036739547;-0.02749605;0.0;0.0;-0.33894742;0
785934443;-0.06514537;0.056512736;-0.025098037;0.0;0.0;-0.33894742;0
785956934;-0.08562585;0.0642353;-0.023011288;0.0;0.0;-0.33894742;0
785974922;-0.096727155;0.06613467;-0.020919329;0.0;0.0;-0.33894742;0
785992957;-0.105245024;0.06522359;-0.018470235;0.0;0.0;-0.33894742;0
786015475;-0.11269796;0.058585692;-0.01608895;0.0;0.0;-0.33894742;0
786038074;-0.11232518;0.04771707;-0.013264874;0.0;0.0;-0.33894742;0
786055903;-0.106017925;0.038497634;-0.010933002;0.0;0.0;-0.33894742;0
786073896;-0.09525789;0.028975634;-0.008608068;0.0;0.0;-0.33894742;0
786096397;-0.07696878;0.017605076;-0.0060676527;0.0;0.0;-0.33894742;0
786114399;-0.057188466;0.0062935115;-0.0039544473;0.0;0.0;-0.33894742;0
786132365;-0.03392667;-0.002176108;-0.002039715;0.0;0.0;-0.33894742;0
786154858;-0.00057742407;-0.009764974;-0.0002458808;0.0;0.0;-0.33894742;0
786177349;0.035410628;-0.01765627;0.0013231302;0.0;0.0;-0.33894742;0
786195392;0.059418693;-0.019495483;0.0024898157;0.0;0.0;-0.33894742;0
786213373;0.07616886;-0.019909121;0.0035739606;0.0;0.0;-0.33894742;0
786235957;0.09284267;-0.019038502;0.0049956627;0.0;0.0;-0.33894742;0
786253849;0.09963795;-0.0126801245;0.00541592;0.0;0.0;-0.33894742;0
786276332;0.102626726;-0.0069875615;0.005884563;0.0;0.0;-0.33894742;0
786294330;0.09883793;0.0024121685;0.005903672;0.0;0.0;-0.33894742;0
786316824;0.08855507;0.02026382;0.0057028597;0.0;0.0;-0.33894742;0
786334908;0.07613926;0.029868476;0.0056462986;0.0;0.0;-0.33894742;0
786357304;0.05941489;0.047423296;0.0056336313;0.0;0.0;-0.33894742;0
786375337;0.04529442;0.06103453;0.005701766;0.0;0.0;-0.33894742;0
786393285;0.030829608;0.067010045;0.005997897;0.0;0.0;-0.33894742;0
786415792;0.008647085;0.071122155;0.006694435;0.0;0.0;-0.33894742;0
786433859;-0.0054544914;0.07368861;0.0070987777;0.0;0.0;-0.33894742;0
786456282;-0.016515883;0.071023874;0.008101678;0.0;0.0;-0.33894742;0
786474267;-0.02237001;0.06695683;0.00854505;0.0;0.0;-0.33894742;0
786496808;-0.027702868;0.05341935;0.008768225;0.0;0.0;-0.33894742;0
786514755;-0.02699228;0.04064773;0.009030996;0.0;0.0;-0.33894742;0
786532823;-0.02411966;0.031603143;0.009375475;0.0;0.0;-0.33894742;0
786555285;-0.02105624;0.020789456;0.00930972;0.0;0.0;-0.33894742;0
786577818;-0.009525771;0.007675838;0.00945023;0.0;0.0;-0.33894742;0
786595774;0.0017669289;-0.00086274586;0.009043218;0.0;0.0;-0.33894742;0
786613733;0.01398992;-0.0103747565;0.00844295;0.0;0.0;-0.33894742;0
786636230;0.032622486;-0.025346976;0.0074642994;0.0;0.0;-0.33894742;0
786654219;0.046315785;-0.02686118;0.0066781524;0.0;0.0;-0.33894742;0
786672205;0.060644556;-0.027360722;0.0059875557;0.0;0.0;-0.33894742;0
786694752;0.07424113;-0.030097341;0.005337098;0.0;0.0;-0.33894742;0
786717180;0.084771305;-0.019956574;0.004065931;0.0;0.0;-0.33894742;0
786735229;0.0939383;-0.017770212;0.0030598156;0.0;0.0;-0.33894742;0
786753190;0.09916115;-0.01115105;0.0023390357;0.0;0.0;-0.33894742;0
