timestamp;timestamp_sample;latitude_deg;longitude_deg;altitude_msl_m;altitude_ellipsoid_m;time_utc_usec;device_id;s_variance_m_s;c_variance_rad;eph;epv;hdop;vdop;noise_per_ms;jamming_indicator;vel_m_s;vel_n_m_s;vel_e_m_s;vel_d_m_s;cog_rad;timestamp_time_relative;heading;heading_offset;heading_accuracy;rtcm_injection_rate;automatic_gain_control;fix_type;jamming_state;spoofing_state;vel_ned_valid;satellites_used;selected_rtcm_instance;rtcm_crc_failed;rtcm_msg_used
517070470;0;-63.9509409;-70.87452689999999;17226.953;17232.806;0;11075589;999.00006;3.1415925;4294967.5;3767726.5;99.99;99.99;74;26;0.0;0.0;0.0;0.0;0.0;0;nan;0.0;0.0;0.0;2106;0;0;1;0;0;0;0;0
518069473;0;-63.1132883;-64.3308871;16970.165;16982.08;0;11075589;999.00006;3.1415925;4294967.5;3767796.8;99.99;99.99;74;23;0.0;0.0;0.0;0.0;0.0;0;nan;0.0;0.0;0.0;2106;0;0;1;0;0;0;0;0
519070533;0;-63.115185499999995;-64.32723159999999;16970.739;16982.654;0;11075589;999.00006;3.1415925;4294967.5;3767867.0;99.99;99.99;73;29;0.0;0.0;0.0;0.0;0.0;0;nan;0.0;0.0;0.0;2106;0;0;1;0;0;0;0;0
520070579;0;-63.368053999999994;-66.0182853;17048.561;17058.916;0;11075589;999.00006;3.1415925;4294967.5;3767938.5;99.99;99.99;73;27;0.0;0.0;0.0;0.0;0.0;0;nan;0.0;0.0;0.0;2106;0;0;1;0;0;0;0;0
521069470;0;-62.660408;-61.5820113;16829.58;16844.27;0;11075589;999.00006;3.1415925;4294967.5;3768009.5;99.99;99.99;73;30;0.0;0.0;0.0;0.0;0.0;0;nan;0.0;0.0;0.0;2106;0;0;1;0;0;0;0;0
522069486;0;-62.8934539;-62.9076935;16902.076;16915.379;0;11075589;999.00006;3.1415925;4294967.5;3768081.0;99.99;99.99;73;31;0.0;0.0;0.0;0.0;0.0;0;nan;0.0;0.0;0.0;2106;0;0;1;0;0;0;0;0
523069486;0;-62.5980966;-61.2088397;16810.1;16825.187;0;11075589;999.00006;3.1415925;4294967.5;3768153.0;99.99;99.99;73;30;0.0;0.0;0.0;0.0;0.0;0;nan;0.0;0.0;0.0;2106;0;0;1;0;0;0;0;0
524069473;0;-61.754991999999994;-57.050815199999995;16547.071;16564.18;0;11075589;999.00006;3.1415925;4294967.5;3768225.2;99.99;99.99;73;33;0.0;0.0;0.0;0.0;0.0;0;nan;0.0;0.0;0.0;2106;0;0;1;0;0;0;0;0
525069473;0;-61.220960899999994;-54.780868299999995;16378.362000000001;16396.212;0;11075589;999.00006;3.1415925;4294967.5;3768297.5;99.99;99.99;73;26;0.0;0.0;0.0;0.0;0.0;0;nan;0.0;0.0;0.0;2106;0;0;1;0;0;0;0;0
526069469;0;-62.4501195;-60.373143299999995;16763.749;16779.755;0;11075589;999.00006;3.1415925;4294967.5;3768369.8;99.99;99.99;73;19;0.0;0.0;0.0;0.0;0.0;0;nan;0.0;0.0;0.0;2106;0;0;1;0;0;0;0;0
527069469;0;-63.752457299999996;-68.8816592;17165.959;17173.894;0;11075589;999.00006;3.1415925;4294967.5;3768442.8;99.99;99.99;73;24;0.0;0.0;0.0;0.0;0.0;0;nan;0.0;0.0;0.0;2106;0;0;1;0;0;0;0;0
528068469;0;-62.0782952;-58.4849864;16648.156;16664.881;0;11075589;999.00006;3.1415925;4294967.5;3768516.2;99.99;99.99;73;33;0.0;0.0;0.0;0.0;0.0;0;nan;0.0;0.0;0.0;2106;0;0;1;0;0;0;0;0
529068470;0;-61.1961545;-54.6269718;16370.477;16388.361;0;11075589;999.00006;3.1415925;4294967.5;3768589.2;99.99;99.99;73;27;0.0;0.0;0.0;0.0;0.0;0;nan;0.0;0.0;0.0;2106;0;0;1;0;0;0;0;0
530069469;0;-60.116377299999996;-50.6709331;16022.803;16042.574;0;11075589;999.00006;3.1415925;4294967.5;3768663.0;99.99;99.99;73;14;0.0;0.0;0.0;0.0;0.0;0;nan;0.0;0.0;0.0;2106;0;0;1;0;0;0;0;0
531069469;0;-59.8405193;-49.7512505;15933.234;15952.997000000001;0;11075589;999.00006;3.1415925;4294967.5;3768737.0;99.99;99.99;80;24;0.0;0.0;0.0;0.0;0.0;0;nan;0.0;0.0;0.0;2106;0;0;1;0;0;0;0;0
532069474;0;-59.843394599999996;-49.7475683;15934.165;15953.933;0;11075589;999.00006;3.1415925;4294967.5;3768811.2;99.99;99.99;80;18;0.0;0.0;0.0;0.0;0.0;0;nan;0.0;0.0;0.0;2106;0;0;1;0;0;0;0;0
533069469;0;-64.6723268;-82.6711151;17453.426;17444.254;0;11075589;999.00006;3.1415925;4294967.5;3768885.5;99.99;99.99;99;27;0.0;0.0;0.0;0.0;0.0;0;nan;0.0;0.0;0.0;2106;0;0;1;0;0;0;0;0
534069468;0;-64.3807487;-94.8839582;17377.394;17359.297;0;11075589;999.00006;3.1415925;4294967.5;3768960.5;99.99;99.99;99;15;0.0;0.0;0.0;0.0;0.0;0;nan;0.0;0.0;0.0;2106;0;0;1;0;0;0;0;0
535069469;0;-63.300915399999994;-65.3044377;17027.751;17038.716;0;11075589;999.00006;3.1415925;4294967.5;3769035.2;99.99;99.99;92;31;0.0;0.0;0.0;0.0;0.0;0;nan;0.0;0.0;0.0;2106;0;0;1;0;0;0;0;0
536069469;0;-61.0854224;-54.0942575;16335.212;16353.264000000001;0;11075589;999.00006;3.1415925;4294967.5;3769110.5;99.99;99.99;91;21;0.0;0.0;0.0;0.0;0.0;0;nan;0.0;0.0;0.0;2106;0;0;1;0;0;0;0;0
