timestamp;timestamp_sample;hover_thrust;hover_thrust_var;accel_innov;accel_innov_var;accel_innov_test_ratio;accel_noise_var;valid
586691440;586690924;0.48227793;0.008707551;0.9645469;46809.48;2.2083627e-06;4.1859436;0
586790281;586789895;0.48226035;0.008701088;2.077889;47114.707;1.0182295e-05;4.216899;0
586898382;586897861;0.48223105;0.008694898;1.0796862;48025.742;2.6969847e-06;4.284422;0
586997221;586996879;0.48218617;0.008689102;0.6074853;48515.117;8.451853e-07;4.32497;0
587096149;587095802;0.48216105;0.008683078;-0.43976927;48112.83;4.4662846e-07;4.2870235;0
587195122;587194771;0.48213756;0.008677072;0.9073682;48489.043;1.886605e-06;4.304391;0
587294088;587293742;0.4821002;0.0086719;-0.36576247;48416.336;3.07018e-07;4.291949;0
587393064;587392716;0.48203617;0.008667679;1.0210357;48527.17;2.3870105e-06;4.2913322;0
587492082;587491732;0.48197344;0.008663606;0.7006631;48579.516;1.1228527e-06;4.294057;0
587591283;587590657;0.48190528;0.008659368;1.4090672;48692.906;4.5305947e-06;4.298934;0
587690030;587689626;0.4818647;0.008654086;0.2301864;48549.27;1.2126462e-07;4.286137;0
587798158;587797595;0.48184305;0.008647303;0.5008559;48714.703;5.721674e-07;4.291629;0
587896999;587896612;0.48183286;0.0086408565;-1.050793;49302.223;2.4884298e-06;4.354358;0
587996104;587995536;0.48183322;0.008634475;1.040899;49943.99;2.4104131e-06;4.389266;0
588094891;588094510;0.481804;0.008629051;0.9514202;49711.902;2.023214e-06;4.365484;0
588193848;588193477;0.481779;0.008624211;1.6314344;49241.395;6.005738e-06;4.3259506;0
588293024;588292446;0.48179626;0.008617085;-0.27030903;50634.156;1.6033746e-07;4.4508657;0
588391985;588391459;0.48181334;0.008609764;-0.83004373;52000.945;1.4721369e-06;4.568943;0
588490795;588490414;0.4818358;0.008602826;-1.0000283;52662.76;2.1099804e-06;4.6249676;0
588598671;588598350;0.48186362;0.008595324;-1.5410454;53161.402;4.9635446e-06;4.6742606;0
588697839;588697320;0.4818854;0.008588417;0.59231746;53636.992;7.267786e-07;4.6988196;0
588796859;588796338;0.4819115;0.008581549;-1.3426694;53981.332;3.7106677e-06;4.737104;0
588895793;588895258;0.4819337;0.008574783;-0.7711623;54579.555;1.2106512e-06;4.779691;0
588994578;588994229;0.48194927;0.00856821;0.68599236;54801.81;9.54116e-07;4.7944407;0
589093604;589093200;0.48196474;0.008561786;0.1697373;55080.41;5.8118562e-08;4.8135567;0
589192558;589192170;0.48196217;0.008556046;-0.2286799;54428.0;1.067557e-07;4.754163;0
589300667;589300136;0.48195705;0.008549748;0.95061994;53857.26;1.8643483e-06;4.705959;0
589390631;589390110;0.48195106;0.0085445;0.24676427;53676.38;1.2604885e-07;4.683042;0
589498691;589498077;0.48191828;0.008539023;0.80806583;53435.99;1.3577416e-06;4.660589;0
589597494;589597049;0.4818815;0.00853439;0.8862222;53257.168;1.6385688e-06;4.643666;0
589696563;589696064;0.48183566;0.008530099;1.8549329;53279.41;7.1755385e-06;4.6506934;0
589795688;589794990;0.4818044;0.008525467;0.18390447;53327.457;7.046787e-08;4.6499467;0
589894400;589893962;0.48192233;0.008516003;-5.3447165;58353.117;5.439297e-05;5.2334723;0
589993465;589992930;0.48205072;0.008506869;-4.2800055;67340.6;3.0225197e-05;5.9461966;0
590092327;590091901;0.4821154;0.008500254;-2.9672194;70361.57;1.3903409e-05;6.1584654;0
590191304;590190918;0.48216957;0.008493885;-1.8317035;71753.21;5.1954903e-06;6.253682;0
590290296;590289840;0.4822229;0.008488224;-3.466798;72391.234;1.8447121e-05;6.3379993;0
590398429;590397872;0.4822773;0.00848159;-0.34898865;74372.8;1.8195583e-07;6.4697037;0
590497168;590496826;0.48231742;0.008475896;0.71340847;74390.98;7.601753e-07;6.4656796;0
590596103;590595793;0.4823009;0.008472306;2.476291;73971.28;9.210808e-06;6.457348;0
590695506;590694734;0.482265;0.008469561;-0.71330357;76099.586;7.4288914e-07;6.6004157;0
590794032;590793688;0.4822269;0.008466892;2.8808184;76526.766;1.2049691e-05;6.6810017;0
590893115;590892656;0.48219252;0.008464215;1.6625369;76767.93;4.000555e-06;6.670599;0
590992410;590991626;0.48215342;0.008461504;1.2301164;76774.41;2.1899461e-06;6.6579227;0
591091003;591090644;0.48211232;0.008458769;2.6930654;76344.77;1.05553345e-05;6.6367245;0
591189969;591189567;0.48207724;0.008456012;1.8687949;75512.86;5.138778e-06;6.549704;0
591298404;591297588;0.48203734;0.008452963;0.6726738;74478.86;6.7504624e-07;6.4543533;0
591396894;591396548;0.48199782;0.008450125;3.1640546;73222.57;1.5191494e-05;6.3719997;0
591495999;591495520;0.48195836;0.008447254;1.5760294;72511.31;3.8061016e-06;6.284339;0
591595071;591594464;0.48191848;0.008444338;0.8234216;71149.75;1.0588358e-06;6.1618285;0
591693919;591693423;0.48187867;0.0084413625;0.37240243;69652.4;2.2123123e-07;6.0345893;0
591792882;591792388;0.4818395;0.008438333;2.060412;68403.734;6.895818e-06;5.929477;0
591892014;591891353;0.48179463;0.008435252;3.508953;67162.35;2.0369796e-05;5.842225;0
591990708;591990371;0.4817522;0.00843214;3.3502545;66171.3;1.8847051e-05;5.752333;0
592098865;592098295;0.48170543;0.008428685;1.7902206;64929.24;5.484415e-06;5.6261873;0
592197841;592197265;0.4816618;0.008425455;0.76396585;63739.332;1.0174143e-06;5.523805;0
592296647;592296236;0.48161763;0.008422475;1.3725098;62849.625;3.3303181e-06;5.444476;0
592395636;592395253;0.48157105;0.008419125;3.5726867;61508.945;2.3057333e-05;5.3483043;0
592494612;592494175;0.48152557;0.008415729;3.2948465;60512.105;1.9933594e-05;5.255613;0
592593557;592593146;0.48147666;0.008412263;3.3263984;59471.5;2.0672696e-05;5.1665196;0
592692514;592692115;0.48142946;0.008408731;2.1410687;58408.324;8.720551e-06;5.0622478;0
592800609;592800129;0.48138234;0.008404827;0.7145841;57334.746;9.895695e-07;4.972067;0
592890653;592890103;0.48133403;0.008401516;2.5247948;56434.832;1.255054e-05;4.8938146;0
592998508;592998020;0.48127896;0.008397476;1.2340684;55332.992;3.0581007e-06;4.7955174;0
593097466;593096991;0.48122388;0.008393704;2.369795;54382.38;1.147416e-05;4.713898;0
593197868;593197507;0.48117042;0.008389881;3.2812147;53737.44;2.2261263e-05;4.667251;0
593295355;593294979;0.48111597;0.008386003;2.4629126;52897.484;1.2741497e-05;4.5880766;0
593394468;593393902;0.4810659;0.008382068;1.6158913;52214.695;5.556343e-06;4.526678;0
593493394;593492872;0.48100898;0.008378071;1.6857162;51421.703;6.140164e-06;4.4569907;0
593592344;593591842;0.48095226;0.008374004;0.7772305;50564.29;1.3274349e-06;4.386492;0
593691370;593690811;0.48089504;0.008369887;2.1444771;50167.71;1.0185352e-05;4.348369;0
593790181;593789830;0.48083532;0.008365734;3.347;49380.508;2.5206546e-05;4.2918916;0
593898220;593897746;0.480777;0.008361147;1.5112365;48714.742;5.2090913e-06;4.2247686;0
593997194;593996717;0.48071477;0.008356882;3.3930984;48004.04;2.6648491e-05;4.1734548;0
594096268;594095687;0.4806535;0.008352571;2.5980859;47366.742;1.5834012e-05;4.1083856;0
594195227;594194705;0.480592;0.008348191;3.1333203;46728.484;2.3344543e-05;4.0574527;0
594294219;594293628;0.48053762;0.008344176;-0.11904836;46469.695;3.3887105e-08;4.0445595;0
594392997;594392599;0.48047778;0.008339723;2.1272373;46174.555;1.0888965e-05;4.003967;0
594491932;594491571;0.48041248;0.008335236;3.2326949;45645.715;2.5438232e-05;3.9673946;0
594591118;594590543;0.48035342;0.008330703;2.0063956;45057.074;9.92722e-06;3.9085572;0
594690090;594689559;0.48028997;0.0083261095;1.8740691;44464.758;8.7763265e-06;3.8568387;0
594798056;594797536;0.4802125;0.008321018;3.3370185;43777.098;2.826362e-05;3.806317;0
594897056;594896593;0.48015434;0.008316302;0.46132898;43470.586;5.4398066e-07;3.778946;0
594996030;594995540;0.4800872;0.0083115455;2.281405;42956.082;1.3462868e-05;3.7272918;0
595094958;595094500;0.4800202;0.008306752;2.0846016;42576.266;1.1340601e-05;3.6942255;0
595193982;595193455;0.4799537;0.008301898;1.7173922;42151.11;7.774768e-06;3.6570046;0
595292912;595292411;0.4798926;0.008296994;0.9988619;41758.05;2.6547777e-06;3.625668;0
595391826;595391361;0.47981867;0.008292063;0.80159795;41508.855;1.7200059e-06;3.606101;0
595490834;595490268;0.47974786;0.008287136;1.985426;41281.285;1.060991e-05;3.5846972;0
