timestamp;timestamp_sample;switch_changes;mode_slot;arm_switch;return_switch;loiter_switch;offboard_switch;kill_switch;gear_switch;transition_switch;photo_switch;video_switch;payload_power_switch;engage_main_motor_switch
819443214;819419664;7;0;0;0;0;0;3;0;0;0;0;0;0
820455433;820431932;7;0;0;0;0;0;3;0;0;0;0;0;0
821467580;821444046;7;0;0;0;0;0;3;0;0;0;0;0;0
822479733;822456216;7;0;0;0;0;0;3;0;0;0;0;0;0
823491913;823468499;7;0;0;0;0;0;3;0;0;0;0;0;0
824504188;824480582;7;0;0;0;0;0;3;0;0;0;0;0;0
825516286;825492776;7;0;0;0;0;0;3;0;0;0;0;0;0
826528508;826504947;7;0;0;0;0;0;3;0;0;0;0;0;0
827540664;827517133;7;0;0;0;0;0;3;0;0;0;0;0;0
828552891;828529323;7;0;0;0;0;0;3;0;0;0;0;0;0
829565020;829541595;7;0;0;0;0;0;3;0;0;0;0;0;0
830577235;830553700;7;0;0;0;0;0;3;0;0;0;0;0;0
831589391;831565894;7;0;0;0;0;0;3;0;0;0;0;0;0
832601586;832578059;7;0;0;0;0;0;3;0;0;0;0;0;0
833613814;833590293;7;0;0;0;0;0;3;0;0;0;0;0;0
834625956;834602427;7;0;0;0;0;0;3;0;0;0;0;0;0
