timestamp;timestamp_sample;switch_changes;mode_slot;arm_switch;return_switch;loiter_switch;offboard_switch;kill_switch;gear_switch;transition_switch;photo_switch;video_switch;payload_power_switch;engage_main_motor_switch
835638128;835614605;7;0;0;0;0;0;3;0;0;0;0;0;0
836650320;836626791;7;0;0;0;0;0;3;0;0;0;0;0;0
837662521;837638971;7;0;0;0;0;0;3;0;0;0;0;0;0
838674712;838651163;7;0;0;0;0;0;3;0;0;0;0;0;0
839686858;839663341;7;0;0;0;0;0;3;0;0;0;0;0;0
840699038;840675598;7;0;0;0;0;0;3;0;0;0;0;0;0
841711313;841687700;7;0;0;0;0;0;3;0;0;0;0;0;0
842723413;842699897;7;0;0;0;0;0;3;0;0;0;0;0;0
843735682;843712069;7;0;0;0;0;0;3;0;0;0;0;0;0
844747957;844724262;7;0;0;0;0;0;3;0;0;0;0;0;0
845760027;845736435;7;0;0;0;0;0;3;0;0;0;0;0;0
846772138;846748633;7;0;0;0;0;0;3;0;0;0;0;0;0
847784535;847760827;7;0;0;0;0;0;3;0;0;0;0;0;0
848796502;848773143;7;0;0;0;0;0;3;0;0;0;0;0;0
849808766;849785171;7;0;0;0;0;0;3;0;0;0;0;0;0
850820882;850797371;7;0;0;0;0;0;3;0;0;0;0;0;0
851833051;851809582;7;0;0;0;0;0;3;0;0;0;0;0;0
852845231;852821720;7;0;0;0;0;0;3;0;0;0;0;0;0
853857475;853833904;7;0;0;0;0;0;3;0;0;0;0;0;0
854869608;854846124;7;0;0;0;0;0;3;0;0;0;0;0;0
855881816;855858288;7;0;0;0;0;0;3;0;0;0;0;0;0
856893996;856870451;7;0;0;0;0;0;3;0;0;0;0;0;0
857906150;857882714;7;0;0;0;0;0;3;0;0;0;0;0;0
858918384;858894819;7;0;0;0;0;0;3;0;0;0;0;0;0
859930515;859907009;7;0;0;0;0;0;3;0;0;0;0;0;0
860942791;860919282;7;0;0;0;0;0;3;0;0;0;0;0;0
861955181;861931384;7;0;0;0;0;0;3;0;0;0;0;0;0
862967171;862943557;7;0;0;0;0;0;3;0;0;0;0;0;0
863979245;863955737;7;0;0;0;0;0;3;0;0;0;0;0;0
864991496;864967914;7;0;0;0;0;0;3;0;0;0;0;0;0
866003617;865980101;7;0;0;0;0;0;3;0;0;0;0;0;0
867015829;866992282;7;0;0;0;0;0;3;0;0;0;0;0;0
868028016;868004537;7;0;0;0;0;0;3;0;0;0;0;0;0
869040214;869016682;7;0;0;0;0;0;3;0;0;0;0;0;0
870052375;870028831;7;0;0;0;0;0;3;0;0;0;0;0;0
871064600;871041016;7;0;0;0;0;0;3;0;0;0;0;0;0
872076717;872053201;7;0;0;0;0;0;3;0;0;0;0;0;0
873088897;873065415;7;0;0;0;0;0;3;0;0;0;0;0;0
874101080;874077561;7;0;0;0;0;0;3;0;0;0;0;0;0
875113281;875089753;7;0;0;0;0;0;3;0;0;0;0;0;0
876125550;876101927;7;0;0;0;0;0;3;0;0;0;0;0;0
877137627;877114123;7;0;0;0;0;0;3;0;0;0;0;0;0
878149860;878126302;7;0;0;0;0;0;3;0;0;0;0;0;0
879162046;879138479;7;0;0;0;0;0;3;0;0;0;0;0;0
880174304;880150659;7;0;0;0;0;0;3;0;0;0;0;0;0
881186361;881162864;7;0;0;0;0;0;3;0;0;0;0;0;0
882198766;882175024;7;0;0;0;0;0;3;0;0;0;0;0;0
883210725;883187237;7;0;0;0;0;0;3;0;0;0;0;0;0
884222954;884199397;7;0;0;0;0;0;3;0;0;0;0;0;0
885235091;885211603;7;0;0;0;0;0;3;0;0;0;0;0;0
886247323;886223761;7;0;0;0;0;0;3;0;0;0;0;0;0
887259486;887235936;7;0;0;0;0;0;3;0;0;0;0;0;0
888271733;888248122;7;0;0;0;0;0;3;0;0;0;0;0;0
889283817;889260310;7;0;0;0;0;0;3;0;0;0;0;0;0
890296011;890272536;7;0;0;0;0;0;3;0;0;0;0;0;0
891308190;891284682;7;0;0;0;0;0;3;0;0;0;0;0;0
892320426;892296870;7;0;0;0;0;0;3;0;0;0;0;0;0
893332972;893309037;7;0;0;0;0;0;3;0;0;0;0;0;0
894344755;894321221;7;0;0;0;0;0;3;0;0;0;0;0;0
895357018;895333448;7;0;0;0;0;0;3;0;0;0;0;0;0
896369132;896345586;7;0;0;0;0;0;3;0;0;0;0;0;0
897381289;897357770;7;0;0;0;0;0;3;0;0;0;0;0;0
898393469;898370043;7;0;0;0;0;0;3;0;0;0;0;0;0
899405699;899382207;7;0;0;0;0;0;3;0;0;0;0;0;0
900417844;900394385;7;0;0;0;0;0;3;0;0;0;0;0;0
901430092;901406499;7;0;0;0;0;0;3;0;0;0;0;0;0
902442231;902418784;7;0;0;0;0;0;3;0;0;0;0;0;0
903454408;903430864;7;0;0;0;0;0;3;0;0;0;0;0;0
904466569;904443045;7;0;0;0;0;0;3;0;0;0;0;0;0
905478931;905455232;7;0;0;0;0;0;3;0;0;0;0;0;0
906490919;906467454;7;0;0;0;0;0;3;0;0;0;0;0;0
907503124;907479591;7;0;0;0;0;0;3;0;0;0;0;0;0
908515309;908491772;7;0;0;0;0;0;3;0;0;0;0;0;0
909527476;909503955;7;0;0;0;0;0;3;0;0;0;0;0;0
910539661;910516143;7;0;0;0;0;0;3;0;0;0;0;0;0
911551856;911528355;7;0;0;0;0;0;3;0;0;0;0;0;0
912564137;912540499;7;0;0;0;0;0;3;0;0;0;0;0;0
913576205;913552692;7;0;0;0;0;0;3;0;0;0;0;0;0
914588390;914564865;7;0;0;0;0;0;3;0;0;0;0;0;0
915600593;915577115;7;0;0;0;0;0;3;0;0;0;0;0;0
916612853;916589233;7;0;0;0;0;0;3;0;0;0;0;0;0
917624933;917601432;7;0;0;0;0;0;3;0;0;0;0;0;0
918637180;918613598;7;0;0;0;0;0;3;0;0;0;0;0;0
919649393;919625823;7;0;0;0;0;0;3;0;0;0;0;0;0
920661507;920637955;7;0;0;0;0;0;3;0;0;0;0;0;0
921673665;921650151;7;0;0;0;0;0;3;0;0;0;0;0;0
922685995;922662335;7;0;0;0;0;0;3;0;0;0;0;0;0
923698035;923674500;7;0;0;0;0;0;3;0;0;0;0;0;0
924710318;924686686;7;0;0;0;0;0;3;0;0;0;0;0;0
925722419;925698873;7;0;0;0;0;0;3;0;0;0;0;0;0
926734569;926711067;7;0;0;0;0;0;3;0;0;0;0;0;0
927746762;927723267;7;0;0;0;0;0;3;0;0;0;0;0;0
928758955;928735415;7;0;0;0;0;0;3;0;0;0;0;0;0
929771120;929747602;7;0;0;0;0;0;3;0;0;0;0;0;0
930783296;930759808;7;0;0;0;0;0;3;0;0;0;0;0;0
931795499;931771962;7;0;0;0;0;0;3;0;0;0;0;0;0
932807658;932784228;7;0;0;0;0;0;3;0;0;0;0;0;0
933819898;933796330;7;0;0;0;0;0;3;0;0;0;0;0;0
934832038;934808527;7;0;0;0;0;0;3;0;0;0;0;0;0
935844290;935820730;7;0;0;0;0;0;3;0;0;0;0;0;0
936856478;936832872;7;0;0;0;0;0;3;0;0;0;0;0;0
937868678;937845059;7;0;0;0;0;0;3;0;0;0;0;0;0
938880747;938857332;7;0;0;0;0;0;3;0;0;0;0;0;0
939892966;939869451;7;0;0;0;0;0;3;0;0;0;0;0;0
940905117;940881601;7;0;0;0;0;0;3;0;0;0;0;0;0
941917294;941893781;7;0;0;0;0;0;3;0;0;0;0;0;0
942929543;942905957;7;0;0;0;0;0;3;0;0;0;0;0;0
943941657;943918194;7;0;0;0;0;0;3;0;0;0;0;0;0
944953840;944930353;7;0;0;0;0;0;3;0;0;0;0;0;0
945966069;945942510;7;0;0;0;0;0;3;0;0;0;0;0;0
946978203;946954690;7;0;0;0;0;0;3;0;0;0;0;0;0
947990381;947966950;7;0;0;0;0;0;3;0;0;0;0;0;0
949002623;948979049;7;0;0;0;0;0;3;0;0;0;0;0;0
950014812;949991341;7;0;0;0;0;0;3;0;0;0;0;0;0
951026951;951003417;7;0;0;0;0;0;3;0;0;0;0;0;0
952039123;952015620;7;0;0;0;0;0;3;0;0;0;0;0;0
953051377;953027794;7;0;0;0;0;0;3;0;0;0;0;0;0
954063508;954039971;7;0;0;0;0;0;3;0;0;0;0;0;0
955075767;955052140;7;0;0;0;0;0;3;0;0;0;0;0;0
956087932;956064346;7;0;0;0;0;0;3;0;0;0;0;0;0
957100079;957076502;7;0;0;0;0;0;3;0;0;0;0;0;0
958112209;958088689;7;0;0;0;0;0;3;0;0;0;0;0;0
959124396;959100866;7;0;0;0;0;0;3;0;0;0;0;0;0
960136680;960113070;7;0;0;0;0;0;3;0;0;0;0;0;0
961148795;961125235;7;0;0;0;0;0;3;0;0;0;0;0;0
962160933;962137410;7;0;0;0;0;0;3;0;0;0;0;0;0
963173190;963149629;7;0;0;0;0;0;3;0;0;0;0;0;0
964185287;964161800;7;0;0;0;0;0;3;0;0;0;0;0;0
965197485;965173980;7;0;0;0;0;0;3;0;0;0;0;0;0
966209699;966186139;7;0;0;0;0;0;3;0;0;0;0;0;0
967221845;967198368;7;0;0;0;0;0;3;0;0;0;0;0;0
968234097;968210512;7;0;0;0;0;0;3;0;0;0;0;0;0
969246211;969222711;7;0;0;0;0;0;3;0;0;0;0;0;0
970258421;970234866;7;0;0;0;0;0;3;0;0;0;0;0;0
971270570;971247097;7;0;0;0;0;0;3;0;0;0;0;0;0
972282767;972259227;7;0;0;0;0;0;3;0;0;0;0;0;0
973294962;973271463;7;0;0;0;0;0;3;0;0;0;0;0;0
974307160;974283596;7;0;0;0;0;0;3;0;0;0;0;0;0
975319294;975295786;7;0;0;0;0;0;3;0;0;0;0;0;0
976331495;976307990;7;0;0;0;0;0;3;0;0;0;0;0;0
977343662;977320135;7;0;0;0;0;0;3;0;0;0;0;0;0
978355853;978332324;7;0;0;0;0;0;3;0;0;0;0;0;0
979368016;979344567;7;0;0;0;0;0;3;0;0;0;0;0;0
980380649;980356725;7;0;0;0;0;0;3;0;0;0;0;0;0
981392398;981368863;7;0;0;0;0;0;3;0;0;0;0;0;0
982404565;982381197;7;0;0;0;0;0;3;0;0;0;0;0;0
983416834;983393224;7;0;0;0;0;0;3;0;0;0;0;0;0
984428932;984405441;7;0;0;0;0;0;3;0;0;0;0;0;0
985441134;985417592;7;0;0;0;0;0;3;0;0;0;0;0;0
986453335;986429771;7;0;0;0;0;0;3;0;0;0;0;0;0
987465633;987441950;7;0;0;0;0;0;3;0;0;0;0;0;0
988477646;988454238;7;0;0;0;0;0;3;0;0;0;0;0;0
989489859;989466320;7;0;0;0;0;0;3;0;0;0;0;0;0
990502014;990478497;7;0;0;0;0;0;3;0;0;0;0;0;0
991514357;991490678;7;0;0;0;0;0;3;0;0;0;0;0;0
992526405;992502875;7;0;0;0;0;0;3;0;0;0;0;0;0
993538639;993515041;7;0;0;0;0;0;3;0;0;0;0;0;0
994550823;994527221;7;0;0;0;0;0;3;0;0;0;0;0;0
995562942;995539402;7;0;0;0;0;0;3;0;0;0;0;0;0
996575113;996551586;7;0;0;0;0;0;3;0;0;0;0;0;0
997587298;997563777;7;0;0;0;0;0;3;0;0;0;0;0;0
998599537;998575942;7;0;0;0;0;0;3;0;0;0;0;0;0
999611646;999588145;7;0;0;0;0;0;3;0;0;0;0;0;0
1000623935;1000600313;7;0;0;0;0;0;3;0;0;0;0;0;0
1001636006;1001612490;7;0;0;0;0;0;3;0;0;0;0;0;0
1002648196;1002624669;7;0;0;0;0;0;3;0;0;0;0;0;0
1003660432;1003636884;7;0;0;0;0;0;3;0;0;0;0;0;0
1004672601;1004649043;7;0;0;0;0;0;3;0;0;0;0;0;0
1005684732;1005661294;7;0;0;0;0;0;3;0;0;0;0;0;0
1006697030;1006673397;7;0;0;0;0;0;3;0;0;0;0;0;0
1007709094;1007685613;7;0;0;0;0;0;3;0;0;0;0;0;0
1008721303;1008697761;7;0;0;0;0;0;3;0;0;0;0;0;0
1009733461;1009709939;7;0;0;0;0;0;3;0;0;0;0;0;0
1010745653;1010722121;7;0;0;0;0;0;3;0;0;0;0;0;0
1011758139;1011734300;7;0;0;0;0;0;3;0;0;0;0;0;0
1012770055;1012746488;7;0;0;0;0;0;3;0;0;0;0;0;0
