timestamp;accel_device_id_primary;accel_device_ids[0];accel_device_ids[1];accel_device_ids[2];accel_device_ids[3];accel_inconsistency_m_s_s[0];accel_inconsistency_m_s_s[1];accel_inconsistency_m_s_s[2];accel_inconsistency_m_s_s[3];gyro_device_id_primary;gyro_device_ids[0];gyro_device_ids[1];gyro_device_ids[2];gyro_device_ids[3];gyro_inconsistency_rad_s[0];gyro_inconsistency_rad_s[1];gyro_inconsistency_rad_s[2];gyro_inconsistency_rad_s[3];accel_healthy[0];accel_healthy[1];accel_healthy[2];accel_healthy[3];accel_priority[0];accel_priority[1];accel_priority[2];accel_priority[3];gyro_healthy[0];gyro_healthy[1];gyro_healthy[2];gyro_healthy[3];gyro_priority[0];gyro_priority[1];gyro_priority[2];gyro_priority[3]
431333305;4259850;4259850;2490378;0;0;0.038291287;0.038291316;0.0;0.0;4325386;4325386;2490378;0;0;0.0030109321;0.0030109324;0.0;0.0;1;1;0;0;50;50;0;0;1;1;0;0;50;50;0;0
431337787;4259850;4259850;2490378;0;0;0.03822481;0.038224842;0.0;0.0;4325386;4325386;2490378;0;0;0.0031252715;0.0031252715;0.0;0.0;1;1;0;0;50;50;0;0;1;1;0;0;50;50;0;0
431535758;4259850;4259850;2490378;0;0;0.033926558;0.033926502;0.0;0.0;4325386;4325386;2490378;0;0;0.0047197104;0.0047197114;0.0;0.0;1;1;0;0;50;50;0;0;1;1;0;0;50;50;0;0
431733695;4259850;4259850;2490378;0;0;0.041081425;0.04108146;0.0;0.0;4325386;4325386;2490378;0;0;0.0040554656;0.004055465;0.0;0.0;1;1;0;0;50;50;0;0;1;1;0;0;50;50;0;0
431936125;4259850;4259850;2490378;0;0;0.102446005;0.102446;0.0;0.0;4325386;4325386;2490378;0;0;0.0042319507;0.0042319507;0.0;0.0;1;1;0;0;50;50;0;0;1;1;0;0;50;50;0;0
432134053;4259850;4259850;2490378;0;0;0.04447775;0.04447763;0.0;0.0;4325386;4325386;2490378;0;0;0.0037441512;0.0037441521;0.0;0.0;1;1;0;0;50;50;0;0;1;1;0;0;50;50;0;0
432332038;4259850;4259850;2490378;0;0;0.047916073;0.047916137;0.0;0.0;4325386;4325386;2490378;0;0;0.004509492;0.0045094914;0.0;0.0;1;1;0;0;50;50;0;0;1;1;0;0;50;50;0;0
432534480;4259850;4259850;2490378;0;0;0.08047331;0.08047334;0.0;0.0;4325386;4325386;2490378;0;0;0.0024592413;0.0024592415;0.0;0.0;1;1;0;0;50;50;0;0;1;1;0;0;50;50;0;0
432736938;4259850;4259850;2490378;0;0;0.05019931;0.050199427;0.0;0.0;4325386;4325386;2490378;0;0;0.003041965;0.0030419657;0.0;0.0;1;1;0;0;50;50;0;0;1;1;0;0;50;50;0;0
432934834;4259850;4259850;2490378;0;0;0.04905834;0.049058307;0.0;0.0;4325386;4325386;2490378;0;0;0.0038081964;0.003808196;0.0;0.0;1;1;0;0;50;50;0;0;1;1;0;0;50;50;0;0
433137290;4259850;4259850;2490378;0;0;0.047700875;0.047700886;0.0;0.0;4325386;4325386;2490378;0;0;0.0049452996;0.004945298;0.0;0.0;1;1;0;0;50;50;0;0;1;1;0;0;50;50;0;0
433335254;4259850;4259850;2490378;0;0;0.063246585;0.06324663;0.0;0.0;4325386;4325386;2490378;0;0;0.0035427609;0.0035427609;0.0;0.0;1;1;0;0;50;50;0;0;1;1;0;0;50;50;0;0
433533216;4259850;4259850;2490378;0;0;0.0797891;0.07978906;0.0;0.0;4325386;4325386;2490378;0;0;0.005643184;0.005643184;0.0;0.0;1;1;0;0;50;50;0;0;1;1;0;0;50;50;0;0
433735611;4259850;4259850;2490378;0;0;0.06931157;0.0693115;0.0;0.0;4325386;4325386;2490378;0;0;0.004660209;0.004660209;0.0;0.0;1;1;0;0;50;50;0;0;1;1;0;0;50;50;0;0
433938051;4259850;4259850;2490378;0;0;0.065939315;0.06593917;0.0;0.0;4325386;4325386;2490378;0;0;0.0051155514;0.005115553;0.0;0.0;1;1;0;0;50;50;0;0;1;1;0;0;50;50;0;0
434136041;4259850;4259850;2490378;0;0;0.06379936;0.06379934;0.0;0.0;4325386;4325386;2490378;0;0;0.0050888085;0.0050888085;0.0;0.0;1;1;0;0;50;50;0;0;1;1;0;0;50;50;0;0
434334059;4259850;4259850;2490378;0;0;0.0910438;0.09104379;0.0;0.0;4325386;4325386;2490378;0;0;0.0049374946;0.0049374946;0.0;0.0;1;1;0;0;50;50;0;0;1;1;0;0;50;50;0;0
434536411;4259850;4259850;2490378;0;0;0.108067535;0.10806744;0.0;0.0;4325386;4325386;2490378;0;0;0.0037010163;0.0037010172;0.0;0.0;1;1;0;0;50;50;0;0;1;1;0;0;50;50;0;0
434734304;4259850;4259850;2490378;0;0;0.06473255;0.06473252;0.0;0.0;4325386;4325386;2490378;0;0;0.0071937204;0.0071937284;0.0;0.0;1;1;0;0;50;50;0;0;1;1;0;0;50;50;0;0
434932264;4259850;4259850;2490378;0;0;0.08483539;0.084835425;0.0;0.0;4325386;4325386;2490378;0;0;0.0040788674;0.0040788674;0.0;0.0;1;1;0;0;50;50;0;0;1;1;0;0;50;50;0;0
435134715;4259850;4259850;2490378;0;0;0.080671586;0.08067156;0.0;0.0;4325386;4325386;2490378;0;0;0.0148759475;0.014875955;0.0;0.0;1;1;0;0;50;50;0;0;1;1;0;0;50;50;0;0
435337209;4259850;4259850;2490378;0;0;0.07043162;0.07043162;0.0;0.0;4325386;4325386;2490378;0;0;0.00855801;0.008558006;0.0;0.0;1;1;0;0;50;50;0;0;1;1;0;0;50;50;0;0
435535116;4259850;4259850;2490378;0;0;0.11043574;0.110435754;0.0;0.0;4325386;4325386;2490378;0;0;0.006387347;0.0063873488;0.0;0.0;1;1;0;0;50;50;0;0;1;1;0;0;50;50;0;0
435737542;4259850;4259850;2490378;0;0;0.08740491;0.08740495;0.0;0.0;4325386;4325386;2490378;0;0;0.0033692447;0.0033692447;0.0;0.0;1;1;0;0;50;50;0;0;1;1;0;0;50;50;0;0
435935467;4259850;4259850;2490378;0;0;0.112369515;0.11236955;0.0;0.0;4325386;4325386;2490378;0;0;0.004652797;0.0046527954;0.0;0.0;1;1;0;0;50;50;0;0;1;1;0;0;50;50;0;0
436133461;4259850;4259850;2490378;0;0;0.10418187;0.10418184;0.0;0.0;4325386;4325386;2490378;0;0;0.0043468066;0.0043468038;0.0;0.0;1;1;0;0;50;50;0;0;1;1;0;0;50;50;0;0
436335901;4259850;4259850;2490378;0;0;0.15008052;0.15008055;0.0;0.0;4325386;4325386;2490378;0;0;0.0037117207;0.0037117207;0.0;0.0;1;1;0;0;50;50;0;0;1;1;0;0;50;50;0;0
436533807;4259850;4259850;2490378;0;0;0.07959917;0.07959917;0.0;0.0;4325386;4325386;2490378;0;0;0.0057900585;0.0057900595;0.0;0.0;1;1;0;0;50;50;0;0;1;1;0;0;50;50;0;0
436736256;4259850;4259850;2490378;0;0;0.0943054;0.0943054;0.0;0.0;4325386;4325386;2490378;0;0;0.004070677;0.0040706755;0.0;0.0;1;1;0;0;50;50;0;0;1;1;0;0;50;50;0;0
436934201;4259850;4259850;2490378;0;0;0.1754931;0.17549305;0.0;0.0;4325386;4325386;2490378;0;0;0.0071766768;0.007176673;0.0;0.0;1;1;0;0;50;50;0;0;1;1;0;0;50;50;0;0
437136637;4259850;4259850;2490378;0;0;0.109102815;0.109102815;0.0;0.0;4325386;4325386;2490378;0;0;0.006628743;0.0066287452;0.0;0.0;1;1;0;0;50;50;0;0;1;1;0;0;50;50;0;0
437334581;4259850;4259850;2490378;0;0;0.12344404;0.12344411;0.0;0.0;4325386;4325386;2490378;0;0;0.0048616263;0.0048616263;0.0;0.0;1;1;0;0;50;50;0;0;1;1;0;0;50;50;0;0
437532531;4259850;4259850;2490378;0;0;0.07656996;0.07656999;0.0;0.0;4325386;4325386;2490378;0;0;0.004377176;0.004377176;0.0;0.0;1;1;0;0;50;50;0;0;1;1;0;0;50;50;0;0
437734954;4259850;4259850;2490378;0;0;0.14227022;0.14227019;0.0;0.0;4325386;4325386;2490378;0;0;0.009232802;0.009232807;0.0;0.0;1;1;0;0;50;50;0;0;1;1;0;0;50;50;0;0
437932951;4259850;4259850;2490378;0;0;0.21595085;0.2159509;0.0;0.0;4325386;4325386;2490378;0;0;0.0058599324;0.005859925;0.0;0.0;1;1;0;0;50;50;0;0;1;1;0;0;50;50;0;0
438135386;4259850;4259850;2490378;0;0;0.07641656;0.07641651;0.0;0.0;4325386;4325386;2490378;0;0;0.008177191;0.008177186;0.0;0.0;1;1;0;0;50;50;0;0;1;1;0;0;50;50;0;0
438337843;4259850;4259850;2490378;0;0;0.09978127;0.09978132;0.0;0.0;4325386;4325386;2490378;0;0;0.008787717;0.008787713;0.0;0.0;1;1;0;0;50;50;0;0;1;1;0;0;50;50;0;0
438535748;4259850;4259850;2490378;0;0;0.13420245;0.13420253;0.0;0.0;4325386;4325386;2490378;0;0;0.011788803;0.011788801;0.0;0.0;1;1;0;0;50;50;0;0;1;1;0;0;50;50;0;0
438733698;4259850;4259850;2490378;0;0;0.13072011;0.13072017;0.0;0.0;4325386;4325386;2490378;0;0;0.008176035;0.008176032;0.0;0.0;1;1;0;0;50;50;0;0;1;1;0;0;50;50;0;0
438936129;4259850;4259850;2490378;0;0;0.073029846;0.073029794;0.0;0.0;4325386;4325386;2490378;0;0;0.0060052793;0.006005279;0.0;0.0;1;1;0;0;50;50;0;0;1;1;0;0;50;50;0;0
439134074;4259850;4259850;2490378;0;0;0.09392711;0.0939271;0.0;0.0;4325386;4325386;2490378;0;0;0.0150157055;0.015015703;0.0;0.0;1;1;0;0;50;50;0;0;1;1;0;0;50;50;0;0
439331998;4259850;4259850;2490378;0;0;0.15113316;0.15113305;0.0;0.0;4325386;4325386;2490378;0;0;0.01192367;0.011923671;0.0;0.0;1;1;0;0;50;50;0;0;1;1;0;0;50;50;0;0
439534444;4259850;4259850;2490378;0;0;0.10316307;0.10316309;0.0;0.0;4325386;4325386;2490378;0;0;0.01000988;0.010009884;0.0;0.0;1;1;0;0;50;50;0;0;1;1;0;0;50;50;0;0
439736895;4259850;4259850;2490378;0;0;0.15770695;0.15770702;0.0;0.0;4325386;4325386;2490378;0;0;0.0091103045;0.009110299;0.0;0.0;1;1;0;0;50;50;0;0;1;1;0;0;50;50;0;0
439934923;4259850;4259850;2490378;0;0;0.20069192;0.200692;0.0;0.0;4325386;4325386;2490378;0;0;0.016031086;0.016031096;0.0;0.0;1;1;0;0;50;50;0;0;1;1;0;0;50;50;0;0
440137315;4259850;4259850;2490378;0;0;0.16334516;0.16334519;0.0;0.0;4325386;4325386;2490378;0;0;0.012840615;0.012840619;0.0;0.0;1;1;0;0;50;50;0;0;1;1;0;0;50;50;0;0
440335209;4259850;4259850;2490378;0;0;0.18034406;0.18034406;0.0;0.0;4325386;4325386;2490378;0;0;0.012644453;0.012644454;0.0;0.0;1;1;0;0;50;50;0;0;1;1;0;0;50;50;0;0
440533176;4259850;4259850;2490378;0;0;0.31731066;0.31731063;0.0;0.0;4325386;4325386;2490378;0;0;0.013542906;0.013542909;0.0;0.0;1;1;0;0;50;50;0;0;1;1;0;0;50;50;0;0
440735617;4259850;4259850;2490378;0;0;0.06701564;0.067015596;0.0;0.0;4325386;4325386;2490378;0;0;0.013908627;0.013908625;0.0;0.0;1;1;0;0;50;50;0;0;1;1;0;0;50;50;0;0
440938094;4259850;4259850;2490378;0;0;0.05389957;0.05389957;0.0;0.0;4325386;4325386;2490378;0;0;0.012206095;0.012206098;0.0;0.0;1;1;0;0;50;50;0;0;1;1;0;0;50;50;0;0
441136009;4259850;4259850;2490378;0;0;0.27300906;0.27300915;0.0;0.0;4325386;4325386;2490378;0;0;0.0107876295;0.010787636;0.0;0.0;1;1;0;0;50;50;0;0;1;1;0;0;50;50;0;0
441333928;4259850;4259850;2490378;0;0;0.20185871;0.20185877;0.0;0.0;4325386;4325386;2490378;0;0;0.011211204;0.011211205;0.0;0.0;1;1;0;0;50;50;0;0;1;1;0;0;50;50;0;0
441536372;4259850;4259850;2490378;0;0;0.18517193;0.18517189;0.0;0.0;4325386;4325386;2490378;0;0;0.0035528287;0.0035528468;0.0;0.0;1;1;0;0;50;50;0;0;1;1;0;0;50;50;0;0
441734367;4259850;4259850;2490378;0;0;0.3176914;0.31769127;0.0;0.0;4325386;4325386;2490378;0;0;0.030063828;0.030063817;0.0;0.0;1;1;0;0;50;50;0;0;1;1;0;0;50;50;0;0
441932263;4259850;4259850;2490378;0;0;0.12551257;0.12551256;0.0;0.0;4325386;4325386;2490378;0;0;0.013376831;0.0133768115;0.0;0.0;1;1;0;0;50;50;0;0;1;1;0;0;50;50;0;0
442134701;4259850;4259850;2490378;0;0;0.09411855;0.094118565;0.0;0.0;4325386;4325386;2490378;0;0;0.014707372;0.014707366;0.0;0.0;1;1;0;0;50;50;0;0;1;1;0;0;50;50;0;0
442337152;4259850;4259850;2490378;0;0;0.098080285;0.09808033;0.0;0.0;4325386;4325386;2490378;0;0;0.021740727;0.02174072;0.0;0.0;1;1;0;0;50;50;0;0;1;1;0;0;50;50;0;0
442535105;4259850;4259850;2490378;0;0;0.23165265;0.2316528;0.0;0.0;4325386;4325386;2490378;0;0;0.008666758;0.008666758;0.0;0.0;1;1;0;0;50;50;0;0;1;1;0;0;50;50;0;0
442737565;4259850;4259850;2490378;0;0;0.09655073;0.09655072;0.0;0.0;4325386;4325386;2490378;0;0;0.0036720627;0.0036720703;0.0;0.0;1;1;0;0;50;50;0;0;1;1;0;0;50;50;0;0
442935493;4259850;4259850;2490378;0;0;0.10777698;0.10777695;0.0;0.0;4325386;4325386;2490378;0;0;0.01803784;0.018037846;0.0;0.0;1;1;0;0;50;50;0;0;1;1;0;0;50;50;0;0
443133434;4259850;4259850;2490378;0;0;0.11079068;0.11079064;0.0;0.0;4325386;4325386;2490378;0;0;0.007363941;0.007363946;0.0;0.0;1;1;0;0;50;50;0;0;1;1;0;0;50;50;0;0
443335862;4259850;4259850;2490378;0;0;0.11236227;0.11236229;0.0;0.0;4325386;4325386;2490378;0;0;0.006437541;0.0064375447;0.0;0.0;1;1;0;0;50;50;0;0;1;1;0;0;50;50;0;0
443533857;4259850;4259850;2490378;0;0;0.12514018;0.1251402;0.0;0.0;4325386;4325386;2490378;0;0;0.014595488;0.014595501;0.0;0.0;1;1;0;0;50;50;0;0;1;1;0;0;50;50;0;0
