Tiempo,U1_Roll,U2_Pitch,U3_Yaw,Y1_RollRate,Y2_PitchRate,Y3_YawRate
85.101,0.0973308533430099,-0.161335319280624,0.465847879648209,0.0841088443994522,-0.203156858682632,0.349589914083481
85.121,0.108782209455967,-0.139372199773788,0.462583690881729,0.102135300636292,-0.243213683366776,0.358083069324493
85.141,0.125807881355286,-0.103086963295937,0.462356954813004,0.127631276845932,-0.313149869441986,0.359978139400482
85.161,0.138008758425713,-0.0944301038980484,0.463248819112778,0.146614730358124,-0.324595034122467,0.361099243164062
85.181,0.151803985238075,-0.0982360988855362,0.47165435552597,0.169215947389603,-0.300810158252716,0.351425230503082
85.201,0.158659070730209,-0.0868322402238846,0.49275079369545,0.171508729457855,-0.307589471340179,0.319540500640869
85.221,0.168811231851578,-0.0549354925751686,0.502620875835419,0.182285875082016,-0.364100992679596,0.304240524768829
85.241,0.159592747688293,-0.0422352887690067,0.499922126531601,0.149725005030632,-0.376002430915833,0.311908602714539
85.261,0.170763164758682,-0.0438982173800468,0.502488315105438,0.16605643928051,-0.357088178396225,0.310859262943268
85.281,0.160487800836563,-0.041266854852438,0.509919047355652,0.134170264005661,-0.343997776508331,0.301241785287857
85.301,0.146743178367615,-0.0368855521082878,0.518446624279022,0.092044785618782,-0.338203966617584,0.290073394775391
85.321,0.133263617753983,-0.0686943382024765,0.530279695987701,0.0544093661010265,-0.252429395914078,0.273694276809692
85.341,0.117732509970665,-0.0640400797128677,0.538847386837006,0.0129567366093397,-0.243360161781311,0.262383639812469
85.361,0.107863888144493,-0.0648380070924759,0.542374610900879,-0.0124084139242768,-0.230815887451172,0.259118735790253
85.381,0.100292026996613,-0.0804389342665672,0.559469819068909,-0.0320348255336285,-0.18046447634697,0.23492343723774
85.401,0.0910227745771408,-0.0574846677482128,0.574369668960571,-0.0545648224651814,-0.220354482531548,0.213883399963379
85.421,0.0839733630418777,-0.066373772919178,0.589368224143982,-0.0674743950366974,-0.193184047937393,0.19197490811348
85.441,0.0702061131596565,-0.064148336648941,0.603932499885559,-0.0968835800886154,-0.186660751700401,0.170980051159859
85.461,0.0686578005552292,-0.05685755610466,0.607515156269073,-0.0987473204731941,-0.198309898376465,0.16837765276432
85.481,0.0619087517261505,-0.0788823589682579,0.616886854171753,-0.109884679317474,-0.140463665127754,0.156504034996033
85.501,0.0511500909924507,-0.0779507607221603,0.609391212463379,-0.131556153297424,-0.138856053352356,0.170389637351036
85.521,0.0545380003750324,-0.136023014783859,0.611095368862152,-0.12094284594059,-0.0033773232717067,0.172220721840858
85.541,0.058099664747715,-0.150792703032494,0.618241786956787,-0.109480246901512,0.0306555721908808,0.16339385509491
85.561,0.0719510614871979,-0.181328445672989,0.632725119590759,-0.0748377218842506,0.101919509470463,0.143845722079277
85.581,0.0732268169522285,-0.142715603113174,0.651815712451935,-0.0623678490519524,0.0165817625820637,0.116117894649506
85.601,0.0847396776080132,-0.123348653316498,0.67171037197113,-0.0197899974882603,-0.0303237624466419,0.0866391360759735
85.621,0.0859782695770264,-0.110934533178806,0.676449954509735,0.00424065347760916,-0.0616037547588348,0.0818700343370438
85.641,0.0809216946363449,-0.146887317299843,0.682813942432404,0.0506122000515461,0.0186610165983438,0.0759540349245071
85.661,0.0812998041510582,-0.149647504091263,0.704901397228241,0.0930208340287209,0.0285610519349575,0.0442315079271793
85.681,0.0841725841164589,-0.102730944752693,0.73133647441864,0.148661881685257,-0.069878913462162,0.00505611440166831
85.701,0.0708271861076355,-0.0817554816603661,0.736974477767944,0.180068865418434,-0.127107530832291,-0.00252942834049463
85.721,0.0921843871474266,-0.121358908712864,0.73663055896759,0.244952127337456,-0.0337738730013371,0.0029817963950336
85.741,0.1199094876647,-0.0994697883725166,0.748610377311707,0.307691246271133,-0.0769121944904327,-0.0123035963624716
85.761,0.169098109006882,-0.0668928921222687,0.754315912723541,0.415751308202744,-0.143985092639923,-0.018579225987196
85.781,0.209857508540154,-0.0723278000950813,0.748856663703918,0.511867761611938,-0.137942239642143,-0.00615979405120015
85.801,0.222834497690201,-0.0852615237236023,0.749746382236481,0.528837025165558,-0.0996949151158333,-0.00327799841761589
85.821,0.287440091371536,-0.0791399776935577,0.760151505470276,0.64574807882309,-0.111356221139431,-0.0162902511656284
85.841,0.288594394922256,-0.0687582641839981,0.773280501365662,0.619169354438782,-0.130976006388664,-0.0334599763154984
85.861,0.34553736448288,-0.128704860806465,0.772527575492859,0.713431060314178,0.0034171394072473,-0.0283468179404736
85.881,0.391681134700775,-0.15195144712925,0.770845830440521,0.787336945533752,0.0556347258388996,-0.0211483519524336
85.901,0.409701973199844,-0.164055943489075,0.783659398555756,0.789256811141968,0.0874431878328323,-0.03896439447999
85.921,0.430149227380753,-0.191293761134148,0.787692785263062,0.794759213924408,0.141777008771896,-0.0415693037211895
85.941,0.441810935735703,-0.189292535185814,0.794043481349945,0.785659968852997,0.126661539077759,-0.048092532902956
85.961,0.454818487167358,-0.243553802371025,0.81684148311615,0.774620294570923,0.245302081108093,-0.0791196376085281
85.981,0.468326658010483,-0.272825300693512,0.829186081886292,0.767908334732056,0.294411242008209,-0.0966287851333618
86.001,0.474686145782471,-0.321154952049255,0.843396961688995,0.731460750102997,0.395001918077469,-0.114127650856972
86.021,0.507448077201843,-0.312616050243378,0.849081218242645,0.673521518707275,0.355742871761322,-0.121094956994057
86.041,0.588234126567841,-0.335211336612701,0.881439983844757,0.730721712112427,0.379858285188675,-0.168357372283936
86.061,0.596151947975159,-0.394686013460159,0.874813258647919,0.661128520965576,0.48881858587265,-0.153109908103943
86.081,0.650570392608643,-0.501442849636078,0.893756091594696,0.701769948005676,0.709680914878845,-0.179282024502754
86.101,0.652401089668274,-0.462611526250839,0.909506797790527,0.613383114337921,0.598771095275879,-0.199875771999359
86.121,0.680843949317932,-0.393699467182159,0.936037838459015,0.645959794521332,0.406115531921387,-0.23857393860817
86.141,0.66563218832016,-0.513862669467926,0.930667579174042,0.488503158092499,0.638745307922363,-0.228404954075813
86.161,0.735690712928772,-0.582040190696716,0.911096930503845,0.564026892185211,0.770059287548065,-0.189148306846619
86.181,0.736513555049896,-0.539290070533752,0.940226852893829,0.483713805675507,0.642834365367889,-0.230995029211044
86.201,0.721104741096497,-0.497438758611679,0.962016701698303,0.380419164896011,0.50911945104599,-0.263062030076981
86.221,0.67929470539093,-0.501618266105652,0.970080494880676,0.2070552110672,0.485185772180557,-0.269852787256241
86.241,0.573750555515289,-0.568480432033539,0.992446422576904,-0.0540653988718987,0.597256422042847,-0.301764488220215
86.261,0.479491859674454,-0.59199583530426,1.0042690038681,-0.283133447170258,0.626295447349548,-0.317799627780914
86.281,0.476982682943344,-0.556777000427246,1.00582230091095,-0.288031756877899,0.506496071815491,-0.313984274864197
86.301,0.425750106573105,-0.623995661735535,0.982395052909851,-0.391426026821136,0.623737812042236,-0.274089634418488
86.321,0.434374392032623,-0.631027698516846,0.974010467529297,-0.371131390333176,0.609645009040833,-0.250935524702072
86.341,0.439671128988266,-0.599252581596375,0.979888081550598,-0.356098353862762,0.506661951541901,-0.258343398571014
86.361,0.551174342632294,-0.576356112957001,0.974700808525085,-0.0929340198636055,0.428162723779678,-0.245213478803635
86.381,0.551503539085388,-0.592207789421082,0.979486465454102,-0.0857296288013458,0.428136199712753,-0.246512487530708
86.401,0.55292797088623,-0.566862642765045,0.979802012443542,-0.0814845561981201,0.358443170785904,-0.24474111199379
86.421,0.592327892780304,-0.524147927761078,0.956584334373474,-0.00104636920150369,0.232301190495491,-0.201378539204597
86.441,0.664476990699768,-0.499506294727325,0.952961802482605,0.164824411273003,0.165114134550095,-0.189500153064728
86.461,0.709608256816864,-0.474128812551498,0.95109224319458,0.254923194646835,0.0989509373903275,-0.183335274457932
86.481,0.724132657051086,-0.460966914892197,0.94791442155838,0.276136338710785,0.0557981058955193,-0.17453196644783
86.501,0.760775744915009,-0.460782766342163,0.931022644042969,0.345871686935425,0.0478194653987885,-0.141490817070007
86.521,0.750379920005798,-0.472030073404312,0.908238768577576,0.306765288114548,0.0609670057892799,-0.100710451602936
86.541,0.730173885822296,-0.489246606826782,0.903759658336639,0.243955880403519,0.0967442244291306,-0.0876519456505775
86.561,0.701624274253845,-0.487059444189072,0.90743625164032,0.166793316602707,0.0858413502573967,-0.0895078256726265
86.581,0.674176275730133,-0.542474567890167,0.890317618846893,0.0942144244909286,0.196994006633759,-0.06116933375597
86.601,0.641987323760986,-0.567476391792297,0.893410086631775,0.0143218161538243,0.247391790151596,-0.0565915890038013
86.621,0.594931244850159,-0.595407128334045,0.906412899494171,-0.100038051605225,0.295493066310883,-0.0768996402621269
86.641,0.588515222072601,-0.645068764686584,0.886127829551697,-0.115153767168522,0.38948854804039,-0.0402174852788448
86.661,0.554039180278778,-0.656424283981323,0.899868369102478,-0.178813770413399,0.390343219041824,-0.0557625293731689
86.681,0.457560867071152,-0.692191183567047,0.913651466369629,-0.390832364559174,0.45529493689537,-0.0757076218724251
86.701,0.488672643899918,-0.685463070869446,0.90931624174118,-0.312698662281036,0.421712309122086,-0.0660262480378151
86.721,0.455507457256317,-0.6942218542099,0.910817444324493,-0.343046456575394,0.411350250244141,-0.0633148998022079
86.741,0.385064542293549,-0.706567704677582,0.909263968467712,-0.429308652877808,0.423811286687851,-0.0567960068583488
86.761,0.38985887169838,-0.66544371843338,0.906495749950409,-0.316458761692047,0.308372914791107,-0.0478550270199776
86.781,0.344002187252045,-0.632500171661377,0.873218059539795,-0.352606475353241,0.216137573122978,-0.0548741593956947
86.801,0.384408682584763,-0.587172031402588,0.830998539924622,-0.172710865736008,0.1067184060812,-0.0465103015303612
86.821,0.411334991455078,-0.54739511013031,0.747461438179016,-0.111200526356697,0.00805008877068758,-0.00700071826577187
86.841,0.434408187866211,-0.535050094127655,0.480317831039429,-0.0564233958721161,-0.0333224982023239,-0.00353481201454997
86.861,0.463653415441513,-0.492832720279694,0.436761140823364,0.00966114178299904,-0.127812907099724,-0.00846576131880283
86.881,0.491732269525528,-0.461254268884659,0.427215963602066,0.0731024816632271,-0.201722025871277,-0.0247284825891256
86.901,0.514388918876648,-0.439119666814804,0.410787671804428,0.118397355079651,-0.243452429771423,-0.0420766249299049
86.921,0.538110136985779,-0.388717591762543,0.398878067731857,0.164497464895248,-0.350307375192642,-0.0446406118571758
86.941,0.52814906835556,-0.396895468235016,0.395519822835922,0.138377696275711,-0.326811164617538,-0.0595149174332619
86.961,0.526612460613251,-0.369548082351685,0.364074409008026,0.128124058246613,-0.377671509981155,-0.0630809515714645
86.981,0.497475147247314,-0.352110534906387,0.339745849370956,0.0548584572970867,-0.407138526439667,-0.0647228807210922
87.001,0.466301113367081,-0.352903693914413,0.319125473499298,-0.0138885332271457,-0.392513453960419,-0.0679660215973854
87.021,0.409575402736664,-0.342680037021637,0.320925533771515,-0.135169222950935,-0.401104271411896,-0.0703337639570236
87.041,0.360575586557388,-0.297275245189667,0.320632696151733,-0.24346724152565,-0.482603400945663,-0.0710845813155174
87.061,0.316462069749832,-0.264902204275131,0.321521818637848,-0.329245984554291,-0.540914595127106,-0.0724907591938972
87.081,0.252226769924164,-0.251819908618927,0.334021031856537,-0.453703016042709,-0.551267504692078,-0.0926481038331985
87.101,0.21784782409668,-0.234782889485359,0.316744953393936,-0.511352002620697,-0.568854868412018,-0.0688666775822639
87.121,0.112247571349144,-0.203280091285706,0.3009073138237,-0.71494197845459,-0.61704409122467,-0.0419179275631905
87.141,0.0426612570881844,-0.183303743600845,0.323716521263123,-0.853264987468719,-0.641000926494598,-0.0800877660512924
87.161,-0.00382449524477124,-0.169154942035675,0.317055344581604,-0.910240948200226,-0.64698314666748,-0.0695534944534302
87.181,-0.0487931817770004,-0.156738996505737,0.284039437770844,-0.972286105155945,-0.647903561592102,-0.0184482596814632
87.201,-0.0226606596261263,-0.0945930778980255,0.276771008968353,-0.910839438438416,-0.755730450153351,-0.00512490188702941
87.221,-0.0128098158165812,-0.0598369352519512,0.299903362989426,-0.905625939369202,-0.810750186443329,-0.041523952037096
87.241,-0.0642986223101616,-0.048673965036869,0.270715981721878,-1.03882336616516,-0.806417286396027,-0.00144493882544339
87.261,-0.0561729557812214,-0.0391044244170189,0.291980266571045,-1.07776045799255,-0.790760397911072,-0.0273167751729488
87.281,0.0174364745616913,0.0298395212739706,0.286420494318008,-0.880935490131378,-0.914986968040466,-0.0211781449615955
87.301,-0.104636266827583,0.0340926125645638,0.273825079202652,-1.15645098686218,-0.888540089130402,-0.00309878052212298
87.321,-0.0814861208200455,0.0255061127245426,0.22736394405365,-1.06615912914276,-0.830975234508514,0.0732938572764397
87.341,-0.0361060351133347,0.0543250814080238,0.253898859024048,-0.906150043010712,-0.854886531829834,0.0319357849657536
87.361,-0.11367329210043,0.053275216370821,0.253726661205292,-1.03792297840118,-0.816580593585968,0.0297357682138681
87.381,-0.173789322376251,0.0698406249284744,0.248290866613388,-1.13467812538147,-0.810638308525085,0.0395375117659569
87.401,-0.136709943413734,0.0966920703649521,0.256354838609695,-0.992084801197052,-0.839782059192657,0.0246089827269316
87.421,-0.139446496963501,0.0686843544244766,0.233161777257919,-0.9608433842659,-0.742188394069672,0.0624632723629475
87.441,-0.192599847912788,0.0997277796268463,0.236954018473625,-1.02613389492035,-0.769058048725128,0.0568966157734394
87.461,-0.183355838060379,0.119143292307854,0.259028255939484,-0.962475121021271,-0.789786875247955,0.0221085082739592
87.481,-0.197318851947784,0.0726984888315201,0.246644228696823,-0.955303490161896,-0.642766177654266,0.038948230445385
87.501,-0.213609054684639,0.103295847773552,0.249163717031479,-0.937363624572754,-0.683759093284607,0.0371215753257275
87.521,-0.196584463119507,0.0919155180454254,0.245942622423172,-0.867973148822784,-0.626812219619751,0.0404082722961903
87.541,-0.215338751673698,0.0788297355175018,0.237481072545052,-0.861254811286926,-0.568183302879333,0.0537850670516491
87.561,-0.177323311567307,0.0907840728759766,0.260043919086456,-0.748437762260437,-0.571917533874512,0.0176745317876339
87.581,-0.190933495759964,0.0800482183694839,0.249805495142937,-0.724713921546936,-0.523516356945038,0.034299049526453
87.601,-0.153832256793976,0.0661568641662598,0.259215146303177,-0.622036218643188,-0.470816552639008,0.0199620462954044
87.621,-0.107881687581539,0.0582761988043785,0.267485052347183,-0.482239484786987,-0.432856380939484,0.00369082647375762
87.641,-0.0949379578232765,0.0382234007120132,0.256189286708832,-0.429032653570175,-0.375349551439285,0.0239953361451626
87.661,-0.124477863311768,0.00924126990139484,0.268504291772842,-0.478297084569931,-0.30439954996109,0.00164146162569523
87.681,-0.059479333460331,-0.00115601788274944,0.261090189218521,-0.342504531145096,-0.278955698013306,0.0152223706245422
87.701,-0.0201131943613291,-0.0300548635423183,0.272476941347122,-0.238601014018059,-0.210585325956345,-0.00357721326872706
87.721,-0.00628924230113626,-0.0436032637953758,0.268647968769073,-0.210647389292717,-0.179906323552132,0.000922683626413345
87.741,-0.00216424162499607,-0.0380384065210819,0.278344333171844,-0.198572605848312,-0.189578697085381,-0.0100416867062449
87.761,0.00251436792314053,-0.0625835731625557,0.31275001168251,-0.184403270483017,-0.131633788347244,-0.0161546505987644
87.781,0.00710216071456671,-0.0539543256163597,0.34028372168541,-0.175892442464828,-0.153286248445511,-0.00146414781920612
87.801,0.00119324843399227,-0.0807928144931793,0.466184765100479,-0.182148486375809,-0.0895967334508896,-0.0192552451044321
87.821,-0.00613922532647848,-0.0815964788198471,0.556792974472046,-0.193685322999954,-0.0898420959711075,0.0154631808400154
87.841,-0.0146036949008703,-0.0823943838477135,0.704801917076111,-0.198256626725197,-0.0861357524991035,0.00826672744005919
87.861,-0.0678696110844612,-0.0867982059717178,0.77905410528183,-0.313703149557114,-0.0749358683824539,0.0427731238305569
87.881,-0.0210335589945316,-0.0710862725973129,0.817878365516663,-0.189226537942886,-0.110133491456509,0.0600178129971027
87.901,-0.0251505430787802,-0.0588182881474495,0.845211625099182,-0.189078837633133,-0.136353120207787,0.0682057589292526
87.921,-0.070612296462059,-0.0218015350401402,0.808010756969452,-0.279299437999725,-0.210533782839775,0.139694899320602
87.941,-0.0295046474784613,-0.0345642939209938,0.773562431335449,-0.172047421336174,-0.187232464551926,0.203290775418282
87.961,-0.0549163110554218,-0.053194772452116,0.771149158477783,-0.220104575157166,-0.134527534246445,0.208796858787537
87.981,-0.0519610829651356,-0.0263077206909657,0.773757338523865,-0.20495967566967,-0.183696180582047,0.208836317062378
88.001,-0.0841993987560272,0.00453280890360475,0.750020802021027,-0.264309674501419,-0.251305997371674,0.247377634048462
88.021,-0.0473762527108192,-0.0225614812225103,0.714243769645691,-0.169170588254929,-0.183206751942635,0.310766100883484
88.041,-0.0761681348085403,0.0140441190451384,0.720656037330627,-0.219431072473526,-0.252158880233765,0.302577883005142
88.061,-0.0853649824857712,0.0408513471484184,0.702584147453308,-0.240386813879013,-0.309979230165482,0.33378541469574
88.081,-0.0385538712143898,0.00649691745638847,0.70160698890686,-0.12217079102993,-0.22579625248909,0.339584827423096
88.101,-0.0424985513091087,0.041407685726881,0.707665383815765,-0.110004380345345,-0.2956782579422,0.331333190202713
88.121,-0.0588297434151173,0.00510727986693382,0.688441455364227,-0.146898493170738,-0.205017328262329,0.364460647106171
88.141,-0.0780226737260818,0.00569482380524278,0.701979219913483,-0.179975658655167,-0.190450981259346,0.346578896045685
88.161,-0.11692750453949,0.0383351147174835,0.711326897144318,-0.258313685655594,-0.260729134082794,0.333179503679276
88.181,-0.0777596682310104,-0.00357982446439564,0.701340973377228,-0.158454149961472,-0.161556348204613,0.35172700881958
88.201,-0.110127851366997,0.0350226722657681,0.718459129333496,-0.217720583081245,-0.235268026590347,0.327594518661499
88.221,-0.0951153486967087,0.0531105324625969,0.714228093624115,-0.173023790121078,-0.277636706829071,0.334476113319397
88.241,-0.0949945598840714,0.014437036588788,0.698408246040344,-0.161939114332199,-0.176148504018784,0.363921850919724
88.261,-0.121486231684685,0.104973614215851,0.715783298015594,-0.210218578577042,-0.365157634019852,0.338937729597092
88.281,-0.139656826853752,0.0631370693445206,0.691593170166016,-0.241213440895081,-0.276409059762955,0.378516852855682
88.301,-0.106238387525082,0.0479315035045147,0.704195618629456,-0.151697799563408,-0.218974709510803,0.36271408200264
88.321,-0.143905863165855,0.115002647042274,0.712529540061951,-0.227050095796585,-0.365574300289154,0.350187242031097
88.341,-0.212320953607559,0.049099862575531,0.682398676872253,-0.364502489566803,-0.214957475662231,0.399690449237823
88.361,-0.171531856060028,0.0507442839443684,0.7032550573349,-0.263781189918518,-0.205540373921394,0.372175961732864
88.381,-0.185735315084457,0.0745328590273857,0.708239138126373,-0.27493542432785,-0.257297813892365,0.364262253046036
88.401,-0.183319672942162,0.0209940783679485,0.70340621471405,-0.253312438726425,-0.130223363637924,0.374333292245865
88.421,-0.215191811323166,0.0573041550815105,0.713997960090637,-0.305501580238342,-0.207797721028328,0.360294044017792
88.441,-0.253034740686417,0.0258785746991634,0.702970325946808,-0.377528756856918,-0.144503265619278,0.37972766160965
88.461,-0.214488551020622,-0.0240171402692795,0.694181203842163,-0.267828285694122,-0.0264420565217733,0.39732414484024
88.481,-0.285187810659409,0.00723344087600708,0.712571263313293,-0.414516538381577,-0.0996737703680992,0.369123876094818
88.501,-0.231171533465385,-0.0332324393093586,0.717448055744171,-0.269669353961945,-0.0213963128626347,0.364729702472687
88.521,-0.274183064699173,-0.0455322451889515,0.722860932350159,-0.346973747014999,0.00991827435791492,0.356865763664246
88.541,-0.248360633850098,-0.0399404801428318,0.730482220649719,-0.275611966848373,-0.0118281496688724,0.346910715103149
88.561,-0.196835353970528,-0.0517066493630409,0.737954497337341,-0.139338329434395,0.0110273957252502,0.33843058347702
88.581,-0.192156285047531,-0.0475516319274902,0.738503158092499,-0.11856783926487,-0.00313792307861149,0.338444828987122
88.601,-0.190487742424011,-0.0362000167369843,0.73330694437027,-0.10458005964756,-0.0299934782087803,0.34967452287674
88.621,-0.169074654579163,-0.0365898832678795,0.738246858119965,-0.0514411553740501,-0.0387799851596355,0.344547659158707
88.641,-0.13500189781189,-0.00988689810037613,0.732574999332428,0.0348979085683823,-0.0951820015907288,0.355601370334625
88.661,-0.139713615179062,-0.00389107828959823,0.732940793037415,0.0370026752352715,-0.114944979548454,0.358420133590698
88.681,-0.119757607579231,0.0119356773793697,0.74312961101532,0.0798394680023193,-0.144850581884384,0.344133853912354
88.701,-0.0916515812277794,0.0185939911752939,0.745679438114166,0.160400465130806,-0.159753054380417,0.342463433742523
88.721,-0.0948768705129623,0.0388760194182396,0.764303743839264,0.186099693179131,-0.20151598751545,0.315382242202759
88.741,-0.115925177931786,0.0427472442388535,0.768892467021942,0.160277932882309,-0.207788735628128,0.308763563632965
88.761,-0.122753247618675,0.0508039519190788,0.765915513038635,0.186569228768349,-0.219171524047852,0.316559940576553
