timestamp;rollspeed_integ;pitchspeed_integ;yawspeed_integ
1382640408;-0.011011882;-0.06548987;0.009433717
1382839860;-0.008576657;-0.0691891;0.0092207
1383039305;-0.0038841136;-0.07031048;0.008443817
1383241749;-0.007967584;-0.063453384;0.00707007
1383438244;-0.00653092;-0.06768418;0.006537891
1383640687;-0.0040717945;-0.07261702;0.006043327
1383840088;-0.003427095;-0.0669061;0.005571138
1384039539;-0.0025330135;-0.067219466;0.005409164
1384238980;-0.0055788937;-0.0705895;0.0055919155
1384438516;-0.006315898;-0.06940377;0.0061919186
1384642380;-0.0055587697;-0.06742529;0.006101065
1384841822;-0.008843413;-0.06798596;0.005340585
1385041268;-0.010876209;-0.065815374;0.0051390533
1385240717;-0.005326986;-0.064972356;0.005370858
1385440210;-0.0055526956;-0.067449406;0.0051424
1385639612;-0.006829661;-0.06891978;0.004595484
1385839058;-0.00701935;-0.06534977;0.0046163625
1386038507;-0.008440791;-0.06622617;0.005251127
1386240962;-0.0038123645;-0.06667032;0.0060640574
1386440393;-0.0049316166;-0.06624452;0.005808064
1386639886;-0.0040223817;-0.06439451;0.00498331
1386839287;-0.0026774732;-0.06409815;0.0039338954
1387039181;-0.009717682;-0.06281481;0.0038971244
1387238184;-0.010989987;-0.060527153;0.003849449
1387442177;-0.010570686;-0.058398727;0.0039729946
1387641577;-0.009794968;-0.059591312;0.0037292633
1387841021;-0.008915979;-0.063173674;0.0037332987
1388040499;-0.009041687;-0.06688799;0.0039671264
1388239917;-0.0082706;-0.06798549;0.004053833
1388439406;-0.007334255;-0.062091168;0.003408827
1388638813;-0.010114318;-0.065364294;0.0036898663
1388838640;-0.0066618323;-0.07057667;0.003717024
1389041188;-0.0015461663;-0.062152967;0.00293678
1389240146;-0.0013989225;-0.06452349;0.0029138841
1389439609;-0.0021764261;-0.06683754;0.0027097398
1389639086;-0.00052519416;-0.062720016;0.0026908948
1389838485;-0.0013292865;-0.06304607;0.002734884
1390039436;-0.002670582;-0.06851327;0.0027567665
1390238933;-0.001125818;-0.06907397;0.0026016869
1390438323;-0.0004389365;-0.06705681;0.0026976336
1390640770;-0.0017999656;-0.07003602;0.0028567226
1390840600;-0.0007205065;-0.06812619;0.0032144587
1391039663;-0.0005348569;-0.066055514;0.002642091
1391239112;0.0036662149;-0.06783856;0.002356972
1391438603;0.0051585743;-0.063587;0.0022206835
1391638002;0.004171462;-0.065228075;0.002143994
1391841951;0.006003805;-0.0680204;0.0020318965
1392041398;0.008502937;-0.06676823;0.0020337591
1392240893;0.005531624;-0.06924692;0.0021211617
1392440370;0.005297795;-0.071814194;0.0019757994
1392638282;0.0044460916;-0.06978872;0.0020981827
1392839180;-0.0036352072;-0.07355294;0.0024929913
1393038624;0.000108531756;-0.07222724;0.0032687439
1393241070;0.001913841;-0.071076475;0.0041504153
1393440565;-0.0034429268;-0.07061625;0.0050638127
1393639966;-0.003968623;-0.06985283;0.005325143
1393839408;-0.0025507638;-0.07208957;0.0052698627
1394038861;0.0019406318;-0.070028186;0.0047793337
1394238304;0.0021829598;-0.06744907;0.003927515
1394442248;-0.0023473238;-0.067516476;0.0029825734
1394640241;-0.0054246024;-0.06859063;0.0026715547
1394841208;-0.0035770421;-0.07118778;0.0033769922
1395040586;-0.0044992524;-0.06844834;0.0037766478
1395240082;-0.011002645;-0.06987789;0.004806575
1395439483;-0.0058218297;-0.066785924;0.0057260334
