timestamp;timestamp_sample;position[0];position[1];position[2];q[0];q[1];q[2];q[3];velocity[0];velocity[1];velocity[2];angular_velocity[0];angular_velocity[1];angular_velocity[2];position_variance[0];position_variance[1];position_variance[2];orientation_variance[0];orientation_variance[1];orientation_variance[2];velocity_variance[0];velocity_variance[1];velocity_variance[2];pose_frame;velocity_frame;reset_counter;quality
1251127335;1251126896;-580.75183;57.04447;2.0454714;-0.26534867;-0.41210252;0.06363362;0.8693172;-0.0017681866;-0.0016261707;-0.007582911;-0.00022527443;-0.0001914059;-0.00014921563;9.851934e-05;9.870659e-05;0.07543141;0.0010170224;0.00024085974;0.0009881543;0.0008369812;0.00084014505;0.003286346;1;1;41;0
1251622307;1251621703;-580.75183;57.044415;2.0469882;-0.2649567;-0.41222456;0.06382123;0.8693652;-0.0015743199;-0.0012850154;-0.0071094627;0.0013282401;-0.0019550503;-0.0046178666;0.0001388812;0.0001392293;0.07568759;0.0010156138;0.00024042522;0.0009857935;0.0009946153;0.0009990071;0.003385022;1;1;41;0
1252126939;1252126407;-580.75165;57.044193;2.047033;-0.26480782;-0.4123654;0.06386561;0.8693404;-0.0016530087;-0.0020956574;-0.007168415;0.004493817;-0.00085378543;-0.002982767;8.276802e-05;8.290141e-05;0.07535667;0.00101409;0.00023980926;0.0009828915;0.00076166063;0.00076433056;0.0032330514;1;1;41;0
1252621773;1252621214;-580.7516;57.044018;2.0452034;-0.2614788;-0.4121281;0.065267116;0.8703561;0.00047355477;-0.005614145;-0.00882492;0.07469433;-0.039650746;-0.06653145;0.00011712206;0.00011737864;0.075602315;0.0010132944;0.00023963695;0.0009813297;0.0009145002;0.00091821095;0.0033318417;1;1;41;0
1253126374;1253125918;-580.76276;57.029247;2.044883;-0.11128025;-0.3698536;0.14295392;0.91125697;-0.07728916;-0.062293902;-0.014722965;0.79913795;-0.87929446;-0.69196796;0.00037898257;0.00038059757;0.07737685;0.0010132056;0.0002368962;0.0009837084;0.0015816258;0.001588744;0.003711125;1;1;41;0
1253621154;1253620726;-580.83325;57.051548;2.0443227;-0.0064092036;-0.023255255;0.030562853;0.99924177;-0.17540963;0.06172514;0.046900544;-0.8092569;-1.7467449;0.0710627;0.0016428931;0.0016417023;0.081724435;0.00035366614;0.00014491078;0.0015656473;0.0034255628;0.0031191413;0.0043466557;1;1;41;0
1254126365;1254125429;-580.8323;57.054188;2.0364707;0.004118448;0.005576243;0.011397587;0.99991107;-0.011866467;0.019589188;-0.0073511316;-0.33774617;-0.04222422;0.01829473;0.0052254186;0.0048819366;0.08685389;0.000101993755;2.9290397e-05;0.0016041555;0.007249669;0.005269818;0.004939507;1;1;41;0
1254630549;1254630133;-580.8126;57.05242;2.029676;0.017544128;0.02119066;0.008399269;0.9995862;0.017663758;-0.0072420444;-0.012875355;-0.06990862;0.16709611;0.0077586775;0.013880172;0.011585415;0.09304122;0.00010466558;2.1908305e-05;0.001414745;0.013322114;0.008135714;0.0055894703;1;1;41;0
1255125365;1255124941;-580.776;57.04997;2.0232012;0.02681371;0.016912712;0.005614951;0.9994817;0.018357946;-0.010017677;-0.00973056;-0.01863289;0.040780913;0.0066337986;0.031581435;0.023506822;0.10078636;9.7269956e-05;2.4228028e-05;0.0012598443;0.021642271;0.011793293;0.0062968708;1;1;41;0
1255620452;1255619748;-580.72327;57.047523;2.0190268;0.031891614;0.00912443;0.0012888513;0.9994489;0.031954426;-0.018808113;-0.013325402;0.02622275;-0.036546066;-0.0054832622;0.06434977;0.043287612;0.10873745;9.672444e-05;2.6242742e-05;0.001145635;0.032444175;0.016387943;0.007030317;1;1;41;0
