timestamp;imbalanced_prop_metric;motor_failure_mask;motor_stop_mask;fd_roll;fd_pitch;fd_alt;fd_ext;fd_arm_escs;fd_battery;fd_imbalanced_prop;fd_motor
1358569322;-2.3790607;0;0;0;0;0;0;0;0;0;0
1359074766;-2.3610942;0;0;0;0;0;0;0;0;0;0
1359580767;-2.405276;0;0;0;0;0;0;0;0;0;0
1360086765;-2.4267762;0;0;0;0;0;0;0;0;0;0
1360592902;-2.5855117;0;0;0;0;0;0;0;0;0;0
1361098765;-2.5221324;0;0;0;0;0;0;0;0;0;0
1361604783;-2.503248;0;0;0;0;0;0;0;0;0;0
1362110863;-2.4523787;0;0;0;0;0;0;0;0;0;0
1362616847;-2.3656816;0;0;0;0;0;0;0;0;0;0
1363122936;-2.2307346;0;0;0;0;0;0;0;0;0;0
1363628781;-2.3238244;0;0;0;0;0;0;0;0;0;0
1364134765;-2.4363546;0;0;0;0;0;0;0;0;0;0
1364640768;-2.4319868;0;0;0;0;0;0;0;0;0;0
1365146764;-2.4497323;0;0;0;0;0;0;0;0;0;0
1365653451;-2.3690653;0;0;0;0;0;0;0;0;0;0
1366158790;-2.3313806;0;0;0;0;0;0;0;0;0;0
1366664767;-2.3657162;0;0;0;0;0;0;0;0;0;0
1367171170;-2.3066802;0;0;0;0;0;0;0;0;0;0
1367676765;-2.2730157;0;0;0;0;0;0;0;0;0;0
1368183080;-2.3351715;0;0;0;0;0;0;0;0;0;0
1368688765;-2.3207834;0;0;0;0;0;0;0;0;0;0
1369194785;-2.397125;0;0;0;0;0;0;0;0;0;0
1369701766;-2.3672106;0;0;0;0;0;0;0;0;0;0
1370207765;-2.3925939;0;0;0;0;0;0;0;0;0;0
1370713766;-2.3445258;0;0;0;0;0;0;0;0;0;0
1371220074;-2.342406;0;0;0;0;0;0;0;0;0;0
1371725767;-2.3094208;0;0;0;0;0;0;0;0;0;0
1372231895;-2.3035383;0;0;0;0;0;0;0;0;0;0
1372737786;-2.288857;0;0;0;0;0;0;0;0;0;0
1373243785;-2.243369;0;0;0;0;0;0;0;0;0;0
1373749785;-2.2853665;0;0;0;0;0;0;0;0;0;0
1374255765;-2.3030303;0;0;0;0;0;0;0;0;0;0
1374761766;-2.4189172;0;0;0;0;0;0;0;0;0;0
1375267765;-2.3832374;0;0;0;0;0;0;0;0;0;0
