timestamp;timestamp_sample;device_id;x;y;z;temperature;error_count;clip_counter[0];clip_counter[1];clip_counter[2];samples
1251543213;1251543113;4325386;-0.015978966;0.009587379;-0.03976987;nan;0;0;0;0;3
1252542055;1252541942;4325386;0.013493349;0.00071017625;-0.023790903;nan;0;0;0;0;3
1253542295;1253542177;4325386;-1.233221;-2.2416713;0.09125765;nan;0;0;0;0;3
1254542554;1254542458;4325386;0.095873795;-0.036929164;-0.013848437;nan;0;0;0;0;3
1255541413;1255541288;4325386;0.057879362;-0.26667118;-0.002840705;nan;0;0;0;0;3
1256541618;1256541522;4325386;-0.080960095;0.19920443;0.04296566;nan;0;0;0;0;3
1257543520;1257543351;4325386;-0.029117227;0.12570119;-0.033023197;nan;0;0;0;0;3
1258543735;1258543587;4325386;0.0067466744;-0.08273553;-0.036574077;nan;0;0;0;0;3
1259540964;1259540870;4325386;-0.013493349;0.14736158;0.047936898;nan;0;0;0;0;3
1260542813;1260542699;4325386;-0.1583693;0.17825423;0.0898373;nan;0;0;0;0;3
1261543034;1261542934;4325386;0.08273553;-0.10546117;0.044386014;nan;0;0;0;0;3
1262540326;1262540217;4325386;-0.12996225;0.20524094;0.04154531;nan;0;0;0;0;3
1263542156;1263542046;4325386;-0.022015464;-0.021660376;-0.0042610574;nan;0;0;0;0;3
1264542440;1264542281;4325386;-0.042255487;-0.044030927;0.0021305287;nan;0;0;0;0;3
1265544227;1265544110;4325386;-0.015978966;0.06995236;0.018109495;nan;0;0;0;0;3
1266541502;1266541393;4325386;0.115758725;0.1825153;0.058234453;nan;0;0;0;0;3
1267541721;1267541628;4325386;-0.11291803;-0.03053758;-0.0035508813;nan;0;0;0;0;3
1268543569;1268543456;4325386;-0.11611382;0.25601855;0.00035508812;nan;0;0;0;0;3
1269540887;1269540739;4325386;-0.102975555;-0.2925926;-0.0717278;nan;0;0;0;0;3
1270541069;1270540973;4325386;0.05361831;-0.1136282;-0.020595111;nan;0;0;0;0;3
1271542912;1271542801;4325386;0.079894826;0.03053758;0.035153724;nan;0;0;0;0;3
1272543129;1272543035;4325386;-0.18393564;-0.14487596;0.05361831;nan;0;0;0;0;3
1273541930;1273541816;4325386;-0.11291803;0.15446334;0.06214042;nan;0;0;0;0;3
1274542255;1274542144;4325386;0.06675657;0.12072996;0.012783173;nan;0;0;0;0;3
1275542488;1275542377;4325386;-0.008522115;0.043320753;-0.06675657;nan;0;0;0;0;3
1276541271;1276541158;4325386;0.02840705;0.01526879;-0.05468357;nan;0;0;0;0;3
1277541597;1277541484;4325386;-0.057879362;-0.1494921;-0.026986698;nan;0;0;0;0;3
1278543328;1278543216;4325386;-0.0042610574;-0.16831177;-0.012428084;nan;0;0;0;0;3
1279543651;1279543542;4325386;0.053973395;-0.20204514;-0.021660376;nan;0;0;0;0;3
1280540942;1280540822;4325386;0.091612734;-0.019884935;0.011717908;nan;0;0;0;0;3
1281542667;1281542552;4325386;0.11185276;-0.048291985;0.008522115;nan;0;0;0;0;3
1282542993;1282542877;4325386;-0.00035508812;0.002840705;-0.018464582;nan;0;0;0;0;3
1283540268;1283540156;4325386;-0.044030927;-0.075278684;0.008877203;nan;0;0;0;0;3
1284542001;1284541886;4325386;-0.06533621;0.07918465;-0.017754406;nan;0;0;0;0;3
