timestamp;timestamp_sample;information_event_changes;gps_checks_passed;reset_vel_to_gps;reset_vel_to_flow;reset_vel_to_vision;reset_vel_to_zero;reset_pos_to_last_known;reset_pos_to_gps;reset_pos_to_vision;starting_gps_fusion;starting_vision_pos_fusion;starting_vision_vel_fusion;starting_vision_yaw_fusion;yaw_aligned_to_imu_gps;reset_hgt_to_baro;reset_hgt_to_gps;reset_hgt_to_rng;reset_hgt_to_ev
1250378470;1203849232;18;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1251386138;1203849232;18;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1252394241;1203849232;18;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1253401715;1203849232;18;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1254409908;1203849232;18;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1255417368;1203849232;18;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1256425358;1203849232;18;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1257432870;1203849232;18;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1258440925;1203849232;18;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1259448604;1203849232;18;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1260456202;1203849232;18;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1261464049;1203849232;18;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1262471806;1203849232;18;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1263479553;1203849232;18;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1264487384;1203849232;18;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1265495173;1203849232;18;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1266502843;1203849232;18;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1267510700;1203849232;18;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1268518470;1203849232;18;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1269526360;1203849232;18;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1270533962;1203849232;18;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1271541805;1203849232;18;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1272549510;1203849232;18;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1273557372;1203849232;18;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1274565229;1203849232;18;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1275572908;1203849232;18;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1276580671;1203849232;18;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1277588473;1203849232;18;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1278596331;1203849232;18;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1279604049;1203849232;18;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1280611896;1203849232;18;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1281619598;1203849232;18;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1282627330;1203849232;18;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1283635156;1203849232;18;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1284642958;1203849232;18;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1285650652;1203849232;18;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1286658398;1203849232;18;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1287666237;1203849232;18;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1288673989;1203849232;18;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1289681794;1203849232;18;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1290689601;1203849232;18;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1291697261;1203849232;18;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1292705109;1203849232;18;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
1293713131;1203849232;18;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
