timestamp;timestamp_sample;accel_device_id;gyro_device_id;delta_angle[0];delta_angle[1];delta_angle[2];delta_velocity[0];delta_velocity[1];delta_velocity[2];delta_angle_dt;delta_velocity_dt;delta_angle_clipping;delta_velocity_clipping;accel_calibration_count;gyro_calibration_count
1251018188;1251018038;2490378;2490378;-3.6256362e-05;-5.705138e-06;-7.873622e-06;0.033203907;-0.015918037;-0.031572904;4948;4948;0;0;2;1
1251522894;1251522742;2490378;2490378;-3.8810802e-05;-2.3483557e-05;-1.7613726e-05;0.033960752;-0.016298125;-0.03141505;4948;4948;0;0;2;1
1252017701;1252017549;2490378;2490378;-1.5898533e-05;-2.7348206e-05;-2.3068838e-05;0.03374101;-0.01635125;-0.031908013;4948;4948;0;0;2;1
1252517448;1252517305;2490378;2490378;3.306091e-06;2.708229e-05;-6.622412e-05;0.03266512;-0.016137928;-0.031464193;4949;4949;0;0;2;1
1253017204;1253017060;2490378;2490378;0.0036746273;-0.0030577516;-0.003278707;0.033341922;-0.017290046;-0.02263553;4948;4948;0;0;2;1
1253521913;1253521764;2490378;2490378;-0.006713947;-0.009409752;0.00047388618;0.021181148;-0.011318297;-0.0685355;4948;4948;0;0;2;1
1254021660;1254021519;2490378;2490378;-0.0014388609;0.001982022;-4.0006245e-05;-0.004187482;-0.007066068;-0.040739883;4948;4948;0;0;2;1
1254521421;1254521275;2490378;2490378;0.00024950173;0.0015860796;7.3204516e-05;-0.00056164037;-0.0030593462;-0.0639758;4948;4948;0;0;2;1
1255021554;1255021032;2490378;2490378;7.1379705e-05;-0.00017053384;-5.274085e-05;0.0036561028;0.0061577004;-0.05828375;4949;4949;0;0;2;1
1255516446;1255515839;2490378;2490378;5.2730924e-05;-0.0001579809;-3.7847494e-05;0.00093594415;0.002555669;-0.04680885;4948;4948;0;0;2;1
1256020689;1256020543;2490378;2490378;-1.3182483e-05;0.00030398119;5.2111427e-05;-0.0006353844;0.00087120634;-0.044296093;4948;4948;0;0;2;1
1256520439;1256520299;2490378;2490378;-0.00017407147;-0.00072333973;-0.00020015646;-0.002096843;-0.0020288173;-0.02984705;4948;4948;0;0;2;1
1257020198;1257020055;2490378;2490378;0.00014576908;4.8714624e-05;0.00015083066;-0.00019237283;-0.0020089354;-0.045614067;4948;4948;0;0;2;1
1257519955;1257519811;2490378;2490378;-0.0001064021;0.00033445487;0.00016550352;-0.0034235902;0.00257396;-0.055495042;4949;4949;0;0;2;1
1258019713;1258019567;2490378;2490378;-0.0006796468;-0.00048749094;8.1007674e-05;-0.00044228442;-6.0193615e-05;-0.059526168;4949;4949;0;0;2;1
1258519465;1258519323;2490378;2490378;-0.00014745933;-9.063612e-05;-0.00019920176;-0.0039585526;0.0028290271;-0.04642021;4948;4948;0;0;2;1
1259019225;1259019079;2490378;2490378;-0.00025806858;0.0004015153;0.00018215737;-0.0033806276;-0.002233949;-0.03906649;4948;4948;0;0;2;1
1259518978;1259518835;2490378;2490378;-0.00010356353;0.0005209412;-5.4688895e-05;-0.0035256029;-0.0017139502;-0.039416246;4948;4948;0;0;2;1
1260018743;1260018591;2490378;2490378;0.0003608818;0.00031617848;2.3595055e-06;0.0021106922;-0.00055070105;-0.04952703;4948;4948;0;0;2;1
1260518493;1260518347;2490378;2490378;-0.00046219924;-0.00018379696;-1.5578586e-05;0.0036212888;-0.004069676;-0.049001485;4948;4948;0;0;2;1
1261018714;1261018103;2490378;2490378;-0.00029053356;0.00018493365;-7.2535746e-05;-0.0071304548;-0.0023438996;-0.042014718;4948;4948;0;0;2;1
1261522952;1261522808;2490378;2490378;0.00017645111;-0.00091409776;5.3940952e-05;0.002377848;-0.0022270395;-0.049124934;4948;4948;0;0;2;1
