timestamp;timestamp_sample;device_id;magnetometer_ga[0];magnetometer_ga[1];magnetometer_ga[2];calibration_count
1333286933;1333285958;396809;-0.24709609;-0.10854569;-0.23368967;5
1333735032;1333734057;396809;-0.24614513;-0.107660785;-0.23361166;5
1334183071;1334182096;396809;-0.2469883;-0.10199099;-0.22892538;5
1334781031;1334780055;396809;-0.24773726;-0.09560847;-0.22477223;5
1335229279;1335228302;396809;-0.24913019;-0.09882342;-0.23277088;5
1335677578;1335676603;396809;-0.25206354;-0.09634895;-0.22717439;5
1336275425;1336274381;396809;-0.25241214;-0.09633914;-0.22271995;5
1336723491;1336722516;396809;-0.2510939;-0.09355685;-0.22554842;5
1337171772;1337170796;396809;-0.2509573;-0.09296453;-0.2267351;5
1337769544;1337768568;396809;-0.24853289;-0.093993895;-0.22448897;5
1338217771;1338216795;396809;-0.25337243;-0.09817764;-0.22357194;5
1338794075;1338739879;396809;-0.24936119;-0.09718742;-0.22829346;5
1339264177;1339263128;396809;-0.25002003;-0.09792159;-0.2319545;5
1339712283;1339711307;396809;-0.25310433;-0.09305823;-0.22219583;5
1340288440;1340234263;396809;-0.24945545;-0.09642963;-0.22638153;5
1340758334;1340757338;396809;-0.24957299;-0.09952634;-0.22778332;5
1341206449;1341205474;396809;-0.24515685;-0.1029615;-0.23043773;5
1341782587;1341728395;396809;-0.2482884;-0.10035398;-0.2297719;5
1342252595;1342251620;396809;-0.24921075;-0.10089025;-0.22230504;5
1342700835;1342699860;396809;-0.25134763;-0.10165746;-0.2299;5
1343277044;1343222812;396809;-0.2471633;-0.10160148;-0.22822462;5
1343746817;1343745840;396809;-0.24785945;-0.09918198;-0.22656104;5
1344195199;1344194211;396809;-0.25002939;-0.09887517;-0.23272847;5
1344792996;1344792020;396809;-0.24700698;-0.10389817;-0.23047334;5
1345241219;1345240243;396809;-0.24884269;-0.10781604;-0.23348442;5
1345689404;1345688429;396809;-0.24848977;-0.10293748;-0.23341542;5
1346287424;1346286449;396809;-0.24424326;-0.105890945;-0.23345563;5
1346735551;1346734577;396809;-0.2480334;-0.103588656;-0.22847027;5
1347183704;1347182717;396809;-0.25033563;-0.106181845;-0.2242923;5
1347781692;1347780717;396809;-0.24441293;-0.105409235;-0.23084141;5
1348229957;1348228977;396809;-0.25168186;-0.10462883;-0.22842105;5
1348678045;1348677046;396809;-0.24669647;-0.106095254;-0.2251155;5
1349275850;1349274874;396809;-0.24898002;-0.0995852;-0.22402485;5
