timestamp;flag_armed;flag_multicopter_position_control_enabled;flag_control_manual_enabled;flag_control_auto_enabled;flag_control_offboard_enabled;flag_control_position_enabled;flag_control_velocity_enabled;flag_control_altitude_enabled;flag_control_climb_rate_enabled;flag_control_acceleration_enabled;flag_control_attitude_enabled;flag_control_rates_enabled;flag_control_allocation_enabled;flag_control_termination_enabled;source_id
1294295861;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1294801760;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1295307779;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1295813896;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1296319760;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1296826323;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1297332761;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1297838759;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1298345025;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1298850831;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1299356760;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1299862759;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1300368772;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1300876028;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1301381760;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1301887760;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1302393763;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1302900236;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1303405945;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1303911794;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1304417997;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1304923781;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1305429781;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1305936895;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1306442761;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1306949088;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1307454796;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1307960986;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1308466946;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1308972779;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1309478832;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1309984758;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1310490760;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1310996930;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1311502833;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1312008759;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1312514759;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1313020821;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1313528075;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1314033760;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1314540760;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1315047025;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1315552779;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1316059082;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1316564786;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1317070782;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1317576760;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1318082761;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1318589301;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1319094759;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1319600760;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1320106761;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1320612760;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1321118919;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1321624760;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1322130859;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1322636994;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1323142778;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1323649256;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1324154779;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1324661032;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1325166772;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1325672783;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1326179292;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1326685832;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1327191761;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1327698241;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1328203761;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1328709946;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1329217426;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1329722999;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1330228898;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1330734760;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1331240760;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1331747161;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1332252781;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1332758965;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1333264760;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1333770766;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1334276760;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1334782759;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1335288760;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1335794759;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1336300781;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1336806769;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1337312836;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1337818762;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1338324774;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1338830761;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1339336817;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1339842818;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1340348953;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1340854760;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1341360759;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1341866759;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1342373577;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1342880760;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1343386779;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1343892781;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1344398841;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
1344904759;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0
