timestamp;timestamp_sample;baro_device_id;baro_alt_meter;baro_pressure_pa;ambient_temperature;rho;temperature_source;calibration_count
1267018849;1266996638;4028193;10.120084;101203.5;15.0;1.2233303;0;0
1267191781;1267169580;4028193;10.098945;101203.75;15.0;1.2233332;0;0
1267418628;1267399128;4028193;10.265411;101201.75;15.0;1.2233092;0;0
1267591457;1267571938;4028193;10.077807;101204.0;15.0;1.2233362;0;0
1267829260;1267804327;4028193;10.204638;101202.5;15.0;1.2233181;0;0
1268002265;1267977239;4028193;10.141222;101203.25;15.0;1.2233273;0;0
1268229114;1268206908;4028193;10.141222;101203.25;15.0;1.2233273;0;0
1268402045;1268379818;4028193;10.162361;101203.0;15.0;1.2233242;0;0
1268629095;1268609556;4028193;10.141222;101203.25;15.0;1.2233273;0;0
1268801892;1268782384;4028193;10.120084;101203.5;15.0;1.2233303;0;0
1269039672;1269014661;4028193;10.392242;101200.25;15.0;1.2232909;0;0
1269212514;1269187609;4028193;10.28655;101201.5;15.0;1.2233061;0;0
1269439463;1269417257;4028193;10.225777;101202.25;15.0;1.2233151;0;0
1269612325;1269590103;4028193;10.244272;101202.0;15.0;1.2233121;0;0
1269839264;1269819765;4028193;9.974756;101205.25;15.0;1.2233514;0;0
1270012214;1269992652;4028193;10.141222;101203.25;15.0;1.2233273;0;0
1270185132;1270165618;4028193;10.225777;101202.25;15.0;1.2233151;0;0
1270422959;1270397977;4028193;10.265411;101201.75;15.0;1.2233092;0;0
1270595871;1270570967;4028193;10.120084;101203.5;15.0;1.2233303;0;0
1270822869;1270800601;4028193;10.265411;101201.75;15.0;1.2233092;0;0
1270995721;1270973522;4028193;10.05931;101204.25;15.0;1.2233393;0;0
1271222757;1271203219;4028193;9.995894;101205.0;15.0;1.2233484;0;0
1271395634;1271376134;4028193;10.265411;101201.75;15.0;1.2233092;0;0
1271633345;1271608421;4028193;10.225777;101202.25;15.0;1.2233151;0;0
1271806267;1271781343;4028193;10.328828;101201.0;15.0;1.2233;0;0
1272033285;1272010992;4028193;10.28655;101201.5;15.0;1.2233061;0;0
1272206194;1272183916;4028193;10.244272;101202.0;15.0;1.2233121;0;0
1272433115;1272413580;4028193;10.28655;101201.5;15.0;1.2233061;0;0
1272606064;1272586548;4028193;10.307689;101201.25;15.0;1.2233031;0;0
1272779098;1272759536;4028193;10.098945;101203.75;15.0;1.2233332;0;0
1273016800;1272991893;4028193;10.244272;101202.0;15.0;1.2233121;0;0
1273189678;1273164781;4028193;10.244272;101202.0;15.0;1.2233121;0;0
1273416630;1273394412;4028193;10.1835;101202.75;15.0;1.2233212;0;0
