timestamp;load;ram_usage
1250803038;0.32882214;0.38137543
1251296989;0.40704954;0.38137543
1251796986;0.35591233;0.38137543
1252296995;0.34098816;0.38137543
1252797098;0.34043688;0.38137543
1253296987;0.3429907;0.38137543
1253796987;0.33870047;0.38137543
1254296987;0.34071428;0.38137543
1254796988;0.33906448;0.38137543
1255297012;0.3394295;0.38137543
1255797020;0.3405329;0.38137543
1256296987;0.3401726;0.38137543
1256796986;0.33828592;0.38137543
1257296986;0.34191757;0.38137543
1257797439;0.34218794;0.38137543
1258297211;0.3406632;0.38137543
1258797002;0.33910877;0.38137543
1259296994;0.33885032;0.38137543
1259796987;0.33817428;0.38137543
1260296998;0.33800912;0.38137543
1260796987;0.33883768;0.38137543
1261297008;0.3379712;0.38137543
1261797005;0.3388844;0.38137543
1262296989;0.34030747;0.38137543
1262797046;0.3394984;0.38137543
1263296986;0.33728403;0.38137543
1263796987;0.3386045;0.38137543
1264296987;0.33847255;0.38137543
1264796987;0.3382889;0.38137543
1265297516;0.33830386;0.38137543
1265796986;0.33924246;0.38137543
1266297092;0.3387288;0.38137543
1266796987;0.3402853;0.38137543
1267296986;0.34133905;0.38137543
1267797045;0.33904332;0.38137543
1268297271;0.33850777;0.38137543
1268797526;0.33900398;0.38137543
1269297316;0.33744508;0.38137543
1269796993;0.33922654;0.38137543
1270296987;0.3389715;0.38137543
1270796987;0.33925772;0.38137543
1271296986;0.34102523;0.38137543
1271796987;0.33887565;0.38137543
1272296987;0.3400213;0.38137543
1272796987;0.3387586;0.38137543
1273296995;0.34002203;0.38137543
1273796987;0.3390432;0.38137543
1274296986;0.34105664;0.38137543
1274796986;0.33826876;0.38137543
1275296988;0.34050047;0.38137543
1275796987;0.33863372;0.38137543
1276297115;0.3419562;0.38137543
1276796997;0.33932698;0.38137543
1277296988;0.33882552;0.38137543
1277796987;0.33833796;0.38137543
1278297025;0.3377521;0.38137543
1278797154;0.33958906;0.38137543
1279296986;0.33809876;0.38137543
1279797199;0.33918184;0.38137543
1280297086;0.33954722;0.38137543
1280796989;0.34046888;0.38137543
1281296986;0.33897108;0.38137543
1281796987;0.33910918;0.38137543
1282297059;0.34038615;0.38137543
1282796986;0.33739895;0.38137543
1283296987;0.34187835;0.38137543
1283797378;0.33829015;0.38137543
1284296987;0.33867842;0.38137543
1284797010;0.33993918;0.38137543
1285297034;0.33907616;0.38137543
1285796987;0.3389172;0.38137543
1286296986;0.33789122;0.38137543
1286796987;0.33966815;0.38137543
1287298265;0.33748865;0.38137543
1287796987;0.33906412;0.38137543
1288297472;0.33893615;0.38137543
1288796986;0.3392132;0.38137543
1289296987;0.3402372;0.38137543
1289796987;0.33993173;0.38137543
1290296987;0.34137005;0.38137543
1290797853;0.33699733;0.38137543
1291296988;0.33924627;0.38137543
1291796988;0.339144;0.38137543
1292297000;0.33875597;0.38137543
1292796987;0.3379287;0.38137543
1293297060;0.33821929;0.38137543
1293796987;0.33990705;0.38137543
1294297001;0.3407669;0.38137543
1294796987;0.3400696;0.38137543
1295296987;0.33881247;0.38137543
1295797053;0.33851784;0.38137543
1296297002;0.34061003;0.38137543
1296797008;0.33798867;0.38137543
1297296998;0.33997;0.38137543
1297796992;0.33909643;0.38137543
1298297265;0.3420506;0.38137543
1298797244;0.33902448;0.38137543
1299296986;0.33877587;0.38137543
1299796990;0.34068048;0.38137543
1300297028;0.3374281;0.38137543
1300796987;0.34201443;0.38137543
1301297023;0.33935112;0.38137543
1301797009;0.33987826;0.38137543
1302297035;0.3393401;0.38137543
1302797001;0.33947885;0.38137543
1303296989;0.339029;0.38137543
1303796987;0.33794618;0.38137543
1304297045;0.33905667;0.38137543
1304796993;0.33928376;0.38137543
1305297000;0.33836484;0.38137543
1305797237;0.33952856;0.38137543
1306296987;0.33907562;0.38137543
1306797014;0.33950263;0.38137543
1307297002;0.33958763;0.38137543
1307796999;0.33993137;0.38137543
1308297532;0.33879548;0.38137543
1308796988;0.33934516;0.38137543
1309297551;0.338493;0.38137543
1309796987;0.3391623;0.38137543
1310297033;0.33891118;0.38137543
1310796986;0.3401994;0.38137543
1311296987;0.33914757;0.38137543
1311796992;0.33953828;0.38137543
1312296987;0.33854175;0.38137543
1312797582;0.33935624;0.38137543
1313296987;0.33986878;0.38137543
1313796987;0.33945394;0.38137543
1314296986;0.3379498;0.38137543
1314796987;0.33944654;0.38137543
1315297132;0.3386315;0.38137543
1315796986;0.34144562;0.38137543
1316296987;0.34103018;0.38137543
1316796986;0.33921802;0.38137543
1317296987;0.3380131;0.38137543
1317797060;0.33933157;0.38137543
1318296986;0.3393752;0.38137543
1318796994;0.33819234;0.38137543
1319296986;0.3391015;0.38137543
1319796986;0.33885604;0.38137543
1320297097;0.33981323;0.38137543
1320796987;0.34114563;0.38137543
1321297059;0.33722723;0.38137543
1321796989;0.3388921;0.38137543
1322297008;0.33780497;0.38137543
1322796987;0.3400404;0.38137543
1323296989;0.33611476;0.38137543
1323797088;0.3410859;0.38137543
1324296987;0.3392113;0.38137543
1324797012;0.33871734;0.38137543
1325296987;0.33813006;0.38137543
1325796994;0.3403492;0.38137543
1326296995;0.33968127;0.38137543
1326796986;0.3386181;0.38137543
1327297636;0.33866358;0.38137543
1327797136;0.34020042;0.38137543
1328296987;0.34072924;0.38137543
1328796996;0.3395589;0.38137543
1329297019;0.33856308;0.38137543
1329797089;0.33830297;0.38137543
1330296987;0.33854187;0.38137543
1330796986;0.3391897;0.38137543
1331297261;0.33810407;0.38137543
1331797001;0.33973557;0.38137543
1332297003;0.33904105;0.38137543
1332796993;0.33896583;0.38137543
1333297006;0.33872074;0.38137543
1333796987;0.33948183;0.38137543
1334297011;0.34078407;0.38137543
1334797317;0.33828253;0.38137543
1335297037;0.339913;0.38137543
1335797011;0.33925778;0.38137543
1336297007;0.34172434;0.38137543
1336797522;0.3400578;0.38137543
1337296986;0.33995426;0.38137543
1337796987;0.3385083;0.38137543
1338297445;0.33770448;0.38137543
1338796987;0.33963746;0.38137543
1339296988;0.33889043;0.38137543
1339796997;0.33784884;0.38137543
1340296988;0.3411482;0.38137543
1340796987;0.3395561;0.38137543
1341296999;0.338179;0.38137543
1341797524;0.3384431;0.38137543
1342297002;0.33990616;0.38137543
1342796987;0.33898503;0.38137543
1343297007;0.33764505;0.38137543
1343797011;0.33944333;0.38137543
1344296988;0.33958536;0.38137543
1344797008;0.34082788;0.38137543
1345296986;0.3372463;0.38137543
1345796988;0.34037417;0.38137543
1346297414;0.33839118;0.38137543
1346796995;0.33888984;0.38137543
1347297062;0.3392861;0.38137543
1347797055;0.3375473;0.38137543
1348297000;0.34040076;0.38137543
1348797019;0.3387652;0.38137543
1349296987;0.33988887;0.38137543
1349796987;0.33748323;0.38137543
1350297035;0.34042197;0.38137543
1350797012;0.33962244;0.38137543
1351297089;0.33963495;0.38137543
1351796986;0.33922243;0.38137543
1352296987;0.34092247;0.38137543
1352797002;0.3389476;0.38137543
1353297002;0.3400442;0.38137543
1353797062;0.33826965;0.38137543
1354296987;0.33989906;0.38137543
1354796987;0.3380733;0.38137543
1355297002;0.34062427;0.38137543
1355797180;0.33765024;0.38137543
1356297024;0.34030992;0.38137543
1356797198;0.33872277;0.38137543
1357297097;0.33831996;0.38137543
1357797028;0.340531;0.38137543
1358296986;0.3384617;0.38137543
1358796987;0.338211;0.38137543
1359296987;0.33806413;0.38137543
1359797277;0.33905143;0.38137543
1360296987;0.33904773;0.38137543
1360796994;0.33867812;0.38137543
1361296987;0.34034312;0.38137543
1361796986;0.33747238;0.38137543
1362297012;0.3415867;0.38137543
1362797002;0.33907378;0.38137543
1363297183;0.33908802;0.38137543
1363797039;0.3406642;0.38137543
1364296995;0.3387431;0.38137543
1364797035;0.33982152;0.38137543
1365297309;0.33710372;0.38137543
1365797007;0.3394963;0.38137543
1366296987;0.33930862;0.38137543
1366797001;0.33840257;0.38137543
1367297117;0.33821493;0.38137543
1367797016;0.33858198;0.38137543
1368296987;0.3411042;0.38137543
1368796987;0.33782148;0.38137543
1369297140;0.33995157;0.38137543
1369796987;0.33828378;0.38137543
1370296986;0.3391617;0.38137543
1370797214;0.33691674;0.38137543
1371297010;0.34031606;0.38137543
1371797012;0.33943784;0.38137543
1372296987;0.33840108;0.38137543
1372797073;0.3384726;0.38137543
1373296987;0.33986259;0.38137543
1373797586;0.33823246;0.38137543
1374297261;0.34078747;0.38137543
1374796995;0.34016234;0.38137543
1375296987;0.34072667;0.38137543
1375796987;0.34042466;0.38137543
1376296987;0.3380252;0.38137543
1376796987;0.33846074;0.38137543
1377296988;0.33866876;0.38137543
1377797384;0.33977717;0.38137543
1378297035;0.33864993;0.38137543
1378797118;0.33893573;0.38137543
1379297020;0.3389699;0.38137543
1379796986;0.33932984;0.38137543
1380296986;0.33899182;0.38137543
1380796987;0.34022796;0.38137543
1381297341;0.3381068;0.38137543
1381797009;0.33823794;0.38137543
1382297066;0.33801794;0.38137543
1382796995;0.33895302;0.38137543
1383297287;0.3398474;0.38137543
1383796987;0.3391155;0.38137543
1384296987;0.33947438;0.38137543
1384797512;0.33832586;0.38137543
1385297019;0.33921015;0.38137543
1385796989;0.33893454;0.38137543
1386296987;0.3396424;0.38137543
1386796987;0.3411113;0.38137543
1387297014;0.33888608;0.38137543
1387796987;0.33918965;0.38137543
1388297952;0.3378681;0.38137543
1388796996;0.34037215;0.38137543
1389297020;0.3393284;0.38137543
1389796987;0.33859313;0.38137543
1390297126;0.33830762;0.38137543
1390796987;0.34182024;0.38137543
1391296987;0.3389892;0.38137543
1391798000;0.33749378;0.38137543
1392296996;0.338884;0.38137543
1392797288;0.33903044;0.38137543
1393296987;0.33848464;0.38137543
1393796986;0.34240204;0.38137543
1394296989;0.3397385;0.38137543
1394796987;0.33961087;0.38137543
1395297586;0.33707917;0.38137543
1395796997;0.34067857;0.38137543
1396296997;0.338319;0.38137543
1396796986;0.3405698;0.38137543
1397296987;0.3395077;0.38137543
1397797031;0.34014648;0.38137543
1398296986;0.33911937;0.38137543
1398796987;0.33886445;0.38137543
1399297044;0.33807522;0.38137543
1399796987;0.3397897;0.38137543
1400296999;0.33930802;0.38137543
1400797084;0.33941936;0.38137543
1401297266;0.33792323;0.38137543
1401796987;0.34121996;0.38137543
1402296986;0.3382998;0.38137543
1402796994;0.3398521;0.38137543
1403296993;0.34027058;0.38137543
1403796986;0.34028018;0.38137543
1404296986;0.33970225;0.38137543
1404797054;0.34055728;0.38137543
1405297012;0.3418604;0.38137543
1405796987;0.3389008;0.38137543
1406296995;0.34000558;0.38137543
1406796987;0.33996117;0.38137543
1407296987;0.34059107;0.38137543
1407796987;0.33879787;0.38137543
1408297055;0.339369;0.38137543
1408796986;0.34077042;0.38137543
1409296987;0.3399747;0.38137543
1409797417;0.33837944;0.38137543
1410296986;0.33915436;0.38137543
1410797260;0.33866727;0.38137543
1411296987;0.3400123;0.38137543
1411797091;0.33793384;0.38137543
1412296987;0.3402661;0.38137543
1412796986;0.34049934;0.38137543
1413296996;0.33892643;0.38137543
1413796987;0.3399393;0.38137543
1414297035;0.33780986;0.38137543
1414796986;0.33931708;0.38137543
1415296987;0.33667308;0.38137543
1415796987;0.33973992;0.38137543
1416297001;0.3407597;0.38137543
1416797111;0.34001255;0.38137543
1417296986;0.3404885;0.38137543
1417796986;0.33935302;0.38137543
1418296989;0.3408655;0.38137543
1418797043;0.3391177;0.38137543
1419297075;0.33902186;0.38137543
1419796986;0.34010196;0.38137543
1420297016;0.34207922;0.38137543
1420797031;0.3381979;0.38137543
1421296988;0.33853543;0.38137543
1421797026;0.33957034;0.38137543
1422296986;0.33754694;0.38137543
1422796987;0.33808285;0.38137543
1423296987;0.33942968;0.38137543
1423797059;0.33885598;0.38137543
1424296987;0.3397773;0.38137543
1424797065;0.3384174;0.38137543
1425297012;0.33981764;0.38137543
1425796986;0.3362717;0.38137543
1426296986;0.340393;0.38137543
1426797034;0.33980542;0.38137543
1427297245;0.3422076;0.38137543
1427797263;0.33772182;0.38137543
1428297045;0.33983612;0.38137543
1428796988;0.33941507;0.38137543
1429296987;0.33934504;0.38137543
1429796987;0.33881003;0.38137543
1430296987;0.33932942;0.38137543
1430797058;0.34027648;0.38137543
1431296987;0.33891004;0.38137543
1431797026;0.3385238;0.38137543
1432297001;0.33882707;0.38137543
1432796987;0.3389604;0.38137543
1433296986;0.3395356;0.38137543
1433796987;0.33783352;0.38137543
1434297214;0.33966172;0.38137543
1434796986;0.34177572;0.38137543
1435297065;0.3377515;0.38137543
1435796986;0.34033704;0.38137543
1436297473;0.3407396;0.38137543
1436796986;0.34005392;0.38137543
1437296987;0.33763635;0.38137543
1437797099;0.34032094;0.38137543
1438297123;0.3391813;0.38137543
1438797061;0.33842033;0.38137543
1439296987;0.3415153;0.38137543
1439796986;0.33852708;0.38137543
1440296987;0.34029245;0.38137543
1440796988;0.33944386;0.38137543
1441297155;0.33975458;0.38137543
1441796987;0.33673364;0.38137543
1442296986;0.33421677;0.38137543
1442797011;0.33571643;0.38137543
1443796986;0.3349104;0.38137543
1444296987;0.3391412;0.38137543
1444797799;0.33776766;0.38137543
1445297002;0.3398351;0.38137543
1445797090;0.34043342;0.38137543
1446301003;0.40212727;0.38137543
1446796987;0.35544634;0.38137543
