timestamp;io_errors;frames_tx;frames_rx;interface
1250791825;36155;35486;0;1
1250893873;36158;35490;0;1
1250995868;36162;35490;0;1
1251098335;36162;35490;0;1
1251199876;36162;35490;0;1
1251301812;36162;35490;0;1
1251404817;36162;35493;0;1
1251505819;36165;35493;0;1
1251607813;36165;35493;0;1
1251710258;36166;35505;0;1
1251811811;36177;35505;0;1
1251913849;36177;35508;0;1
1252016347;36180;35508;0;1
1252117818;36180;35508;0;1
1252219819;36180;35508;0;1
1252322113;36180;35510;0;1
1252423881;36182;35511;0;1
1252525825;36183;35511;0;1
1252628021;36184;35511;0;1
1252729810;36184;35523;0;1
1252831810;36195;35525;0;1
1252933947;36197;35526;0;1
1253035810;36198;35526;0;1
1253137812;36198;35526;0;1
1253240038;36198;35526;0;1
1253341810;36198;35528;0;1
1253443811;36200;35529;0;1
1253545811;36201;35529;0;1
1253647815;36202;35529;0;1
1253750146;36202;35541;0;1
1253851811;36213;35543;0;1
1253953812;36215;35544;0;1
1254055811;36216;35544;0;1
1254157812;36216;35544;0;1
1254259811;36216;35544;0;1
1254361825;36216;35546;0;1
1254463811;36218;35547;0;1
1254565824;36219;35547;0;1
1254668003;36220;35557;0;1
1254769823;36230;35559;0;1
1254871811;36231;35562;0;1
1254973811;36234;35562;0;1
1255075939;36234;35562;0;1
1255177814;36234;35562;0;1
1255279813;36234;35562;0;1
1255381812;36234;35565;0;1
1255483811;36237;35565;0;1
1255585811;36237;35565;0;1
1255687845;36238;35577;0;1
1255789813;36249;35577;0;1
1255891812;36249;35580;0;1
1255993812;36252;35580;0;1
1256095811;36252;35580;0;1
1256197812;36252;35580;0;1
1256299813;36252;35580;0;1
1256402047;36252;35583;0;1
1256503811;36255;35583;0;1
1256605810;36255;35583;0;1
1256707819;36256;35595;0;1
1256809812;36267;35595;0;1
1256911810;36267;35598;0;1
1257013857;36270;35598;0;1
1257115814;36270;35598;0;1
1257217816;36270;35598;0;1
1257319816;36270;35598;0;1
1257421836;36270;35601;0;1
1257523832;36273;35601;0;1
1257625810;36274;35601;0;1
1257728261;36274;35613;0;1
1257829835;36285;35613;0;1
1257932017;36285;35616;0;1
1258033820;36288;35616;0;1
1258135878;36288;35616;0;1
1258237925;36288;35616;0;1
1258339812;36288;35616;0;1
1258441838;36288;35619;0;1
1258543898;36291;35619;0;1
1258645810;36292;35619;0;1
1258747814;36292;35631;0;1
1258849851;36303;35631;0;1
1258951811;36303;35633;0;1
1259054221;36305;35634;0;1
1259155811;36306;35634;0;1
1259257813;36306;35634;0;1
1259359812;36306;35634;0;1
1259461810;36306;35636;0;1
1259563810;36308;35637;0;1
1259665811;36310;35637;0;1
1259767816;36310;35649;0;1
1259869824;36321;35649;0;1
1259971811;36321;35652;0;1
1260073819;36324;35652;0;1
1260175816;36324;35652;0;1
1260277811;36324;35652;0;1
1260379826;36324;35652;0;1
1260481814;36324;35655;0;1
1260583810;36327;35655;0;1
1260685811;36328;35667;0;1
1260787819;36339;35667;0;1
1260889812;36339;35667;0;1
1260991810;36339;35670;0;1
1261093811;36342;35670;0;1
1261195810;36342;35670;0;1
1261297813;36342;35670;0;1
1261399812;36342;35670;0;1
1261501814;36342;35673;0;1
1261603811;36345;35673;0;1
1261705812;36346;35685;0;1
1261807813;36357;35685;0;1
1261909813;36357;35685;0;1
1262011811;36357;35688;0;1
1262113811;36360;35688;0;1
1262215810;36360;35688;0;1
1262317816;36360;35688;0;1
1262419847;36360;35690;0;1
1262521813;36362;35691;0;1
1262623811;36364;35691;0;1
1262725811;36364;35703;0;1
1262827812;36375;35703;0;1
1262929836;36375;35703;0;1
1263031811;36375;35706;0;1
1263133811;36378;35706;0;1
1263235810;36378;35706;0;1
1263337813;36378;35706;0;1
1263439828;36378;35706;0;1
1263541822;36378;35709;0;1
1263643811;36382;35709;0;1
1263745812;36382;35721;0;1
1263847812;36393;35721;0;1
1263949826;36393;35721;0;1
1264051833;36393;35724;0;1
1264153811;36396;35724;0;1
1264255811;36396;35724;0;1
1264357813;36396;35724;0;1
1264459834;36396;35724;0;1
1264561811;36396;35727;0;1
1264663882;36400;35727;0;1
1264766349;36400;35739;0;1
1264867913;36411;35739;0;1
1264969858;36411;35742;0;1
1265072392;36414;35742;0;1
1265173811;36414;35742;0;1
1265275812;36414;35742;0;1
1265378433;36414;35742;0;1
1265479811;36414;35745;0;1
1265581811;36417;35745;0;1
1265684139;36418;35757;0;1
