timestamp;timestamp_sample;device_id;x;y;z;temperature;error_count
1251463066;1251462116;396809;-0.043181818;-0.041666664;-0.27348483;nan;0
1252467092;1252466141;396809;-0.04242424;-0.048484847;-0.28939393;nan;0
1253470372;1253469422;396809;-0.16287878;-0.14621212;-0.23257574;nan;0
1254473601;1254472635;396809;-0.23636363;-0.09924242;-0.15151514;nan;0
1255477127;1255476177;396809;-0.23030302;-0.096969694;-0.1621212;nan;0
1256480251;1256479301;396809;-0.23030302;-0.098484844;-0.16969696;nan;0
1257462167;1257461202;396809;-0.23257574;-0.09621212;-0.15681818;nan;0
1258466012;1258465061;396809;-0.23333332;-0.10151515;-0.1590909;nan;0
1259469319;1259468369;396809;-0.23484848;-0.09924242;-0.15530303;nan;0
1260472747;1260471798;396809;-0.22954544;-0.10151515;-0.15833333;nan;0
1261476124;1261475174;396809;-0.23257574;-0.09621212;-0.1590909;nan;0
1262479130;1262478165;396809;-0.22878787;-0.098484844;-0.16590908;nan;0
1263461424;1263460474;396809;-0.23030302;-0.10075757;-0.16363636;nan;0
1264464483;1264463474;396809;-0.22954544;-0.10075757;-0.16363636;nan;0
1265467558;1265466608;396809;-0.23030302;-0.09924242;-0.15303029;nan;0
1266471318;1266470368;396809;-0.22878787;-0.10151515;-0.15833333;nan;0
1267474553;1267473603;396809;-0.22878787;-0.10454545;-0.16893938;nan;0
1268477996;1268477046;396809;-0.2310606;-0.10378788;-0.16439393;nan;0
1269459819;1269458869;396809;-0.23030302;-0.10909091;-0.16363636;nan;0
1270463158;1270462191;396809;-0.2280303;-0.1060606;-0.16060606;nan;0
1271466874;1271465925;396809;-0.2280303;-0.10833333;-0.16742423;nan;0
1272469995;1272469046;396809;-0.22954544;-0.10757575;-0.15833333;nan;0
1273472999;1273472049;396809;-0.2280303;-0.10378788;-0.16439393;nan;0
1274476475;1274475525;396809;-0.22954544;-0.10378788;-0.15681818;nan;0
1275479558;1275478569;396809;-0.22954544;-0.10378788;-0.16060606;nan;0
1276461331;1276460381;396809;-0.22575757;-0.11060606;-0.16060606;nan;0
1277464846;1277463896;396809;-0.22727272;-0.10833333;-0.16363636;nan;0
1278467911;1278466961;396809;-0.22727272;-0.11060606;-0.16439393;nan;0
1279471320;1279470370;396809;-0.225;-0.11212121;-0.16742423;nan;0
1280474324;1280473374;396809;-0.22575757;-0.10833333;-0.16590908;nan;0
1281477538;1281476588;396809;-0.22651514;-0.109848484;-0.16590908;nan;0
1282480935;1282479985;396809;-0.22727272;-0.1060606;-0.15681818;nan;0
1283463059;1283462109;396809;-0.22954544;-0.10151515;-0.16742423;nan;0
1284466376;1284465425;396809;-0.22954544;-0.10530303;-0.16363636;nan;0
1285469749;1285468799;396809;-0.22727272;-0.10530303;-0.16590908;nan;0
1286472848;1286471898;396809;-0.22727272;-0.1030303;-0.16363636;nan;0
1287476575;1287475626;396809;-0.22575757;-0.10530303;-0.16742423;nan;0
1288479742;1288478792;396809;-0.22727272;-0.11212121;-0.16363636;nan;0
1289482837;1289481822;396809;-0.22575757;-0.11212121;-0.16439393;nan;0
1290465209;1290464259;396809;-0.22272727;-0.115909085;-0.16742423;nan;0
1291468249;1291467300;396809;-0.2280303;-0.11060606;-0.16439393;nan;0
1292471407;1292470457;396809;-0.22272727;-0.11363636;-0.16969696;nan;0
1293475047;1293474097;396809;-0.225;-0.11212121;-0.16439393;nan;0
1294478328;1294477378;396809;-0.22651514;-0.109848484;-0.16893938;nan;0
1295481742;1295480792;396809;-0.2280303;-0.1030303;-0.16363636;nan;0
1296463805;1296462855;396809;-0.22651514;-0.1060606;-0.16439393;nan;0
1297467095;1297466145;396809;-0.22424242;-0.10833333;-0.16590908;nan;0
