timestamp;timestamp_sample;gps_hvel[0];gps_hvel[1];gps_vvel;gps_hpos[0];gps_hpos[1];gps_vpos;ev_hvel[0];ev_hvel[1];ev_vvel;ev_hpos[0];ev_hpos[1];ev_vpos;rng_vpos;baro_vpos;aux_hvel[0];aux_hvel[1];flow[0];flow[1];heading;mag_field[0];mag_field[1];mag_field[2];gravity[0];gravity[1];gravity[2];drag[0];drag[1];airspeed;beta;hagl;hagl_rate
1251137503;1250948765;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.09070206;0.0;0.0;0.0;0.0;0.00894399;0.00894399;-0.0025021136;-0.007297635;-3.9696693e-05;0.00013837218;-0.00011134148;0.0;0.0;0.0;0.0;0.0;0.0
1251642057;1251453470;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.051360846;0.0;0.0;0.0;0.0;0.008313889;0.008313889;-0.006008031;-0.025453418;-0.0029495955;0.0022455156;-0.0042482615;0.0;0.0;0.0;0.0;0.0;0.0
1252136732;1251948276;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1358664;0.0;0.0;0.0;0.0;0.0060000625;0.0060000625;-0.0044974014;-0.0108808875;-0.0010663271;-0.010377914;0.004030764;0.0;0.0;0.0;0.0;0.0;0.0
1252641496;1252452980;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.15680146;0.0;0.0;0.0;0.0;0.004422754;0.004422754;-0.008182222;-0.015270293;0.0055223703;-0.003782183;0.007621348;0.0;0.0;0.0;0.0;0.0;0.0
1253136412;1252947788;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.032084703;0.0;0.0;0.0;0.0;7.107295e-05;7.107295e-05;-0.004881136;-0.0012470782;-0.02684939;-0.013667136;-0.022200465;0.0;0.0;0.0;0.0;0.0;0.0
1253640995;1253452491;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14679599;0.0;0.0;0.0;0.0;0.03487721;-0.03984943;-0.019607112;0.03487721;-0.028189361;-0.045247823;-0.0011218786;0.0;0.0;0.0;0.0;0.0;0.0
1254135758;1253947299;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.024563074;0.0;0.0;0.0;0.0;0.078857765;-0.03356598;-0.022737913;0.078857765;-0.052307308;0.0093437135;0.00089120865;0.0;0.0;0.0;0.0;0.0;0.0
1254640508;1254452002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.06784129;0.0;0.0;0.0;0.0;0.07232183;-0.030465394;-0.020580828;0.07232183;-0.020625904;0.008135129;0.001141429;0.0;0.0;0.0;0.0;0.0;0.0
1255139039;1254946810;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.009283066;0.0;0.0;0.0;0.0;0.06437203;-0.023495555;-0.015527144;0.06437203;0.068138845;-0.01698956;-0.004563689;0.0;0.0;0.0;0.0;0.0;0.0
1255640039;1255451514;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0050139427;0.0;0.0;0.0;0.0;0.05774185;-0.021100342;-0.0145871565;0.05774185;0.046682917;-0.013605032;-0.0019766688;0.0;0.0;0.0;0.0;0.0;0.0
