timestamp;timestamp_sample;latitude_deg;longitude_deg;altitude_msl_m;altitude_ellipsoid_m;time_utc_usec;device_id;s_variance_m_s;c_variance_rad;eph;epv;hdop;vdop;noise_per_ms;jamming_indicator;vel_m_s;vel_n_m_s;vel_e_m_s;vel_d_m_s;cog_rad;timestamp_time_relative;system_error;heading;heading_offset;heading_accuracy;rtcm_injection_rate;automatic_gain_control;fix_type;jamming_state;spoofing_state;authentication_state;vel_ned_valid;satellites_used;selected_rtcm_instance;rtcm_crc_failed;rtcm_msg_used
1251524748;0;0.0;0.0;-17.0;0.0;0;11075589;999.00006;3.1415925;4294967.5;3948831.0;99.99;99.99;84;12;0.0;0.0;0.0;0.0;0.0;0;0;nan;0.0;0.0;0.0;2106;0;0;1;0;0;0;0;0;0
1252524748;0;0.0;0.0;-17.0;0.0;0;11075589;999.00006;3.1415925;4294967.5;3949143.8;99.99;99.99;84;10;0.0;0.0;0.0;0.0;0.0;0;0;nan;0.0;0.0;0.0;2106;0;0;1;0;0;0;0;0;0
1253524733;0;0.0;0.0;-17.0;0.0;0;11075589;999.00006;3.1415925;4294967.5;3949456.8;99.99;99.99;78;13;0.0;0.0;0.0;0.0;0.0;0;0;nan;0.0;0.0;0.0;2106;0;0;1;0;0;0;0;0;0
1254524733;0;0.0;0.0;-17.0;0.0;0;11075589;999.00006;3.1415925;4294967.5;3949770.5;99.99;99.99;73;19;0.0;0.0;0.0;0.0;0.0;0;0;nan;0.0;0.0;0.0;2106;0;0;1;0;0;0;0;0;0
1255524732;0;0.0;0.0;-17.0;0.0;0;11075589;999.00006;3.1415925;4294967.5;3950084.0;99.99;99.99;73;18;0.0;0.0;0.0;0.0;0.0;0;0;nan;0.0;0.0;0.0;2106;0;0;1;0;0;0;0;0;0
1256524733;0;0.0;0.0;-17.0;0.0;0;11075589;999.00006;3.1415925;4294967.5;3950397.8;99.99;99.99;78;18;0.0;0.0;0.0;0.0;0.0;0;0;nan;0.0;0.0;0.0;2106;0;0;1;0;0;0;0;0;0
1257524733;0;0.0;0.0;-17.0;0.0;0;11075589;999.00006;3.1415925;4294967.5;3950711.8;99.99;99.99;78;19;0.0;0.0;0.0;0.0;0.0;0;0;nan;0.0;0.0;0.0;2106;0;0;1;0;0;0;0;0;0
1258524758;0;0.0;0.0;-17.0;0.0;0;11075589;999.00006;3.1415925;4294967.5;3951025.8;99.99;99.99;78;22;0.0;0.0;0.0;0.0;0.0;0;0;nan;0.0;0.0;0.0;2106;0;0;1;0;0;0;0;0;0
1259524732;0;0.0;0.0;-17.0;0.0;0;11075589;999.00006;3.1415925;4294967.5;3951340.5;99.99;99.99;78;15;0.0;0.0;0.0;0.0;0.0;0;0;nan;0.0;0.0;0.0;2106;0;0;1;0;0;0;0;0;0
1260524825;0;0.0;0.0;-17.0;0.0;0;11075589;999.00006;3.1415925;4294967.5;3951655.0;99.99;99.99;78;16;0.0;0.0;0.0;0.0;0.0;0;0;nan;0.0;0.0;0.0;2106;0;0;1;0;0;0;0;0;0
