timestamp;gyro_rad[0];gyro_rad[1];gyro_rad[2];gyro_integral_dt;accelerometer_timestamp_relative;accelerometer_m_s2[0];accelerometer_m_s2[1];accelerometer_m_s2[2];accelerometer_integral_dt;accelerometer_clipping;gyro_clipping;accel_calibration_count;gyro_calibration_count
1282167961;-0.04189422;-0.043586835;0.03770023;4546;0;-0.68862975;0.77796483;-12.769121;4363;0;0;3;1
1282172413;0.0011468335;0.0042304527;-0.010841612;4452;0;-1.0709121;-1.1595117;-8.9749565;4364;0;0;3;1
1282176912;-0.085814446;-0.07538479;-0.015497837;4499;0;1.5918117;0.02013252;-10.092849;4363;0;0;3;1
1282181411;-0.05076784;-0.114172034;0.015529658;4499;0;-1.5363777;0.10458353;-9.192907;5817;0;0;3;1
1282185910;-0.070538834;-0.030644652;0.02683646;4499;0;-0.5925851;-0.37656423;-10.693449;4363;0;0;3;1
1282190456;-0.047735892;0.06751873;0.009111945;4546;0;-0.10177126;-0.7124289;-10.111536;4364;0;0;3;1
1282194908;-0.08719767;-0.073789;-0.024081392;4452;0;1.1511682;-0.29476067;-9.336346;4363;0;0;3;1
1282199407;-0.13601092;-0.03989363;0.024881793;4499;0;-1.8998327;0.14817122;-9.214475;4363;0;0;3;1
1282203906;-0.14941761;0.0057390514;0.02866446;4499;0;-0.41091502;-0.64940906;-11.008787;4364;0;0;3;1
1282208405;-0.12028069;0.093312986;0.006235121;4499;0;-0.17699374;0.0075162826;-9.607389;4362;0;0;3;1
1282212951;-0.11521838;-0.007680745;-0.018427933;4546;0;1.1613989;-0.5255653;-10.218696;4364;0;0;3;1
1282217403;-0.15929909;-0.056649704;0.02506656;4452;0;-1.6241949;0.2363278;-8.016664;4363;0;0;3;1
1282221902;-0.15534216;0.10870257;0.046217572;4499;0;-0.5006669;-0.6054845;-11.734986;4363;0;0;3;1
1282226401;-0.08053138;0.05074157;-0.025361404;4499;0;0.36303413;0.17237124;-9.003721;5818;0;0;3;1
1282230900;-0.10484347;0.08321446;-0.0056203627;4499;0;-0.29393664;-0.3702862;-10.769496;4363;0;0;3;1
1282235446;-0.13007502;-0.1087009;0.02356617;4546;0;-0.5861914;-0.2884379;-8.628069;4363;0;0;3;1
1282239898;-0.16202633;0.20925039;0.061802037;4452;0;-1.4842201;-0.10990362;-10.930253;4363;0;0;3;1
1282244397;-0.11497322;0.0055199317;-0.024424769;4499;0;1.4301287;0.42512488;-10.052181;4363;0;0;3;1
1282248896;-0.09514309;0.14845648;0.008975127;4499;0;-1.1666836;-0.78792703;-8.92459;4364;0;0;3;1
1282253395;-0.15312046;-0.0829892;0.042883687;4499;0;0.38274506;0.30542663;-10.014228;4363;0;0;3;1
1282257941;-0.16103673;0.22842582;0.035057753;4546;0;-2.2088752;-0.10772291;-9.452728;4363;0;0;3;1
1282262393;-0.062179785;0.045453064;-0.011871673;4452;0;1.7879612;1.4263947;-11.584516;4362;0;0;3;1
1282266892;-0.032036006;0.108048685;0.009885499;4499;0;-1.4608551;-1.2853436;-7.4678802;4363;0;0;3;1
1282271391;-0.121667184;0.0127807995;0.041087262;4499;0;0.63293755;0.49229118;-11.608205;4363;0;0;3;1
1282275890;-0.13942882;0.14154834;0.016516162;4499;0;-1.4641033;0.60684526;-7.5621862;5819;0;0;3;1
1282280436;-0.1247294;0.1404505;0.012725334;4546;0;1.3509951;0.16641155;-15.196146;4362;0;0;3;1
1282284888;-0.08918835;0.026791478;0.010150207;4452;0;-0.9995539;-0.80452466;-3.6840124;4364;0;0;3;1
1282289387;-0.19244196;0.10255464;0.06273909;4499;0;0.33680755;0.6036463;-15.526734;4363;0;0;3;1
1282293886;-0.11982361;0.10677681;0.014304169;4499;0;-1.3342295;1.0400776;-4.9743137;4364;0;0;3;1
1282298385;-0.11136518;0.17115505;0.025430007;4499;0;1.2513624;0.192636;-14.860084;4364;0;0;3;1
1282302931;-0.0105286995;0.0004529117;0.010935407;4546;0;-0.8262562;-0.8235449;-4.255524;4364;0;0;3;1
1282307383;-0.07360725;0.13876358;0.034960125;4452;0;0.29338127;0.807144;-14.784701;4363;0;0;3;1
1282311882;-0.085396364;0.106049314;0.02895814;4499;0;-1.1189383;0.86391187;-5.7607846;4363;0;0;3;1
1282316381;-0.08039708;0.1329901;0.029319115;4499;0;0.97992563;0.02021767;-13.512874;4363;0;0;3;1
1282320880;-0.0739881;0.03904053;0.040015377;4499;0;-0.4589648;-0.84156775;-7.0355487;5818;0;0;3;1
1282325426;-0.04727246;0.10571184;0.0070937593;4546;0;0.029716497;1.625743;-13.122232;4364;0;0;3;1
1282329878;-0.06082931;0.119397394;0.054078065;4452;0;-0.83245414;0.28443056;-6.901513;4363;0;0;3;1
1282334377;-0.02808654;0.06876705;0.025148716;4499;0;0.9254824;-0.3514482;-12.11792;4364;0;0;3;1
1282338876;-0.08900469;0.09341988;0.04702312;4499;0;-1.1460205;-1.287605;-7.3590007;4363;0;0;3;1
1282343375;-0.094551146;0.03702085;0.007855997;4499;0;0.96533346;1.9911282;-12.2507305;4363;0;0;3;1
1282347922;-0.02344479;0.14376505;0.06780004;4547;0;-1.3506604;0.45872754;-7.554512;4363;0;0;3;1
1282352373;0.06142741;0.018028911;0.033803873;4451;0;1.3137473;0.3076867;-11.157156;4363;0;0;3;1
