timestamp;timestamp_sample;time_last_fuse;observation[0];observation[1];device_id;observation_variance[0];observation_variance[1];innovation[0];innovation[1];innovation_filtered[0];innovation_filtered[1];innovation_variance[0];innovation_variance[1];test_ratio[0];test_ratio[1];test_ratio_filtered[0];test_ratio_filtered[1];estimator_instance;innovation_rejected;fused
1251216875;1251027934;1251027934;-0.005222825799137354;0.0005130166537128389;0;1e-04;1e-04;-0.0004838241;-0.0003744623;-0.00038106975;-0.00032326995;0.00024484255;0.00024522006;0.0001062296;6.353569e-05;-6.820606e-05;-5.14115e-05;1;0;1
1251635775;1251443573;1251443573;-0.005222824867814779;0.0005130171193741262;0;1e-04;1e-04;-0.00036219897;-0.00032126706;-0.00039739624;-0.00032744042;0.00024484936;0.0002452224;5.953234e-05;4.6765945e-05;-7.378959e-05;-5.0648865e-05;1;0;1
1252047798;1251859211;1251859211;-0.005222824867814779;0.000513015256728977;0;1e-04;1e-04;-0.00038221452;-0.00053083175;-0.00038485823;-0.0004190179;0.00024483888;0.00024521453;6.6296634e-05;0.00012768066;-6.837756e-05;-8.450869e-05;1;0;1
1252671336;1252482668;1252482668;-0.005222824402153492;0.0005130154313519597;0;1e-04;1e-04;-0.00031992467;-0.00050854863;-0.00036244612;-0.00048467473;0.00024484054;0.0002452132;4.644828e-05;0.00011718679;-6.0503324e-05;-0.00010929369;1;0;1
1253245132;1253056645;1252482668;-0.005222886335104704;0.000512913684360683;0;100.0;100.0;-0.007175949;-0.0118356645;-0.0016775571;-0.0032490268;100.000565;100.000565;5.7215505e-08;1.5564684e-07;-2.0703324e-05;-3.7410886e-05;1;0;0
1253739922;1253551452;1252482668;-0.005223407410085201;0.0005130284698680043;0;100.0;100.0;-0.064779066;0.0009379275;-0.02367047;-0.00939457;100.002205;100.00218;4.662483e-06;9.77432e-10;-8.912684e-06;-1.4194859e-05;1;0;0
1254244666;1254056156;1252482668;-0.005223434884101152;0.0005130914505571127;0;100.0;100.0;-0.067850895;0.007951962;-0.057280216;0.0012015096;100.00667;100.00608;5.11493e-06;7.025539e-08;-7.450976e-06;-5.1845864e-06;1;0;0
1254749363;1254560860;1252482668;-0.005223230924457312;0.0005131015786901116;0;100.0;100.0;-0.04529621;0.0090803495;-0.05715846;0.007192757;100.0171;100.01388;2.2793288e-06;9.160145e-08;-5.0561807e-06;-1.8270135e-06;1;0;0
1255244485;1255055667;1252482668;-0.005222857464104891;0.0005130841745994985;0;100.0;100.0;-0.0039697406;0.007140681;-0.0356939;0.0078193;100.03781;100.02743;1.7503204e-08;5.6639276e-08;-2.3436953e-06;-6.3880447e-07;1;0;0
1255738968;1255550475;1252482668;-0.005222375970333815;0.0005130657809786499;0;100.0;100.0;0.049251232;0.0050942292;0.002721765;0.006722727;100.07529;100.04955;2.6931766e-06;2.8820352e-08;-2.3733053e-07;-2.1408374e-07;1;0;0
1256243679;1256055179;1252482668;-0.005221680738031864;0.000513048900756985;0;100.0;100.0;0.126122;0.003215401;0.05954145;0.004735687;100.13919;100.084496;1.764961e-05;1.1477862e-08;6.258208e-06;-6.964513e-08;1;0;0
1256748338;1256559883;1252482668;-0.005220772698521614;0.0005130411009304225;0;100.0;100.0;0.22651878;0.0023455769;0.13628057;0.0029434343;100.23958;100.13643;5.6875695e-05;6.1047056e-09;2.5806408e-05;-2.2972102e-08;1;0;0
1257243182;1257054691;1252482668;-0.005219708196818829;0.0005130433710291982;0;100.0;100.0;0.3442479;0.0026014464;0.23481502;0.0028105865;100.38572;100.209114;0.00013116808;7.503779e-09;7.035977e-05;-3.4103904e-09;1;0;0
1257748239;1257559395;1252482668;-0.005218256264925003;0.000513075094204396;0;100.0;100.0;0.50476587;0.0061275186;0.36306664;0.0038690164;100.5977;100.311874;0.00028141637;4.158861e-08;0.00016119158;1.3585563e-08;1;0;0
1258243094;1258054203;1252482668;-0.005216482561081648;0.0005131200887262821;0;100.0;100.0;0.70090705;0.011140108;0.5208926;0.0066685453;100.8834;100.44809;0.0005410764;1.3727599e-07;0.000323688;5.45388e-08;1;0;0
1258747387;1258558907;1252482668;-0.005214522127062082;0.0005131701473146677;0;100.0;100.0;0.917691;0.016711684;0.7142689;0.0117012225;101.2733;100.63213;0.0009239649;3.0836227e-07;0.0005968831;1.716484e-07;1;0;0
1259242178;1259053715;1252482668;-0.0052120266482234;0.0005132948281243443;0;100.0;100.0;1.1936151;0.030593889;0.94318485;0.020248313;101.771935;100.86666;0.0015554572;1.0310488e-06;0.0010260842;5.1827266e-07;1;0;0
