timestamp;timestamp_sample;time_last_fuse;device_id;observation[0];observation[1];observation[2];observation_variance[0];observation_variance[1];observation_variance[2];innovation[0];innovation[1];innovation[2];innovation_filtered[0];innovation_filtered[1];innovation_filtered[2];innovation_variance[0];innovation_variance[1];innovation_variance[2];test_ratio[0];test_ratio[1];test_ratio[2];test_ratio_filtered[0];test_ratio_filtered[1];test_ratio_filtered[2];estimator_instance;innovation_rejected;fused
1251197662;1251020078;1251025727;0;-0.024340816;-0.030168606;-0.32379878;0.0025000002;0.0025000002;0.0025000002;0.00757852;-0.0054261554;-0.013329476;0.0015510467;-0.0011474094;-0.0032668873;0.0025073553;0.0025131789;0.0025035753;0.0025451328;0.0012935647;0.0078846775;0.00085677305;-0.00033482144;-0.0019978792;0;0;1
1251719401;1251543138;1251547613;0;-0.024442857;-0.037444673;-0.3331037;0.0025000002;0.0025000002;0.0025000002;0.0075797476;0.0015505478;-0.00397709;0.0048359716;-0.0022103514;-0.007922081;0.0025072887;0.002513143;0.0025035406;0.002546025;0.00010863685;0.0007008652;0.0017127321;-0.0005745272;-0.0055154557;0;0;1
1252169373;1251991634;1251997514;0;-0.029009962;-0.031620637;-0.32628712;0.0025000002;0.0025000002;0.0025000002;0.012037769;-0.0044006854;-0.010743916;0.0064380546;-0.0032318693;-0.009221363;0.002507272;0.0025131344;0.0025035148;0.0064216712;0.0008457304;0.0051207445;0.0024237754;-0.00067460287;-0.0051375157;0;0;1
1252691182;1252514853;1252519447;0;-0.02279064;-0.034746677;-0.33079076;0.0025000002;0.0025000002;0.0025000002;0.0055685956;-0.0016027763;-0.0061949193;0.006394152;-0.0036800283;-0.009899988;0.0025072;0.0025131027;0.002503474;0.0013742314;0.00011181436;0.0017025769;0.0022667993;-0.00082159793;-0.00517432;0;0;1
1253213121;1253037998;1253041286;0;-0.05307907;-0.09213511;-0.32630253;0.0025000002;0.0025000002;0.0025000002;-0.0073944945;-0.016056582;-0.009650856;0.0020491981;-0.0070149293;-0.008779205;0.0025098505;0.0025159754;0.0025080335;0.0024206198;0.011406;0.0041313977;0.00072508893;-0.0031603223;-0.004557127;0;0;1
1253663185;1253486179;1253491188;0;-0.17661728;-0.13356884;-0.27995306;0.0025000002;0.0025000002;0.0025000002;-0.052824683;-0.013611481;0.041061863;-0.018578313;-0.013186374;0.011597781;0.0025755588;0.002519712;0.0025131756;0.12038151;0.008172163;0.0731439;-0.032709703;-0.009739567;0.020514568;0;0;1
1254185002;1254009278;1254013074;0;-0.25806752;-0.092807055;-0.21554862;0.0025000002;0.0025000002;0.0025000002;-0.033855107;-0.017347604;0.0674196;-0.030947752;-0.016433924;0.050227582;0.0025853289;0.0025195898;0.0025122245;0.049259506;0.01319236;0.2013564;-0.05260539;-0.013155927;0.15916936;0;0;1
1254706731;1254532368;1254534960;0;-0.26294437;-0.0839712;-0.21333599;0.0025000002;0.0025000002;0.0025000002;-0.02661929;-0.016362168;0.072165325;-0.030467156;-0.016589325;0.062391534;0.0025731972;0.0025191077;0.0025126156;0.030596891;0.011766752;0.23084922;-0.044410635;-0.012637467;0.194292;0;0;1
1255156712;1254980547;1254984862;0;-0.25592986;-0.084029056;-0.21183503;0.0025000002;0.0025000002;0.0025000002;-0.024784774;-0.013475187;0.06012708;-0.027255466;-0.015002512;0.06275782;0.0025630505;0.0025186192;0.002511678;0.026629943;0.007992844;0.16028905;-0.034359757;-0.010242265;0.18389857;0;0;1
1255678530;1255503632;1255506748;0;-0.2544772;-0.08189931;-0.21888447;0.0025000002;0.0025000002;0.0025000002;-0.019169658;-0.011700392;0.059270784;-0.023037344;-0.012992645;0.06200075;0.0025540593;0.0025181593;0.0025109784;0.01598657;0.0060347533;0.15571074;-0.024351424;-0.0076835225;0.17399092;0;0;1
