timestamp;timestamp_sample;gyro_device_id;gyro_bias[0];gyro_bias[1];gyro_bias[2];gyro_bias_limit;gyro_bias_variance[0];gyro_bias_variance[1];gyro_bias_variance[2];accel_device_id;accel_bias[0];accel_bias[1];accel_bias[2];accel_bias_limit;accel_bias_variance[0];accel_bias_variance[1];accel_bias_variance[2];mag_device_id;mag_bias[0];mag_bias[1];mag_bias[2];mag_bias_limit;mag_bias_variance[0];mag_bias_variance[1];mag_bias_variance[2];gyro_bias_valid;gyro_bias_stable;accel_bias_valid;accel_bias_stable;mag_bias_valid;mag_bias_stable
1251305774;1251117000;2490378;-0.007484845;-0.00048535917;-0.001970852;0.15;3.162103e-07;2.0492702e-07;2.571289e-07;2490378;0.007849037;0.011016037;0.013436601;0.4;0.0015236879;0.006915349;0.00019315374;396809;0.028617574;-0.10985825;0.029639868;0.5;5.985925e-05;0.00016647007;3.0049046e-05;1;1;1;0;1;1
1252314927;1252126407;2490378;-0.0074710096;-0.00049705565;-0.001976803;0.15;3.1611097e-07;2.0463497e-07;2.5627273e-07;2490378;0.0076647187;0.010219784;0.013543901;0.4;0.0015109354;0.0068542752;0.00019307907;396809;0.028387178;-0.109914735;0.029659154;0.5;5.965871e-05;0.00016610554;2.9909706e-05;1;1;1;0;1;1
1253601728;1253412906;2490378;-0.007464293;-0.0005037586;-0.0020523437;0.15;3.2477297e-07;2.1322971e-07;2.6108535e-07;2490378;0.0075712665;0.009840061;0.013593067;0.4;0.001505723;0.006828901;0.00019312478;396809;0.029113723;-0.10734796;0.028434208;0.5;5.4926008e-05;0.00014953426;2.8460738e-05;1;0;1;0;1;0
1254572032;1254382729;2490378;-0.0074632717;-0.00050347653;-0.002162279;0.15;3.343215e-07;2.2278324e-07;2.6730558e-07;2490378;0.0075712665;0.009840061;0.010766839;0.4;0.0015058143;0.006828992;0.00019274998;396809;0.03536843;-0.08662165;0.01919879;0.5;3.931976e-05;0.00010173362;2.2097105e-05;1;0;1;0;1;0
1255620454;1255431721;2490378;-0.0074633826;-0.0005036084;-0.0022347223;0.15;3.44596e-07;2.3307793e-07;2.7414345e-07;2490378;0.0075712665;0.009840061;0.008608051;0.4;0.001505913;0.006829091;0.00019241974;396809;0.037266217;-0.074543536;0.0135444105;0.5;3.0896328e-05;7.612604e-05;1.8684921e-05;1;0;1;0;1;0
1256441922;1256253102;2490378;-0.007463457;-0.0005039725;-0.0022730909;0.15;3.5258591e-07;2.4110193e-07;2.794644e-07;2490378;0.0075712665;0.009840061;0.007432892;0.4;0.0015059903;0.006829168;0.00019201614;396809;0.037268374;-0.06911074;0.010815075;0.5;2.6970893e-05;6.4405715e-05;1.717661e-05;1;0;1;0;1;0
1257560187;1257371368;2490378;-0.0074635167;-0.0005043875;-0.0023071433;0.15;3.6335734e-07;2.5195976e-07;2.8659278e-07;2490378;0.0075712665;0.009840061;0.006223452;0.4;0.0015060955;0.0068292734;0.00019061014;396809;0.036406852;-0.06411568;0.008031894;0.5;2.3389039e-05;5.4140553e-05;1.5836162e-05;1;0;1;0;1;0
1258391589;1258202646;2490378;-0.007463508;-0.0005047705;-0.0023234733;0.15;3.7126537e-07;2.5996968e-07;2.9182235e-07;2490378;0.0075712665;0.009840061;0.0055490057;0.4;0.0015061738;0.0068293517;0.00018856603;396809;0.035562288;-0.06150524;0.0064503625;0.5;2.1515796e-05;4.900152e-05;1.5153969e-05;1;0;1;0;1;0
1259431032;1259241742;2490378;-0.007463479;-0.0005054903;-0.0023402234;0.15;3.810049e-07;2.6989304e-07;2.9814325e-07;2490378;0.0075712665;0.009840061;0.0048810784;0.4;0.0015062715;0.0068294494;0.00018416312;396809;0.034339346;-0.05905909;0.00480553;0.5;1.9663155e-05;4.4098604e-05;1.4511412e-05;1;0;1;0;1;0
1260331051;1260142293;2490378;-0.0074635297;-0.00050586904;-0.0023471236;0.15;3.8929232e-07;2.7839943e-07;3.0350805e-07;2490378;0.0075712665;0.009840061;0.00442226;0.4;0.0015063563;0.006829534;0.0001784154;396809;0.03327578;-0.05747662;0.0036521615;0.5;1.8415514e-05;4.0916115e-05;1.4094039e-05;1;0;1;0;1;0
