timestamp;roll;pitch;yaw;thrust_body[0];thrust_body[1];thrust_body[2];reset_integral
1250837049;-1.7453293;-1.7453293;0.99483764;0.0;0.0;-0.0;0
1250841530;-1.7453293;-1.7453293;0.99483764;0.0;0.0;-0.0;0
1250859511;-1.7453293;-1.7453293;0.99483764;0.0;0.0;-0.0;0
1250877590;-1.7453293;-1.7453293;0.99483764;0.0;0.0;-0.0;0
1250900047;-1.7453293;-1.7453293;0.99483764;0.0;0.0;-0.0;0
1250918047;-1.7453293;-1.7453293;0.99483764;0.0;0.0;-0.0;0
1250940490;-1.7453293;-1.7453293;0.99483764;0.0;0.0;-0.0;0
1250958473;-1.7453293;-1.7453293;0.99483764;0.0;0.0;-0.0;0
1250981047;-1.7453293;-1.7453293;0.99483764;0.0;0.0;-0.0;0
1250998967;-1.7453293;-1.7453293;0.99483764;0.0;0.0;-0.0;0
1251017016;-1.7453293;-1.7453293;0.99483764;0.0;0.0;-0.0;0
1251039463;-1.7453293;-1.7453293;0.99483764;0.0;0.0;-0.0;0
1251057553;-1.7453293;-1.7453293;0.99483764;0.0;0.0;-0.0;0
1251080084;-1.7453293;-1.7453293;0.99483764;0.0;0.0;-0.0;0
1251097960;-1.7453293;-1.7453293;0.99483764;0.0;0.0;-0.0;0
1251120493;-1.7453293;-1.7453293;0.99483764;0.0;0.0;-0.0;0
1251138437;-1.7453293;-1.7453293;0.99483764;0.0;0.0;-0.0;0
1251156429;-1.7453293;-1.7453293;0.99483764;0.0;0.0;-0.0;0
1251178966;-1.7453293;-1.7453293;0.99483764;0.0;0.0;-0.0;0
1251201444;-1.7453293;-1.7453293;0.99483764;0.0;0.0;-0.0;0
1251219463;-1.7453293;-1.7453293;0.99483764;0.0;0.0;-0.0;0
1251237468;-1.7453293;-1.7453293;0.99483764;0.0;0.0;-0.0;0
1251259971;-1.7453293;-1.7453293;0.99483764;0.0;0.0;-0.0;0
1251277957;-1.7453293;-1.7453293;0.99483764;0.0;0.0;-0.0;0
1251295908;-1.7453293;-1.7453293;0.99483764;0.0;0.0;-0.0;0
1251318456;-1.7453293;-1.7453293;0.99483764;0.0;0.0;-0.0;0
1251340895;-1.7453293;-1.7453293;0.99483764;0.0;0.0;-0.0;0
1251358912;-1.7453293;-1.7453293;0.99483764;0.0;0.0;-0.0;0
1251376949;-1.7453293;-1.7453293;0.99483764;0.0;0.0;-0.0;0
1251399432;-1.7453293;-1.7453293;0.99483764;0.0;0.0;-0.0;0
1251421894;-1.7453293;-1.7453293;0.99483764;0.0;0.0;-0.0;0
1251435376;-1.7453293;-1.7453293;0.99483764;0.0;0.0;-0.0;0
1251457932;-1.7453293;-1.7453293;0.99483764;0.0;0.0;-0.0;0
1251480377;-1.7453293;-1.7453293;0.99483764;0.0;0.0;-0.0;0
1251498347;-1.7453293;-1.7453293;0.99483764;0.0;0.0;-0.0;0
1251516349;-1.7453293;-1.7453293;0.99483764;0.0;0.0;-0.0;0
1251538862;-1.7453293;-1.7453293;0.99483764;0.0;0.0;-0.0;0
1251561410;-1.7453293;-1.7453293;0.99483764;0.0;0.0;-0.0;0
1251579343;-1.7453293;-1.7453293;0.99483764;0.0;0.0;-0.0;0
1251597387;-1.7453293;-1.7453293;0.99483764;0.0;0.0;-0.0;0
1251619907;-1.7453293;-1.7453293;0.99483764;0.0;0.0;-0.0;0
1251642391;-1.7453293;-1.7453293;0.99483764;0.0;0.0;-0.0;0
1251655872;-1.7453293;-1.7453293;0.99483764;0.0;0.0;-0.0;0
1251678310;-1.7453293;-1.7453293;0.99483764;0.0;0.0;-0.0;0
1251700842;-1.7453293;-1.7453293;0.99483764;0.0;0.0;-0.0;0
1251718825;-1.7453293;-1.7453293;0.99483764;0.0;0.0;-0.0;0
1251736862;-1.7453293;-1.7453293;0.99483764;0.0;0.0;-0.0;0
1251759346;-1.7453293;-1.7453293;0.99483764;0.0;0.0;-0.0;0
1251777348;-1.7453293;-1.7453293;0.99483764;0.0;0.0;-0.0;0
1251799859;-1.7453293;-1.7453293;0.99483764;0.0;0.0;-0.0;0
1251817778;-1.7453293;-1.7453293;0.99483764;0.0;0.0;-0.0;0
1251840267;-1.7453293;-1.7453293;0.91392916;0.0;0.0;-0.0;0
1251859873;-1.7453293;-1.7453293;0.83551764;0.0;0.0;-0.0;0
1251876271;-1.7453293;-1.7453293;0.7724571;0.0;0.0;-0.0;0
1251898771;-1.7453293;-1.7453293;0.71083254;0.0;0.0;-0.0;0
1251916773;-1.7453293;-1.7453293;0.67230195;0.0;0.0;-0.0;0
1251939258;-1.7442019;-1.7453293;0.63455844;0.0;0.0;-0.0;0
1251957327;-1.7180831;-1.7453293;0.6110073;0.0;0.0;-0.0;0
1251979805;-1.6922607;-1.7453293;0.5879116;0.0;0.0;-0.0;0
1251997746;-1.6759454;-1.7453293;0.5734842;0.0;0.0;-0.0;0
1252020297;-1.6612167;-1.7453293;0.5589145;0.0;0.0;-0.0;0
1252038222;-1.6513094;-1.7453293;0.55010206;0.0;0.0;-0.0;0
