timestamp;timestamp_sample;xyz[0];xyz[1];xyz[2]
1250838358;1250838268;0.0;0.0;-0.0
1250839892;1250839815;0.0;0.0;-0.0
1250860841;1250860763;0.0;0.0;-0.0
1250879210;1250878759;0.0;0.0;-0.0
1250899878;1250899802;0.0;0.0;-0.0
1250920824;1250920750;0.0;0.0;-0.0
1250938827;1250938746;0.0;0.0;-0.0
1250959874;1250959792;0.0;0.0;-0.0
1250980817;1250980738;0.0;0.0;-0.0
1250998815;1250998733;0.0;0.0;-0.0
1251018308;1251018229;0.0;0.0;-0.0
1251039296;1251039224;0.0;0.0;-0.0
1251060292;1251060219;0.0;0.0;-0.0
1251081696;1251081215;0.0;0.0;-0.0
1251099287;1251099211;0.0;0.0;-0.0
1251120283;1251120206;0.0;0.0;-0.0
1251141277;1251141201;0.0;0.0;-0.0
1251159271;1251159197;0.0;0.0;-0.0
1251180267;1251180193;0.0;0.0;-0.0
1251201296;1251201188;0.0;0.0;-0.0
1251222376;1251222231;0.0;0.0;-0.0
1251239130;1251238680;0.0;0.0;-0.0
1251259802;1251259723;0.0;0.0;-0.0
1251280747;1251280671;0.0;0.0;-0.0
1251298742;1251298667;0.0;0.0;-0.0
1251319785;1251319709;0.0;0.0;-0.0
1251340731;1251340658;0.0;0.0;-0.0
1251358728;1251358654;0.0;0.0;-0.0
1251379772;1251379696;0.0;0.0;-0.0
1251400718;1251400645;0.0;0.0;-0.0
1251421713;1251421640;0.0;0.0;-0.0
1251438211;1251438137;0.0;0.0;-0.0
1251459210;1251459132;0.0;0.0;-0.0
1251480201;1251480128;0.0;0.0;-0.0
1251501198;1251501123;0.0;0.0;-0.0
1251519202;1251519119;0.0;0.0;-0.0
1251540232;1251540114;0.0;0.0;-0.0
1251561260;1251561109;0.0;0.0;-0.0
1251579178;1251579106;0.0;0.0;-0.0
1251600175;1251600101;0.0;0.0;-0.0
1251619721;1251619644;0.0;0.0;-0.0
1251642214;1251642139;0.0;0.0;-0.0
1251658660;1251658588;0.0;0.0;-0.0
1251679705;1251679631;0.0;0.0;-0.0
1251700655;1251700579;0.0;0.0;-0.0
1251718649;1251718575;0.0;0.0;-0.0
1251739691;1251739618;0.0;0.0;-0.0
1251760643;1251760566;0.0;0.0;-0.0
1251780219;1251780062;0.0;0.0;-0.0
1251799678;1251799604;0.0;0.0;-0.0
1251820627;1251820553;0.0;0.0;-0.0
1251841623;1251841548;0.0;0.0;-0.0
1251859664;1251859592;0.0;0.0;-0.0
1251879175;1251879040;0.0;0.0;-0.0
1251900205;1251900036;0.0;0.0;-0.0
1251918104;1251918031;0.0;0.0;-0.0
1251939099;1251939027;0.0;0.0;-0.0
1251960140;1251960022;0.0;0.0;-0.0
1251981511;1251981018;0.0;0.0;-0.0
1251999163;1251999014;0.0;0.0;-0.0
1252020084;1252020009;0.0;0.0;-0.0
1252041077;1252041005;0.0;0.0;-0.0
1252062118;1252062047;0.0;0.0;-0.0
1252078567;1252078496;0.0;0.0;-0.0
1252099610;1252099539;0.0;0.0;-0.0
1252120559;1252120487;0.0;0.0;-0.0
1252138932;1252138484;0.0;0.0;-0.0
1252159596;1252159526;0.0;0.0;-0.0
1252180547;1252180474;0.0;0.0;-0.0
1252201549;1252201470;0.0;0.0;-0.0
