timestamp;timestamp_sample;control_mode_flags;output_tracking_error[0];output_tracking_error[1];output_tracking_error[2];filter_fault_flags;pos_horiz_accuracy;pos_vert_accuracy;hdg_test_ratio;vel_test_ratio;pos_test_ratio;hgt_test_ratio;tas_test_ratio;hagl_test_ratio;beta_test_ratio;time_slip;accel_device_id;gyro_device_id;baro_device_id;mag_device_id;mag_inclination_deg;mag_inclination_ref_deg;mag_strength_gs;mag_strength_ref_gs;gps_check_fail_flags;solution_status_flags;reset_count_vel_ne;reset_count_vel_d;reset_count_pos_ne;reset_count_pod_d;reset_count_quat;pre_flt_fail_innov_heading;pre_flt_fail_innov_height;pre_flt_fail_innov_pos_horiz;pre_flt_fail_innov_vel_horiz;pre_flt_fail_innov_vel_vert;pre_flt_fail_mag_field_disturbed;health_flags;timeout_flags
7866310896;7866139436;2388605796947;0.00017807737;0.0011467825;0.0021771549;0;0.014916221;0.2736788;0.022005696;nan;nan;0.004441983;nan;nan;nan;0.0;4259850;4325386;4028193;396809;-43.32601;nan;0.28342912;nan;0;165;36;1;36;1;6;0;0;0;0;0;0;0;0
7866320264;7866148387;2388605796947;0.0001713152;0.0011842458;0.0021419127;0;0.015222906;0.2739115;0.02083235;nan;nan;0.004441983;nan;nan;nan;0.0;4259850;4325386;4028193;396809;-43.38511;nan;0.2815677;nan;0;165;36;1;36;1;6;0;0;0;0;0;0;0;0
7866517967;7866346361;2388605796947;0.00014757221;0.0009421938;0.0016906844;0;0.014936443;0.27417845;0.03401842;nan;nan;0.0050097457;nan;nan;nan;0.0;4259850;4325386;4028193;396809;-41.50411;nan;0.27182043;nan;0;165;36;1;36;1;6;0;0;0;0;0;0;0;0
7866715921;7866544381;2388605796947;0.00021196231;0.000805067;0.0026342997;0;0.014641514;0.27360696;0.06795446;nan;nan;0.005735002;nan;nan;nan;0.0;4259850;4325386;4028193;396809;-42.247005;nan;0.26850703;nan;0;165;36;1;36;1;6;0;0;0;0;0;0;0;0
7866914092;7866742307;2388605796947;0.0002426419;0.0006084119;0.00076361763;0;0.014359746;0.27387497;0.07660127;nan;nan;0.0041562747;nan;nan;nan;0.0;4259850;4325386;4028193;396809;-40.874023;nan;0.2676772;nan;0;165;36;1;36;1;6;0;0;0;0;0;0;0;0
7867111892;7866940280;2388605796947;0.00024868944;0.00034344068;0.0005939289;0;0.014072636;0.27414313;0.09501534;nan;nan;0.0039570783;nan;nan;nan;0.0;4259850;4325386;4028193;396809;-40.760612;nan;0.26696107;nan;0;165;36;1;36;1;6;0;0;0;0;0;0;0;0
7867309816;7867138253;2388605796947;0.00015980731;0.00013906849;0.00069344364;0;0.0138083175;0.27357933;0.090850875;nan;nan;0.0045883916;nan;nan;nan;0.0;4259850;4325386;4028193;396809;-39.716717;nan;0.2692575;nan;0;165;36;1;36;1;6;0;0;0;0;0;0;0;0
7867517110;7867345225;2388605796947;0.00014091775;0.0004472234;0.001375247;0;0.013823746;0.27324298;0.097180694;nan;nan;0.0049486435;nan;nan;nan;0.0;4259850;4325386;4028193;396809;-40.759277;nan;0.26712394;nan;0;165;36;1;36;1;6;0;0;0;0;0;0;0;0
7867714752;7867543198;189515432531;0.00012920426;0.0015738494;0.00094778166;0;0.020784492;0.2756138;0.09808191;nan;nan;0.0044724885;nan;nan;nan;0.0;4259850;4325386;4028193;396809;-40.78121;nan;0.2701876;nan;0;37;36;1;36;1;6;0;0;0;0;0;0;0;0
7867912658;7867741172;189515432531;0.00026140848;0.0021606707;0.0013503456;0;0.029651191;0.27825996;0.09452629;nan;nan;0.004924569;nan;nan;nan;0.0;4259850;4325386;4028193;396809;-40.976997;nan;0.2759325;nan;0;37;36;1;36;1;6;0;0;0;0;0;0;0;0
