timestamp;timestamp_sample;ref_timestamp;ref_lat;ref_lon;x;y;z;delta_xy[0];delta_xy[1];delta_z;vx;vy;vz;z_deriv;delta_vxy[0];delta_vxy[1];delta_vz;ax;ay;az;heading;heading_var;unaided_heading;delta_heading;tilt_var;ref_alt;dist_bottom;dist_bottom_var;delta_dist_bottom;eph;epv;evh;evv;vxy_max;vz_max;hagl_min;hagl_max_z;hagl_max_xy;xy_valid;z_valid;v_xy_valid;v_z_valid;xy_reset_counter;z_reset_counter;vxy_reset_counter;vz_reset_counter;heading_reset_counter;heading_good_for_control;xy_global;z_global;dist_bottom_valid;dist_bottom_reset_counter;dist_bottom_sensor_bitfield;dead_reckoning
7866310912;7866310366;0;nan;nan;8732.154;274.23166;7.4614363;0.0;0.0;0.0;0.007068062;0.0006597869;-0.0039614774;-0.002245529;0.59925586;0.17398244;-0.0005738623;0.010325833;0.006660023;-0.00976717;2.6316247;0.0024362952;2.498706;-0.39123532;2.499928e-05;nan;0.010000229;1e-04;0.0;0.014916221;0.2736788;0.041065056;0.055521052;inf;inf;inf;inf;inf;0;1;0;1;36;1;36;1;6;0;0;0;0;1;0;1
7866320280;7866319411;0;nan;nan;8732.154;274.23166;7.4613595;0.0;0.0;0.0;0.0070594875;0.0006537744;-0.0038809178;-0.0022252132;0.59925586;0.17398244;-0.0005738623;0.007618224;0.00094640965;0.008834646;2.631614;0.0024343526;2.49869;-0.39123532;2.5057652e-05;nan;0.010000229;1e-04;0.0;0.015222906;0.2739115;0.04150403;0.055628087;inf;inf;inf;inf;inf;0;1;0;1;36;1;36;1;6;0;0;0;0;1;0;1
7866418971;7866418351;0;nan;nan;8732.154;274.2317;7.460764;0.0;0.0;0.0;0.007258812;0.0012066177;-0.0037810253;-0.0025082408;0.59925586;0.17398244;-0.0005738623;0.026053375;0.011825317;-0.001303047;2.6315875;0.0024336802;2.4985988;-0.39123532;2.4420619e-05;nan;0.010000229;1e-04;0.0;0.012074891;0.27348095;0.036645874;0.05455583;inf;inf;inf;inf;inf;0;1;0;1;36;1;36;1;6;0;0;0;0;1;0;1
7866517983;7866517337;0;nan;nan;8732.154;274.23178;7.461063;0.0;0.0;0.0;0.007201588;0.0016797166;-0.0038459217;-0.002043028;0.59925586;0.17398244;-0.0005738623;0.013923153;0.0013500155;0.0010401015;2.631576;0.002433293;2.4985301;-0.39123532;2.4995561e-05;nan;0.010000229;1e-04;0.0;0.014936443;0.27417845;0.04110728;0.05554742;inf;inf;inf;inf;inf;0;1;0;1;36;1;36;1;6;0;0;0;0;1;0;1
7866617199;7866616324;0;nan;nan;8732.154;274.2319;7.461583;0.0;0.0;0.0;0.006979738;0.0020720505;-0.003600745;-0.001110217;0.59925586;0.17398244;-0.0005738623;-0.0001994944;0.018262936;-0.00095665746;2.6315627;0.0024305256;2.4984844;-0.39123532;2.4355972e-05;nan;0.010000229;1e-04;0.0;0.011836459;0.27291894;0.036204997;0.05444251;inf;inf;inf;inf;inf;0;1;0;1;36;1;36;1;6;0;0;0;0;1;0;1
7866715936;7866715311;0;nan;nan;8732.154;274.23206;7.4623713;0.0;0.0;0.0;0.006830797;0.0024689976;-0.0033096804;3.9255203e-05;0.59925586;0.17398244;-0.0005738623;0.00014452101;0.024656545;0.0026435065;2.6313958;0.0024301447;2.4983144;-0.39123532;2.4930236e-05;nan;0.010000229;1e-04;0.0;0.014641514;0.27360696;0.040683653;0.05543537;inf;inf;inf;inf;inf;0;1;0;1;36;1;36;1;6;0;0;0;0;1;0;1
7866814906;7866814344;0;nan;nan;8732.154;274.23227;7.4632106;0.0;0.0;0.0;0.006919948;0.001856728;-0.0033659383;0.0007802815;0.59925586;0.17398244;-0.0005738623;-0.022326149;-0.21491005;-0.048897278;2.630968;0.0024294842;2.4979038;-0.39123532;2.4294428e-05;nan;0.010000229;1e-04;0.0;0.011610254;0.27318865;0.03578632;0.054360595;inf;inf;inf;inf;inf;0;1;0;1;36;1;36;1;6;0;0;0;0;1;0;1
7866914108;7866913284;0;nan;nan;8732.154;274.23242;7.4636087;0.0;0.0;0.0;0.007038913;0.0021991183;-0.0027916254;0.00154427;0.59925586;0.17398244;-0.0005738623;-0.11590611;0.12436155;-0.061062843;2.6317568;0.0024270215;2.4987078;-0.39123532;2.4867633e-05;nan;0.010000229;1e-04;0.0;0.014359746;0.27387497;0.04027837;0.055355795;inf;inf;inf;inf;inf;0;1;0;1;36;1;36;1;6;0;0;0;0;1;0;1
7867012830;7867012270;0;nan;nan;8732.154;274.23273;7.4641333;0.0;0.0;0.0;0.004952164;0.004000555;-0.0014923153;0.0031036614;0.59925586;0.17398244;-0.0005738623;-0.03159242;-0.013918054;0.011541449;2.630931;0.002426363;2.4979062;-0.39123532;2.4229397e-05;nan;0.010000229;1e-04;0.0;0.011382003;0.2726297;0.03533884;0.05424657;inf;inf;inf;inf;inf;0;1;0;1;36;1;36;1;6;0;0;0;0;1;0;1
7867111909;7867111257;0;nan;nan;8732.153;274.23294;7.4647293;0.0;0.0;0.0;0.004445829;0.0053549963;-0.001463973;0.003401125;0.59925586;0.17398244;-0.0005738623;0.015568928;0.047592882;0.03300228;2.6306539;0.0024260094;2.4976542;-0.39123532;2.4801779e-05;nan;0.010000229;1e-04;0.0;0.014072636;0.27414313;0.039849505;0.055274826;inf;inf;inf;inf;inf;0;1;0;1;36;1;36;1;6;0;0;0;0;1;0;1
7867219890;7867219289;0;nan;nan;8732.153;274.23328;7.465626;0.0;0.0;0.0;0.005039669;0.00525424;-0.0017435605;0.0036022023;0.59925586;0.17398244;-0.0005738623;-0.051335394;-0.0032961697;0.009073115;2.6302898;0.0024234361;2.4973;-0.39123532;2.422047e-05;nan;0.010000229;1e-04;0.0;0.01138255;0.27311185;0.035342973;0.054262985;inf;inf;inf;inf;inf;0;1;0;1;36;1;36;1;6;0;0;0;0;1;0;1
7867309831;7867309277;0;nan;nan;8732.153;274.2336;7.4661727;0.0;0.0;0.0;0.005003432;0.005935108;-0.0014736438;0.004052518;0.59925586;0.17398244;-0.0005738623;0.14359128;-0.10677913;0.002949731;2.6298819;0.002422936;2.4968739;-0.39123532;2.4741606e-05;nan;0.010000229;1e-04;0.0;0.0138083175;0.27357933;0.039460685;0.05516716;inf;inf;inf;inf;inf;0;1;0;1;36;1;36;1;6;0;0;0;0;1;0;1
7867417800;7867417217;0;nan;nan;8732.153;274.23413;7.4667697;0.0;0.0;0.0;0.0033743074;0.009822764;-0.0014343981;0.00416831;0.59925586;0.17398244;-0.0005738623;-0.05009994;0.30638808;0.17809258;2.629223;0.0024224194;2.4961941;-0.39123532;2.4157445e-05;nan;0.010000229;1e-04;0.0;0.011167278;0.27255479;0.034915913;0.054149993;inf;inf;inf;inf;inf;0;1;0;1;36;1;36;1;6;0;0;0;0;1;0;1
