timestamp;timestamp_sample;switch_changes;mode_slot;arm_switch;return_switch;loiter_switch;offboard_switch;kill_switch;termination_switch;gear_switch;transition_switch;photo_switch;video_switch;engage_main_motor_switch;payload_power_switch
8085227909;8085204422;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8086240216;8086216693;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8087252539;8087228986;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8088264792;8088241251;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8089277047;8089253591;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8090289359;8090265832;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8091301709;8091278114;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8092313918;8092290402;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8093326222;8093302685;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8094338572;8094314984;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8095350808;8095327255;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8096363073;8096339543;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8097375352;8097351839;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8098387621;8098364120;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8099400055;8099376399;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8100412212;8100388786;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8101424516;8101400965;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8102436763;8102413267;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8103449155;8103425535;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8104461364;8104437889;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8105473710;8105450104;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8106485925;8106462394;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8107498260;8107474667;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8108510467;8108487044;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8109522907;8109499331;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8110535068;8110511552;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8111547323;8111523801;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8112559604;8112536183;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8113571896;8113548368;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8114584178;8114560718;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8115596556;8115572944;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8116609085;8116585253;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8117621090;8117597494;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8118633305;8118609779;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8119645572;8119622063;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8120657860;8120634342;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8121670140;8121646629;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8122682411;8122658909;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8123694791;8123671180;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8124707005;8124683466;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8125719270;8125695801;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8126731649;8126708030;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8127743820;8127720307;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8128756121;8128732610;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8129768394;8129744908;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8130780749;8130757155;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8131792945;8131769442;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8132805223;8132781716;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8133817509;8133794005;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8134829871;8134806268;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8135842062;8135818592;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8136854395;8136830855;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8137866646;8137843158;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8138878896;8138855392;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8139891199;8139867687;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8140903547;8140879971;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8141915745;8141892461;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8142928050;8142904496;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8143940283;8143916801;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8144952621;8144929094;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8145964919;8145941339;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8146977116;8146953620;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8147989412;8147965896;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8149001673;8148978171;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8150013969;8149990450;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8151026281;8151002722;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8152038504;8152015000;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8153050785;8153027274;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8154063077;8154039546;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8155075339;8155051887;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8156087691;8156064104;1;0;0;0;0;0;3;0;0;0;0;0;0;0
8157099919;8157076386;1;0;0;0;0;0;3;0;0;0;0;0;0;0
