timestamp;timestamp_sample;information_event_changes;gps_checks_passed;reset_vel_to_gps;reset_vel_to_flow;reset_vel_to_vision;reset_vel_to_zero;reset_pos_to_last_known;reset_pos_to_gps;reset_pos_to_vision;starting_gps_fusion;starting_vision_pos_fusion;starting_vision_vel_fusion;starting_vision_yaw_fusion;yaw_aligned_to_imu_gps;reset_hgt_to_baro;reset_hgt_to_gps;reset_hgt_to_rng;reset_hgt_to_ev
7865498875;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7866509059;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7867517930;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7868527442;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7869537042;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7870549963;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7871555763;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7872565480;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7873574707;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7874584185;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7875593717;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7876603141;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7877612929;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7878622098;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7879631957;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7880641298;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7881650866;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7882660162;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7883670270;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7884678990;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7885688855;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7886697932;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7887707704;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7888716890;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7889726401;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7890735843;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7891745310;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7892754887;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7893764367;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7894774342;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7895783318;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7896792860;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7897802181;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7898811631;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7899821108;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7900830624;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7901840132;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7902849553;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7903859013;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7904868467;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7905878526;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7906887492;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7907896960;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7908906536;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7909919541;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7910925363;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7911934976;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7912944241;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7913953669;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7914963209;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7915972614;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7916982096;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7917991538;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7919001124;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7920010698;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7921020025;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7922029457;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7923039371;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7924048346;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7925058153;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7926067256;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7927076952;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7928086194;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7929095858;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7930105084;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7931115025;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7932123981;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7933133705;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7934143400;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7935152661;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7936161909;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7937171682;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7938180689;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7939190132;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7940199760;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7941209076;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7942218563;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7943227933;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7944237408;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7945246827;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7946256445;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7947265849;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7948275458;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7949284716;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7950297864;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7951303869;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7952312940;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7953322420;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7954331899;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7955341291;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7956350760;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7957360146;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7958369586;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7959379040;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7960388546;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7961398052;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7962408210;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7963416915;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7964426319;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7965435646;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7966445178;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7967454558;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7968464021;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7969473422;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7970482861;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7971492331;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7972501718;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7973511758;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7974520917;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7975530105;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7976539885;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7977549019;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7978558548;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7979568093;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7980577490;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7981586585;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7982596222;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7983605484;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7984615109;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7985624285;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7986634009;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7987643114;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7988652651;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7989662076;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7990672042;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7991684538;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7992690279;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7993699673;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7994709089;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7995718532;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7996727922;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7997737374;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7998746791;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
7999756235;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
8000765601;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
8001775615;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
8002784629;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
8003793942;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
8004803552;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
8005812795;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
8006822166;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
8007832114;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
8008841007;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
8009850423;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
8010859839;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
8011869253;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
8012878626;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
8013888016;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
8014897515;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
8015906835;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
8016916378;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
8017925735;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
8018935596;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
8019944611;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
8020953974;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
8021963378;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
8022972715;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
8023982136;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
8024991576;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
8026000951;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
8027010372;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
8028020002;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
8029029191;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
8030039415;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
8031048098;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
8032057785;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
8033067092;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
8034076581;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
8035085608;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
8036095648;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
8037104416;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
8038114097;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
8039123244;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
8040132896;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
8041142045;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
8042151483;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
8043160870;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
8044170292;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
8045179644;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
8046189226;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
8047199056;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
8048207995;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
8049217387;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
8050226805;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
8051236132;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
8052245472;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
8053254991;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
8054264296;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
8055273651;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
8056283067;7838054571;36;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
