timestamp;io_errors;frames_tx;frames_rx;interface
7866275091;222324;218402;0;0
7866376824;222330;218402;0;0
7866479161;222330;218402;0;0
7866581055;222330;218402;0;0
7866682810;222331;218414;0;0
7866784809;222342;218417;0;0
7866887023;222345;218417;0;0
7866988841;222345;218417;0;0
7867090809;222345;218417;0;0
7867192929;222345;218417;0;0
7867294808;222345;218420;0;0
7867396809;222348;218420;0;0
7867498868;222348;218420;0;0
7867600808;222348;218420;0;0
7867702810;222349;218432;0;0
7867805245;222360;218432;0;0
7867906809;222360;218435;0;0
7868008811;222363;218435;0;0
7868110965;222363;218435;0;0
7868212809;222363;218435;0;0
7868314808;222363;218435;0;0
7868416819;222363;218438;0;0
7868518816;222366;218438;0;0
7868620809;222366;218438;0;0
7868722809;222367;218450;0;0
7868824807;222378;218452;0;0
7868926820;222380;218453;0;0
7869028810;222381;218453;0;0
7869131154;222381;218453;0;0
7869232808;222381;218453;0;0
7869334849;222381;218455;0;0
7869436807;222383;218456;0;0
7869538809;222384;218456;0;0
7869640809;222385;218456;0;0
7869742809;222385;218468;0;0
7869844808;222396;218470;0;0
7869946816;222398;218471;0;0
7870048810;222399;218471;0;0
7870150808;222399;218471;0;0
7870252809;222399;218471;0;0
7870354808;222399;218473;0;0
7870456807;222401;218474;0;0
7870558811;222402;218474;0;0
7870660807;222403;218474;0;0
7870762834;222403;218486;0;0
7870864809;222414;218488;0;0
7870966808;222416;218489;0;0
7871068822;222417;218489;0;0
7871170808;222417;218489;0;0
7871272816;222417;218489;0;0
7871374845;222417;218492;0;0
7871477006;222420;218492;0;0
7871578809;222420;218492;0;0
7871680809;222421;218504;0;0
7871782808;222432;218504;0;0
7871884808;222432;218507;0;0
7871986808;222435;218507;0;0
7872088810;222435;218507;0;0
7872190808;222435;218507;0;0
7872292835;222435;218507;0;0
7872394808;222435;218510;0;0
7872496808;222438;218510;0;0
7872598810;222438;218510;0;0
7872700809;222439;218522;0;0
7872802809;222450;218522;0;0
