timestamp;data_rate;rate_multiplier;tx_rate_avg;tx_error_rate_avg;tx_message_count;tx_buffer_overruns;rx_rate_avg;rx_message_count;rx_message_lost_count;rx_buffer_overruns;rx_parse_errors;rx_packet_drop_count;rx_message_lost_rate;type;mode;flow_control;forwarding;mavlink_v2;ftp;streams;heartbeat_type_antenna_tracker;heartbeat_type_gcs;heartbeat_type_onboard_controller;heartbeat_type_gimbal;heartbeat_type_adsb;heartbeat_type_camera;heartbeat_type_parachute;heartbeat_type_open_drone_id;heartbeat_component_telemetry_radio;heartbeat_component_log;heartbeat_component_osd;heartbeat_component_vio;heartbeat_component_pairing_manager;heartbeat_component_udp_bridge;heartbeat_component_uart_bridge;open_drone_id_system_healthy;parachute_system_healthy
8248131996;1200.0;0.28181258;598.74554;0.0;151338;0;41.98216;14982;0;0;0;0;0.0;0;0;1;1;1;1;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8249132819;1200.0;0.28181258;611.8957;0.0;151361;0;20.792572;14983;0;0;0;0;0.0;0;0;1;1;1;1;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8249382899;1200.0;0.28181258;890.9398;0.0;151364;0;20.97504;14983;0;0;0;0;0.0;0;0;1;1;1;1;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8250644852;1200.0;0.28181258;631.85754;0.0;151386;0;41.9242;14985;0;0;0;0;0.0;0;0;1;1;1;1;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8251896821;1200.0;0.28181258;549.9035;0.0;151404;0;20.95821;14987;0;0;0;0;0.0;0;0;1;1;1;1;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8253147820;1200.0;0.28181258;962.3515;0.0;151433;0;20.791544;14989;0;0;0;0;0.0;0;0;1;1;1;1;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8254147892;1200.0;0.28181258;605.4188;0.0;151447;0;41.95972;14990;0;0;0;0;0.0;0;0;1;1;1;1;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8254408876;1200.0;0.28181258;598.99945;0.0;151451;0;20.99998;14990;0;0;0;0;0.0;0;0;1;1;1;1;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8255658821;1200.0;0.28181258;565.42615;0.0;151471;0;20.978708;14991;0;0;0;0;0.0;0;0;1;1;1;1;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8256918820;1200.0;0.28181258;881.5619;0.0;151497;0;20.989569;14993;0;0;0;0;0.0;0;0;1;1;1;1;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8258169840;1200.0;0.28181258;595.7099;0.0;151517;0;20.989779;14994;0;0;0;0;0.0;0;0;1;1;1;1;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8259170953;1200.0;0.28181258;569.9926;0.0;151533;0;20.999727;14995;0;0;0;0;0.0;0;0;1;1;1;1;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
