timestamp;timestamp_sample;time_last_fuse;observation[0];observation[1];device_id;observation_variance[0];observation_variance[1];innovation[0];innovation[1];innovation_filtered[0];innovation_filtered[1];innovation_variance[0];innovation_variance[1];test_ratio[0];test_ratio[1];test_ratio_filtered[0];test_ratio_filtered[1];estimator_instance;innovation_rejected;fused
7866716370;7866527726;7866527726;0.0522209033370018;0.002335404511541128;0;1e-04;1e-04;0.00035812688;0.0008956922;0.00050369;0.0008984231;0.0002449296;0.00024489447;5.8182188e-05;0.00036399555;0.0001203735;0.00036635055;1;0;1
7867131986;7866943397;7866943397;0.0522209033370018;0.0023354021832346916;0;1e-04;1e-04;0.00012615134;0.000645674;0.0003360514;0.0008144283;0.00024493271;0.0002448971;7.2192893e-06;0.00018914744;6.715581e-05;0.00030652684;1;0;1
7867547633;7867359061;7867359061;0.0522209033370018;0.002335403813049197;0;1e-04;1e-04;0.00014039925;0.0008321402;0.00022300653;0.00080984965;0.0002449268;0.00024489086;8.942331e-06;0.00031417958;3.6569694e-05;0.00030059883;1;0;1
7868220515;7868032046;7867359061;0.0522209033370018;0.002335424767807126;0;100.0;100.0;0.0002969704;0.0031653855;0.00026544774;0.0015698347;100.00077;100.00077;9.79897e-11;1.1132875e-08;1.0306012e-05;8.550436e-05;1;0;0
7868725663;7868536785;7867359061;0.05222083628177643;0.0023356350138783455;0;100.0;100.0;-0.0071475464;0.02655748;-0.0020757704;0.007106873;100.002754;100.00275;5.6762236e-08;7.836449e-07;3.779837e-06;3.157749e-05;1;0;0
7869220146;7869031627;7867359061;0.05222048982977867;0.0023361295461654663;0;100.0;100.0;-0.04565391;0.081613705;-0.019293005;0.04379522;100.00711;100.00711;2.3157015e-06;7.400359e-06;6.9562316e-07;1.5018918e-05;1;0;0
7869724892;7869536367;7867359061;0.05222027376294136;0.0023363311775028706;0;100.0;100.0;-0.06957422;0.10406778;-0.04328655;0.07622371;100.01559;100.0156;5.3775757e-06;1.203157e-05;-2.0819302e-06;1.1906073e-05;1;0;0
7870219926;7870031209;7867359061;0.05221991986036301;0.0023365714587271214;0;100.0;100.0;-0.10840111;0.13079712;-0.07277047;0.102887735;100.02989;100.029945;1.3052544e-05;1.900307e-05;-6.541354e-06;1.4318975e-05;1;0;0
7870724632;7870535949;7867359061;0.05221943557262421;0.0023368701804429293;0;100.0;100.0;-0.16211665;0.16404781;-0.114160545;0.13254727;100.05327;100.05344;2.918646e-05;2.98859e-05;-1.6009197e-05;2.1089938e-05;1;0;0
7871219532;7871030791;7867359061;0.05221869423985481;0.0023372641298919916;0;100.0;100.0;-0.24425724;0.20791332;-0.17376725;0.1679851;100.08803;100.08846;6.6232365e-05;4.7988608e-05;-3.684354e-05;3.286901e-05;1;0;0
7871723999;7871535531;7867359061;0.052217669785022736;0.0023376995231956244;0;100.0;100.0;-0.3573643;0.25638348;-0.25777695;0.21106651;100.139656;100.14064;0.00014170127;7.293352e-05;-8.025618e-05;5.1335963e-05;1;0;0
7872228866;7872040270;7867359061;0.05221642181277275;0.0023382038343697786;0;100.0;100.0;-0.4951668;0.31251818;-0.371618;0.2599093;100.212654;100.2146;0.00027185542;0.00010828718;-0.00016512434;7.735091e-05;1;0;0
7872723689;7872535113;7867359061;0.052214786410331726;0.0023387724068015814;0;100.0;100.0;-0.67617464;0.37580717;-0.5138153;0.3204868;100.310684;100.31425;0.00050644006;0.00015643178;-0.00031235375;0.000117373536;1;0;0
7873228372;7873039854;7867359061;0.052212730050086975;0.0023393607698380947;0;100.0;100.0;-0.9036513;0.4413107;-0.6965482;0.38571084;100.44465;100.45084;0.0009033009;0.00021542337;-0.00056884915;0.00016897831;1;0;0
7873723169;7873534695;7867359061;0.05221027508378029;0.0023398844059556723;0;100.0;100.0;-1.1749711;0.49959862;-0.9256321;0.44217426;100.617226;100.62721;0.0015245423;0.00027560338;-0.0009982877;0.00022013714;1;0;0
7874218008;7874029537;7867359061;0.05220716819167137;0.002340529579669237;0;100.0;100.0;-1.518453;0.57142603;-1.209722;0.49628893;100.83918;100.85486;0.0025405686;0.00035973336;-0.0016935469;0.00027566182;1;0;0
7874722767;7874534277;7867359061;0.05220340937376022;0.0023412134032696486;0;100.0;100.0;-1.9340951;0.6475444;-1.5607799;0.57279843;101.12763;101.15137;0.004110014;0.00046060095;-0.002798702;0.0003666554;1;0;0
7875227802;7875039017;7867359061;0.05219903588294983;0.0023418820928782225;0;100.0;100.0;-2.4177673;0.7219751;-1.9669471;0.6460815;101.49032;101.525894;0.0063997335;0.0005704599;-0.004406936;0.00046386375;1;0;0
7875722471;7875533859;7867359061;0.05219443514943123;0.0023425191175192595;0;100.0;100.0;-2.926382;0.7928978;-2.432689;0.7203126;101.932045;101.983315;0.009334882;0.0006849562;-0.0066879294;0.0005733243;1;0;0
7876227657;7876038599;7867359061;0.05218900367617607;0.00234307162463665;0;100.0;100.0;-3.5272272;0.85438746;-2.9694932;0.7881906;102.484116;102.55811;0.013488629;0.0007908556;-0.0098775085;0.0006813785;1;0;0
7876722778;7876533442;7867359061;0.052183598279953;0.0023428539279848337;0;100.0;100.0;-4.1247606;0.83015734;-3.5338883;0.83299714;103.1427;103.2462;0.018328061;0.0007416589;-0.013845058;0.00075436465;1;0;0
7877227059;7877038181;7867359061;0.05217733606696129;0.002342836931347847;0;100.0;100.0;-4.8173895;0.8282799;-4.168301;0.8342718;103.95324;104.09508;0.024805214;0.00073228736;-0.019075528;0.00074962626;1;0;0
7877721782;7877533024;7867359061;0.05217023193836212;0.0023425312247127295;0;100.0;100.0;-5.6028957;0.79423696;-4.8622155;0.8138527;104.901726;105.09324;0.033250634;0.00066693407;-0.025698708;0.00070748205;1;0;0
7878226235;7878037764;7867359061;0.05216251686215401;0.002341981278732419;0;100.0;100.0;-6.45566;0.73301786;-5.642441;0.7807764;106.050735;106.30531;0.043664157;0.0005616059;-0.034214526;0.0006455378;1;0;0
7878721159;7878532606;7867359061;0.05215436592698097;0.0023419437929987907;0;100.0;100.0;-7.357302;0.7288419;-6.4818006;0.7441876;107.38068;107.709625;0.05601038;0.00054798624;-0.0445919;0.0005802763;1;0;0
7879225871;7879037346;7867359061;0.052144844084978104;0.0023410802241414785;0;100.0;100.0;-8.409939;0.6327066;-7.4300227;0.71008235;108.96584;109.390526;0.07211952;0.00040661416;-0.057769243;0.000522258;1;0;0
7879720693;7879532190;7867359061;0.05213319510221481;0.0023408166598528624;0;100.0;100.0;-9.697998;0.60338247;-8.485334;0.6438566;110.765076;111.31429;0.09434498;0.00036340588;-0.07421735;0.00042525987;1;0;0
7880225398;7880036928;7867359061;0.052120089530944824;0.0023400147911161184;0;100.0;100.0;-11.147036;0.5141067;-9.803846;0.5790458;112.889565;113.59166;0.122298874;0.00025853392;-0.09747033;0.00034013586;1;0;0
7880730167;7880541667;7867359061;0.052101124078035355;0.0023402064107358456;0;100.0;100.0;-13.24414;0.5354475;-11.445652;0.550634;115.318855;116.2184;0.16900699;0.00027410462;-0.13053317;0.00029921212;1;0;0
7881224995;7881036510;7867359061;0.052079033106565475;0.0023408206179738045;0;100.0;100.0;-15.686894;0.60380757;-13.446716;0.56450564;118.033516;119.174484;0.23164669;0.0003399158;-0.17661658;0.00030559767;1;0;0
7881719925;7881531352;7867359061;0.052056148648262024;0.0023411333095282316;0;100.0;100.0;-18.217522;0.6386385;-15.785857;0.6067505;121.137024;122.55663;0.3044102;0.00036976932;-0.23769741;0.00034367753;1;0;0
7882224612;7882036092;7867359061;0.052028533071279526;0.0023417717311531305;0;100.0;100.0;-21.271147;0.7096949;-18.505653;0.6540091;124.70414;126.48442;0.40314233;0.00044244964;-0.3177652;0.00038785915;1;0;0
7882719403;7882530934;7867359061;0.05199819430708885;0.002342223422601819;0;100.0;100.0;-24.625563;0.75997484;-21.449297;0.7061171;128.64041;130.85297;0.5237842;0.0004904247;-0.41418764;0.00043815782;1;0;0
7883224448;7883035673;7867359061;0.05196671187877655;0.002343142172321677;0;100.0;100.0;-28.106882;0.8622404;-24.717363;0.78242666;133.13998;135.89825;0.65928674;0.0006078555;-0.5317447;0.0005206773;1;0;0
7883728915;7883540412;7867359061;0.05193256959319115;0.0023438408970832825;0;100.0;100.0;-31.88201;0.9400349;-28.28076;0.8833977;138.22562;141.59113;0.81707203;0.0006934409;-0.67145383;0.0006398491;1;0;0
7884223719;7884035255;7867359061;0.051896482706069946;0.0023468276485800743;0;100.0;100.0;-35.872555;1.2725194;-32.002872;1.0313888;143.72589;147.86523;0.994826;0.0012168029;-0.82763714;0.00084575854;1;0;0
7884718841;7884530097;7867359061;0.051854345947504044;0.0023478674702346325;0;100.0;100.0;-40.53165;1.3882599;-36.06293;1.1946851;149.82175;154.85373;1.2183475;0.0013828573;-1.0095326;0.0010814097;1;1;0
7885223398;7885034836;7867359061;0.05181001499295235;0.002347728004679084;0;100.0;100.0;-45.43362;1.3727381;-40.71417;1.2982213;156.76468;162.80302;1.4630662;0.0012860872;-1.2323834;0.0012107459;1;1;0
7885728104;7885539575;7867359061;0.05176115781068802;0.002350448165088892;0;100.0;100.0;-50.835873;1.6755464;-45.730453;1.462782;164.33896;171.66272;1.7472599;0.0018171653;-1.4851243;0.0014622075;1;1;0
7886222887;7886034417;7867359061;0.051711197942495346;0.002352541545405984;0;100.0;100.0;-56.360085;1.9085708;-50.898354;1.6977459;172.49326;181.28104;2.0461085;0.0022326552;-1.7547339;0.0018735118;1;1;0
7886727901;7886539156;7867359061;0.05165444687008858;0.0023537881206721067;0;100.0;100.0;-62.635075;2.0473487;-56.571014;1.8853636;181.67877;192.09377;2.399322;0.0024245318;-2.0611777;0.0021787202;1;1;0
7887226155;7887033997;7867359061;0.05159997567534447;0.002354504307731986;0;100.0;100.0;-68.6583;2.1270833;-62.54094;2.009816;191.59778;203.80173;2.7337143;0.0024667128;-2.3928123;0.0023340425;1;1;0
7887727213;7887538736;7867359061;0.05153903365135193;0.002356676384806633;0;100.0;100.0;-75.39689;2.3688667;-68.90932;2.189608;202.52652;216.9395;3.1187637;0.0028740882;-2.751058;0.002607115;1;1;0
7888222349;7888033578;7867359061;0.051477592438459396;0.0023577117826789618;0;100.0;100.0;-82.19061;2.4841287;-75.38124;2.3284762;214.1636;231.0507;3.5047438;0.0029675525;-3.1158893;0.0027717955;1;1;0
7888727388;7888538316;7867359061;0.0514245480298996;0.0023575557861477137;0;100.0;100.0;-88.05633;2.46676;-81.88516;2.4302697;227.18546;246.82434;3.7922602;0.0027391973;-3.4705963;0.0028321152;1;1;0
7889222155;7889033158;7867359061;0.05137369781732559;0.00235859421081841;0;100.0;100.0;-93.67887;2.5823598;-87.77699;2.4595537;240.79715;263.7389;4.0493884;0.002809421;-3.7638836;0.002722847;1;1;0
7889726409;7889537896;7867359061;0.05131857097148895;0.002353670308366418;0;100.0;100.0;-99.77454;2.0342236;-93.667816;2.3120694;255.56439;282.5625;4.3280935;0.0016271976;-4.0;0.00228346;1;1;0
7890221217;7890032738;7867359061;0.051260318607091904;0.002353636547923088;0;100.0;100.0;-106.21582;2.0304775;-98.82204;2.146561;271.27203;302.72012;4.620946;0.0015132566;-4.0;0.0018456758;1;1;0
7890726058;7890537476;7867359061;0.051198139786720276;0.002354525728151202;0;100.0;100.0;-113.09098;2.1294503;-101.89647;2.1177323;288.4136;325.01007;4.9271717;0.0015502285;-4.0;0.0016608489;1;1;0
7891220977;7891032317;7867359061;0.05113014951348305;0.0023520535323768854;0;100.0;100.0;-120.60881;1.8542494;-105.06961;2.025511;306.65625;348.43842;5.2706447;0.0010963967;-4.0;0.0014215623;1;1;0
7891725586;7891537055;7867359061;0.05105156823992729;0.002347237430512905;0;100.0;100.0;-129.29808;1.3181412;-108.45729;1.7795998;326.74957;374.14798;5.68495;0.00051598606;-4.0;0.0010497327;1;1;0
7892220415;7892031896;7867359061;0.050963494926691055;0.0023431999143213034;0;100.0;100.0;-139.03651;0.8686899;-111.815674;1.2568753;347.29852;401.33325;6.1846094;0.0002089209;-4.0;0.00055507367;1;1;0
7892725234;7892536634;7867359061;0.050866108387708664;0.002347333589568734;0;100.0;100.0;-149.80498;1.3288479;-115.37837;1.2246959;369.78244;431.441;6.7431636;0.00045476458;-4.0;0.00045082346;1;1;0
7893220060;7893031475;7867359061;0.05077233538031578;0.0023505287244915962;0;100.0;100.0;-160.17418;1.6845244;-119.03609;1.4175936;393.5997;463.2128;7.2424874;0.0006806621;-4.0;0.00053341564;1;1;0
7893724750;7893536213;7867359061;0.05066664516925812;0.0023549331817775965;0;100.0;100.0;-171.86075;2.1748295;-122.83432;1.7045466;419.11865;497.98233;7.830219;0.0010553439;-4.0;0.0007062667;1;1;0
7894229682;7894040950;7867359061;0.05055586248636246;0.0023600030690431595;0;100.0;100.0;-184.11029;2.739182;-126.75794;2.3173;446.32153;535.22736;8.43851;0.001557618;-4.0;0.0012269578;1;1;0
7894724782;7894535791;7867359061;0.05043952539563179;0.0023631316144019365;0;100.0;100.0;-196.97406;3.0874538;-130.73874;2.8036318;474.79492;574.0421;9.0796585;0.0018450778;-4.0;0.0016541297;1;1;0
7895219307;7895030631;7867359061;0.05032868683338165;0.00236254814080894;0;100.0;100.0;-209.22997;3.0224981;-134.87303;2.8146129;505.29813;615.5752;9.62626;0.0016489538;-4.0;0.0015465381;1;1;0
7895723848;7895535368;7867359061;0.05020277947187424;0.002368998248130083;0;100.0;100.0;-223.15198;3.740525;-139.1572;3.252403;537.90906;660.891;10.286085;0.0023523003;-4.0;0.0019159273;1;1;0
7896218922;7896030209;7867359061;0.05007210001349449;0.0023778616450726986;0;100.0;100.0;-237.60211;4.727201;-143.4604;3.8770044;571.6913;708.20624;10.97227;0.0035059515;-4.0;0.0025451945;1;1;0
7896723516;7896534946;7867359061;0.049944233149290085;0.0023846139665693045;0;100.0;100.0;-251.74081;5.478863;-148.03076;4.6630726;608.6975;759.63293;11.568132;0.004390708;-4.0;0.00343287;1;1;0
7897228185;7897039683;7867359061;0.049804214388132095;0.0023937728255987167;0;100.0;100.0;-267.22302;6.498411;-152.66174;5.554092;647.3779;814.1818;12.2559595;0.0057630246;-4.0;0.0045372737;1;1;0
7897723072;7897534523;7867359061;0.04966070502996445;0.002404141938313842;0;100.0;100.0;-283.0914;7.6527114;-157.30342;6.5438814;687.3435;870.9258;12.954988;0.0074714865;-4.0;0.005879461;1;1;0
7898227865;7898039260;7867359061;0.04952270910143852;0.0024151592515408993;0;100.0;100.0;-298.35043;8.8791485;-162.19382;7.6505976;730.74536;932.3728;13.53458;0.009395298;-4.0;0.007494683;1;1;0
7898722642;7898534099;7867359061;0.049397192895412445;0.002413023728877306;0;100.0;100.0;-312.2294;8.641423;-167.0771;8.221478;775.4099;995.58905;13.96927;0.008333893;-4.0;0.008079506;1;1;0
7899227332;7899038836;7867359061;0.049281731247901917;0.0024098886642605066;0;100.0;100.0;-324.99615;8.292423;-172.13101;8.512168;823.0302;1064.3856;14.259298;0.007178297;-4.0;0.008084893;1;1;0
7899722161;7899533676;7867359061;0.04918229579925537;0.0024036457762122154;0;100.0;100.0;-335.9913;7.59748;-177.27167;7.958257;872.9234;1135.8591;14.36936;0.005646406;-4.0;0.0066868076;1;1;0
7900227455;7900038412;7867359061;0.049080025404691696;0.002384107792750001;0;100.0;100.0;-347.29962;5.4225063;-182.4573;6.965059;924.7407;1212.2659;14.492595;0.002695006;-4.0;0.0049174167;1;1;0
7900722321;7900533251;7867359061;0.04900626465678215;0.0023602843284606934;0;100.0;100.0;-355.4558;2.7705064;-187.71832;5.0443425;978.83795;1291.5922;14.342271;0.0006603138;-4.0;0.0027274648;1;1;0
7901226818;7901037987;7867359061;0.048930294811725616;0.0023409812711179256;0;100.0;100.0;-363.85623;0.6216965;-193.23099;3.0419016;1037.1727;1377.5619;14.182933;3.1174764e-05;-4.0;0.0012287841;1;1;0
7901721531;7901532827;7867359061;0.048856839537620544;0.00232752226293087;0;100.0;100.0;-371.97836;-0.87655765;-198.80544;1.0078342;1097.8777;1466.5747;14.003574;5.8212234e-05;-4.0;0.00045383006;1;1;0
7902226156;7902037562;7867359061;0.04879997298121452;0.0023099477402865887;0;100.0;100.0;-378.2661;-2.8329375;-204.57959;-0.79334784;1162.5781;1562.6505;13.675091;0.00057064975;-4.0;-1.9092275e-05;1;1;0
7902721218;7902532401;7867359061;0.048722703009843826;0.0023101612459868193;0;100.0;100.0;-386.81033;-2.8091722;-210.31744;-2.0469751;1228.7062;1661.3759;13.530243;0.00052777195;-4.0;-0.00034395183;1;1;0
7903225603;7903037137;7867359061;0.048635028302669525;0.0022903012577444315;0;100.0;100.0;-396.50504;-5.0199585;-216.25125;-3.4184725;1299.0167;1767.5076;13.447457;0.0015841506;-4.0;-0.0008800466;1;1;0
7903720457;7903531976;7867359061;0.04853286221623421;0.0022862209007143974;0;100.0;100.0;-407.80188;-5.4741883;-222.21564;-4.1709733;1371.6608;1877.7451;13.471291;0.0017732105;-4.0;-0.0011438826;1;1;0
7904225198;7904036711;7867359061;0.04840473458170891;0.0022808711510151625;0;100.0;100.0;-421.96954;-6.069726;-228.34262;-5.3303537;1448.3431;1993.9716;13.659923;0.002052942;-4.0;-0.0017237292;1;1;0
7904720074;7904531550;7867359061;0.048268143087625504;0.0022678219247609377;0;100.0;100.0;-437.0728;-7.5223475;-234.48029;-6.8411455;1527.2502;2113.9941;13.898082;0.0029741337;-4.0;-0.00267479;1;1;0
7905224860;7905036285;7867359061;0.0481000579893589;0.0022453810088336468;0;100.0;100.0;-455.6588;-10.020452;-240.82906;-8.130986;1611.0731;2240.0886;14.3193;0.0049804305;-4.0;-0.0035439506;1;1;0
7905719604;7905531123;7867359061;0.04791536182165146;0.002242433838546276;0;100.0;100.0;-476.0816;-10.34852;-247.12823;-9.386643;1696.4543;2368.908;14.844929;0.0050230306;-4.0;-0.0044127842;1;1;0
7906224351;7906035858;7867359061;0.047727860510349274;0.0022388710640370846;0;100.0;100.0;-496.81436;-10.745139;-253.75308;-10.182672;1788.6284;2506.2937;15.332948;0.0051185815;-4.0;-0.0048732134;1;1;0
7906719224;7906530696;7867359061;0.047521986067295074;0.0022405849304050207;0;100.0;100.0;-519.5786;-10.554357;-260.31155;-10.405538;1882.2805;2646.6738;15.935865;0.004676496;-4.0;-0.0048085894;1;1;0
7907223915;7907035430;7867359061;0.04730900377035141;0.002245513955131173;0;100.0;100.0;-543.12885;-10.005647;-267.13052;-10.274216;1982.1866;2796.1167;16.535551;0.0039782543;-4.0;-0.0044423733;1;1;0
7907729006;7907540165;7867359061;0.04709704592823982;0.0022528714034706354;0;100.0;100.0;-566.56616;-9.186639;-274.04727;-9.850131;2086.164;2951.972;17.096622;0.0031765709;-4.0;-0.0038812447;1;1;0
7908223515;7908035003;7867359061;0.04689774662256241;0.002258715918287635;0;100.0;100.0;-588.60333;-8.536013;-280.96255;-9.185702;2192.7766;3111.0444;17.55531;0.002602324;-4.0;-0.0032194892;1;1;0
7908728238;7908539738;7867359061;0.04667690023779869;0.0022664449643343687;0;100.0;100.0;-613.02325;-7.6756406;-288.06165;-8.490595;2304.9866;3279.528;18.115194;0.0019960683;-4.0;-0.0026191457;1;1;0
7909223295;7909034574;7867359061;0.04646999016404152;0.0022793100215494633;0;100.0;100.0;-635.90234;-6.243512;-295.04895;-7.5861516;2418.1633;3451.4924;18.5803;0.0012548983;-4.0;-0.0020066437;1;1;0
7909717961;7909529412;7867359061;0.04625822603702545;0.0022871477995067835;0;100.0;100.0;-659.31793;-5.371015;-302.27658;-6.5139318;2538.0867;3629.5386;19.030088;0.00088311813;-4.0;-0.0014290622;1;1;0
7910222625;7910034145;7867359061;0.04603748396039009;0.002306018490344286;0;100.0;100.0;-683.72595;-3.2703414;-309.6709;-5.1429124;2663.7798;3817.5989;19.499493;0.00031128156;-4.0;-0.0008898442;1;1;0
7910727430;7910538879;7867359061;0.04581702873110771;0.0023152956273406744;0;100.0;100.0;-708.10284;-2.2376044;-317.27505;-3.6937926;2796.2075;4014.662;19.924194;0.00013857186;-4.0;-0.0004738884;1;1;0
7911222292;7911033716;7867359061;0.04559731483459473;0.002331196330487728;0;100.0;100.0;-732.39746;-0.467559;-324.80194;-2.0294056;2930.4531;4212.977;20.33838;5.765557e-06;-4.0;-0.00020091;1;1;0
7911726916;7911538450;7867359061;0.045360270887613297;0.0023528484161943197;0;100.0;100.0;-758.6083;1.9427468;-332.52335;0.4188274;3071.4382;4423.3086;20.818567;9.480749e-05;-4.0;-5.892714e-06;1;1;0
7912221797;7912033286;7867359061;0.04511221870779991;0.0023879227228462696;0;100.0;100.0;-786.0365;5.8471994;-340.20316;2.7551115;3214.95;4635.314;21.353483;0.0008195476;-4.0;0.000283411;1;1;0
7912726889;7912538019;7867359061;0.04490256682038307;0.0023845438845455647;0;100.0;100.0;-809.21857;5.4710693;-348.06955;5.05029;3365.3447;4858.122;21.620195;0.0006845947;-4.0;0.0007108622;1;1;0
7913221797;7913032856;7867359061;0.04466129094362259;0.002417414216324687;0;100.0;100.0;-835.8977;9.1301775;-355.96017;6.9085813;3519.6567;5084.5024;22.057865;0.0018216606;-4.0;0.0011817629;1;1;0
7913726057;7913537589;7867359061;0.04440367966890335;0.0024594003334641457;0;100.0;100.0;-864.38275;13.80403;-364.10223;9.840932;3682.512;5323.0186;22.543716;0.00397751;-4.0;0.0022519773;1;1;0
7914220943;7914032427;7867359061;0.044177573174238205;0.002466438105329871;0;100.0;100.0;-889.3844;14.5874815;-372.18024;12.103967;3847.726;5565.847;22.841908;0.004248023;-4.0;0.0031513567;1;1;0
7914715728;7914527261;7867359061;0.04392899572849274;0.00249861809425056;0;100.0;100.0;-916.87054;18.169733;-380.3614;14.984549;4018.7437;5815.021;23.242523;0.0063081686;-4.0;0.0045917756;1;1;0
7915220528;7915031993;7867359061;0.043689895421266556;0.0025157693307846785;0;100.0;100.0;-943.3088;20.078987;-388.79105;17.377708;4198.8467;6077.468;23.54698;0.007370864;-4.0;0.0058415364;1;1;0
7915725432;7915536726;7867359061;0.043452177196741104;0.002542088972404599;0;100.0;100.0;-969.5942;23.008865;-397.22827;19.955061;4383.064;6348.0767;23.831957;0.009266287;-4.0;0.0073434794;1;1;0
7916220062;7916031561;7867359061;0.04324566572904587;0.002516766544431448;0;100.0;100.0;-992.4291;20.189999;-405.6501;20.563587;4570.8887;6621.588;23.941746;0.0068401867;-4.0;0.0074444725;1;1;0
7916724866;7916536293;7867359061;0.04302707687020302;0.0025412542745471;0;100.0;100.0;-1016.59955;22.915966;-414.28644;21.426525;4767.59;6912.2554;24.085653;0.008441391;-4.0;0.0077164974;1;1;0
7917219978;7917031129;7867359061;0.0428420789539814;0.002513138810172677;0;100.0;100.0;-1037.0555;19.786154;-422.77905;21.093363;4965.0586;7203.041;24.067842;0.006038991;-4.0;0.00719434;1;1;0
7917724354;7917535861;7867359061;0.04266095533967018;0.0024990192614495754;0;100.0;100.0;-1057.0831;18.214397;-431.63855;19.976921;5175.329;7510.1157;23.990417;0.004908406;-4.0;0.006206901;1;1;0
7918229334;7918040592;7867359061;0.042488355189561844;0.0024884508457034826;0;100.0;100.0;-1076.1678;17.037909;-440.5647;18.417019;5391.5903;7827.0054;23.867155;0.004120922;-4.0;0.005083124;1;1;0
7918724158;7918535427;7867359061;0.04231373220682144;0.0024733382742851973;0;100.0;100.0;-1095.4767;15.355585;-449.39532;16.842655;5609.894;8147.1987;23.7689;0.0032157472;-4.0;0.004100151;1;1;0
7919228675;7919040159;7867359061;0.042118582874536514;0.0024669060949236155;0;100.0;100.0;-1117.0554;14.639568;-458.53168;15.72944;5840.3135;8483.636;23.739456;0.002806933;-4.0;0.0034239723;1;1;0
