timestamp;nav_state;failure
8142558872;15;0
8143065017;15;0
8143568682;15;0
8144072464;15;0
8144583806;15;0
8145089945;15;0
8145593134;15;0
8146097060;15;0
8146607911;15;0
8147113945;15;0
8147617785;15;0
8148121533;15;0
8148632165;15;0
8149138462;15;0
8149642589;15;0
8150146506;15;0
8150655806;15;0
8151161808;15;0
8151666754;15;0
8152170716;15;0
8152674661;15;0
8153185875;15;0
8153691811;15;0
8154195502;15;0
8154699142;15;0
8155210045;15;0
8155716021;15;0
8156220046;15;0
8156723634;15;0
8157233806;15;0
8157740596;15;0
8158244409;15;0
8158748249;15;0
8159260483;15;0
8159765873;15;0
8160268952;15;0
8160773210;15;0
8161283827;15;0
8161790037;15;0
8162293499;15;0
8162797388;15;0
8163307835;15;0
8163814148;15;0
8164318095;15;0
8164822592;15;0
8165331821;15;0
8165837807;15;0
8166342470;15;0
8166846494;15;0
8167355928;15;0
8167861859;15;0
8168367156;15;0
8168871015;15;0
8169374995;15;0
8169885848;15;0
8170391806;15;0
8170895519;15;0
8171399415;15;0
8171909943;15;0
8172416192;15;0
8172920215;15;0
8173423931;15;0
8173933834;15;0
8174440949;15;0
8174944583;15;0
8175448605;15;0
8175958835;15;0
8176465833;15;0
8176969136;15;0
8177473013;15;0
8177983832;15;0
8178490046;15;0
8178993712;15;0
8179497792;15;0
8180007809;15;0
8180514357;15;0
8181018591;15;0
8181522215;15;0
8182026037;15;0
8182537855;15;0
8183043839;15;0
8183546779;15;0
8184050681;15;0
8184561807;15;0
8185067868;15;0
8185571256;15;0
8186075036;15;0
8186585840;15;0
8187092133;15;0
8187596155;15;0
8188099647;15;0
8188611322;15;0
8189116871;15;0
8189620690;15;0
8190124212;15;0
8190634840;15;0
8191141086;15;0
8191644907;15;0
8192149059;15;0
8192658861;15;0
8193164808;15;0
8193669406;15;0
8194173607;15;0
8194677549;15;0
8195188834;15;0
8195694826;15;0
8196197811;15;0
8196701778;15;0
8197212828;15;0
8197718806;15;0
8198222500;15;0
8198726559;15;0
8199236807;15;0
8199743069;15;0
8200246956;15;0
8200750856;15;0
8201260834;15;0
8201766820;15;0
8202271581;15;0
8202775319;15;0
8203286828;15;0
8203792874;15;0
8204296399;15;0
8204799918;15;0
8205310989;15;0
8205816806;15;0
8206320554;15;0
8206824485;15;0
8207334821;15;0
8207841636;15;0
8208345116;15;0
8208849054;15;0
8209358875;15;0
8209864864;15;0
8210369612;15;0
8210873492;15;0
8211377417;15;0
8211888808;15;0
8212394806;15;0
8212898148;15;0
8213401939;15;0
8213912842;15;0
8214419522;15;0
8214922576;15;0
8215426528;15;0
8215936840;15;0
8216443439;15;0
8216948807;15;0
8217451086;15;0
8217962409;15;0
8218467820;15;0
8218972260;15;0
8219475484;15;0
8219985806;15;0
8220492806;15;0
8220996482;15;0
8221500014;15;0
8222011071;15;0
8222516877;15;0
8223020762;15;0
8223524574;15;0
8224034807;15;0
8224541573;15;0
8225045251;15;0
8225549393;15;0
8226053110;15;0
8226566156;15;0
