timestamp;timestamp_sample;time_last_fuse;device_id;observation;observation_variance;innovation;innovation_filtered;innovation_variance;test_ratio;test_ratio_filtered;estimator_instance;innovation_rejected;fused
7866715975;7866535980;7866544381;0;7.60317;12.25;-0.13860321;-0.05262576;12.325321;6.2345964e-05;-3.289025e-05;0;0;1
7867228854;7867054854;7867057264;0;7.4578424;12.25;0.009012222;-0.041864768;12.324703;2.6360115e-07;-2.2516086e-05;0;0;1
7867696776;7867516752;7867525201;0;7.4974775;12.25;-0.027884483;-0.05458888;12.326174;2.5232303e-06;-2.0003154e-05;0;0;1
7868209748;7868035091;7868038131;0;7.560893;12.25;-0.08898306;-0.04276037;12.329692;2.5687532e-05;-2.16358e-05;0;0;1
7868731764;7868553704;7868560060;0;7.2279606;12.25;0.23639727;0.023566542;12.33447;0.00018122763;1.8609662e-05;0;0;1
7869244665;7869072349;7869072991;0;7.3521495;12.25;0.12190437;0.04128976;12.3401575;4.8170135e-05;2.1382046e-05;0;0;1
7869712499;7869534452;7869540928;0;7.3310113;12.25;0.143394;0.06797008;12.346343;6.661677e-05;3.7231737e-05;0;0;1
7870225429;7870053187;7870053905;0;7.4763384;12.25;-0.008972168;0.055173516;12.353811;2.6064765e-07;2.4456014e-05;0;0;1
7870684450;7870512244;7870512796;0;7.4974775;12.25;-0.040890217;0.065203;12.361166;5.410525e-06;2.7246842e-05;0;0;1
7871206348;7871031178;7871034725;0;7.4367037;12.25;0.008315086;0.037437268;12.37016;2.235724e-07;1.2800195e-05;0;0;1
7871728232;7871550043;7871556655;0;7.309872;12.25;0.12597847;-0.0036504033;12.379535;5.1280036e-05;-2.6770065e-06;0;0;1
7872241203;7872068648;7872069586;0;7.4974775;12.25;-0.07938194;-0.0065919836;12.388625;2.034606e-05;-5.502096e-06;0;0;1
7872709128;7872530548;7872537522;0;7.4367037;12.25;-0.03369999;-0.024118073;12.397175;3.6643487e-06;-1.0845374e-05;0;0;1
7873222033;7873049361;7873050453;0;7.394427;12.25;-0.021747112;0.030977784;12.405841;1.5248846e-06;1.5332058e-05;0;0;1
7873744021;7873568137;7873572383;0;7.4155655;12.25;-0.05436039;-0.04507549;12.41447;9.521315e-06;-2.4325831e-05;0;0;1
7874202976;7874030114;7874031321;0;7.2490993;12.25;0.099841595;-0.04092136;12.421386;3.2100586e-05;-3.223327e-05;0;0;1
7874724913;7874549018;7874553297;0;7.4578424;12.25;-0.14552212;-0.059408315;12.428783;6.815369e-05;-3.4238135e-05;0;0;1
7875183887;7875008140;7875012188;0;7.4578424;12.25;-0.16483688;-0.110441975;12.43444;8.740627e-05;-6.0813763e-05;0;0;1
7875705685;7875526630;7875534118;0;7.4578424;12.25;-0.19691086;-0.11796099;12.440371;0.00012467116;-6.637849e-05;0;0;1
7876218682;7876045227;7876047049;0;7.394427;12.25;-0.14896154;-0.123371;12.445012;7.132027e-05;-6.82537e-05;0;0;1
7876740670;7876563821;7876568978;0;7.394427;12.25;-0.20320797;-0.11788746;12.449531;0.00013267482;-6.8801e-05;0;0;1
7877199557;7877025706;7877027964;0;7.2490993;12.25;-0.06776762;-0.17603168;12.452649;1.4751722e-05;-0.00014317431;0;0;1
7877721437;7877544092;7877549846;0;7.373288;12.25;-0.21805763;-0.16839086;12.455914;0.00015269578;-0.0001282132;0;0;1
7878234343;7878062613;7878062823;0;7.5186157;12.25;-0.39368868;-0.19389363;12.458124;0.0004976376;-0.00017927562;0;0;1
7878702360;7878524760;7878530713;0;7.4367037;12.25;-0.31227922;-0.22330165;12.460504;0.00031304776;-0.00019513663;0;0;1
7879215217;7879043333;7879043644;0;7.309872;12.25;-0.21424913;-0.29930747;12.461968;0.00014733689;-0.00033361552;0;0;1
7879737143;7879562213;7879565573;0;7.3310113;12.25;-0.25328875;-0.27936882;12.463606;0.00020589608;-0.00027946685;0;0;1
7880196109;7880021338;7880024511;0;7.4155655;12.25;-0.3623047;-0.2930223;12.464566;0.00042124107;-0.00030481702;0;0;1
7880718057;7880539897;7880546440;0;7.4974775;12.25;-0.4496336;-0.34405178;12.465762;0.00064872205;-0.00040444545;0;0;1
7881230951;7881058484;7881059371;0;7.4974775;12.25;-0.45212507;-0.37354246;12.466185;0.00065590907;-0.00046729212;0;0;1
7881698974;7881520373;7881527354;0;7.394427;12.25;-0.35576677;-0.37306827;12.46719;0.0004060899;-0.00047867937;0;0;1
7882211937;7882038696;7882040237;0;7.3521495;12.25;-0.31827784;-0.38033518;12.467365;0.00032501103;-0.00049439777;0;0;1
7882733731;7882557382;7882562213;0;7.309872;12.25;-0.28897142;-0.33601668;12.468022;0.00026789968;-0.0003986616;0;0;1
7883192705;7883019441;7883021104;0;7.3521495;12.25;-0.3299508;-0.38186622;12.468215;0.0003492642;-0.0005263805;0;0;1
7883714600;7883538206;7883543033;0;7.4578424;12.25;-0.4241867;-0.42712536;12.468722;0.0005772344;-0.00062183064;0;0;1
