timestamp;timestamp_sample;control[0];control[1];control[2];control[3];control[4];control[5];control[6];control[7];control[8];control[9];control[10];control[11];reversible_flags
7877719409;7877719323;0.41645578;0.4263081;0.1270579;0.28657815;nan;nan;nan;nan;nan;nan;nan;nan;0
7877816902;7877816810;0.3852693;0.45886004;0.12966882;0.28260174;nan;nan;nan;nan;nan;nan;nan;nan;0
7877918885;7877918796;0.3522192;0.4888188;0.12700419;0.2883577;nan;nan;nan;nan;nan;nan;nan;nan;0
7878020876;7878020782;0.3408405;0.49752805;0.11564362;0.30238774;nan;nan;nan;nan;nan;nan;nan;nan;0
7878118370;7878118269;0.39145958;0.44392446;0.15357567;0.26744017;nan;nan;nan;nan;nan;nan;nan;nan;0
7878220394;7878220302;0.44892958;0.38648254;0.22629857;0.19468921;nan;nan;nan;nan;nan;nan;nan;nan;0
7878317883;7878317789;0.44605958;0.39689544;0.29781693;0.115627974;nan;nan;nan;nan;nan;nan;nan;nan;0
7878419821;7878419728;0.4230973;0.44499677;0.29578155;0.09252426;nan;nan;nan;nan;nan;nan;nan;nan;0
7878517302;7878517215;0.42068973;0.4798838;0.20373078;0.1520956;nan;nan;nan;nan;nan;nan;nan;nan;0
7878619297;7878619201;0.5362425;0.39678657;0.18792227;0.13544858;nan;nan;nan;nan;nan;nan;nan;nan;0
7878721280;7878721188;0.45829028;0.50147295;0.05883063;0.23780608;nan;nan;nan;nan;nan;nan;nan;nan;0
7878818766;7878818674;0.3541656;0.41688913;1.2666068e-09;0.48534516;nan;nan;nan;nan;nan;nan;nan;nan;0
7878919252;7878919160;0.37990978;0.5175102;1.3045165e-10;0.3589799;nan;nan;nan;nan;nan;nan;nan;nan;0
7879018239;7879018147;0.36657828;0.61006725;9.033552e-11;0.27975437;nan;nan;nan;nan;nan;nan;nan;nan;0
7879119062;7879118634;0.44359046;0.56151736;0.08481516;0.16647695;nan;nan;nan;nan;nan;nan;nan;nan;0
7879217762;7879217667;0.45650524;0.5116407;0.19730788;0.0909461;nan;nan;nan;nan;nan;nan;nan;nan;0
7879318196;7879318106;0.45256165;0.49027106;0.24601151;0.06755569;nan;nan;nan;nan;nan;nan;nan;nan;0
7879420230;7879420140;0.43477035;0.5067558;0.22917476;0.085699014;nan;nan;nan;nan;nan;nan;nan;nan;0
7879517718;7879517627;0.4318247;0.5224658;0.10216469;0.19994463;nan;nan;nan;nan;nan;nan;nan;nan;0
7879619659;7879619566;0.42465904;0.48308435;2.3131586e-10;0.34865648;nan;nan;nan;nan;nan;nan;nan;nan;0
7879717139;7879717052;0.36943907;0.49096352;5.643761e-10;0.39599726;nan;nan;nan;nan;nan;nan;nan;nan;0
7879819134;7879819039;0.23582472;0.6028077;3.0123677e-09;0.4177675;nan;nan;nan;nan;nan;nan;nan;nan;0
7879916614;7879916526;0.3973833;0.57794386;0.04419742;0.23687531;nan;nan;nan;nan;nan;nan;nan;nan;0
7880019028;7880018512;0.43061686;0.49620655;0.20084804;0.12872845;nan;nan;nan;nan;nan;nan;nan;nan;0
7880120588;7880120498;0.41649023;0.46814838;0.31396076;0.05780051;nan;nan;nan;nan;nan;nan;nan;nan;0
7880218078;7880217985;0.33644938;0.3936996;0.3589063;0.16734464;nan;nan;nan;nan;nan;nan;nan;nan;0
7880320110;7880320018;0.2996996;0.33661225;0.24950494;0.37058312;nan;nan;nan;nan;nan;nan;nan;nan;0
7880417596;7880417505;0.29303563;0.34671605;0.2178932;0.398755;nan;nan;nan;nan;nan;nan;nan;nan;0
7880519589;7880519444;0.27585042;0.39782313;0.19246309;0.3902633;nan;nan;nan;nan;nan;nan;nan;nan;0
7880617024;7880616931;0.2831543;0.42222038;0.22626199;0.3247632;nan;nan;nan;nan;nan;nan;nan;nan;0
7880719008;7880718917;0.287471;0.44721207;0.23368263;0.28803423;nan;nan;nan;nan;nan;nan;nan;nan;0
7880820998;7880820903;0.3519382;0.40278193;0.25940862;0.24227117;nan;nan;nan;nan;nan;nan;nan;nan;0
7880918907;7880918390;0.3545533;0.40676427;0.24222799;0.2528543;nan;nan;nan;nan;nan;nan;nan;nan;0
7881020468;7881020376;0.3096166;0.44926292;0.19380137;0.30371904;nan;nan;nan;nan;nan;nan;nan;nan;0
7881117958;7881117863;0.3342669;0.42030233;0.17686;0.32497066;nan;nan;nan;nan;nan;nan;nan;nan;0
7881219992;7881219896;0.34272334;0.41435176;0.16142558;0.3378992;nan;nan;nan;nan;nan;nan;nan;nan;0
7881317519;7881317383;0.3617261;0.397243;0.17820589;0.31922492;nan;nan;nan;nan;nan;nan;nan;nan;0
7881419417;7881419322;0.35185194;0.40698737;0.20249793;0.29506266;nan;nan;nan;nan;nan;nan;nan;nan;0
7881519951;7881519856;0.31140107;0.44373932;0.22259322;0.27866632;nan;nan;nan;nan;nan;nan;nan;nan;0
7881618892;7881618795;0.3438312;0.4114282;0.2336778;0.26746267;nan;nan;nan;nan;nan;nan;nan;nan;0
7881719373;7881719281;0.31654096;0.43838936;0.19141789;0.3100517;nan;nan;nan;nan;nan;nan;nan;nan;0
7881818760;7881818268;0.33431408;0.42420375;0.18110296;0.3167791;nan;nan;nan;nan;nan;nan;nan;nan;0
7881918845;7881918754;0.33898494;0.4170226;0.17846733;0.321925;nan;nan;nan;nan;nan;nan;nan;nan;0
7882017831;7882017740;0.33528557;0.42442635;0.1405;0.356188;nan;nan;nan;nan;nan;nan;nan;nan;0
7882118316;7882118227;0.36915174;0.3894666;0.18154632;0.3162352;nan;nan;nan;nan;nan;nan;nan;nan;0
7882220301;7882220213;0.343127;0.41560888;0.19142075;0.30624324;nan;nan;nan;nan;nan;nan;nan;nan;0
7882317788;7882317700;0.330388;0.4243713;0.1959233;0.30571726;nan;nan;nan;nan;nan;nan;nan;nan;0
7882419826;7882419733;0.38741264;0.37002537;0.22461636;0.27434552;nan;nan;nan;nan;nan;nan;nan;nan;0
7882517311;7882517220;0.42887047;0.32883152;0.24280892;0.25588894;nan;nan;nan;nan;nan;nan;nan;nan;0
7882619249;7882619159;0.33632937;0.42036954;0.23593034;0.26377064;nan;nan;nan;nan;nan;nan;nan;nan;0
7882716739;7882716645;0.15349257;0.59486735;0.043243002;0.46479696;nan;nan;nan;nan;nan;nan;nan;nan;0
7882818723;7882818632;0.2748624;0.46043813;0.082973436;0.4381259;nan;nan;nan;nan;nan;nan;nan;nan;0
7882917712;7882917618;0.39920154;0.34644496;0.22132434;0.2894291;nan;nan;nan;nan;nan;nan;nan;nan;0
7883018194;7883018104;0.39555797;0.3529969;0.32652113;0.18132395;nan;nan;nan;nan;nan;nan;nan;nan;0
7883120183;7883120091;0.34392777;0.4102724;0.35905772;0.143142;nan;nan;nan;nan;nan;nan;nan;nan;0
7883217766;7883217577;0.3172634;0.441939;0.2407716;0.25642592;nan;nan;nan;nan;nan;nan;nan;nan;0
7883319700;7883319611;0.317503;0.43749198;0.11954524;0.38185966;nan;nan;nan;nan;nan;nan;nan;nan;0
7883417189;7883417097;0.3769197;0.3715377;0.09522897;0.41271356;nan;nan;nan;nan;nan;nan;nan;nan;0
7883519130;7883519036;0.3827678;0.3671869;0.11834404;0.38810116;nan;nan;nan;nan;nan;nan;nan;nan;0
7883619658;7883619570;0.25851765;0.47904566;0.30570266;0.21313395;nan;nan;nan;nan;nan;nan;nan;nan;0
7883718602;7883718509;0.18482228;0.54029673;0.40944496;0.12183596;nan;nan;nan;nan;nan;nan;nan;nan;0
7883819086;7883818995;0.23930281;0.5138986;0.36180183;0.1413967;nan;nan;nan;nan;nan;nan;nan;nan;0
7883918073;7883917982;0.3990033;0.39479348;0.22653721;0.23606591;nan;nan;nan;nan;nan;nan;nan;nan;0
7884018561;7884018468;0.42674345;0.3618533;0.051795278;0.41600785;nan;nan;nan;nan;nan;nan;nan;nan;0
7884117543;7884117455;0.356811;0.4095784;0.08754977;0.40246075;nan;nan;nan;nan;nan;nan;nan;nan;0
