timestamp;armed;prearmed;ready_to_arm;lockdown;kill;termination;in_esc_calibration_mode
8113711777;1;0;1;0;0;0;0
8114217758;1;0;1;0;0;0;0
8114723758;1;0;1;0;0;0;0
8115229758;1;0;1;0;0;0;0
8115735759;1;0;1;0;0;0;0
8116241818;1;0;1;0;0;0;0
8116747777;1;0;1;0;0;0;0
8117253766;1;0;1;0;0;0;0
8117759759;1;0;1;0;0;0;0
8118266305;1;0;1;0;0;0;0
8118771759;1;0;1;0;0;0;0
8119277960;1;0;1;0;0;0;0
8119783777;1;0;1;0;0;0;0
8120289776;1;0;1;0;0;0;0
8120796758;1;0;1;0;0;0;0
8121303758;1;0;1;0;0;0;0
8121809796;1;0;1;0;0;0;0
8122315836;1;0;1;0;0;0;0
8122821759;1;0;1;0;0;0;0
8123328316;1;0;1;0;0;0;0
8123833862;1;0;1;0;0;0;0
8124339803;1;0;1;0;0;0;0
8124845758;1;0;1;0;0;0;0
8125351782;1;0;1;0;0;0;0
8125857958;1;0;1;0;0;0;0
8126364318;1;0;1;0;0;0;0
8126869772;1;0;1;0;0;0;0
8127375759;1;0;1;0;0;0;0
8127881758;1;0;1;0;0;0;0
8128387958;1;0;1;0;0;0;0
8128893769;1;0;1;0;0;0;0
8129399758;1;0;1;0;0;0;0
8129905757;1;0;1;0;0;0;0
8130412757;1;0;1;0;0;0;0
8130919857;1;0;1;0;0;0;0
8131425757;1;0;1;0;0;0;0
8131931778;1;0;1;0;0;0;0
8132438053;1;0;1;0;0;0;0
8132943792;1;0;1;0;0;0;0
8133449981;1;0;1;0;0;0;0
8133955759;1;0;1;0;0;0;0
8134461783;1;0;1;0;0;0;0
8134967760;1;0;1;0;0;0;0
8135473781;1;0;1;0;0;0;0
8135979788;1;0;1;0;0;0;0
8136485783;1;0;1;0;0;0;0
8136991758;1;0;1;0;0;0;0
8137497758;1;0;1;0;0;0;0
8138004169;1;0;1;0;0;0;0
8138509761;1;0;1;0;0;0;0
8139015777;1;0;1;0;0;0;0
8139521757;1;0;1;0;0;0;0
8140027759;1;0;1;0;0;0;0
8140534759;1;0;1;0;0;0;0
8141040759;1;0;1;0;0;0;0
8141546833;1;0;1;0;0;0;0
8142052770;1;0;1;0;0;0;0
8142558823;1;0;1;0;0;0;0
8143064970;1;0;1;0;0;0;0
8143570758;1;0;1;0;0;0;0
8144077778;1;0;1;0;0;0;0
8144583757;1;0;1;0;0;0;0
8145089896;1;0;1;0;0;0;0
8145595759;1;0;1;0;0;0;0
8146101758;1;0;1;0;0;0;0
8146607777;1;0;1;0;0;0;0
8147113852;1;0;1;0;0;0;0
8147619933;1;0;1;0;0;0;0
8148125782;1;0;1;0;0;0;0
8148632117;1;0;1;0;0;0;0
8149137777;1;0;1;0;0;0;0
8149643759;1;0;1;0;0;0;0
8150149972;1;0;1;0;0;0;0
8150655759;1;0;1;0;0;0;0
8151161760;1;0;1;0;0;0;0
8151667775;1;0;1;0;0;0;0
8152173759;1;0;1;0;0;0;0
8152680076;1;0;1;0;0;0;0
8153185826;1;0;1;0;0;0;0
8153691761;1;0;1;0;0;0;0
8154197759;1;0;1;0;0;0;0
8154703778;1;0;1;0;0;0;0
8155209944;1;0;1;0;0;0;0
8155715974;1;0;1;0;0;0;0
8156221757;1;0;1;0;0;0;0
8156727836;1;0;1;0;0;0;0
8157233758;1;0;1;0;0;0;0
8157740548;1;0;1;0;0;0;0
8158245757;1;0;1;0;0;0;0
8158753759;1;0;1;0;0;0;0
8159260432;1;0;1;0;0;0;0
8159765804;1;0;1;0;0;0;0
8160271759;1;0;1;0;0;0;0
8160777777;1;0;1;0;0;0;0
8161283778;1;0;1;0;0;0;0
8161789962;1;0;1;0;0;0;0
8162295758;1;0;1;0;0;0;0
8162801758;1;0;1;0;0;0;0
8163307758;1;0;1;0;0;0;0
8163814100;1;0;1;0;0;0;0
8164319926;1;0;1;0;0;0;0
8164826024;1;0;1;0;0;0;0
8165331774;1;0;1;0;0;0;0
8165837759;1;0;1;0;0;0;0
8166343771;1;0;1;0;0;0;0
8166849910;1;0;1;0;0;0;0
8167355855;1;0;1;0;0;0;0
