timestamp;timestamp_sample;gyro_device_id;gyro_bias[0];gyro_bias[1];gyro_bias[2];gyro_bias_limit;gyro_bias_variance[0];gyro_bias_variance[1];gyro_bias_variance[2];accel_device_id;accel_bias[0];accel_bias[1];accel_bias[2];accel_bias_limit;accel_bias_variance[0];accel_bias_variance[1];accel_bias_variance[2];mag_device_id;mag_bias[0];mag_bias[1];mag_bias[2];mag_bias_limit;mag_bias_variance[0];mag_bias_variance[1];mag_bias_variance[2];gyro_bias_valid;gyro_bias_stable;accel_bias_valid;accel_bias_stable;mag_bias_valid;mag_bias_stable
7866775694;7866587107;2490378;-0.008288123;-0.00043718462;-0.0016636539;0.15;3.7426358e-07;2.159311e-07;3.408697e-07;2490378;-0.0028489279;0.03343109;-0.0023135862;0.4;0.00014662818;0.0005659463;4.009084e-05;396809;-0.04547363;0.025033247;-0.05691631;0.5;0.000574882;0.00016649433;0.0005742576;1;1;1;1;1;1
7867785122;7867596585;2490378;-0.008273718;-0.0004497777;-0.0016832782;0.15;3.761315e-07;2.1756573e-07;3.4175238e-07;2490378;-0.0027576282;0.03351235;-0.0023167322;0.4;0.00014653667;0.00056548044;4.0167695e-05;396809;-0.045604035;0.025090074;-0.05670221;0.5;0.0005747638;0.00016644315;0.0005742177;1;1;1;1;1;1
7869101663;7868912865;2490378;-0.008273698;-0.00045020503;-0.0017465148;0.15;3.8912214e-07;2.3055114e-07;3.524226e-07;2490378;-0.0027576282;0.03351235;-0.0023101675;0.4;0.00014665473;0.00056559657;4.0283954e-05;396809;-0.034603573;0.018025871;-0.062134445;0.5;0.0002972271;0.000102621416;0.00030187026;1;0;1;0;1;0
7870071513;7869882756;2490378;-0.008273726;-0.0004500786;-0.001982608;0.15;3.9864616e-07;2.4008858e-07;3.6099746e-07;2490378;-0.0027576282;0.03351235;-0.0023028539;0.4;0.00014674172;0.00056568213;4.0363677e-05;396809;-0.028566383;0.010388661;-0.049105942;0.5;0.000100668156;5.5563087e-05;0.00010801406;1;0;1;0;1;0
7871041466;7870852648;2490378;-0.008273711;-0.00045041874;-0.0021499703;0.15;4.0808658e-07;2.4958666e-07;3.694533e-07;2490378;-0.0027576282;0.03351235;-0.0022894724;0.4;0.00014682871;0.0005657677;4.0433097e-05;396809;-0.022723597;0.0045631942;-0.040203866;0.5;6.63859e-05;4.5779943e-05;7.4127776e-05;1;0;1;0;1;0
7872090484;7871901714;2490378;-0.008273511;-0.00045089234;-0.0022674839;0.15;4.1816568e-07;2.5980125e-07;3.7835486e-07;2490378;-0.0027576282;0.03351235;-0.002286209;0.4;0.0001469228;0.00056586025;4.0470783e-05;396809;-0.018218162;0.00050736644;-0.03237707;0.5;5.1446943e-05;4.0721738e-05;5.9400645e-05;1;0;1;0;1;0
7872981170;7872792431;2490378;-0.008271922;-0.00045130748;-0.0023511387;0.15;4.2659303e-07;2.6841806e-07;3.857534e-07;2490378;-0.0027576282;0.03351235;-0.0022879108;0.4;0.00014700269;0.0005659388;4.0454725e-05;396809;-0.015082406;-0.0031644125;-0.026336435;0.5;4.4074794e-05;3.7570957e-05;5.1610452e-05;1;0;1;0;1;0
7873802729;7873613870;2490378;-0.008270475;-0.0004519487;-0.0023525332;0.15;4.3421733e-07;2.7630023e-07;3.920639e-07;2490378;-0.0027576282;0.03351235;-0.002296918;0.4;0.00014707637;0.0005660113;4.0378945e-05;396809;-0.013101074;-0.0034489157;-0.022648767;0.5;3.9932038e-05;3.614037e-05;4.8028505e-05;1;0;1;0;1;0
7874930817;7874742111;2490378;-0.008271721;-0.00045356207;-0.0023500212;0.15;4.444309e-07;2.8701905e-07;4.0034737e-07;2490378;-0.0027576282;0.03351235;-0.0023453236;0.4;0.00014717756;0.00056611083;4.025354e-05;396809;-0.0105202785;-0.0039153355;-0.01737925;0.5;3.4631274e-05;3.460018e-05;4.301056e-05;1;0;1;0;1;0
7876049305;7875860456;2490378;-0.00827108;-0.00045618694;-0.0023221595;0.15;4.542034e-07;2.9749063e-07;4.0868176e-07;2490378;-0.0027576282;0.03351235;-0.0024385466;0.4;0.00014727787;0.0005662095;3.988889e-05;396809;-0.008531366;-0.0060341596;-0.014280122;0.5;3.189566e-05;3.3491455e-05;3.9900337e-05;1;0;1;0;1;0
7877098300;7876909522;2490378;-0.008270966;-0.00045547777;-0.0021777884;0.15;4.6304498e-07;3.0716268e-07;4.1647925e-07;2490378;-0.0027576282;0.03351235;-0.0025215892;0.4;0.00014737196;0.00056630204;3.940818e-05;396809;-0.004078901;-0.005451553;-0.017253643;0.5;2.8613398e-05;3.236761e-05;3.6192458e-05;1;0;1;0;1;0
7877920029;7877730961;2490378;-0.008269599;-0.00045938583;-0.0020412968;0.15;4.697263e-07;3.1461664e-07;4.2274934e-07;2490378;-0.0027576282;0.03351235;-0.0025758941;0.4;0.00014744564;0.0005663745;3.8957096e-05;396809;0.00058682053;-0.0036572078;-0.021345949;0.5;2.6246687e-05;3.0760417e-05;3.37464e-05;1;0;1;0;1;0
7878741187;7878552400;2490378;-0.00826788;-0.00046236473;-0.0019551811;0.15;4.7618965e-07;3.2196405e-07;4.2906598e-07;2490378;-0.0027576282;0.03351235;-0.00268404;0.4;0.00014751931;0.000566447;3.8578397e-05;396809;0.0025659723;-0.0037272426;-0.022291886;0.5;2.4462743e-05;3.0172823e-05;3.16488e-05;1;1;1;0;1;0
7879928837;7879740022;2490378;-0.008268564;-0.00046255236;-0.0018663276;0.15;4.850372e-07;3.3234807e-07;4.3661788e-07;2490378;-0.0027576282;0.03351235;-0.0028858609;0.4;0.00014762583;0.00056655175;3.785738e-05;396809;0.0030393398;-0.0044448306;-0.020235391;0.5;2.3204278e-05;2.9701601e-05;3.0236362e-05;1;1;1;0;1;0
7881057105;7880868263;2490378;-0.008264896;-0.0004686667;-0.0018493555;0.15;4.928927e-07;3.4194036e-07;4.4148618e-07;2490378;-0.0027576282;0.03351235;-0.003152019;0.4;0.00014772703;0.0005666513;3.70265e-05;396809;0.005637109;-0.00221881;-0.016907087;0.5;2.1973261e-05;2.7112888e-05;2.9722924e-05;1;1;1;0;1;0
7881947823;7881758980;2490378;-0.008263886;-0.00046936283;-0.00182579;0.15;4.987545e-07;3.493446e-07;4.445573e-07;2490378;-0.0027576282;0.03351235;-0.0033205647;0.4;0.00014780692;0.00056672987;3.6289624e-05;396809;0.008268463;0.0006718619;-0.014553209;0.5;2.0943635e-05;2.508457e-05;2.9431785e-05;1;1;1;0;1;0
7882848342;7882659593;2490378;-0.00826721;-0.00046782583;-0.0017927897;0.15;5.0436256e-07;3.5666903e-07;4.4779762e-07;2490378;-0.0027576282;0.03351235;-0.0034397568;0.4;0.0001478877;0.0005668093;3.5589164e-05;396809;0.010493114;0.002966952;-0.012555157;0.5;2.0133511e-05;2.3481161e-05;2.9219158e-05;1;1;1;0;1;1
7883897458;7883708659;2490378;-0.008264235;-0.00047682607;-0.00177792;0.15;5.1046663e-07;3.649727e-07;4.520194e-07;2490378;-0.0027576282;0.03351235;-0.003701107;0.4;0.00014798179;0.0005669019;3.4737543e-05;396809;0.012588228;0.0043846625;-0.010200475;0.5;1.9464049e-05;2.1876725e-05;2.8980068e-05;1;1;1;0;1;1
7884788143;7884599375;2490378;-0.008256368;-0.00047352235;-0.0017582698;0.15;5.1525967e-07;3.7181658e-07;4.5539682e-07;2490378;-0.0027576282;0.03351235;-0.0037613334;0.4;0.00014806168;0.00056698045;3.4240416e-05;396809;0.014293627;0.0059260125;-0.007978778;0.5;1.8912702e-05;2.0687025e-05;2.8688175e-05;1;1;1;0;1;1
7885688853;7885499987;2490378;-0.008255259;-0.00047686286;-0.0016992781;0.15;5.197392e-07;3.7853414e-07;4.585881e-07;2490378;-0.0027576282;0.03351235;-0.0038610992;0.4;0.00014814246;0.0005670599;3.3489858e-05;396809;0.015696932;0.0071804714;-0.006861932;0.5;1.8482939e-05;1.9673762e-05;2.860119e-05;1;1;1;0;1;1
7886955654;7886766783;2490378;-0.008253069;-0.0004821004;-0.0016201166;0.15;5.254062e-07;3.8761078e-07;4.6255275e-07;2490378;-0.0027576282;0.03351235;-0.0039435425;0.4;0.00014825608;0.00056717166;3.2940985e-05;396809;0.017957043;0.010167471;-0.004366025;0.5;1.7539629e-05;1.8596276e-05;2.79932e-05;1;1;1;0;1;1
7888004593;7887815847;2490378;-0.00825007;-0.00048412752;-0.0015584078;0.15;5.2948434e-07;3.9476987e-07;4.654997e-07;2490378;-0.0027576282;0.03351235;-0.0039988514;0.4;0.00014835017;0.0005672642;3.2738488e-05;396809;0.019212008;0.01225859;-0.0021835752;0.5;1.681825e-05;1.8203096e-05;2.7388736e-05;1;1;1;0;1;1
7888529586;7888340380;2490378;-0.008246387;-0.00048786413;-0.0015360652;0.15;5.312885e-07;3.98212e-07;4.667308e-07;2490378;-0.0027576282;0.03351235;-0.004016481;0.4;0.00014839722;0.0005673105;3.2688247e-05;396809;0.019417841;0.012753399;-0.0013254376;0.5;1.6479347e-05;1.8151904e-05;2.70517e-05;1;1;1;0;1;1
7889538368;7889349857;2490378;-0.008246374;-0.0004923579;-0.001467138;0.15;5.3430404e-07;4.0456558e-07;4.6969305e-07;2490378;-0.0027576282;0.03351235;-0.004006955;0.4;0.00014848774;0.00056739955;3.244724e-05;396809;0.019478612;0.01272706;-0.0006450578;0.5;1.5712503e-05;1.7907369e-05;2.6131258e-05;1;1;1;0;1;1
7890548189;7890359333;2490378;-0.008227349;-0.00050439953;-0.0013847846;0.15;5.367587e-07;4.1058098e-07;4.7414395e-07;2490378;-0.0027576282;0.03351235;-0.003974991;0.4;0.00014857829;0.0005674886;3.234963e-05;396809;0.020039272;0.01198149;-0.00083022134;0.5;1.5154263e-05;1.7452561e-05;2.5177551e-05;1;1;1;0;1;1
7891666463;7891477674;2490378;-0.0082334485;-0.00050163106;-0.0013094398;0.15;5.3878097e-07;4.1680892e-07;4.7568824e-07;2490378;-0.0027576282;0.03351235;-0.003974991;0.4;0.00014867859;0.00056758727;3.2449116e-05;396809;0.020143153;0.01327729;0.0005347405;0.5;1.4556888e-05;1.7267805e-05;2.4473873e-05;1;1;1;0;1;1
7892675743;7892487150;2490378;-0.008225251;-0.00051105756;-0.0012536709;0.15;5.400474e-07;4.2205576e-07;4.7822385e-07;2490378;-0.0027576282;0.03351235;-0.003983714;0.4;0.00014876913;0.0005676763;3.1968782e-05;396809;0.020456772;0.013769028;0.0011904781;0.5;1.4380611e-05;1.6864013e-05;2.43246e-05;1;1;1;0;1;1
7893685927;7893496625;2490378;-0.008220897;-0.00051995466;-0.0012694963;0.15;5.4081124e-07;4.269349e-07;4.811673e-07;2490378;-0.0027576282;0.03351235;-0.003911535;0.4;0.00014885968;0.0005677654;3.1334952e-05;396809;0.021030078;0.013807627;0.0020624145;0.5;1.4250049e-05;1.6441985e-05;2.4267732e-05;1;1;1;0;1;1
