timestamp;timestamp_sample;position[0];position[1];position[2];q[0];q[1];q[2];q[3];velocity[0];velocity[1];velocity[2];angular_velocity[0];angular_velocity[1];angular_velocity[2];position_variance[0];position_variance[1];position_variance[2];orientation_variance[0];orientation_variance[1];orientation_variance[2];velocity_variance[0];velocity_variance[1];velocity_variance[2];pose_frame;velocity_frame;reset_counter;quality
7866607823;7866607325;8732.154;274.2319;7.4615207;0.31295043;-0.3003367;0.30322084;0.84847933;0.0071128313;0.0019411609;-0.0036120173;-0.00047236722;0.0008563736;-0.001063893;6.746405e-05;6.7453315e-05;0.07437154;0.0011732399;0.00026540871;0.0010181295;0.0006409608;0.0006406416;0.002953756;1;1;80;0
7867111888;7867111257;8732.153;274.23294;7.4647293;0.31343278;-0.3000792;0.30365783;0.8482361;0.004445829;0.0053549963;-0.001463973;-0.00058579707;-0.0050223377;0.0044799866;9.903159e-05;9.90075e-05;0.07515446;0.0011703813;0.0002653628;0.001015067;0.0007942234;0.0007937596;0.0030553062;1;1;80;0
7867606740;7867606190;8732.152;274.23523;7.468545;0.3144125;-0.29984674;0.30419037;0.8477648;0.0045830384;0.010897576;0.0014575989;0.005596208;0.0027563658;-0.002296148;0.00013963514;0.00013958925;0.075394;0.0011680777;0.000265483;0.0010112427;0.0009434894;0.0009427979;0.003143547;1;1;80;0
7868110874;7868110121;8732.154;274.24112;7.4722705;0.31987664;-0.29800612;0.30604157;0.84570086;0.0035459525;0.015064031;0.0015003115;0.09163992;-0.033756156;-0.075119235;0.0008095408;0.0008089988;0.07856037;0.0011660762;0.0002662043;0.0010100971;0.0020987147;0.0020964718;0.0036992177;1;1;80;0
7868605533;7868605054;8732.151;274.28268;7.465612;0.34180552;-0.1968557;0.1728559;0.9025174;-0.023380006;0.19851206;-0.011611714;-1.3211722;-1.430295;0.36425176;0.002727318;0.002725093;0.08311103;0.0010083262;0.00023577786;0.0011968269;0.0037065714;0.0036769647;0.0042397967;1;1;80;0
7869109579;7869109033;8732.1455;274.32013;7.4782324;0.32192174;0.00085531693;0.018211428;0.9465908;0.08722275;-0.016694352;0.016076727;-0.30679625;0.05256241;-0.012120566;0.007038547;0.0070303082;0.08832617;2.2431745e-05;2.2457929e-05;0.0023307141;0.0057941386;0.0057840864;0.00475006;1;1;80;0
7869613459;7869612918;8732.185;274.2897;7.4796143;0.29571703;0.008781764;-0.00020249233;0.95523524;0.13444759;-0.10053787;0.0030656266;0.0063777063;0.016139647;-0.0118442625;0.015181583;0.015182791;0.09446105;2.1431028e-05;1.696842e-05;0.0022539813;0.0086109955;0.0085723465;0.005231523;1;1;80;0
7870108441;7870107851;8732.248;274.23978;7.4709773;0.26835638;-0.001924744;-7.782009e-05;0.9633179;0.19564122;-0.14499846;-0.008277128;-0.017314492;0.043463323;-0.01627278;0.028889189;0.028896727;0.10200615;2.292457e-05;1.9119578e-05;0.0021909424;0.012093537;0.0120543195;0.00570434;1;1;80;0
7870603388;7870602784;8732.337;274.17532;7.4595633;0.24503918;-0.0041813063;0.0026629956;0.96950054;0.25495324;-0.18851244;-0.009537778;-0.012655827;-0.0854661;0.00020143234;0.050659724;0.05067858;0.10941584;2.4581954e-05;2.1457443e-05;0.002125465;0.016390692;0.016356966;0.0061389836;1;1;80;0
7871107189;7871106716;8732.455;274.103;7.4439726;0.22432148;-0.008968783;-0.008379049;0.9744379;0.32104224;-0.2195958;-0.027365103;-0.04959902;0.028028598;0.00060647;0.084318906;0.08438616;0.11761931;2.6336342e-05;2.398585e-05;0.0020673012;0.021712145;0.021736404;0.0065593515;1;1;80;0
