timestamp;timestamp_sample;time_last_fuse;device_id;observation[0];observation[1];observation[2];observation_variance[0];observation_variance[1];observation_variance[2];innovation[0];innovation[1];innovation[2];innovation_filtered[0];innovation_filtered[1];innovation_filtered[2];innovation_variance[0];innovation_variance[1];innovation_variance[2];test_ratio[0];test_ratio[1];test_ratio[2];test_ratio_filtered[0];test_ratio_filtered[1];test_ratio_filtered[2];estimator_instance;innovation_rejected;fused
7866697868;7866526336;7866526336;0;0.6987462;-0.3285701;-0.635449;1.0;1.0;1.0;0.00057440996;0.0018875003;-0.0003412366;0.0005079044;0.0010050004;3.920308e-05;1.0000055;1.0000147;1.0000046;5.2791197e-06;5.699988e-05;1.8637209e-06;1.221832e-05;2.9014398e-05;2.0274585e-06;0;0;1
7867201978;7867030268;7867030268;0;0.70293915;-0.33115304;-0.62945545;1.0;1.0;1.0;-0.0035842657;0.004078418;-0.006095469;0.00013349236;0.0009500388;-0.00038330664;1.0000054;1.0000143;1.0000044;0.00020555027;0.0002661321;0.00059447327;1.6912171e-06;2.5276095e-05;-5.5609024e-05;0;0;1
7867696779;7867525201;7867525201;0;0.6983474;-0.32937634;-0.63547;1.0;1.0;1.0;0.0012680888;0.0021021962;0.00030875206;-2.4621084e-05;0.0013281786;-0.0008586298;1.0000058;1.0000151;1.0000049;2.5728637e-05;7.070659e-05;1.5252378e-06;5.0157465e-05;0.00015860512;-0.00022265855;0;0;1
7868200753;7868029180;7868029180;0;0.6989321;-0.31773722;-0.6407315;1.0;1.0;1.0;0.00079238415;-0.009374201;0.005606532;3.747616e-05;0.0010924689;-0.0006266527;1.0000064;1.0000166;1.0000057;1.0045897e-05;0.0014059871;0.0005029284;1.5460533e-05;0.000106326115;-0.0001283526;0;0;1
7868695615;7868524112;7868524112;0;0.56766784;-0.36462995;-0.73810446;1.0;1.0;1.0;0.0057870746;0.117265865;-0.04289502;-0.008820481;0.015139208;-0.018277476;1.0000088;1.000019;1.0000044;0.000535839;0.2200163;0.02944;-0.012575487;0.023412718;-0.026902692;0;0;1
7869199592;7869027997;7869027997;0;-0.078499466;-0.030037006;-0.9964615;1.0;1.0;1.0;0.08977615;-0.026019467;-0.0019025207;0.022821838;-0.0072423397;-0.007639062;1.0000151;1.0000203;1.0;0.12895416;0.010831685;5.790247e-05;0.033400163;-0.0059517254;-0.013233416;0;0;1
7869703510;7869531929;7869531929;0;-0.09546887;-0.034174472;-0.99484557;1.0;1.0;1.0;0.08216395;0.031280026;-0.0050617456;0.019165913;-0.007350232;-0.0040612966;1.0000173;1.0000217;1.0;0.10801277;0.015655052;0.00040994995;0.025687264;-0.01095371;-0.00495811;0;0;1
7870198719;7870026862;7870026862;0;-0.06871072;-0.055871774;-0.99607086;1.0;1.0;1.0;0.06945804;0.056776065;-0.003928423;0.017665872;-0.004494523;-0.002535882;1.0000196;1.0000231;1.0;0.07718919;0.05157572;0.0002469276;0.019582026;-0.005294013;-0.0019020869;0;0;1
7870702394;7870530796;7870530796;0;0.042631477;-0.020265665;-0.9988853;1.0;1.0;1.0;-0.030691737;0.01714216;-0.0010386109;0.016159946;-0.003574425;-0.0020388004;1.0000219;1.0000249;1.0;0.015071393;0.0047014602;1.7255441e-05;0.01977669;-0.0039544734;-0.00074607535;0;0;1
7871197235;7871025727;7871025727;0;-0.002087031;-0.02166104;-0.99976313;1.0;1.0;1.0;0.010939535;0.035615012;-0.00010037422;0.017544413;-0.0017176762;-0.0013597042;1.0000243;1.0000268;1.0;0.0019147282;0.020294385;1.6100836e-07;0.018974349;-0.002055064;-0.00030142293;0;0;1
7871701525;7871529658;7871529658;0;0.015472699;-0.027324302;-0.9995068;1.0;1.0;1.0;-0.0038790125;0.016732976;-0.00036990643;0.016097102;-0.0029404091;-0.0012689446;1.0000268;1.000029;1.0;0.00024074136;0.004479738;2.1899978e-06;0.013408466;-0.0046324288;-0.00015096733;0;0;1
7872196135;7872024592;7872024592;0;-0.040712334;-0.082590275;-0.9957516;1.0;1.0;1.0;0.048318833;0.10140705;-0.0040424466;0.015810037;0.006273128;-0.0019454531;1.0000293;1.0000314;1.0;0.03735426;0.16452998;0.0002614543;0.017985268;0.010738314;-0.00015582841;0;0;1
7872700154;7872528571;7872528571;0;-0.027864438;-0.07485407;-0.99680513;1.0;1.0;1.0;0.032211795;0.063599296;-0.0031220317;0.01770024;0.0036611743;-0.007824814;1.000032;1.0000339;1.0;0.016601065;0.06471613;0.00015595926;0.02218053;0.020904286;-0.0037117996;0;0;1
7873204040;7873032455;7873032455;0;0.04359818;-0.10015459;-0.9940162;1.0;1.0;1.0;-0.027544726;0.018472463;-0.0025129318;0.01515785;-0.010215885;-0.009368221;1.0000347;1.0000364;1.0000002;0.012138969;0.005459406;0.000101041995;0.018604312;-0.02439265;-0.004154818;0;0;1
7873698952;7873527389;7873527389;0;-0.015630208;-0.100333005;-0.9948311;1.0;1.0;1.0;0.022714699;-0.05180265;0.0064965487;0.017949693;-0.024482783;-0.0045460667;1.0000373;1.0000389;1.000001;0.008255012;0.042934343;0.0006753436;0.020387916;-0.04389989;-0.001935546;0;0;1
7874202980;7874031321;7874031321;0;-0.038798817;0.18338552;-0.9822751;1.0;1.0;1.0;-0.089134;-0.13600601;-0.008375704;-0.0015809601;-0.016144576;-0.013470644;1.0000396;1.0000429;1.0000007;0.12711288;0.29595238;0.001122358;-0.008607552;-0.035352662;-0.008166885;0;0;1
7874697863;7874526254;7874526254;0;0.06400524;0.08969369;-0.9939106;1.0;1.0;1.0;-0.08315287;-0.08106561;-0.0058689117;0.018618964;-0.012404845;-0.013769009;1.000043;1.0000464;1.0;0.11062563;0.105142936;0.0005510948;0.026250707;-0.02768177;-0.006965369;0;0;1
7875201756;7875030186;7875030186;0;0.014908677;0.06636567;-0.997684;1.0;1.0;1.0;-0.009274482;-0.027617086;-0.0015490651;0.014790055;-0.007497465;-0.006489595;1.0000463;1.0000498;1.0000001;0.0013761926;0.012202713;3.8396596e-05;0.019178227;-0.014368187;-0.0026698783;0;0;1
7875696625;7875525119;7875525119;0;0.07447024;-0.08465146;-0.9936239;1.0;1.0;1.0;-0.04114839;0.11829536;-0.0052545667;0.012493629;-0.004035111;-0.0040325797;1.0000471;1.0000559;1.0000001;0.027089765;0.2238869;0.00044171736;0.014183923;-0.008574379;-0.0012407576;0;0;1
7876200620;7876029051;7876029051;0;-0.276473;-0.027843373;-0.9606182;1.0;1.0;1.0;0.058064952;-0.01635774;-0.014237285;0.010678337;-0.0021632612;-0.00448247;1.0000441;1.0000638;1.0000024;0.053942237;0.004280813;0.0032434412;0.0076514524;-0.004345022;-0.001001121;0;0;1
7876704810;7876533030;7876533030;0;0.3329372;-0.01450986;-0.9428374;1.0;1.0;1.0;-0.12071258;0.054589733;-0.033560216;-0.011752715;-0.006020124;-0.021986796;1.0000458;1.0000694;1.0000023;0.23313376;0.04767762;0.018021658;-0.06317929;-0.04238171;-0.020661611;0;0;1
7877199560;7877027964;7877027964;0;0.14706077;-0.025336137;-0.98880297;1.0;1.0;1.0;-0.11725281;0.01757168;-0.010722339;0.011051219;0.006640036;-0.011530608;1.0000516;1.0000724;1.0;0.2199602;0.0049401913;0.0018395582;-0.009255804;-0.003317841;-0.008431741;0;0;1
7877694455;7877522896;7877522896;0;-0.06810202;-0.04018135;-0.9968689;1.0;1.0;1.0;0.03510822;0.047708932;-0.0025583506;0.011121496;0.005587478;-0.0065405956;1.000054;1.0000765;1.0000001;0.019720329;0.036415223;0.000104712744;-0.0055782697;0.00014547774;-0.0034681608;0;0;1
7878198621;7878026781;7878026781;0;0.058586784;0.001942476;-0.99828047;1.0;1.0;1.0;-0.032349274;-0.021819185;-0.0011776686;0.0040135183;0.009964773;-0.0043450654;1.0000558;1.0000819;1.0000001;0.016742675;0.0076165926;2.219045e-05;-0.005138893;0.009550803;-0.0014874921;0;0;1
7878702363;7878530713;7878530713;0;-0.35670108;0.055025004;-0.93259674;1.0;1.0;1.0;0.06847137;-0.047797494;-0.02493614;0.00899081;-2.5967316e-05;-0.007316187;1.0000552;1.0000858;1.000005;0.075009115;0.03654992;0.009949784;0.00074821047;-0.0052577057;-0.002570301;0;0;1
7879197236;7879025646;7879025646;0;0.18032287;-0.15804735;-0.97082675;1.0;1.0;1.0;-0.03363715;0.06123419;-0.013606608;0.0072713154;0.018577345;-0.0128771225;1.0000652;1.0000875;1.0000019;0.018102147;0.059988055;0.0029625422;0.010248185;0.028188266;-0.0061305948;0;0;1
7879701132;7879529578;7879529578;0;-0.12618978;0.10846498;-0.98605853;1.0;1.0;1.0;0.09121524;-0.029926717;-0.010238528;0.014607809;-0.01034796;-0.011340803;1.0000765;1.0000867;1.0000006;0.13311332;0.014327166;0.0016773165;0.020609366;-0.016636046;-0.004595152;0;0;1
7880205113;7880033510;7880033510;0;0.17992693;0.118325494;-0.9765374;1.0;1.0;1.0;-0.06768247;-0.075677976;-0.01622659;-0.01190966;-0.000583971;-0.014856426;1.0000883;1.0000826;1.0000014;0.07328819;0.09162954;0.0042133867;-0.031203685;0.004218272;-0.008024313;0;0;1
7880700039;7880528443;7880528443;0;0.023228385;0.017752483;-0.9995725;1.0;1.0;1.0;0.0016765632;-0.01676483;-0.000116825104;0.012923667;-0.008715745;-0.010490898;1.0001016;1.0000788;1.0000001;4.496926e-05;0.0044965865;2.1836965e-07;0.01982242;-0.011283095;-0.0045482833;0;0;1
7881195009;7881023375;7881023375;0;0.017327618;0.028757274;-0.9994362;1.0;1.0;1.0;-0.032477185;-0.0122668315;-0.0003131032;0.012830078;-0.011763867;-0.0059905895;1.0001056;1.0000823;1.0;0.016874498;0.0024075876;1.5679407e-06;0.018349614;-0.014603281;-0.0019093517;0;0;1
7881698978;7881527354;7881527354;0;-0.03353181;0.04865139;-0.99825275;1.0;1.0;1.0;0.02727187;-0.06749177;-0.0015503168;0.008063958;-0.009441631;-0.003871594;1.0001094;1.0000863;1.0;0.0118987765;0.072875015;3.8446844e-05;0.008585843;-0.0112208435;-0.0008675451;0;0;1
7882202846;7882031239;7882031239;0;-0.021746827;0.014102974;-0.99966407;1.0;1.0;1.0;0.039467838;-0.03523558;4.428625e-05;0.008434438;-0.016517734;-0.0031743313;1.0001134;1.0000905;1.0;0.024920538;0.0198622;3.1634272e-08;0.010303462;-0.020268835;-0.0004565135;0;0;1
7882697729;7882526171;7882526171;0;0.008509457;0.056112863;-0.99838823;1.0;1.0;1.0;-0.0147690065;-0.072301075;-0.0014612675;0.011283599;-0.015280249;-0.0022175855;1.0001172;1.0000949;1.0;0.003489568;0.0836318;3.415648e-05;0.013404054;-0.014597192;-0.00022905828;0;0;1
7883202014;7883030103;7883030103;0;-0.00038225108;0.053813078;-0.99855095;1.0;1.0;1.0;0.023121662;-0.06114261;-0.0011636615;-0.01031687;-0.0063208863;-0.010755925;1.0001216;1.000099;1.0000001;0.00855274;0.059807938;2.1665726e-05;-0.041907523;-0.009162704;-0.007036824;0;0;1
7883696610;7883525036;7883525036;0;0.015084156;-0.12887289;-0.9915464;1.0;1.0;1.0;0.022301331;0.114095695;-0.0076452494;0.007868745;-0.0045696953;-0.008801617;1.0001256;1.0001035;1.0000001;0.0079565905;0.2082653;0.0009351973;-0.005533654;-0.0025185908;-0.0034298126;0;0;1
7884200477;7884028967;7884028967;0;-0.07625817;0.091502056;-0.9928807;1.0;1.0;1.0;0.028823912;0.011303611;-0.0006890297;0.016297236;-0.036871906;-0.02114911;1.0001308;1.0001063;1.0000012;0.013291349;0.0020443469;7.597496e-06;0.016464207;-0.070128605;-0.01679786;0;0;1
7884695725;7884523899;7884523899;0;-0.007001287;-0.020992098;-0.99975514;1.0;1.0;1.0;-0.028873852;-0.03261324;0.0018371344;0.0051143006;-0.026094014;-0.011098748;1.0001352;1.0001115;1.0000006;0.013337386;0.017016716;5.4029006e-05;0.0044890465;-0.045183882;-0.0067909164;0;0;1
7885199440;7885027831;7885027831;0;0.0526878;0.055840664;-0.99704856;1.0;1.0;1.0;0.023361616;-0.08450762;0.00035625696;0.01860224;-0.010642993;-0.0060345773;1.0001389;1.0001167;1.0000008;0.008731029;0.114249825;2.0347818e-06;0.02876936;-0.018668817;-0.0029577122;0;0;1
7885703383;7885531809;7885531809;0;0.06729392;0.0010879597;-0.9977326;1.0;1.0;1.0;0.09007049;-0.0010596628;0.0101899505;0.00897482;-0.020097498;-0.0049275877;1.0001416;1.0001205;1.0000036;0.12978473;1.7894146e-05;0.0016619969;0.008858937;-0.030650208;-0.0024568466;0;0;1
7886198278;7886026741;7886026741;0;-0.28410485;0.06585777;-0.9565288;1.0;1.0;1.0;0.0544008;-0.029596422;-0.016054273;-0.0032890814;-0.008831873;-0.010479771;1.0001415;1.0001256;1.0000076;0.047344457;0.014012126;0.0041246605;-0.027825598;-0.012341871;-0.005803609;0;0;1
7886702203;7886530625;7886530625;0;-0.15312591;0.0026004754;-0.98820317;1.0;1.0;1.0;-0.058502197;-0.041677624;0.011632085;0.003897304;-0.017032202;-0.0082681915;1.0001467;1.0001303;1.0000075;0.054752078;0.02779062;0.0021657576;-0.0012559763;-0.018963413;-0.0046524275;0;0;1
7887197170;7887025557;7887025557;0;-0.25279534;0.09206781;-0.9631292;1.0;1.0;1.0;0.01041311;-0.062693715;-0.0066066384;0.0072861775;-0.014606966;-0.0058656265;1.0001456;1.0001401;1.0000088;0.0017346734;0.062878646;0.000698407;0.0035153765;-0.013190932;-0.002467186;0;0;1
7887701070;7887529489;7887529489;0;-0.28664196;-0.073326945;-0.9552275;1.0;1.0;1.0;0.043109864;0.030533072;-0.013718784;0.0010876376;-0.016691102;-0.003408255;1.000144;1.000151;1.00001;0.029731084;0.014915204;0.0030121661;0.00029244606;-0.019289441;-0.0013077675;0;0;1
7888196033;7888024421;7888024421;0;-0.21237296;-0.015232606;-0.9770699;1.0;1.0;1.0;-0.0072333813;-0.06570924;0.004843354;0.0033603127;-0.018311905;-0.003047733;1.0001426;1.000164;1.0000094;0.00083702954;0.06907234;0.00037555673;-0.0006885868;-0.025054602;-0.0010016181;0;0;1
7888699887;7888528351;7888528351;0;-0.22028895;-0.13033931;-0.9666873;1.0;1.0;1.0;-0.08740346;-0.056387916;0.033697903;-0.0006585685;-0.0111913085;-0.0024509192;1.0001261;1.0001789;1.0000224;0.12221443;0.050866336;0.018174862;-0.0063067335;-0.010325408;-0.0016467877;0;0;1
7889203873;7889032282;7889032282;0;-0.022373011;0.32519034;-0.94538385;1.0;1.0;1.0;0.01926895;-0.21316989;-0.048312426;0.027982326;-0.020889178;-0.014875987;1.000136;1.0002005;1.0000025;0.005939871;0.7269162;0.03735282;0.04445124;-0.065281175;-0.0110126855;0;0;1
7889698778;7889527214;7889527214;0;0.08231769;0.36911616;-0.9257305;1.0;1.0;1.0;-0.045384407;-0.13234806;-0.045126796;0.00032478268;-0.006381213;-0.012449771;1.0001398;1.0001975;1.000012;0.032951303;0.2802012;0.03259209;-0.011949176;-0.021942152;-0.008878124;0;0;1
7890202764;7890031192;7890031192;0;-0.02665217;0.2834108;-0.9586282;1.0;1.0;1.0;-0.05699403;-0.0220685;-0.0029864311;0.009235738;-0.01084196;-0.010019443;1.0001475;1.0001981;1.0000149;0.051965445;0.0077915345;0.00014277227;0.007584161;-0.022963466;-0.006551765;0;0;1
7890697701;7890526123;7890526123;0;-0.37632763;0.03525283;-0.9258157;1.0;1.0;1.0;0.090070814;-0.007492598;-0.031930983;0.011249271;-0.02253094;-0.011142068;1.0001491;1.0002096;1.000013;0.12978467;0.0008974099;0.01631727;0.015257225;-0.031172192;-0.0060730493;0;0;1
7891201864;7891030007;7891030007;0;-0.23122463;-0.24714723;-0.9409853;1.0;1.0;1.0;-0.023444146;0.058413565;-0.0074451566;0.009804181;-0.009234;-0.008362191;1.0001673;1.0001938;1.0000225;0.008792577;0.05458262;0.0008872208;0.0156152835;-0.010889419;-0.0046324227;0;0;1
7891696542;7891524938;7891524938;0;0.24200612;-0.45173442;-0.85870194;1.0;1.0;1.0;-0.12776425;0.07245946;-0.059494615;0.004547543;-0.0026626831;-0.01138128;1.0001976;1.0001693;1.0000274;0.26112765;0.08397856;0.056642633;-0.0011581976;-0.004390984;-0.008592294;0;0;1
