timestamp;timestamp_sample;roll;pitch;yaw;throttle;flaps;aux1;aux2;aux3;aux4;aux5;aux6;buttons;valid;data_source;sticks_moving
7866280971;7866279539;-0.0024330625;4.5867637e-08;0.99756676;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;1;0
7866480984;7866279539;-0.0024330625;4.5867637e-08;0.99756676;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;1;0
7866565832;7866279539;-0.0024330625;4.5867637e-08;0.99756676;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;1;0
7866588294;7866587271;-0.0024330625;4.5867637e-08;0.99756676;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;1;0
7866903263;7866902230;-0.0024330625;4.5867637e-08;0.99756676;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;1;0
7867105721;7867104694;-0.0024330625;4.5867637e-08;0.95133805;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;1;0
7867292686;7867291652;-0.0024330625;4.5867637e-08;0.0048660655;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;1;1
7867492698;7867291652;-0.0024330625;4.5867637e-08;0.0048660655;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;1;1
7867600649;7867599628;-0.0024330625;4.5867637e-08;0.0048660655;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;1;1
7867915715;7867914687;-0.0024330625;4.5867637e-08;0.0048660655;-0.77995104;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;1;1
7868118077;7868117058;-0.0024330625;4.5867637e-08;0.0048660655;-0.51100236;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;1;1
7868305218;7868304173;-0.0024330625;4.5867637e-08;0.0048660655;-0.15892409;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;1;1
7868500569;7868499553;-0.0024330625;4.5867637e-08;0.0048660655;0.03902429;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;1;1
7868658000;7868656981;-0.0024330625;4.5867637e-08;0.0024329755;0.109756;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;1;1
7868905607;7868904526;-0.0024330625;4.5867637e-08;0.0024329755;0.09512185;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;1;0
7869107940;7869106923;-0.0024330625;4.5867637e-08;0.0024329755;0.07804868;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;1;0
7869317330;7869316294;-0.0024330625;4.5867637e-08;0.0024329755;0.06829258;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;1;0
7869445440;7869444399;-0.0024330625;4.5867637e-08;0.0024329755;0.06097551;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;1;0
7869715387;7869714347;-0.0024330625;4.5867637e-08;0.0024329755;0.058536485;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;1;0
7869917860;7869916838;-0.0024330625;4.5867637e-08;0.0048660655;0.14146331;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;1;1
7870097835;7870096810;-0.0024330625;4.5867637e-08;0.0024329755;0.8390243;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;1;1
7870187820;7870186798;-0.0024330625;4.5867637e-08;0.0024329755;0.9999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;1;1
7870502779;7870501744;-0.0024330625;4.5867637e-08;0.0024329755;0.9999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;1;1
7870660288;7870659216;-0.0024330625;4.5867637e-08;0.0024329755;0.99756086;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;1;0
7870860300;7870659216;-0.0024330625;4.5867637e-08;0.0024329755;0.99756086;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;1;0
7871087718;7871086654;-0.0024330625;4.5867637e-08;0.0024329755;0.99756086;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;1;0
7871245186;7871244137;-0.0024330625;4.5867637e-08;0.0024329755;0.99512184;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;1;0
7871445198;7871244137;-0.0024330625;4.5867637e-08;0.0024329755;0.99512184;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;1;0
7871627621;7871559091;-0.0024330625;4.5867637e-08;0.0024329755;0.99512184;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;1;0
7871920090;7871919060;-0.46472016;-0.004842569;0.0024329755;0.99512184;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;1;1
7872100186;7872099023;-0.0413625;4.5867637e-08;0.0024329755;0.99512184;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;1;1
7872167549;7872166509;-0.0024330625;-0.004842569;0.0024329755;0.99512184;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;1;1
7872505037;7872504015;-0.66909975;-0.004842569;0.0024329755;0.99512184;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;1;1
7872639974;7872616443;-0.0024330625;4.5867637e-08;0.0024329755;0.99512184;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;1;1
7872909949;7872908909;0.38725492;4.5867637e-08;0.0024329755;0.99512184;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;1;1
7873112467;7873111452;2.7474016e-08;0.0024631456;0.0024329755;0.99512184;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;1;1
7873314886;7873313862;0.5906863;0.0024631456;0.0024329755;0.99512184;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;1;1
7873517344;7873516323;0.78431374;0.0024631456;0.0024329755;0.99512184;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;1;1
7873674863;7873673842;2.7474016e-08;0.0024631456;0.0024329755;0.99512184;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;1;1
7873899848;7873898821;-0.0024330625;0.6108375;0.0024329755;0.99512184;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;1;1
7874102269;7874101249;-0.0024330625;0.43596068;0.0024329755;0.99512184;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;1;1
7874304756;7874303733;-0.0024330625;0.11083753;0.0024329755;0.99512184;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;1;1
7874507240;7874506196;-0.0024330625;0.0049262;0.0024329755;0.9999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;1;1
7874687322;7874686306;-0.0024330625;0.0024631456;-0.039408915;0.9999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;1;0
7874889694;7874888671;-0.0024330625;0.0024631456;-0.5246306;0.9999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;1;1
7875114671;7875113614;2.7474016e-08;0.0024631456;-0.6502463;0.9999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;1;1
7875317101;7875316082;-0.0024330625;0.0024631456;-0.6157636;0.9999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;1;0
7875497075;7875496060;-0.0024330625;0.0024631456;-0.65517247;0.9999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;1;0
7875699546;7875698530;-0.0024330625;0.40640402;-0.6724138;0.9999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;1;1
7875902112;7875901091;-0.0024330625;0.48522174;-0.6428572;0.99756086;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;1;0
7876104518;7876103490;-0.0024330625;-0.34140432;-0.62315273;0.99512184;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;1;1
7876307032;7876305949;2.7474016e-08;-0.49636802;-0.70443356;0.98536575;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;1;1
7876509515;7876508500;2.7474016e-08;-0.004842569;-4.7963113e-08;0.9999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;1;1
7876689470;7876665901;2.7474016e-08;-0.0024212617;0.0024329755;0.9999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;1;1
7876914402;7876913379;-0.0024330625;-0.0024212617;0.0024329755;0.9999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;1;1
7877116930;7877115912;-0.0024330625;-0.0024212617;0.33090013;0.9999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;1;1
7877296866;7877295814;-0.0024330625;4.5867637e-08;0.49148408;0.9999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;1;1
7877499331;7877498316;-0.0024330625;4.5867637e-08;0.6155717;0.9999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;1;1
7877701873;7877700788;-0.0024330625;4.5867637e-08;0.7712894;0.9999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;1;1
7877904405;7877903290;-0.0024330625;0.019704524;0.8053527;0.9999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;1;0
7878106742;7878105716;-0.0024330625;0.541872;0.788321;0.9999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;1;1
7878309223;7878308184;-0.0024330625;0.57635474;0.7542578;0.9999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;1;1
7878511713;7878510650;-0.0024330625;0.5812809;0.80778575;0.9999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;1;0
7878714140;7878713122;-0.0024330625;0.009852308;0.922141;0.9999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;1;1
7878894123;7878893098;-0.0024330625;4.5867637e-08;0.9270072;0.9999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;1;1
7879096633;7879095617;-0.0024330625;-0.0024212617;0.91240865;0.9999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;1;0
7879299082;7879298060;-0.0024330625;-0.06537526;0.90754247;0.9999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;1;1
7879501537;7879500518;-0.0024330625;-0.18644065;0.9026763;0.9999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;1;0
